wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
265.0, 67.0, 6.4, 0.0, -5.9, 5.2, -0.5, -0.8, 282.0, 0.0, 0.0, 67.0,2021-04-02 00:00:00,14
318.0, 65.0, 11.7, 0.0, -6.6, 5.3, -0.8, -0.3, 282.0, 0.0, 0.0, 66.0,2021-04-02 01:00:00,14
240.0, 67.0, 5.2, 0.0, -6.2, 2.7, -0.8, -0.6, 265.0, 0.0, 0.0, 73.0,2021-04-02 02:00:00,14
266.0, 66.0, 5.3, 0.0, -5.9, 2.0, -0.3, -1.3, 318.0, 0.0, 0.0, 76.0,2021-04-02 03:00:00,14
241.0, 73.0, 2.7, 0.0, -4.8, 3.4, -0.6, -1.3, 240.0, 0.0, 0.0, 75.0,2021-04-02 04:00:00,14
291.0, 76.0, 2.0, 0.0, -5.0, 1.9, -1.3, -1.3, 266.0, 0.0, 0.0, 76.0,2021-04-02 05:00:00,14
227.0, 75.0, 3.4, 0.0, -5.2, 4.2, -1.3, -0.3, 241.0, 0.0, 0.0, 67.0,2021-04-02 06:00:00,14
226.0, 76.0, 1.9, 0.0, -5.0, 10.5, -1.3, 1.7, 291.0, 0.0, 0.0, 58.0,2021-04-02 07:00:00,14
212.0, 67.0, 4.2, 0.0, -5.7, 11.5, -0.3, 4.1, 227.0, 0.0, 0.0, 47.0,2021-04-02 08:00:00,14
221.0, 58.0, 10.5, 0.0, -5.7, 11.6, 1.7, 6.1, 226.0, 0.0, 0.0, 40.0,2021-04-02 09:00:00,14
191.0, 47.0, 11.5, 0.0, -6.2, 8.9, 4.1, 6.7, 212.0, 0.0, 0.0, 35.0,2021-04-02 10:00:00,14
181.0, 40.0, 11.6, 0.0, -6.5, 9.9, 6.1, 8.0, 221.0, 0.0, 0.0, 31.0,2021-04-02 11:00:00,14
205.0, 35.0, 8.9, 0.0, -7.7, 10.8, 6.7, 9.1, 191.0, 0.0, 0.0, 27.0,2021-04-02 12:00:00,14
226.0, 31.0, 9.9, 0.0, -8.1, 12.3, 8.0, 9.0, 181.0, 0.0, 0.0, 27.0,2021-04-02 13:00:00,14
235.0, 27.0, 10.8, 0.0, -8.9, 13.7, 9.1, 9.6, 205.0, 0.0, 0.0, 26.0,2021-04-02 14:00:00,14
242.0, 27.0, 12.3, 0.0, -9.0, 10.4, 9.0, 9.3, 226.0, 0.0, 0.0, 28.0,2021-04-02 15:00:00,14
291.0, 26.0, 13.7, 0.0, -9.0, 9.6, 9.6, 6.5, 235.0, 0.0, 0.0, 41.0,2021-04-02 16:00:00,14
323.0, 28.0, 10.4, 0.0, -8.3, 8.2, 9.3, 3.3, 242.0, 0.0, 0.0, 50.0,2021-04-02 17:00:00,14
353.0, 41.0, 9.6, 0.0, -5.8, 8.0, 6.5, 1.0, 291.0, 0.0, 0.0, 62.0,2021-04-02 18:00:00,14
184.0, 50.0, 8.2, 0.0, -6.1, 2.8, 3.3, 0.5, 323.0, 0.0, 0.0, 53.0,2021-04-02 19:00:00,14
264.0, 62.0, 8.0, 0.0, -5.5, 5.0, 1.0, -1.1, 353.0, 0.0, 0.0, 62.0,2021-04-02 20:00:00,14
280.0, 53.0, 2.8, 0.0, -8.0, 5.1, 0.5, -1.1, 184.0, 0.0, 0.0, 56.0,2021-04-02 21:00:00,14
304.0, 62.0, 5.0, 0.0, -7.5, 6.5, -1.1, -0.8, 264.0, 0.0, 0.0, 57.0,2021-04-02 22:00:00,14
284.0, 56.0, 5.1, 0.0, -8.8, 5.3, -1.1, -1.9, 280.0, 0.0, 0.0, 57.0,2021-04-02 23:00:00,14
302.0, 57.0, 6.5, 0.0, -8.3, 4.4, -0.8, -2.2, 304.0, 0.0, 0.0, 66.0,2021-04-03 00:00:00,14
321.0, 57.0, 5.3, 0.0, -9.3, 4.9, -1.9, -1.9, 284.0, 0.0, 0.0, 68.0,2021-04-03 01:00:00,14
296.0, 66.0, 4.4, 0.0, -7.7, 3.9, -2.2, -1.9, 302.0, 0.0, 0.0, 69.0,2021-04-03 02:00:00,14
307.0, 68.0, 4.9, 0.0, -7.0, 3.3, -1.9, -1.1, 321.0, 0.0, 0.0, 64.0,2021-04-03 03:00:00,14
316.0, 69.0, 3.9, 0.0, -6.8, 5.5, -1.9, -1.4, 296.0, 0.0, 0.0, 64.0,2021-04-03 04:00:00,14
259.0, 64.0, 3.3, 0.0, -7.0, 2.1, -1.1, -1.9, 307.0, 0.0, 0.0, 65.0,2021-04-03 05:00:00,14
17.0, 64.0, 5.5, 0.0, -7.3, 2.5, -1.4, -1.0, 316.0, 0.0, 0.0, 61.0,2021-04-03 06:00:00,14
181.0, 65.0, 2.1, 0.0, -7.6, 5.5, -1.9, 3.1, 259.0, 0.0, 0.0, 47.0,2021-04-03 07:00:00,14
157.0, 61.0, 2.5, 0.0, -7.6, 10.6, -1.0, 4.8, 17.0, 0.0, 0.0, 46.0,2021-04-03 08:00:00,14
147.0, 47.0, 5.5, 0.0, -7.1, 11.8, 3.1, 5.5, 181.0, 0.0, 0.0, 44.0,2021-04-03 09:00:00,14
143.0, 46.0, 10.6, 0.0, -5.8, 16.5, 4.8, 6.3, 157.0, 0.0, 0.0, 41.0,2021-04-03 10:00:00,14
150.0, 44.0, 11.8, 0.0, -5.8, 8.2, 5.5, 6.7, 147.0, 0.0, 0.0, 41.0,2021-04-03 11:00:00,14
101.0, 41.0, 16.5, 0.0, -6.0, 4.9, 6.3, 6.5, 143.0, 0.0, 0.0, 42.0,2021-04-03 12:00:00,14
236.0, 41.0, 8.2, 0.0, -5.6, 6.9, 6.7, 7.0, 150.0, 0.0, 0.0, 50.0,2021-04-03 13:00:00,14
221.0, 42.0, 4.9, 0.0, -5.5, 12.4, 6.5, 8.7, 101.0, 0.0, 0.0, 41.0,2021-04-03 14:00:00,14
290.0, 50.0, 6.9, 0.0, -2.7, 11.1, 7.0, 7.6, 236.0, 0.0, 0.0, 48.0,2021-04-03 15:00:00,14
232.0, None, None, 0.0, None, 13.8, None, 6.8, None, None, None, 51.0,2021-04-03 16:00:00,14
221.0, 48.0, 11.1, 0.0, -2.7, 13.0, 7.6, 5.6, 290.0, 0.0, 0.0, 56.0,2021-04-03 17:00:00,14
206.0, 51.0, 13.8, 0.0, -2.6, 8.5, 6.8, 3.7, 232.0, 0.0, 0.0, 64.0,2021-04-03 18:00:00,14
188.0, 56.0, 13.0, 0.0, -2.5, 7.1, 5.6, 2.8, 221.0, 0.0, 0.0, 66.0,2021-04-03 19:00:00,14
100.0, 64.0, 8.5, 0.0, -2.5, 3.1, 3.7, 1.1, 206.0, 0.0, 0.0, 75.0,2021-04-03 20:00:00,14
308.0, 66.0, 7.1, 0.0, -2.9, 11.4, 2.8, 2.2, 188.0, 0.0, 0.0, 73.0,2021-04-03 21:00:00,14
272.0, 75.0, 3.1, 0.0, -2.8, 6.8, 1.1, 1.5, 100.0, 0.0, 0.0, 74.0,2021-04-03 22:00:00,14
289.0, 73.0, 11.4, 0.0, -2.1, 10.0, 2.2, 1.0, 308.0, 0.0, 0.0, 75.0,2021-04-03 23:00:00,14
270.0, 74.0, 6.8, 0.0, -2.6, 6.1, 1.5, 0.4, 272.0, 0.0, 0.0, 75.0,2021-04-04 00:00:00,14
245.0, 75.0, 10.0, 0.0, -2.9, 6.8, 1.0, -0.5, 289.0, 0.0, 0.0, 75.0,2021-04-04 01:00:00,14
