station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, None, 25.1, 4.0, None, None, 912.0, None, None, 2012-08-17 20:00:00, None
None, None, None, None, None, 25.8, None, None, None, 911.0, None, None, 2012-08-17 21:00:00, None
None, None, None, None, None, 25.5, None, None, None, 911.0, None, None, 2012-08-17 22:00:00, None
None, None, None, None, None, 25.5, None, None, None, 912.0, None, None, 2012-08-17 23:00:00, None
None, None, None, None, None, 25.3, None, None, None, 912.0, None, None, 2012-08-18 00:00:00, None
None, None, None, None, None, 20.2, 3.0, None, None, 914.0, None, None, 2012-08-18 01:00:00, None
None, None, None, None, None, 19.6, 2.0, None, None, 914.0, None, None, 2012-08-18 02:00:00, None
None, None, None, None, None, 16.5, 0.0, None, None, 915.0, None, None, 2012-08-18 03:00:00, None
None, None, None, None, None, 14.3, 4.0, None, None, 916.0, None, None, 2012-08-18 04:00:00, None
None, None, None, None, None, 12.4, 5.0, None, None, 917.0, None, None, 2012-08-18 05:00:00, None
None, None, None, None, None, 12.7, None, None, None, 917.0, None, None, 2012-08-18 06:00:00, None
None, None, None, None, None, 13.3, None, None, None, 917.0, None, None, 2012-08-18 07:00:00, None
None, None, None, None, None, 13.1, None, None, None, 917.0, None, None, 2012-08-18 08:00:00, None
None, None, None, None, None, 13.3, None, None, None, 916.0, None, None, 2012-08-18 09:00:00, None
None, None, None, None, None, 13.0, None, None, None, 917.0, None, None, 2012-08-18 10:00:00, None
None, None, None, None, None, 12.5, None, None, None, 917.0, None, None, 2012-08-18 11:00:00, None
None, None, None, None, None, 11.9, None, None, None, 917.0, None, None, 2012-08-18 12:00:00, None
None, None, None, None, None, 10.2, None, None, None, 917.0, None, None, 2012-08-18 13:00:00, None
None, None, None, None, None, 9.7, None, None, None, 918.0, None, None, 2012-08-18 14:00:00, None
None, None, None, None, None, 10.3, None, None, None, 917.0, None, None, 2012-08-18 15:00:00, None
None, 0.0, None, None, None, 11.3, None, None, None, 917.0, None, None, 2012-08-18 16:00:00, None
None, None, None, None, None, 21.8, None, None, None, 912.0, None, None, 2012-08-18 17:00:00, None
None, None, None, None, None, 25.1, None, None, None, 912.0, None, None, 2012-08-18 18:00:00, None
None, None, None, None, None, 26.3, None, None, None, 911.0, None, None, 2012-08-18 19:00:00, None
None, None, None, None, None, 26.7, None, None, None, 911.0, None, None, 2012-08-18 20:00:00, None
None, None, None, None, None, 26.0, None, None, None, 911.0, None, None, 2012-08-18 21:00:00, None
None, None, None, None, None, 26.9, None, None, None, 911.0, None, None, 2012-08-18 22:00:00, None
None, None, None, None, None, 26.7, 1.0, None, None, 911.0, None, None, 2012-08-18 23:00:00, None
None, None, None, None, None, 22.6, None, None, None, 913.0, None, None, 2012-08-19 00:00:00, None
None, None, None, None, None, 21.7, 2.0, None, None, 913.0, None, None, 2012-08-19 01:00:00, None
None, None, None, None, None, 20.7, 2.0, None, None, 914.0, None, None, 2012-08-19 02:00:00, None
None, None, None, None, None, 19.5, 2.0, None, None, 914.0, None, None, 2012-08-19 03:00:00, None
None, None, None, None, None, 17.8, 4.0, None, None, 915.0, None, None, 2012-08-19 04:00:00, None
None, None, None, None, None, 18.1, 4.0, None, None, 915.0, None, None, 2012-08-19 05:00:00, None
None, None, None, None, None, 17.8, 3.0, None, None, 915.0, None, None, 2012-08-19 06:00:00, None
None, None, None, None, None, 15.6, 3.0, None, None, 915.0, None, None, 2012-08-19 07:00:00, None
None, None, None, None, None, 12.6, None, None, None, 918.0, None, None, 2012-08-19 08:00:00, None
None, None, None, None, None, 11.9, None, None, None, 918.0, None, None, 2012-08-19 09:00:00, None
None, None, None, None, None, 11.1, None, None, None, 918.0, None, None, 2012-08-19 10:00:00, None
None, None, None, None, None, 10.8, None, None, None, 918.0, None, None, 2012-08-19 11:00:00, None
None, None, None, None, None, 10.4, None, None, None, 918.0, None, None, 2012-08-19 12:00:00, None
None, None, None, None, None, 9.7, None, None, None, 918.0, None, None, 2012-08-19 13:00:00, None
None, None, None, None, None, 9.9, 1.0, None, None, 921.0, None, None, 2012-08-19 14:00:00, None
None, None, None, None, None, 10.7, 0.0, None, None, 920.0, None, None, 2012-08-19 15:00:00, None
None, 0.0, None, None, None, 11.9, None, None, None, 920.0, None, None, 2012-08-19 16:00:00, None
None, None, None, None, None, 16.4, None, None, None, 918.0, None, None, 2012-08-19 17:00:00, None
None, None, None, None, None, 21.3, None, None, None, 916.0, None, None, 2012-08-19 18:00:00, None
None, None, None, None, None, 22.7, None, None, None, 916.0, None, None, 2012-08-19 19:00:00, None
None, None, None, None, None, 23.7, 4.0, None, None, 916.0, None, None, 2012-08-19 20:00:00, None
None, None, None, None, None, 24.8, None, None, None, 914.0, None, None, 2012-08-19 21:00:00, None
None, None, None, None, None, 25.1, 0.0, None, None, 915.0, None, None, 2012-08-19 22:00:00, None
None, None, None, None, None, 23.5, None, None, None, 915.0, None, None, 2012-08-19 23:00:00, None
None, None, None, None, None, 22.5, None, None, None, 916.0, None, None, 2012-08-20 00:00:00, None
None, None, None, None, None, 20.8, None, None, None, 917.0, None, None, 2012-08-20 01:00:00, None
None, None, None, None, None, 18.6, None, None, None, 918.0, None, None, 2012-08-20 02:00:00, None
None, None, None, None, None, 16.4, None, None, None, 919.0, None, None, 2012-08-20 03:00:00, None
None, None, None, None, None, 14.6, None, None, None, 920.0, None, None, 2012-08-20 04:00:00, None
None, None, None, None, None, 13.7, None, None, None, 920.0, None, None, 2012-08-20 05:00:00, None
None, None, None, None, None, 13.1, None, None, None, 920.0, None, None, 2012-08-20 06:00:00, None
None, None, None, None, None, 12.8, None, None, None, 920.0, None, None, 2012-08-20 07:00:00, None
None, None, None, None, None, 12.1, None, None, None, 920.0, None, None, 2012-08-20 08:00:00, None
None, None, None, None, None, 11.2, None, None, None, 921.0, None, None, 2012-08-20 09:00:00, None
None, None, None, None, None, 10.1, None, None, None, 921.0, None, None, 2012-08-20 10:00:00, None
None, None, None, None, None, 9.8, None, None, None, 921.0, None, None, 2012-08-20 11:00:00, None
None, None, None, None, None, 9.9, None, None, None, 921.0, None, None, 2012-08-20 12:00:00, None
None, None, None, None, None, 10.0, None, None, None, 921.0, None, None, 2012-08-20 13:00:00, None
None, None, None, None, None, 11.7, None, None, None, 920.0, None, None, 2012-08-20 14:00:00, None
None, None, None, None, None, 12.3, None, None, None, 920.0, None, None, 2012-08-20 15:00:00, None
None, 0.0, None, None, None, 11.9, None, None, None, 920.0, None, None, 2012-08-20 16:00:00, None
None, None, None, None, None, 15.1, None, None, None, 918.0, None, None, 2012-08-20 17:00:00, None
None, None, None, None, None, 17.1, None, None, None, 917.0, None, None, 2012-08-20 18:00:00, None
None, None, None, None, None, 17.9, None, None, None, 917.0, None, None, 2012-08-20 19:00:00, None
None, None, None, None, None, 18.1, 1.0, None, None, 917.0, None, None, 2012-08-20 20:00:00, None
None, None, None, None, None, 18.3, None, None, None, 917.0, None, None, 2012-08-20 21:00:00, None
None, None, None, None, None, 17.9, None, None, None, 918.0, None, None, 2012-08-20 22:00:00, None
None, None, None, None, None, 17.8, None, None, None, 918.0, None, None, 2012-08-20 23:00:00, None
None, None, None, None, None, 17.5, 3.0, None, None, 918.0, None, None, 2012-08-21 00:00:00, None
None, None, None, None, None, 16.2, 0.0, None, None, 919.0, None, None, 2012-08-21 01:00:00, None
None, None, None, None, None, 15.8, None, None, None, 919.0, None, None, 2012-08-21 02:00:00, None
None, None, None, None, None, 14.2, None, None, None, 920.0, None, None, 2012-08-21 03:00:00, None
None, None, None, None, None, 13.0, None, None, None, 920.0, None, None, 2012-08-21 04:00:00, None
None, None, None, None, None, 12.0, None, None, None, 921.0, None, None, 2012-08-21 05:00:00, None
None, None, None, None, None, 12.1, None, None, None, 920.0, None, None, 2012-08-21 06:00:00, None
None, None, None, None, None, 12.2, None, None, None, 920.0, None, None, 2012-08-21 07:00:00, None
None, None, None, None, None, 11.7, None, None, None, 920.0, None, None, 2012-08-21 08:00:00, None
None, None, None, None, None, 11.2, None, None, None, 921.0, None, None, 2012-08-21 09:00:00, None
None, None, None, None, None, 9.4, None, None, None, 921.0, None, None, 2012-08-21 10:00:00, None
None, None, None, None, None, 9.5, None, None, None, 921.0, None, None, 2012-08-21 11:00:00, None
None, None, None, None, None, 7.0, None, None, None, 922.0, None, None, 2012-08-21 12:00:00, None
None, None, None, None, None, 6.0, None, None, None, 923.0, None, None, 2012-08-21 13:00:00, None
None, None, None, None, None, 5.6, None, None, None, 923.0, None, None, 2012-08-21 14:00:00, None
None, None, None, None, None, 5.8, None, None, None, 923.0, None, None, 2012-08-21 15:00:00, None
None, 0.0, None, None, None, 6.8, None, None, None, 922.0, None, None, 2012-08-21 16:00:00, None
None, None, None, None, None, 15.3, None, None, None, 918.0, None, None, 2012-08-21 17:00:00, None
None, None, None, None, None, 16.4, None, None, None, 918.0, None, None, 2012-08-21 18:00:00, None
None, None, None, None, None, 16.4, 4.0, None, None, 918.0, None, None, 2012-08-21 19:00:00, None
None, None, None, None, None, 17.2, None, None, None, 918.0, None, None, 2012-08-21 20:00:00, None
None, None, None, None, None, 16.3, 3.0, None, None, 918.0, None, None, 2012-08-21 21:00:00, None
None, None, None, None, None, 18.2, 3.0, None, None, 917.0, None, None, 2012-08-21 22:00:00, None
None, None, None, None, None, 17.5, None, None, None, 918.0, None, None, 2012-08-21 23:00:00, None
None, None, None, None, None, 17.0, None, None, None, 918.0, None, None, 2012-08-22 00:00:00, None
None, None, None, None, None, 14.0, None, None, None, 920.0, None, None, 2012-08-22 01:00:00, None
None, None, None, None, None, 12.9, None, None, None, 920.0, None, None, 2012-08-22 02:00:00, None
None, None, None, None, None, 11.6, None, None, None, 921.0, None, None, 2012-08-22 03:00:00, None
None, None, None, None, None, 10.6, None, None, None, 921.0, None, None, 2012-08-22 04:00:00, None
None, None, None, None, None, 9.5, None, None, None, 922.0, None, None, 2012-08-22 05:00:00, None
None, None, None, None, None, 8.4, None, None, None, 922.0, None, None, 2012-08-22 06:00:00, None
None, None, None, None, None, 8.6, None, None, None, 922.0, None, None, 2012-08-22 07:00:00, None
None, None, None, None, None, 9.3, None, None, None, 921.0, None, None, 2012-08-22 08:00:00, None
None, None, None, None, None, 9.3, None, None, None, 921.0, None, None, 2012-08-22 09:00:00, None
None, None, None, None, None, 9.6, None, None, None, 921.0, None, None, 2012-08-22 10:00:00, None
None, None, None, None, None, 10.1, None, None, None, 921.0, None, None, 2012-08-22 11:00:00, None
None, None, None, None, None, 10.1, None, None, None, 921.0, None, None, 2012-08-22 12:00:00, None
None, None, None, None, None, 9.9, None, None, None, 921.0, None, None, 2012-08-22 13:00:00, None
None, None, None, None, None, 9.7, None, None, None, 921.0, None, None, 2012-08-22 14:00:00, None
None, None, None, None, None, 10.0, None, None, None, 921.0, None, None, 2012-08-22 15:00:00, None
None, 0.0, None, None, None, 10.7, None, None, None, 921.0, None, None, 2012-08-22 16:00:00, None
None, None, None, None, None, 11.2, None, None, None, 920.0, None, None, 2012-08-22 17:00:00, None
None, None, None, None, None, 12.0, None, None, None, 920.0, None, None, 2012-08-22 18:00:00, None
None, None, None, None, None, 12.1, None, None, None, 920.0, None, None, 2012-08-22 19:00:00, None
None, None, None, None, None, 12.4, None, None, None, 920.0, None, None, 2012-08-22 20:00:00, None
None, None, None, None, None, 14.0, None, None, None, 919.0, None, None, 2012-08-22 21:00:00, None
None, None, None, None, None, 14.2, None, None, None, 919.0, None, None, 2012-08-22 22:00:00, None
None, None, None, None, None, 13.0, 0.0, None, None, 920.0, None, None, 2012-08-22 23:00:00, None
None, None, None, None, None, 11.6, None, None, None, 921.0, None, None, 2012-08-23 00:00:00, None
None, None, None, None, None, 9.0, None, None, None, 922.0, None, None, 2012-08-23 01:00:00, None
None, None, None, None, None, 8.8, None, None, None, 921.0, None, None, 2012-08-23 02:00:00, None
None, None, None, None, None, 7.1, None, None, None, 923.0, None, None, 2012-08-23 03:00:00, None
None, None, None, None, None, 6.4, None, None, None, 923.0, None, None, 2012-08-23 04:00:00, None
None, None, None, None, None, 5.5, None, None, None, 924.0, None, None, 2012-08-23 05:00:00, None
None, None, None, None, None, 3.9, None, None, None, 924.0, None, None, 2012-08-23 06:00:00, None
None, None, None, None, None, 3.6, None, None, None, 924.0, None, None, 2012-08-23 07:00:00, None
None, None, None, None, None, 4.1, None, None, None, 924.0, None, None, 2012-08-23 08:00:00, None
None, None, None, None, None, 4.9, None, None, None, 924.0, None, None, 2012-08-23 09:00:00, None
None, None, None, None, None, 5.7, None, None, None, 924.0, None, None, 2012-08-23 10:00:00, None
None, None, None, None, None, 5.1, None, None, None, 924.0, None, None, 2012-08-23 11:00:00, None
None, None, None, None, None, 4.9, None, None, None, 925.0, None, None, 2012-08-23 12:00:00, None
None, None, None, None, None, 4.3, None, None, None, 926.0, None, None, 2012-08-23 13:00:00, None
None, None, None, None, None, 4.6, None, None, None, 926.0, None, None, 2012-08-23 14:00:00, None
None, None, None, None, None, 4.8, None, None, None, 926.0, None, None, 2012-08-23 15:00:00, None
None, 0.0, None, None, None, 6.4, None, None, None, 925.0, None, None, 2012-08-23 16:00:00, None
None, None, None, None, None, 8.3, None, None, None, 924.0, None, None, 2012-08-23 17:00:00, None
None, None, None, None, None, 8.1, None, None, None, 924.0, None, None, 2012-08-23 18:00:00, None
None, None, None, None, None, 8.9, None, None, None, 924.0, None, None, 2012-08-23 19:00:00, None
None, None, None, None, None, 9.4, None, None, None, 924.0, None, None, 2012-08-23 20:00:00, None
None, None, None, None, None, 9.2, None, None, None, 924.0, None, None, 2012-08-23 21:00:00, None
None, None, None, None, None, 9.8, None, None, None, 924.0, None, None, 2012-08-23 22:00:00, None
None, None, None, None, None, 8.7, None, None, None, 924.0, None, None, 2012-08-23 23:00:00, None
None, None, None, None, None, 8.7, None, None, None, 924.0, None, None, 2012-08-24 00:00:00, None
None, None, None, None, None, 8.1, None, None, None, 925.0, None, None, 2012-08-24 01:00:00, None
None, None, None, None, None, 7.6, None, None, None, 925.0, None, None, 2012-08-24 02:00:00, None
None, None, None, None, None, 6.6, None, None, None, 925.0, None, None, 2012-08-24 03:00:00, None
None, None, None, None, None, 5.9, None, None, None, 926.0, None, None, 2012-08-24 04:00:00, None
None, None, None, None, None, 4.6, None, None, None, 926.0, None, None, 2012-08-24 05:00:00, None
None, None, None, None, None, 3.5, None, None, None, 927.0, None, None, 2012-08-24 06:00:00, None
None, None, None, None, None, 3.2, None, None, None, 927.0, None, None, 2012-08-24 07:00:00, None
None, None, None, None, None, 3.8, None, None, None, 927.0, None, None, 2012-08-24 08:00:00, None
None, None, None, None, None, 3.0, None, None, None, 927.0, None, None, 2012-08-24 09:00:00, None
None, None, None, None, None, 3.1, None, None, None, 927.0, None, None, 2012-08-24 10:00:00, None
None, None, None, None, None, 4.7, None, None, None, 926.0, None, None, 2012-08-24 11:00:00, None
None, None, None, None, None, 4.6, None, None, None, 926.0, None, None, 2012-08-24 12:00:00, None
None, None, None, None, None, 4.4, None, None, None, 926.0, None, None, 2012-08-24 13:00:00, None
None, None, None, None, None, 4.8, None, None, None, 926.0, None, None, 2012-08-24 14:00:00, None
None, None, None, None, None, 4.8, None, None, None, 926.0, None, None, 2012-08-24 15:00:00, None
None, 0.0, None, None, None, 4.7, None, None, None, 926.0, None, None, 2012-08-24 16:00:00, None
None, None, None, None, None, 9.3, None, None, None, 924.0, None, None, 2012-08-24 17:00:00, None
None, None, None, None, None, 10.5, None, None, None, 924.0, None, None, 2012-08-24 18:00:00, None
None, None, None, None, None, 12.2, None, None, None, 923.0, None, None, 2012-08-24 19:00:00, None
None, None, None, None, None, 13.8, None, None, None, 923.0, None, None, 2012-08-24 20:00:00, None
None, None, None, None, None, 13.6, None, None, None, 923.0, None, None, 2012-08-24 21:00:00, None
None, None, None, None, None, 13.0, None, None, None, 924.0, None, None, 2012-08-24 22:00:00, None
None, None, None, None, None, 11.8, None, None, None, 923.0, None, None, 2012-08-24 23:00:00, None
None, None, None, None, None, 12.1, None, None, None, 923.0, None, None, 2012-08-25 00:00:00, None
None, None, None, None, None, 11.0, None, None, None, 924.0, None, None, 2012-08-25 01:00:00, None
None, None, None, None, None, 10.3, None, None, None, 924.0, None, None, 2012-08-25 02:00:00, None
None, None, None, None, None, 9.6, 5.0, None, None, 925.0, None, None, 2012-08-25 03:00:00, None
None, None, None, None, None, 9.1, None, None, None, 925.0, None, None, 2012-08-25 04:00:00, None
None, None, None, None, None, 7.8, None, None, None, 926.0, None, None, 2012-08-25 05:00:00, None
None, None, None, None, None, 7.1, None, None, None, 926.0, None, None, 2012-08-25 06:00:00, None
None, None, None, None, None, 4.6, None, None, None, 927.0, None, None, 2012-08-25 07:00:00, None
None, None, None, None, None, 3.4, None, None, None, 927.0, None, None, 2012-08-25 08:00:00, None
None, None, None, None, None, 2.8, None, None, None, 927.0, None, None, 2012-08-25 09:00:00, None
None, None, None, None, None, 2.0, None, None, None, 928.0, None, None, 2012-08-25 10:00:00, None
None, None, None, None, None, 1.7, None, None, None, 928.0, None, None, 2012-08-25 11:00:00, None
None, None, None, None, None, 1.1, None, None, None, 928.0, None, None, 2012-08-25 12:00:00, None
None, None, None, None, None, 0.8, None, None, None, 928.0, None, None, 2012-08-25 13:00:00, None
None, None, None, None, None, 0.6, None, None, None, 928.0, None, None, 2012-08-25 14:00:00, None
None, None, None, None, None, 1.2, None, None, None, 928.0, None, None, 2012-08-25 15:00:00, None
None, 0.0, None, None, None, 3.8, None, None, None, 927.0, None, None, 2012-08-25 16:00:00, None
None, None, None, None, None, 11.2, None, None, None, 924.0, None, None, 2012-08-25 17:00:00, None
None, None, None, None, None, 13.9, None, None, None, 923.0, None, None, 2012-08-25 18:00:00, None
None, None, None, None, None, 16.6, None, None, None, 922.0, None, None, 2012-08-25 19:00:00, None
None, None, None, None, None, 19.0, None, None, None, 921.0, None, None, 2012-08-25 20:00:00, None
None, None, None, None, None, 19.7, None, None, None, 920.0, None, None, 2012-08-25 21:00:00, None
None, None, None, None, None, 21.2, None, None, None, 920.0, None, None, 2012-08-25 22:00:00, None
None, None, None, None, None, 20.7, None, None, None, 920.0, None, None, 2012-08-25 23:00:00, None
None, None, None, None, None, 20.8, None, None, None, 920.0, None, None, 2012-08-26 00:00:00, None
None, None, None, None, None, 14.0, None, None, None, 923.0, None, None, 2012-08-26 01:00:00, None
None, None, None, None, None, 11.4, None, None, None, 925.0, None, None, 2012-08-26 02:00:00, None
None, None, None, None, None, 9.7, None, None, None, 925.0, None, None, 2012-08-26 03:00:00, None
None, None, None, None, None, 8.7, None, None, None, 926.0, None, None, 2012-08-26 04:00:00, None
None, None, None, None, None, 8.3, None, None, None, 926.0, None, None, 2012-08-26 05:00:00, None
None, None, None, None, None, 7.5, None, None, None, 926.0, None, None, 2012-08-26 06:00:00, None
None, None, None, None, None, 7.2, None, None, None, 926.0, None, None, 2012-08-26 07:00:00, None
None, None, None, None, None, 6.9, None, None, None, 926.0, None, None, 2012-08-26 08:00:00, None
None, None, None, None, None, 6.2, None, None, None, 926.0, None, None, 2012-08-26 09:00:00, None
None, None, None, None, None, 6.1, None, None, None, 927.0, None, None, 2012-08-26 10:00:00, None
None, None, None, None, None, 6.0, None, None, None, 926.0, None, None, 2012-08-26 11:00:00, None
None, None, None, None, None, 6.0, None, None, None, 926.0, None, None, 2012-08-26 12:00:00, None
None, None, None, None, None, 5.9, None, None, None, 926.0, None, None, 2012-08-26 13:00:00, None
None, None, None, None, None, 6.3, None, None, None, 926.0, None, None, 2012-08-26 14:00:00, None
None, None, None, None, None, 7.4, None, None, None, 926.0, None, None, 2012-08-26 15:00:00, None
None, 0.0, None, None, None, 10.0, None, None, None, 925.0, None, None, 2012-08-26 16:00:00, None
None, None, None, None, None, 12.9, None, None, None, 924.0, None, None, 2012-08-26 17:00:00, None
None, None, None, None, None, 14.3, None, None, None, 923.0, None, None, 2012-08-26 18:00:00, None
None, None, None, None, None, 17.1, None, None, None, 922.0, None, None, 2012-08-26 19:00:00, None
None, None, None, None, None, 15.6, None, None, None, 922.0, None, None, 2012-08-26 20:00:00, None
None, None, None, None, None, 17.2, None, None, None, 921.0, None, None, 2012-08-26 21:00:00, None
None, None, None, None, None, 18.8, None, None, None, 921.0, None, None, 2012-08-26 22:00:00, None
None, None, None, None, None, 18.9, None, None, None, 921.0, None, None, 2012-08-26 23:00:00, None
None, None, None, None, None, 19.7, None, None, None, 921.0, None, None, 2012-08-27 00:00:00, None
None, None, None, None, None, 17.3, None, None, None, 922.0, None, None, 2012-08-27 01:00:00, None
None, None, None, None, None, 16.4, None, None, None, 923.0, None, None, 2012-08-27 02:00:00, None
None, None, None, None, None, 12.2, None, None, None, 925.0, None, None, 2012-08-27 03:00:00, None
None, None, None, None, None, 10.5, None, None, None, 925.0, None, None, 2012-08-27 04:00:00, None
None, None, None, None, None, 11.1, None, None, None, 925.0, None, None, 2012-08-27 05:00:00, None
None, None, None, None, None, 10.0, None, None, None, 925.0, None, None, 2012-08-27 06:00:00, None
None, None, None, None, None, 9.8, None, None, None, 925.0, None, None, 2012-08-27 07:00:00, None
None, None, None, None, None, 11.9, None, None, None, 925.0, None, None, 2012-08-27 08:00:00, None
None, None, None, None, None, 10.3, None, None, None, 925.0, None, None, 2012-08-27 09:00:00, None
None, None, None, None, None, 8.3, None, None, None, 926.0, None, None, 2012-08-27 10:00:00, None
None, None, None, None, None, 8.4, None, None, None, 926.0, None, None, 2012-08-27 11:00:00, None
None, None, None, None, None, 7.0, None, None, None, 927.0, None, None, 2012-08-27 12:00:00, None
None, None, None, None, None, 7.0, None, None, None, 927.0, None, None, 2012-08-27 13:00:00, None
None, None, None, None, None, 7.4, None, None, None, 927.0, None, None, 2012-08-27 14:00:00, None
None, None, None, None, None, 8.1, None, None, None, 927.0, None, None, 2012-08-27 15:00:00, None
None, 0.0, None, None, None, 8.4, None, None, None, 926.0, None, None, 2012-08-27 16:00:00, None
None, None, None, None, None, 9.4, None, None, None, 926.0, None, None, 2012-08-27 17:00:00, None
None, None, None, None, None, 11.0, None, None, None, 925.0, None, None, 2012-08-27 18:00:00, None
None, None, None, None, None, 11.5, None, None, None, 925.0, None, None, 2012-08-27 19:00:00, None
None, None, None, None, None, 10.5, None, None, None, 925.0, None, None, 2012-08-27 20:00:00, None
None, None, None, None, None, 13.3, None, None, None, 924.0, None, None, 2012-08-27 21:00:00, None
None, None, None, None, None, 12.9, None, None, None, 924.0, None, None, 2012-08-27 22:00:00, None
None, None, None, None, None, 11.8, None, None, None, 925.0, None, None, 2012-08-27 23:00:00, None
None, None, None, None, None, 11.8, None, None, None, 925.0, None, None, 2012-08-28 00:00:00, None
None, None, None, None, None, 10.8, None, None, None, 925.0, None, None, 2012-08-28 01:00:00, None
None, None, None, None, None, 9.8, None, None, None, 926.0, None, None, 2012-08-28 02:00:00, None
None, None, None, None, None, 8.7, None, None, None, 927.0, None, None, 2012-08-28 03:00:00, None
None, None, None, None, None, 6.7, None, None, None, 927.0, None, None, 2012-08-28 04:00:00, None
None, None, None, None, None, 6.3, None, None, None, 928.0, None, None, 2012-08-28 05:00:00, None
None, None, None, None, None, 5.2, None, None, None, 928.0, None, None, 2012-08-28 06:00:00, None
None, None, None, None, None, 5.3, None, None, None, 928.0, None, None, 2012-08-28 07:00:00, None
None, None, None, None, None, 7.0, None, None, None, 927.0, None, None, 2012-08-28 08:00:00, None
None, None, None, None, None, 6.2, None, None, None, 927.0, None, None, 2012-08-28 09:00:00, None
None, None, None, None, None, 4.6, None, None, None, 928.0, None, None, 2012-08-28 10:00:00, None
None, None, None, None, None, 6.0, None, None, None, 928.0, None, None, 2012-08-28 11:00:00, None
None, None, None, None, None, 6.7, None, None, None, 927.0, None, None, 2012-08-28 12:00:00, None
None, None, None, None, None, 6.2, None, None, None, 927.0, None, None, 2012-08-28 13:00:00, None
None, None, None, None, None, 5.7, None, None, None, 928.0, None, None, 2012-08-28 14:00:00, None
None, None, None, None, None, 6.6, None, None, None, 927.0, None, None, 2012-08-28 15:00:00, None
None, 0.0, None, None, None, 7.4, None, None, None, 927.0, None, None, 2012-08-28 16:00:00, None
None, None, None, None, None, 8.3, None, None, None, 927.0, None, None, 2012-08-28 17:00:00, None
None, None, None, None, None, 7.2, None, None, None, 927.0, None, None, 2012-08-28 18:00:00, None
None, None, None, None, None, 7.7, None, None, None, 928.0, None, None, 2012-08-28 19:00:00, None
None, None, None, None, None, 8.2, None, None, None, 927.0, None, None, 2012-08-28 20:00:00, None
None, None, None, None, None, 10.5, None, None, None, 927.0, None, None, 2012-08-28 21:00:00, None
None, None, None, None, None, 10.8, None, None, None, 927.0, None, None, 2012-08-28 22:00:00, None
None, None, None, None, None, 9.7, None, None, None, 927.0, None, None, 2012-08-28 23:00:00, None
None, None, None, None, None, 8.9, None, None, None, 928.0, None, None, 2012-08-29 00:00:00, None
None, None, None, None, None, 8.8, None, None, None, 927.0, None, None, 2012-08-29 01:00:00, None
None, None, None, None, None, 8.2, None, None, None, 927.0, None, None, 2012-08-29 02:00:00, None
None, None, None, None, None, 7.7, None, None, None, 928.0, None, None, 2012-08-29 03:00:00, None
None, None, None, None, None, 7.4, None, None, None, 928.0, None, None, 2012-08-29 04:00:00, None
None, None, None, None, None, 7.4, None, None, None, 928.0, None, None, 2012-08-29 05:00:00, None
None, None, None, None, None, 6.4, None, None, None, 929.0, None, None, 2012-08-29 06:00:00, None
None, None, None, None, None, 6.8, None, None, None, 929.0, None, None, 2012-08-29 07:00:00, None
None, None, None, None, None, 6.9, None, None, None, 929.0, None, None, 2012-08-29 08:00:00, None
None, None, None, None, None, 6.7, None, None, None, 929.0, None, None, 2012-08-29 09:00:00, None
None, None, None, None, None, 6.5, None, None, None, 929.0, None, None, 2012-08-29 10:00:00, None
None, None, None, None, None, 6.6, None, None, None, 929.0, None, None, 2012-08-29 11:00:00, None
None, None, None, None, None, 6.3, None, None, None, 929.0, None, None, 2012-08-29 12:00:00, None
None, None, None, None, None, 6.2, None, None, None, 930.0, None, None, 2012-08-29 13:00:00, None
None, None, None, None, None, 6.5, None, None, None, 930.0, None, None, 2012-08-29 14:00:00, None
None, None, None, None, None, 6.2, None, None, None, 930.0, None, None, 2012-08-29 15:00:00, None
None, 0.0, None, None, None, 6.8, None, None, None, 930.0, None, None, 2012-08-29 16:00:00, None
None, None, None, None, None, 7.4, None, None, None, 930.0, None, None, 2012-08-29 17:00:00, None
None, None, None, None, None, 9.2, None, None, None, 929.0, None, None, 2012-08-29 18:00:00, None
None, None, None, None, None, 8.5, None, None, None, 930.0, None, None, 2012-08-29 19:00:00, None
None, None, None, None, None, 9.0, None, None, None, 930.0, None, None, 2012-08-29 20:00:00, None
None, None, None, None, None, 10.2, None, None, None, 930.0, None, None, 2012-08-29 21:00:00, None
None, None, None, None, None, 9.2, None, None, None, 930.0, None, None, 2012-08-29 22:00:00, None
None, None, None, None, None, 9.1, None, None, None, 930.0, None, None, 2012-08-29 23:00:00, None
None, None, None, None, None, 8.7, None, None, None, 930.0, None, None, 2012-08-30 00:00:00, None
None, None, None, None, None, 7.1, None, None, None, 932.0, None, None, 2012-08-30 01:00:00, None
None, None, None, None, None, 7.0, None, None, None, 931.0, None, None, 2012-08-30 02:00:00, None
None, None, None, None, None, 6.8, None, None, None, 933.0, None, None, 2012-08-30 03:00:00, None
None, None, None, None, None, 5.6, None, None, None, 935.0, None, None, 2012-08-30 04:00:00, None
None, None, None, None, None, 6.3, None, None, None, 934.0, None, None, 2012-08-30 05:00:00, None
