wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
66.0, 91.0, 9.1, 0.0, -4.0, 8.2, -2.7, -2.5, 67.0, 0.0, 0.0, 93.0,2021-01-01 00:00:00,1
76.0, 93.0, 8.2, 0.0, -3.5, 7.0, -2.5, -2.2, 66.0, 0.0, 0.0, 93.0,2021-01-01 01:00:00,1
69.0, 93.0, 7.0, 0.0, -3.2, 7.1, -2.2, -1.9, 76.0, 0.0, 0.0, 93.0,2021-01-01 02:00:00,1
66.0, 93.0, 7.1, 0.0, -2.9, 9.1, -1.9, -1.8, 69.0, 0.0, 0.0, 94.0,2021-01-01 03:00:00,1
79.0, 94.0, 9.1, 0.0, -2.6, 6.9, -1.8, -1.1, 66.0, 0.0, 0.0, 90.0,2021-01-01 04:00:00,1
99.0, 90.0, 6.9, 0.0, -2.5, 5.6, -1.1, -0.8, 79.0, 0.0, 0.0, 89.0,2021-01-01 05:00:00,1
79.0, 89.0, 5.6, 0.0, -2.4, 6.5, -0.8, -0.7, 99.0, 0.0, 0.0, 94.0,2021-01-01 06:00:00,1
87.0, 94.0, 6.5, 0.0, -1.5, 5.3, -0.7, -0.8, 79.0, 0.0, 0.0, 97.0,2021-01-01 07:00:00,1
73.0, 97.0, 5.3, 0.0, -1.2, 8.0, -0.8, -0.5, 87.0, 0.0, 0.0, 95.0,2021-01-01 08:00:00,1
77.0, 95.0, 8.0, 0.0, -1.2, 6.3, -0.5, -0.2, 73.0, 0.0, 0.0, 92.0,2021-01-01 09:00:00,1
90.0, 92.0, 6.3, 0.0, -1.3, 7.7, -0.2, 0.4, 77.0, 0.0, 0.0, 89.0,2021-01-01 10:00:00,1
67.0, 89.0, 7.7, 0.0, -1.2, 5.9, 0.4, 1.0, 90.0, 0.0, 0.0, 89.0,2021-01-01 11:00:00,1
84.0, 89.0, 5.9, 0.0, -0.6, 9.3, 1.0, 1.7, 67.0, 0.0, 0.0, 85.0,2021-01-01 12:00:00,1
78.0, 85.0, 9.3, 0.0, -0.5, 11.0, 1.7, 1.5, 84.0, 0.0, 0.0, 87.0,2021-01-01 13:00:00,1
70.0, 87.0, 11.0, 0.0, -0.4, 8.8, 1.5, 1.0, 78.0, 0.0, 0.0, 89.0,2021-01-01 14:00:00,1
72.0, 89.0, 8.8, 0.0, -0.6, 9.0, 1.0, 0.5, 70.0, 0.0, 0.0, 92.0,2021-01-01 15:00:00,1
75.0, 92.0, 9.0, 0.0, -0.6, 8.2, 0.5, 0.6, 72.0, 0.0, 0.0, 91.0,2021-01-01 16:00:00,1
95.0, 91.0, 8.2, 0.0, -0.7, 7.4, 0.6, 0.8, 75.0, 0.0, 0.0, 89.0,2021-01-01 17:00:00,1
115.0, 89.0, 7.4, 0.0, -0.8, 8.7, 0.8, 1.4, 95.0, 0.0, 0.0, 85.0,2021-01-01 18:00:00,1
131.0, 85.0, 8.7, 0.0, -0.8, 4.4, 1.4, 1.0, 115.0, 0.0, 0.0, 89.0,2021-01-01 19:00:00,1
208.0, 89.0, 4.4, 0.0, -0.6, 5.5, 1.0, 1.2, 131.0, 0.0, 0.0, 89.0,2021-01-01 20:00:00,1
45.0, 89.0, 5.5, 0.2, -0.4, 6.4, 1.2, 0.3, 208.0, 0.0, 0.0, 96.0,2021-01-01 21:00:00,1
219.0, 96.0, 6.4, 0.2, -0.3, 2.7, 0.3, -0.1, 45.0, 0.2, 0.2, 99.0,2021-01-01 22:00:00,1
353.0, 99.0, 2.7, 0.0, -0.2, 2.1, -0.1, -0.9, 219.0, 0.2, 0.4, 100.0,2021-01-01 23:00:00,1
67.0, 100.0, 2.1, 0.2, -0.9, 6.6, -0.9, -0.6, 353.0, 0.0, 0.4, 100.0,2021-01-02 00:00:00,1
95.0, 100.0, 6.6, 0.0, -0.6, 4.6, -0.6, -0.3, 67.0, 0.2, 0.6, 93.0,2021-01-02 01:00:00,1
73.0, 93.0, 4.6, 0.0, -1.3, 4.5, -0.3, -0.4, 95.0, 0.0, 0.6, 96.0,2021-01-02 02:00:00,1
75.0, 96.0, 4.5, 0.0, -1.0, 5.4, -0.4, -0.5, 73.0, 0.0, 0.6, 98.0,2021-01-02 03:00:00,1
51.0, 98.0, 5.4, 0.0, -0.8, 4.8, -0.5, -0.4, 75.0, 0.0, 0.6, 99.0,2021-01-02 04:00:00,1
116.0, 99.0, 4.8, 0.0, -0.5, 4.3, -0.4, 0.2, 51.0, 0.0, 0.6, 89.0,2021-01-02 05:00:00,1
123.0, 89.0, 4.3, 0.0, -1.4, 7.9, 0.2, 0.9, 116.0, 0.0, 0.6, 85.0,2021-01-02 06:00:00,1
119.0, 85.0, 7.9, 0.0, -1.3, 6.9, 0.9, 0.8, 123.0, 0.0, 0.6, 85.0,2021-01-02 07:00:00,1
107.0, 85.0, 6.9, 0.0, -1.4, 8.1, 0.8, 0.8, 119.0, 0.0, 0.6, 85.0,2021-01-02 08:00:00,1
136.0, 85.0, 8.1, 0.0, -1.4, 9.6, 0.8, 1.6, 107.0, 0.0, 0.6, 78.0,2021-01-02 09:00:00,1
157.0, 78.0, 9.6, 0.0, -1.8, 7.4, 1.6, 2.2, 136.0, 0.0, 0.6, 75.0,2021-01-02 10:00:00,1
109.0, 75.0, 7.4, 0.2, -1.8, 8.3, 2.2, 2.1, 157.0, 0.0, 0.6, 76.0,2021-01-02 11:00:00,1
119.0, 76.0, 8.3, 0.2, -1.7, 8.8, 2.1, 2.1, 109.0, 0.2, 0.8, 76.0,2021-01-02 12:00:00,1
127.0, 76.0, 8.8, 0.0, -1.7, 9.0, 2.1, 1.9, 119.0, 0.2, 1.0, 75.0,2021-01-02 13:00:00,1
126.0, 75.0, 9.0, 0.2, -2.1, 8.7, 1.9, 2.4, 127.0, 0.0, 1.0, 74.0,2021-01-02 14:00:00,1
