wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
8.0, 92.0, 0.0, 0.0, -9.6, 2.5, -8.5, -9.2, 228.0, 0.0, 0.0, 89.0,2021-12-24 00:00:00,52
352.0, 89.0, 2.5, 0.0, -10.7, 4.6, -9.2, -10.4, 8.0, 0.0, 0.0, 88.0,2021-12-24 01:00:00,52
354.0, 88.0, 4.6, 0.0, -12.0, 3.9, -10.4, -10.6, 352.0, 0.0, 0.0, 89.0,2021-12-24 02:00:00,52
119.0, 89.0, 3.9, 0.0, -12.1, 2.1, -10.6, -11.0, 354.0, 0.0, 0.0, 90.0,2021-12-24 03:00:00,52
3.0, 90.0, 2.1, 0.0, -12.3, 6.5, -11.0, -10.1, 119.0, 0.0, 0.0, 88.0,2021-12-24 04:00:00,52
125.0, 88.0, 6.5, 0.0, -11.7, 4.6, -10.1, -9.1, 3.0, 0.0, 0.0, 95.0,2021-12-24 05:00:00,52
129.0, 95.0, 4.6, 0.0, -9.8, 2.8, -9.1, -8.7, 125.0, 0.0, 0.0, 93.0,2021-12-24 06:00:00,52
152.0, 93.0, 2.8, 0.0, -9.6, 2.1, -8.7, -8.8, 129.0, 0.0, 0.0, 91.0,2021-12-24 07:00:00,52
116.0, 91.0, 2.1, 0.0, -10.0, 2.1, -8.8, -9.0, 152.0, 0.0, 0.0, 91.0,2021-12-24 08:00:00,52
141.0, 91.0, 2.1, 0.0, -10.2, 1.9, -9.0, -8.0, 116.0, 0.0, 0.0, 89.0,2021-12-24 09:00:00,52
144.0, 89.0, 1.9, 0.0, -9.5, 4.2, -8.0, -7.8, 141.0, 0.0, 0.0, 89.0,2021-12-24 10:00:00,52
224.0, 89.0, 4.2, 0.0, -9.3, 2.4, -7.8, -7.3, 144.0, 0.0, 0.0, 88.0,2021-12-24 11:00:00,52
6.0, 88.0, 2.4, 0.0, -8.9, 9.0, -7.3, -8.3, 224.0, 0.0, 0.0, 78.0,2021-12-24 12:00:00,52
353.0, 78.0, 9.0, 0.0, -11.4, 13.2, -8.3, -10.4, 6.0, 0.0, 0.0, 73.0,2021-12-24 13:00:00,52
348.0, 73.0, 13.2, 0.0, -14.3, 15.2, -10.4, -11.3, 353.0, 0.0, 0.0, 78.0,2021-12-24 14:00:00,52
346.0, 78.0, 15.2, 0.0, -14.4, 18.9, -11.3, -12.3, 348.0, 0.0, 0.0, 76.0,2021-12-24 15:00:00,52
345.0, 76.0, 18.9, 0.0, -15.7, 23.3, -12.3, -13.4, 346.0, 0.0, 0.0, 75.0,2021-12-24 16:00:00,52
339.0, 75.0, 23.3, 0.0, -16.9, 19.9, -13.4, -13.3, 345.0, 0.0, 0.0, 72.0,2021-12-24 17:00:00,52
336.0, 72.0, 19.9, 0.0, -17.3, 22.7, -13.3, -14.4, 339.0, 0.0, 0.0, 74.0,2021-12-24 18:00:00,52
338.0, 74.0, 22.7, 0.0, -18.0, 21.2, -14.4, -14.9, 336.0, 0.0, 0.0, 76.0,2021-12-24 19:00:00,52
0.0, 76.0, 21.2, 0.0, -18.2, 19.3, -14.9, -15.6, 338.0, 0.0, 0.0, 76.0,2021-12-24 20:00:00,52
354.0, 76.0, 19.3, 0.0, -18.9, 19.5, -15.6, -15.7, 0.0, 0.0, 0.0, 79.0,2021-12-24 21:00:00,52
5.0, 79.0, 19.5, 0.0, -18.5, 14.6, -15.7, -14.9, 354.0, 0.0, 0.0, 72.0,2021-12-24 22:00:00,52
354.0, 72.0, 14.6, 0.0, -18.8, 15.1, -14.9, -16.0, 5.0, 0.0, 0.0, 69.0,2021-12-24 23:00:00,52
355.0, 69.0, 15.1, 0.0, -20.4, 12.6, -16.0, -17.3, 354.0, 0.0, 0.0, 71.0,2021-12-25 00:00:00,52
354.0, 71.0, 12.6, 0.0, -21.3, 17.0, -17.3, -16.9, 355.0, 0.0, 0.0, 70.0,2021-12-25 01:00:00,52
153.0, 70.0, 17.0, 0.0, -21.1, 3.9, -16.9, -17.6, 354.0, 0.0, 0.0, 77.0,2021-12-25 02:00:00,52
314.0, 77.0, 3.9, 0.0, -20.7, 4.5, -17.6, -17.4, 153.0, 0.0, 0.0, 78.0,2021-12-25 03:00:00,52
354.0, 78.0, 4.5, 0.0, -20.3, 10.2, -17.4, -16.9, 314.0, 0.0, 0.0, 73.0,2021-12-25 04:00:00,52
57.0, 73.0, 10.2, 0.0, -20.6, 5.3, -16.9, -17.5, 354.0, 0.0, 0.0, 75.0,2021-12-25 05:00:00,52
344.0, 75.0, 5.3, 0.0, -20.9, 5.3, -17.5, -17.9, 57.0, 0.0, 0.0, 71.0,2021-12-25 06:00:00,52
1.0, 71.0, 5.3, 0.0, -21.9, 2.6, -17.9, -18.7, 344.0, 0.0, 0.0, 75.0,2021-12-25 07:00:00,52
179.0, 75.0, 2.6, 0.0, -22.0, 3.2, -18.7, -18.7, 1.0, 0.0, 0.0, 72.0,2021-12-25 08:00:00,52
16.0, 72.0, 3.2, 0.0, -22.5, 5.7, -18.7, -18.0, 179.0, 0.0, 0.0, 67.0,2021-12-25 09:00:00,52
278.0, 67.0, 5.7, 0.0, -22.6, 5.8, -18.0, -17.0, 16.0, 0.0, 0.0, 69.0,2021-12-25 10:00:00,52
20.0, 69.0, 5.8, 0.0, -21.3, 4.9, -17.0, -16.4, 278.0, 0.0, 0.0, 66.0,2021-12-25 11:00:00,52
358.0, 66.0, 4.9, 0.0, -21.3, 9.6, -16.4, -16.9, 20.0, 0.0, 0.0, 68.0,2021-12-25 12:00:00,52
42.0, 68.0, 9.6, 0.0, -21.4, 10.0, -16.9, -17.9, 358.0, 0.0, 0.0, 77.0,2021-12-25 13:00:00,52
6.0, 77.0, 10.0, 0.0, -21.0, 11.7, -17.9, -18.9, 42.0, 0.0, 0.0, 77.0,2021-12-25 14:00:00,52
349.0, 77.0, 11.7, 0.0, -21.9, 14.7, -18.9, -20.2, 6.0, 0.0, 0.0, 77.0,2021-12-25 15:00:00,52
356.0, 77.0, 14.7, 0.0, -23.2, 12.1, -20.2, -21.0, 349.0, 0.0, 0.0, 76.0,2021-12-25 16:00:00,52
347.0, 76.0, 12.1, 0.0, -24.1, 13.4, -21.0, -21.1, 356.0, 0.0, 0.0, 70.0,2021-12-25 17:00:00,52
340.0, 70.0, 13.4, 0.0, -25.1, 14.4, -21.1, -21.5, 347.0, 0.0, 0.0, 67.0,2021-12-25 18:00:00,52
347.0, 67.0, 14.4, 0.0, -26.0, 19.0, -21.5, -22.7, 340.0, 0.0, 0.0, 65.0,2021-12-25 19:00:00,52
348.0, 65.0, 19.0, 0.0, -27.5, 21.4, -22.7, -22.7, 347.0, 0.0, 0.0, 64.0,2021-12-25 20:00:00,52
340.0, 64.0, 21.4, 0.0, -27.6, 20.2, -22.7, -23.2, 348.0, 0.0, 0.0, 63.0,2021-12-25 21:00:00,52
335.0, 63.0, 20.2, 0.0, -28.3, 23.3, -23.2, -24.1, 340.0, 0.0, 0.0, 63.0,2021-12-25 22:00:00,52
340.0, 63.0, 23.3, 0.0, -29.2, 24.2, -24.1, -24.8, 335.0, 0.0, 0.0, 66.0,2021-12-25 23:00:00,52
336.0, 66.0, 24.2, 0.0, -29.3, 28.0, -24.8, -25.5, 340.0, 0.0, 0.0, 64.0,2021-12-26 00:00:00,52
345.0, 64.0, 28.0, 0.0, -30.3, 25.9, -25.5, -26.3, 336.0, 0.0, 0.0, 69.0,2021-12-26 01:00:00,52
354.0, 69.0, 25.9, 0.0, -30.3, 27.2, -26.3, -26.6, 345.0, 0.0, 0.0, 66.0,2021-12-26 02:00:00,52
2.0, 66.0, 27.2, 0.0, -31.1, 26.8, -26.6, -27.1, 354.0, 0.0, 0.0, 69.0,2021-12-26 03:00:00,52
353.0, 69.0, 26.8, 0.0, -31.1, 27.1, -27.1, -27.3, 2.0, 0.0, 0.0, 68.0,2021-12-26 04:00:00,52
2.0, 68.0, 27.1, 0.0, -31.4, 21.7, -27.3, -27.4, 353.0, 0.0, 0.0, 69.0,2021-12-26 05:00:00,52
1.0, 69.0, 21.7, 0.0, -31.4, 21.5, -27.4, -27.7, 2.0, 0.0, 0.0, 68.0,2021-12-26 06:00:00,52
357.0, 68.0, 21.5, 0.0, -31.8, 24.9, -27.7, -27.9, 1.0, 0.0, 0.0, 67.0,2021-12-26 07:00:00,52
4.0, 67.0, 24.9, 0.0, -32.2, 22.0, -27.9, -28.8, 357.0, 0.0, 0.0, 66.0,2021-12-26 08:00:00,52
16.0, 66.0, 22.0, 0.0, -33.2, 19.0, -28.8, -28.2, 4.0, 0.0, 0.0, 65.0,2021-12-26 09:00:00,52
1.0, 65.0, 19.0, 0.0, -32.8, 23.1, -28.2, -27.9, 16.0, 0.0, 0.0, 65.0,2021-12-26 10:00:00,52
2.0, 65.0, 23.1, 0.0, -32.5, 20.9, -27.9, -27.4, 1.0, 0.0, 0.0, 64.0,2021-12-26 11:00:00,52
5.0, 64.0, 20.9, 0.0, -32.1, 22.6, -27.4, -27.0, 2.0, 0.0, 0.0, 64.0,2021-12-26 12:00:00,52
3.0, 64.0, 22.6, 0.0, -31.8, 13.4, -27.0, -27.1, 5.0, 0.0, 0.0, 65.0,2021-12-26 13:00:00,52
352.0, 65.0, 13.4, 0.0, -31.7, 10.7, -27.1, -27.2, 3.0, 0.0, 0.0, 66.0,2021-12-26 14:00:00,52
343.0, 66.0, 10.7, 0.0, -31.6, 19.7, -27.2, -28.3, 352.0, 0.0, 0.0, 65.0,2021-12-26 15:00:00,52
344.0, 65.0, 19.7, 0.0, -32.8, 21.1, -28.3, -28.7, 343.0, 0.0, 0.0, 65.0,2021-12-26 16:00:00,52
356.0, 65.0, 21.1, 0.0, -33.2, 18.4, -28.7, -29.6, 344.0, 0.0, 0.0, 65.0,2021-12-26 17:00:00,52
3.0, 65.0, 18.4, 0.0, -34.1, 15.8, -29.6, -30.0, 356.0, 0.0, 0.0, 64.0,2021-12-26 18:00:00,52
3.0, 64.0, 15.8, 0.0, -34.6, 20.3, -30.0, -30.3, 3.0, 0.0, 0.0, 64.0,2021-12-26 19:00:00,52
5.0, 64.0, 20.3, 0.0, -34.9, 25.4, -30.3, -30.8, 3.0, 0.0, 0.0, 63.0,2021-12-26 20:00:00,52
0.0, 63.0, 25.4, 0.0, -35.6, 27.5, -30.8, -31.1, 5.0, 0.0, 0.0, 63.0,2021-12-26 21:00:00,52
8.0, 63.0, 27.5, 0.0, -35.9, 25.1, -31.1, -31.3, 0.0, 0.0, 0.0, 63.0,2021-12-26 22:00:00,52
1.0, 63.0, 25.1, 0.0, -36.0, 30.7, -31.3, -31.4, 8.0, 0.0, 0.0, 63.0,2021-12-26 23:00:00,52
7.0, 63.0, 30.7, 0.0, -36.1, 26.2, -31.4, -31.1, 1.0, 0.0, 0.0, 63.0,2021-12-27 00:00:00,52
2.0, 63.0, 26.2, 0.0, -35.9, 19.3, -31.1, -31.0, 7.0, 0.0, 0.0, 63.0,2021-12-27 01:00:00,52
4.0, 63.0, 19.3, 0.0, -35.8, 22.5, -31.0, -30.9, 2.0, 0.0, 0.0, 63.0,2021-12-27 02:00:00,52
3.0, 63.0, 22.5, 0.0, -35.7, 18.2, -30.9, -30.2, 4.0, 0.0, 0.0, 63.0,2021-12-27 03:00:00,52
53.0, 63.0, 18.2, 0.0, -35.0, 1.9, -30.2, -31.7, 3.0, 0.0, 0.0, 62.0,2021-12-27 04:00:00,52
299.0, 62.0, 1.9, 0.0, -36.6, 1.7, -31.7, -33.0, 53.0, 0.0, 0.0, 62.0,2021-12-27 05:00:00,52
155.0, 62.0, 1.7, 0.0, -37.8, 2.1, -33.0, -33.0, 299.0, 0.0, 0.0, 61.0,2021-12-27 06:00:00,52
71.0, 61.0, 2.1, 0.0, -38.0, 1.7, -33.0, -33.4, 155.0, 0.0, 0.0, 61.0,2021-12-27 07:00:00,52
326.0, 61.0, 1.7, 0.0, -38.4, 1.7, -33.4, -30.5, 71.0, 0.0, 0.0, 62.0,2021-12-27 08:00:00,52
168.0, 62.0, 1.7, 0.0, -35.4, 2.8, -30.5, -29.7, 326.0, 0.0, 0.0, 62.0,2021-12-27 09:00:00,52
173.0, 62.0, 2.8, 0.0, -34.7, 3.5, -29.7, -27.6, 168.0, 0.0, 0.0, 66.0,2021-12-27 10:00:00,52
161.0, 66.0, 3.5, 0.0, -32.0, 4.5, -27.6, -25.1, 173.0, 0.0, 0.0, 65.0,2021-12-27 11:00:00,52
155.0, 65.0, 4.5, 0.0, -29.8, 3.9, -25.1, -24.6, 161.0, 0.0, 0.0, 66.0,2021-12-27 12:00:00,52
158.0, 66.0, 3.9, 0.0, -29.1, 2.5, -24.6, -22.9, 155.0, 0.0, 0.0, 68.0,2021-12-27 13:00:00,52
