ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 894.0, 662.0, None, None,2019-01-15 00:00:00, -5.1, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 01:00:00, -5.8, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 02:00:00, -6.2, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 03:00:00, -6.6, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 04:00:00, -6.9, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 05:00:00, -7.3, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 06:00:00, -7.4, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 07:00:00, -7.6, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 08:00:00, -7.7, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 09:00:00, -7.5, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 10:00:00, -7.6, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 11:00:00, -8.1, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 12:00:00, -7.9, None, None,3
None, 894.0, 662.0, None, None,2019-01-15 13:00:00, -8.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 14:00:00, -8.2, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 15:00:00, -8.5, None, None,3
None, 894.0, 663.0, 941.0, None,2019-01-15 16:00:00, -9.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 17:00:00, -7.9, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 18:00:00, -7.6, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 19:00:00, -7.5, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 20:00:00, -6.0, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 21:00:00, -6.0, None, None,3
None, 895.0, 663.0, None, None,2019-01-15 22:00:00, -6.5, None, None,3
None, 894.0, 663.0, None, None,2019-01-15 23:00:00, -7.2, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 00:00:00, -8.2, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 01:00:00, -8.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 02:00:00, -9.2, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 03:00:00, -9.6, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 04:00:00, -9.5, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 05:00:00, -9.6, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 06:00:00, -9.8, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 07:00:00, -10.2, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 08:00:00, -10.2, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 09:00:00, -10.1, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 10:00:00, -10.3, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 11:00:00, -10.3, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 12:00:00, -10.2, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 13:00:00, -10.8, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 14:00:00, -10.7, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 15:00:00, -10.7, None, None,3
None, 895.0, 664.0, 945.0, None,2019-01-16 16:00:00, -11.2, None, None,3
None, 895.0, 663.0, None, None,2019-01-16 17:00:00, -7.5, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 18:00:00, -5.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 19:00:00, -3.5, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 20:00:00, -3.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 21:00:00, -3.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 22:00:00, -3.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-16 23:00:00, -5.0, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 00:00:00, -5.4, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 01:00:00, -5.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 02:00:00, -4.7, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 03:00:00, -4.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 04:00:00, -3.9, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 05:00:00, -4.1, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 06:00:00, -3.7, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 07:00:00, -3.0, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 08:00:00, -2.3, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 09:00:00, -2.6, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 10:00:00, -3.3, None, None,3
None, 894.0, 663.0, None, None,2019-01-17 11:00:00, -2.6, None, None,3
None, 894.0, 664.0, None, None,2019-01-17 12:00:00, -4.4, None, None,3
None, 894.0, 664.0, None, None,2019-01-17 13:00:00, -6.4, None, None,3
None, 894.0, 664.0, None, None,2019-01-17 14:00:00, -7.3, None, None,3
None, 894.0, 664.0, None, None,2019-01-17 15:00:00, -5.5, None, None,3
None, 894.0, 664.0, 952.0, None,2019-01-17 16:00:00, -4.1, None, None,3
None, 894.0, 664.0, None, None,2019-01-17 17:00:00, -3.0, None, None,3
