RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
91.7, None, None, None, 0.006, 105.8, None, None,-12.0, 905.0, None, None, None, None, None, 93.9, None, None,-10.9, None, None, None, None, 22.85, None, None, None, None, None, None,2019-01-01 00:00:00, None,1
91.7, None, None, None, 0.006, 110.5, None, None,-12.0, 905.0, None, None, None, None, None, 91.3, None, None,-10.82, None, None, None, None, 32.26, None, None, None, None, None, None,2019-01-01 01:00:00, None,1
91.8, None, None, None, 0.006, 103.7, None, None,-12.0, 905.0, None, None, None, None, None, 90.9, None, None,-10.82, None, None, None, None, 40.71, None, None, None, None, None, None,2019-01-01 02:00:00, None,1
91.6, None, None, None, 0.006, 97.9, None, None,-12.0, 905.0, None, None, None, None, None, 94.0, None, None,-10.82, None, None, None, None, 25.24, None, None, None, None, None, None,2019-01-01 03:00:00, None,1
91.2, None, None, None, 0.006, 122.1, None, None,-12.0, 904.0, None, None, None, None, None, 93.9, None, None,-10.82, None, None, None, None, 4.135, None, None, None, None, None, None,2019-01-01 04:00:00, None,1
91.5, None, None, None, 0.006, 111.2, None, None,-12.0, 904.0, None, None, None, None, None, None, None, None,-11.12, None, None, None, None, 32.34, None, None, None, None, None, None,2019-01-01 05:00:00, None,1
91.6, None, None, None, 0.006, 119.7, None, None,-12.0, 904.0, None, None, None, None, None, 89.7, None, None,-11.29, None, None, None, None, 27.7, None, None, None, None, None, None,2019-01-01 06:00:00, None,1
91.6, None, None, None, 0.006, 120.9, None, None,-12.0, 904.0, None, None, None, None, None, 92.7, None, None,-11.39, None, None, None, None, 11.05, None, None, None, None, None, None,2019-01-01 07:00:00, None,1
91.8, None, None, None, 0.006, 122.1, None, None,-12.0, 904.0, None, None, None, None, None, 93.0, None, None,-11.26, None, None, None, None, 18.82, None, None, None, None, None, None,2019-01-01 08:00:00, None,1
91.3, None, None, None, 0.006, 112.9, None, None,-11.0, 905.0, None, None, None, None, None, 93.0, None, None,-9.81, None, None, None, None, 32.89, None, None, None, None, None, None,2019-01-01 09:00:00, None,1
90.3, None, None, None, 0.006, 92.4, None, None,-10.0, 905.0, None, None, None, None, None, 92.7, None, None,-8.91, None, None, None, None, 39.35, None, None, None, None, None, None,2019-01-01 10:00:00, None,1
87.2, None, None, None, 0.006, 104.4, None, None,-10.0, 905.0, None, None, None, None, None, 92.9, None, None,-8.45, None, None, None, None, 32.2, None, None, None, None, None, None,2019-01-01 11:00:00, None,1
88.2, None, None, None, 0.006, 123.4, None, None,-10.0, 904.0, None, None, None, None, None, 93.0, None, None,-8.2, None, None, None, None, 28.35, None, None, None, None, None, None,2019-01-01 12:00:00, None,1
87.1, None, None, None, 0.006, 74.08, None, None,-10.0, 904.0, None, None, None, None, None, 92.9, None, None,-8.34, None, None, None, None, 60.37, None, None, None, None, None, None,2019-01-01 13:00:00, None,1
