RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
87.7, None, None, None,0.627,353.9, None, None,-15.0, 600.0, None, None, None, None, None, 9.48, None, None,-13.43, None, None, None, None,29.87, None, None, None, None, None, None,2019-01-01 00:00:00, None,1
87.3, None, None, None,1.415,7.457, None, None,-14.0, 600.0, None, None, None, None, None, 9.68, None, None,-12.23, None, None, None, None,23.88, None, None, None, None, None, None,2019-01-01 01:00:00, None,1
87.6, None, None, None,2.145,1.717, None, None,-14.0, 600.0, None, None, None, None, None, 9.35, None, None,-12.7, None, None, None, None,18.5, None, None, None, None, None, None,2019-01-01 02:00:00, None,1
88.8, None, None, None,0.559,11.92, None, None,-14.0, 600.0, None, None, None, None, None, 9.61, None, None,-12.56, None, None, None, None,10.43, None, None, None, None, None, None,2019-01-01 03:00:00, None,1
88.3, None, None, None,1.298,0.284, None, None,-13.0, 600.0, None, None, None, None, None, 9.54, None, None,-12.11, None, None, None, None,22.96, None, None, None, None, None, None,2019-01-01 04:00:00, None,1
88.0, None, None, None,0.529,341.8, None, None,-14.0, 600.0, None, None, None, None, None, 9.3, None, None,-12.95, None, None, None, None,40.17, None, None, None, None, None, None,2019-01-01 05:00:00, None,1
88.7, None, None, None,0.989,35.58, None, None,-14.0, 600.0, None, None, None, None, None, 9.44, None, None,-12.59, None, None, None, None,52.06, None, None, None, None, None, None,2019-01-01 06:00:00, None,1
87.7, None, None, None,1.563,1.294, None, None,-14.0, 600.0, None, None, None, None, None, 8.94, None, None,-12.36, None, None, None, None,29.27, None, None, None, None, None, None,2019-01-01 07:00:00, None,1
87.7, None, None, None,1.466,337.8, None, None,-14.0, 600.0, None, None, None, None, None, 8.89, None, None,-12.35, None, None, None, None,48.42, None, None, None, None, None, None,2019-01-01 08:00:00, None,1
86.3, None, None, None,1.465,4.459, None, None,-13.0, 600.0, None, None, None, None, None, 8.86, None, None,-11.67, None, None, None, None,40.05, None, None, None, None, None, None,2019-01-01 09:00:00, None,1
83.6, None, None, None,0.855,240.8, None, None,-12.0, 600.1, None, None, None, None, None, 8.99, None, None,-10.43, None, None, None, None,61.07, None, None, None, None, None, None,2019-01-01 10:00:00, None,1
76.61, None, None, None,1.387,181.0, None, None,-12.0, 600.0, None, None, None, None, None, 9.06, None, None,-8.46, None, None, None, None,27.66, None, None, None, None, None, None,2019-01-01 11:00:00, None,1
67.15, None, None, None,2.743,186.1, None, None,-11.0, 600.0, None, None, None, None, None, 8.99, None, None,-6.695, None, None, None, None,38.82, None, None, None, None, None, None,2019-01-01 12:00:00, None,1
65.32, None, None, None,4.321,190.0, None, None,-11.0, 600.0, None, None, None, None, None, 9.29, None, None,-6.24, None, None, None, None,34.07, None, None, None, None, None, None,2019-01-01 13:00:00, None,1
67.38, None, None, None,5.805,183.6, None, None,-11.0, 600.0, None, None, None, None, None, 9.33, None, None,-6.138, None, None, None, None,14.48, None, None, None, None, None, None,2019-01-01 14:00:00, None,1
71.83, None, None, None,4.782,181.5, None, None,-11.0, 600.0, None, None, None, None, None, 8.92, None, None,-7.079, None, None, None, None,10.59, None, None, None, None, None, None,2019-01-01 15:00:00, None,1
80.0, None, None, None,0.131,119.8, None, None,-11.0, 600.0, None, None, None, None, None, 9.0, None, None,-8.87, None, None, None, None,37.67, None, None, None, None, None, None,2019-01-01 16:00:00, None,1
81.3, None, None, None,0.385,142.8, None, None,-10.0, 600.0, None, None, None, None, None, 9.06, None, None,-8.12, None, None, None, None,72.59, None, None, None, None, None, None,2019-01-01 17:00:00, None,1
76.85, None, None, None,1.495,185.7, None, None,-10.0, 600.0, None, None, None, None, None, 9.09, None, None,-7.444, None, None, None, None,54.23, None, None, None, None, None, None,2019-01-01 18:00:00, None,1
79.47, None, None, None,0.442,218.2, None, None,-10.0, 600.0, None, None, None, None, None, 8.65, None, None,-7.405, None, None, None, None,49.74, None, None, None, None, None, None,2019-01-01 19:00:00, None,1
