ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 371.0, 610.0, None, None,2018-01-15 00:00:00, 9.8, None, None,3
None, 371.0, 609.0, None, None,2018-01-15 01:00:00, 8.9, None, None,3
None, 371.0, 608.0, None, None,2018-01-15 02:00:00, 9.0, None, None,3
None, 371.0, 607.0, None, None,2018-01-15 03:00:00, 9.0, None, None,3
None, 371.0, 607.0, None, None,2018-01-15 04:00:00, 8.8, None, None,3
None, 371.0, 607.0, None, None,2018-01-15 05:00:00, 9.0, None, None,3
None, 371.0, 607.0, None, None,2018-01-15 06:00:00, 8.2, None, None,3
None, 371.0, 606.0, None, None,2018-01-15 07:00:00, 8.1, None, None,3
None, 371.0, 604.0, None, None,2018-01-15 08:00:00, 8.3, None, None,3
None, 371.0, 604.0, None, None,2018-01-15 09:00:00, 7.7, None, None,3
None, 371.0, 603.0, None, None,2018-01-15 10:00:00, 7.1, None, None,3
None, 371.0, 603.0, None, None,2018-01-15 11:00:00, 7.5, None, None,3
None, 371.0, 603.0, None, None,2018-01-15 12:00:00, 7.2, None, None,3
None, 371.0, 602.0, None, None,2018-01-15 13:00:00, 7.1, None, None,3
None, 371.0, 602.0, None, None,2018-01-15 14:00:00, 6.8, None, None,3
None, 371.0, 602.0, None, None,2018-01-15 15:00:00, 7.0, None, None,3
None, 371.0, 602.0, 1272.0, None,2018-01-15 16:00:00, 6.9, None, None,3
None, 371.0, 602.0, None, None,2018-01-15 17:00:00, 7.6, None, None,3
None, 371.0, 601.0, None, None,2018-01-15 18:00:00, 7.1, None, None,3
None, 371.0, 601.0, None, None,2018-01-15 19:00:00, 6.7, None, None,3
None, 371.0, 601.0, None, None,2018-01-15 20:00:00, 8.2, None, None,3
None, 371.0, 601.0, None, None,2018-01-15 21:00:00, 8.2, None, None,3
None, 371.0, 600.0, None, None,2018-01-15 22:00:00, 7.7, None, None,3
