wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
37.0, 94.0, 4.4, 0.0, -0.2, 8.4, 0.7, 1.0, 23.0, 0.0, None, 89.0,2022-03-19 01:00:00,12
26.0, None, None, 0.0, None, 7.7, None, 1.0, None, None, None, 88.0,2022-03-19 02:00:00,12
27.0, 89.0, 8.4, 0.0, -0.6, 7.9, 1.0, 1.6, 37.0, 0.0, None, 81.0,2022-03-19 03:00:00,12
324.0, 88.0, 7.7, 0.2, -0.8, 2.4, 1.0, 0.4, 26.0, 0.0, None, 96.0,2022-03-19 04:00:00,12
43.0, 81.0, 7.9, 0.0, -1.3, 6.3, 1.6, 0.4, 27.0, 0.0, None, 95.0,2022-03-19 05:00:00,12
27.0, 96.0, 2.4, 0.0, -0.2, 9.2, 0.4, 0.6, 324.0, 0.2, None, 94.0,2022-03-19 06:00:00,12
45.0, 95.0, 6.3, 0.2, -0.3, 7.2, 0.4, 1.4, 43.0, 0.0, None, 89.0,2022-03-19 07:00:00,12
23.0, 94.0, 9.2, 0.8, -0.3, 6.6, 0.6, 1.6, 27.0, 0.0, None, 90.0,2022-03-19 08:00:00,12
29.0, 89.0, 7.2, 0.2, -0.2, 6.1, 1.4, 2.3, 45.0, 0.2, None, 86.0,2022-03-19 09:00:00,12
92.0, 90.0, 6.6, 0.2, 0.1, 5.7, 1.6, 3.2, 23.0, 0.8, None, 85.0,2022-03-19 10:00:00,12
48.0, 86.0, 6.1, 0.4, 0.2, 5.9, 2.3, 2.6, 29.0, 0.2, None, 89.0,2022-03-19 11:00:00,12
171.0, 85.0, 5.7, 0.6, 0.9, 3.6, 3.2, 3.1, 92.0, 0.2, None, 88.0,2022-03-19 12:00:00,12
198.0, 89.0, 5.9, 0.2, 1.0, 4.8, 2.6, 3.0, 48.0, 0.4, None, 90.0,2022-03-19 13:00:00,12
184.0, 88.0, 3.6, 0.4, 1.3, 3.9, 3.1, 1.2, 171.0, 0.6, None, 94.0,2022-03-19 14:00:00,12
60.0, 90.0, 4.8, 0.8, 1.5, 3.5, 3.0, 1.4, 198.0, 0.2, None, 93.0,2022-03-19 15:00:00,12
248.0, 94.0, 3.9, 0.6, 0.3, 2.1, 1.2, 2.3, 184.0, 0.4, None, 90.0,2022-03-19 16:00:00,12
188.0, 93.0, 3.5, 0.0, 0.4, 8.7, 1.4, 1.6, 60.0, 0.8, None, 87.0,2022-03-19 17:00:00,12
165.0, 90.0, 2.1, 0.0, 0.8, 6.9, 2.3, 0.7, 248.0, 0.6, None, 92.0,2022-03-19 18:00:00,12
327.0, 87.0, 8.7, 0.0, -0.3, 2.7, 1.6, -0.2, 188.0, 0.0, None, 95.0,2022-03-19 19:00:00,12
21.0, 92.0, 6.9, 0.0, -0.4, 3.8, 0.7, -0.2, 165.0, 0.0, None, 89.0,2022-03-19 20:00:00,12
297.0, 95.0, 2.7, 0.0, -0.9, 8.4, -0.2, -1.3, 327.0, 0.0, None, 90.0,2022-03-19 21:00:00,12
199.0, 89.0, 3.8, 0.0, -1.8, 6.3, -0.2, -2.1, 21.0, 0.0, None, 97.0,2022-03-19 22:00:00,12
None, 90.0, 8.4, None, -2.7, None, -1.3, None, 297.0, 0.0, None, None,2022-03-19 23:00:00,12
188.0, 97.0, 6.3, 0.0, -2.5, 4.2, -2.1, -2.9, 199.0, 0.0, None, 96.0,2022-03-20 00:00:00,12
250.0, 96.0, 6.8, 0.0, -3.3, 3.6, -2.8, -2.8, 201.0, 0.0, None, 95.0,2022-03-20 01:00:00,12
232.0, 96.0, 4.2, 0.0, -3.4, 3.3, -2.9, -2.7, 188.0, 0.0, 4.6, 93.0,2022-03-20 02:00:00,12
223.0, 95.0, 3.6, 0.0, -3.5, 2.8, -2.8, -3.4, 250.0, 0.0, 4.6, 93.0,2022-03-20 03:00:00,12
353.0, 93.0, 3.3, 0.0, -3.7, 4.4, -2.7, -4.4, 232.0, 0.0, 4.6, 94.0,2022-03-20 04:00:00,12
311.0, 93.0, 2.8, 0.0, -4.4, 4.3, -3.4, -5.2, 223.0, 0.0, 4.6, 92.0,2022-03-20 05:00:00,12
354.0, 94.0, 4.4, 0.0, -5.2, 5.8, -4.4, -5.6, 353.0, 0.0, 4.4, 92.0,2022-03-20 06:00:00,12
199.0, 92.0, 4.3, 0.0, -6.3, 2.9, -5.2, -3.9, 311.0, 0.0, 4.4, 84.0,2022-03-20 07:00:00,12
191.0, 92.0, 5.8, 0.0, -6.7, 6.9, -5.6, -0.2, 354.0, 0.0, 4.4, 62.0,2022-03-20 08:00:00,12
172.0, 84.0, 2.9, 1.2, -6.2, 9.8, -3.9, 1.8, 199.0, 0.0, 4.2, 56.0,2022-03-20 09:00:00,12
199.0, 62.0, 6.9, 0.4, -6.6, 9.1, -0.2, 2.7, 191.0, 0.0, 3.4, 49.0,2022-03-20 10:00:00,12
201.0, 56.0, 9.8, 0.0, -6.0, 9.8, 1.8, 4.2, 172.0, 1.2, 4.4, 40.0,2022-03-20 11:00:00,12
155.0, 49.0, 9.1, 0.0, -6.9, 8.9, 2.7, 3.0, 199.0, 0.4, 4.6, 45.0,2022-03-20 12:00:00,12
166.0, 40.0, 9.8, 0.0, -8.2, 9.9, 4.2, 3.8, 201.0, 0.0, 4.2, 39.0,2022-03-20 13:00:00,12
171.0, 45.0, 8.9, 0.0, -7.8, 8.1, 3.0, 3.0, 155.0, 0.0, 3.6, 42.0,2022-03-20 14:00:00,12
171.0, 39.0, 9.9, 0.0, -8.9, 9.1, 3.8, 2.2, 166.0, 0.0, 3.4, 43.0,2022-03-20 15:00:00,12
163.0, 42.0, 8.1, 0.0, -8.7, 10.9, 3.0, 1.8, 171.0, 0.0, 3.0, 46.0,2022-03-20 16:00:00,12
160.0, 43.0, 9.1, 0.0, -9.1, 9.2, 2.2, 0.9, 171.0, 0.0, 2.2, 58.0,2022-03-20 17:00:00,12
147.0, 46.0, 10.9, 0.0, -8.6, 5.4, 1.8, 0.2, 163.0, 0.0, 1.6, 62.0,2022-03-20 18:00:00,12
185.0, 58.0, 9.2, 0.0, -6.4, 7.1, 0.9, -0.2, 160.0, 0.0, 1.6, 65.0,2022-03-20 19:00:00,12
162.0, 62.0, 5.4, 0.0, -6.2, 5.9, 0.2, -0.2, 147.0, 0.0, 1.6, 72.0,2022-03-20 20:00:00,12
184.0, 65.0, 7.1, 0.0, -6.0, 8.7, -0.2, -0.4, 185.0, 0.0, 1.6, 73.0,2022-03-20 21:00:00,12
None, 72.0, 5.9, None, -4.6, None, -0.2, None, 162.0, 0.0, 1.6, None,2022-03-20 22:00:00,12
None, 73.0, 8.7, None, -4.6, None, -0.4, None, 184.0, 0.0, 1.6, None,2022-03-20 23:00:00,12
186.0, None, None, 0.0, None, 7.0, None, -1.7, None, None, None, 96.0,2022-03-21 00:00:00,12
200.0, 95.0, 9.2, 0.0, -2.3, 8.6, -1.6, -1.7, 169.0, 0.0, None, 96.0,2022-03-21 01:00:00,12
189.0, 96.0, None, 0.0, -2.3, 5.7, -1.7, -1.7, 186.0, 0.0, None, 97.0,2022-03-21 02:00:00,12
184.0, 96.0, 8.6, 0.0, -2.3, 6.1, -1.7, -1.7, 200.0, 0.0, None, 97.0,2022-03-21 03:00:00,12
167.0, 97.0, 5.7, 0.0, -2.1, 7.9, -1.7, -1.6, 189.0, 0.0, None, 97.0,2022-03-21 04:00:00,12
178.0, 97.0, 6.1, 0.0, -2.1, 7.9, -1.7, -1.4, 184.0, 0.0, None, 93.0,2022-03-21 05:00:00,12
200.0, 97.0, 7.9, 0.0, -2.0, 7.0, -1.6, -1.2, 167.0, 0.0, None, 90.0,2022-03-21 06:00:00,12
153.0, 93.0, 7.9, 0.0, -2.4, 4.5, -1.4, -0.7, 178.0, 0.0, None, 87.0,2022-03-21 07:00:00,12
174.0, 90.0, None, 0.0, -2.6, 5.3, -1.2, 0.0, 200.0, 0.0, None, 83.0,2022-03-21 08:00:00,12
166.0, None, None, 0.8, None, 7.9, None, 1.8, None, None, None, 72.0,2022-03-21 09:00:00,12
187.0, 83.0, 5.3, 0.2, -2.5, 9.0, 0.0, 3.7, 174.0, 0.0, None, 66.0,2022-03-21 10:00:00,12
152.0, 72.0, 7.9, 0.0, -2.7, 6.7, 1.8, 5.0, 166.0, 0.8, None, 62.0,2022-03-21 11:00:00,12
187.0, 66.0, None, 0.0, -2.1, 9.1, 3.7, 6.0, 187.0, 0.2, None, 59.0,2022-03-21 12:00:00,12
131.0, 62.0, 6.7, 0.0, -1.7, 7.6, 5.0, 6.6, 152.0, 0.0, None, 55.0,2022-03-21 13:00:00,12
158.0, 59.0, 9.1, 0.0, -1.4, 6.0, 6.0, 6.3, 187.0, 0.0, None, 59.0,2022-03-21 14:00:00,12
201.0, 55.0, 7.6, 0.0, -1.8, 6.6, 6.6, 5.9, 131.0, 0.0, None, 57.0,2022-03-21 15:00:00,12
35.0, 59.0, None, 0.0, -1.1, 7.8, 6.3, 3.7, 158.0, 0.0, None, 67.0,2022-03-21 16:00:00,12
29.0, 57.0, 6.6, 0.0, -2.0, 8.6, 5.9, 3.0, 201.0, 0.0, None, 70.0,2022-03-21 17:00:00,12
35.0, 67.0, 7.8, 0.0, -1.9, 6.9, 3.7, 2.7, 35.0, 0.0, None, 71.0,2022-03-21 18:00:00,12
29.0, 70.0, 8.6, 0.0, -1.9, 8.4, 3.0, 2.5, 29.0, 0.0, None, 72.0,2022-03-21 19:00:00,12
33.0, 71.0, 6.9, 0.0, -2.0, 6.4, 2.7, 2.6, 35.0, 0.0, None, 68.0,2022-03-21 20:00:00,12
21.0, 72.0, 8.4, 0.0, -2.0, 8.3, 2.5, 2.0, 29.0, 0.0, None, 74.0,2022-03-21 21:00:00,12
31.0, 68.0, 6.4, 0.0, -2.7, 9.1, 2.6, 2.4, 33.0, 0.0, None, 72.0,2022-03-21 22:00:00,12
30.0, None, None, 0.0, None, 5.8, None, 2.0, None, None, None, 75.0,2022-03-22 00:00:00,12
154.0, 75.0, None, 0.0, -2.2, 6.4, 1.8, 2.0, 23.0, 0.0, 1.0, 80.0,2022-03-22 01:00:00,12
89.0, 75.0, 5.8, 0.0, -2.0, 3.5, 2.0, 1.0, 30.0, 0.0, 1.0, 93.0,2022-03-22 02:00:00,12
84.0, None, None, 0.4, None, 1.9, None, 0.4, None, None, None, 96.0,2022-03-22 03:00:00,12
33.0, 93.0, 3.5, 0.0, 0.0, 7.3, 1.0, 0.3, 89.0, 0.0, 1.0, 97.0,2022-03-22 04:00:00,12
26.0, 96.0, 1.9, 0.0, -0.2, 7.4, 0.4, 0.3, 84.0, 0.4, 1.4, 97.0,2022-03-22 05:00:00,12
35.0, 97.0, 7.3, 0.0, -0.1, 9.1, 0.3, 0.3, 33.0, 0.0, 1.4, 98.0,2022-03-22 06:00:00,12
28.0, 97.0, 7.4, 2.0, -0.1, 8.7, 0.3, 1.1, 26.0, 0.0, 1.4, 96.0,2022-03-22 07:00:00,12
32.0, 98.0, 9.1, 1.4, 0.0, 8.9, 0.3, 1.7, 35.0, 0.0, 1.4, 95.0,2022-03-22 08:00:00,12
42.0, 96.0, 8.7, 0.2, 0.5, 6.6, 1.1, 2.5, 28.0, 2.0, 3.4, 93.0,2022-03-22 09:00:00,12
28.0, 95.0, 8.9, 0.0, 1.0, 7.8, 1.7, 2.8, 32.0, 1.4, 4.8, 92.0,2022-03-22 10:00:00,12
41.0, 93.0, 6.6, 0.0, 1.5, 7.9, 2.5, 3.7, 42.0, 0.2, 4.2, 90.0,2022-03-22 11:00:00,12
43.0, 92.0, 7.8, 0.0, 1.6, 6.6, 2.8, 4.6, 28.0, 0.0, 4.0, 87.0,2022-03-22 12:00:00,12
47.0, 90.0, 7.9, 0.0, 2.2, 6.9, 3.7, 3.7, 41.0, 0.0, 4.0, 89.0,2022-03-22 13:00:00,12
35.0, 87.0, 6.6, 0.0, 2.6, 7.7, 4.6, 3.6, 43.0, 0.0, 4.0, 87.0,2022-03-22 14:00:00,12
31.0, 89.0, 6.9, 0.0, 2.1, 8.0, 3.7, 3.9, 47.0, 0.0, 4.0, 87.0,2022-03-22 15:00:00,12
26.0, 87.0, 7.7, 0.0, 1.6, 9.5, 3.6, 3.8, 35.0, 0.0, 4.0, 87.0,2022-03-22 16:00:00,12
42.0, 87.0, None, 0.0, 1.9, 7.7, 3.9, 3.2, 31.0, 0.0, 4.0, 90.0,2022-03-22 17:00:00,12
59.0, 87.0, 9.5, 0.0, 1.8, 3.9, 3.8, 2.2, 26.0, 0.0, 4.0, 94.0,2022-03-22 18:00:00,12
170.0, 90.0, 7.7, 0.0, 1.7, 5.5, 3.2, 2.7, 42.0, 0.0, 4.0, 96.0,2022-03-22 19:00:00,12
161.0, 94.0, 3.9, 0.0, 1.3, 3.4, 2.2, 2.3, 59.0, 0.0, 4.0, 96.0,2022-03-22 20:00:00,12
None, 96.0, 5.5, None, 2.1, None, 2.7, None, 170.0, 0.0, 4.0, None,2022-03-22 21:00:00,12
164.0, None, None, 0.0, None, 6.6, None, 2.8, None, None, None, 97.0,2022-03-22 22:00:00,12
172.0, 97.0, 6.6, 0.0, 2.4, 4.1, 2.8, 2.5, 164.0, 0.0, None, 98.0,2022-03-23 00:00:00,12
159.0, 97.0, 2.9, 0.0, 1.8, 4.4, 2.2, 2.4, 140.0, 0.0, None, 95.0,2022-03-23 01:00:00,12
229.0, 98.0, 4.1, 0.0, 2.2, 2.1, 2.5, 1.7, 172.0, 0.0, None, 98.0,2022-03-23 02:00:00,12
24.0, 95.0, 4.4, 0.0, 1.7, 5.0, 2.4, 1.8, 159.0, 0.0, None, 96.0,2022-03-23 03:00:00,12
96.0, 98.0, 2.1, 0.0, 1.4, 6.1, 1.7, 3.2, 229.0, 0.0, None, 88.0,2022-03-23 04:00:00,12
34.0, 96.0, None, 0.0, 1.2, 7.1, 1.8, 3.4, 24.0, 0.0, None, 86.0,2022-03-23 05:00:00,12
None, 88.0, 6.1, None, 1.4, None, 3.2, None, 96.0, 0.0, None, None,2022-03-23 06:00:00,12
30.0, 86.0, 7.1, 0.0, 1.3, 8.2, 3.4, 4.1, 34.0, 0.0, None, 83.0,2022-03-23 07:00:00,12
43.0, None, None, 0.0, None, 5.9, None, 5.4, None, None, None, 76.0,2022-03-23 08:00:00,12
25.0, None, None, 0.0, None, 7.8, None, 5.0, None, None, None, 78.0,2022-03-23 09:00:00,12
57.0, 76.0, 5.9, 0.0, 1.5, 7.5, 5.4, 7.5, 43.0, 0.0, None, 66.0,2022-03-23 10:00:00,12
76.0, 78.0, 7.8, 0.0, 1.5, 5.6, 5.0, 8.1, 25.0, 0.0, None, 64.0,2022-03-23 11:00:00,12
79.0, 66.0, 7.5, 0.0, 1.6, 8.6, 7.5, 8.4, 57.0, 0.0, None, 63.0,2022-03-23 12:00:00,12
127.0, 64.0, 5.6, 0.0, 1.7, 6.3, 8.1, 7.6, 76.0, 0.0, None, 69.0,2022-03-23 13:00:00,12
128.0, 63.0, 8.6, 0.0, 1.8, 5.4, 8.4, 7.6, 79.0, 0.0, None, 68.0,2022-03-23 14:00:00,12
94.0, 69.0, 6.3, 0.0, 2.3, 5.2, 7.6, 6.1, 127.0, 0.0, None, 78.0,2022-03-23 15:00:00,12
161.0, 68.0, 5.4, 0.8, 2.1, 9.0, 7.6, 5.2, 128.0, 0.0, None, 94.0,2022-03-23 16:00:00,12
193.0, 78.0, 5.2, 0.0, 2.6, 10.3, 6.1, 5.7, 94.0, 0.0, None, 91.0,2022-03-23 17:00:00,12
46.0, 94.0, None, 0.2, 4.3, 3.8, 5.2, 4.6, 161.0, 0.8, None, 94.0,2022-03-23 18:00:00,12
276.0, 91.0, 10.3, 0.0, 4.3, 10.1, 5.7, 3.3, 193.0, 0.0, None, 70.0,2022-03-23 19:00:00,12
260.0, 94.0, 3.8, 0.0, 3.7, 6.1, 4.6, 1.5, 46.0, 0.2, None, 75.0,2022-03-23 20:00:00,12
2.0, 70.0, 10.1, 0.0, -1.6, 2.6, 3.3, 0.9, 276.0, 0.0, None, 87.0,2022-03-23 21:00:00,12
310.0, 75.0, 6.1, 0.0, -2.4, 5.9, 1.5, 1.0, 260.0, 0.0, None, 74.0,2022-03-23 22:00:00,12
310.0, None, None, 0.0, None, 6.9, None, 0.2, None, None, None, 72.0,2022-03-24 00:00:00,12
350.0, None, None, 0.0, None, 7.9, None, 0.5, None, None, None, 64.0,2022-03-24 01:00:00,12
345.0, 72.0, 6.9, 0.0, -4.2, 6.0, 0.2, -0.2, 310.0, 0.0, None, 66.0,2022-03-24 02:00:00,12
356.0, 64.0, 7.9, 0.0, -5.5, 3.2, 0.5, -0.6, 350.0, 0.0, None, 75.0,2022-03-24 03:00:00,12
337.0, 66.0, None, 0.0, -5.8, 4.9, -0.2, -2.5, 345.0, 0.0, None, 85.0,2022-03-24 04:00:00,12
2.0, 75.0, 3.2, 0.0, -4.5, 5.4, -0.6, -3.0, 356.0, 0.0, None, 86.0,2022-03-24 05:00:00,12
340.0, 85.0, 4.9, 0.0, -4.7, 5.6, -2.5, -3.3, 337.0, 0.0, None, 87.0,2022-03-24 06:00:00,12
146.0, 86.0, 5.4, 0.0, -5.0, 4.0, -3.0, -1.9, 2.0, 0.0, None, 80.0,2022-03-24 07:00:00,12
186.0, 87.0, 5.6, 0.0, -5.2, 7.8, -3.3, 2.1, 340.0, 0.0, 1.0, 62.0,2022-03-24 08:00:00,12
152.0, None, None, 0.0, None, 7.7, None, 4.4, None, None, None, 54.0,2022-03-24 09:00:00,12
219.0, 62.0, 7.8, 0.0, -4.4, 8.3, 2.1, 4.9, 186.0, 0.0, 1.0, 45.0,2022-03-24 10:00:00,12
187.0, 54.0, 7.7, 0.0, -4.1, 11.1, 4.4, 5.7, 152.0, 0.0, 1.0, 41.0,2022-03-24 11:00:00,12
46.0, 45.0, 8.3, 0.0, -6.0, 9.6, 4.9, 6.8, 219.0, 0.0, 1.0, 34.0,2022-03-24 12:00:00,12
156.0, 41.0, 11.1, 0.0, -6.5, 9.1, 5.7, 7.1, 187.0, 0.0, 1.0, 30.0,2022-03-24 13:00:00,12
184.0, 34.0, 9.6, 0.0, -8.0, 9.7, 6.8, 6.8, 46.0, 0.0, 1.0, 30.0,2022-03-24 14:00:00,12
120.0, 30.0, 9.1, 0.0, -9.3, 5.9, 7.1, 6.7, 156.0, 0.0, 1.0, 27.0,2022-03-24 15:00:00,12
170.0, 30.0, 9.7, 0.0, -9.6, 3.8, 6.8, 5.3, 184.0, 0.0, 1.0, 35.0,2022-03-24 16:00:00,12
310.0, 27.0, 5.9, 0.0, -11.0, 1.8, 6.7, 2.6, 120.0, 0.0, 1.0, 68.0,2022-03-24 17:00:00,12
11.0, 35.0, 3.8, 0.0, -8.9, 7.2, 5.3, 0.7, 170.0, 0.0, 0.2, 53.0,2022-03-24 18:00:00,12
17.0, 68.0, 1.8, 0.0, -2.7, 10.9, 2.6, 2.0, 310.0, 0.0, 0.2, 40.0,2022-03-24 19:00:00,12
21.0, 53.0, 7.2, 0.0, -7.8, 9.7, 0.7, 2.3, 11.0, 0.0, 0.0, 39.0,2022-03-24 20:00:00,12
21.0, 40.0, 10.9, 0.0, -10.2, 9.3, 2.0, 2.2, 17.0, 0.0, 0.0, 33.0,2022-03-24 21:00:00,12
12.0, 39.0, 9.7, 0.0, -10.2, 6.3, 2.3, 2.0, 21.0, 0.0, 0.0, 37.0,2022-03-24 22:00:00,12
None, 33.0, 9.3, None, -12.4, None, 2.2, None, 21.0, 0.0, 0.0, None,2022-03-24 23:00:00,12
342.0, 37.0, 6.3, 0.0, -11.2, 3.7, 2.0, 1.9, 12.0, 0.0, 0.0, 42.0,2022-03-25 00:00:00,12
36.0, 34.0, 9.2, 0.0, -11.9, 8.6, 2.4, 2.3, 30.0, 0.0, 0.0, 37.0,2022-03-25 01:00:00,12
27.0, 42.0, 3.7, 0.0, -9.7, 9.3, 1.9, 1.8, 342.0, 0.0, 0.0, 39.0,2022-03-25 02:00:00,12
28.0, 37.0, 8.6, 0.0, -10.9, 9.6, 2.3, 1.7, 36.0, 0.0, 0.0, 38.0,2022-03-25 03:00:00,12
27.0, 39.0, 9.3, 0.0, -10.7, 6.9, 1.8, 1.4, 27.0, 0.0, 0.0, 47.0,2022-03-25 04:00:00,12
62.0, 38.0, 9.6, 0.0, -11.1, 5.0, 1.7, 1.4, 28.0, 0.0, 0.0, 38.0,2022-03-25 05:00:00,12
39.0, 47.0, 6.9, 0.0, -8.7, 9.8, 1.4, 1.6, 27.0, 0.0, 0.0, 43.0,2022-03-25 06:00:00,12
191.0, 38.0, None, 0.0, -11.4, 4.6, 1.4, 2.6, 62.0, 0.0, 0.0, 45.0,2022-03-25 07:00:00,12
133.0, 43.0, 9.8, 0.0, -9.6, 6.4, 1.6, 5.5, 39.0, 0.0, 0.0, 36.0,2022-03-25 08:00:00,12
59.0, None, None, 0.0, None, 6.6, None, 5.1, None, None, None, 37.0,2022-03-25 09:00:00,12
79.0, 36.0, 6.4, 0.0, -8.4, 6.5, 5.5, 6.4, 133.0, 0.0, 0.0, 36.0,2022-03-25 10:00:00,12
84.0, 37.0, 6.6, 0.0, -8.4, 7.6, 5.1, 7.9, 59.0, 0.0, 0.0, 36.0,2022-03-25 11:00:00,12
138.0, 36.0, 6.5, 0.0, -7.6, 7.8, 6.4, 9.1, 79.0, 0.0, 0.0, 33.0,2022-03-25 12:00:00,12
186.0, 36.0, 7.6, 0.0, -6.2, 8.1, 7.9, 9.7, 84.0, 0.0, 0.0, 30.0,2022-03-25 13:00:00,12
