wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
3.0,19.0,38.0,32.0,2018-08-20 18:00:00,0.0,34
3.1,14.0,267.0,47.0,2018-08-20 19:00:00,0.0,34
3.7,10.7,295.0,56.0,2018-08-20 20:00:00,0.0,34
5.6,10.1,257.0,57.0,2018-08-20 21:00:00,0.0,34
4.3,9.2,267.0,63.0,2018-08-20 22:00:00,0.0,34
2.5,8.2,291.0,67.0,2018-08-20 23:00:00,0.0,34
3.0,7.5,268.0,69.0,2018-08-21 00:00:00,0.0,34
4.3,6.5,282.0,73.0,2018-08-21 01:00:00,0.0,34
4.7,5.7,271.0,77.0,2018-08-21 02:00:00,0.0,34
3.7,5.5,302.0,80.0,2018-08-21 03:00:00,0.0,34
3.6,4.8,303.0,82.0,2018-08-21 04:00:00,0.0,34
4.1,4.4,286.0,85.0,2018-08-21 05:00:00,0.0,34
4.7,5.7,311.0,80.0,2018-08-21 06:00:00,0.0,34
4.1,9.4,311.0,70.0,2018-08-21 07:00:00,0.0,34
4.4,13.1,138.0,54.0,2018-08-21 08:00:00,0.0,34
7.7,16.2,73.0,44.0,2018-08-21 09:00:00,0.0,34
8.0,19.6,76.0,35.0,2018-08-21 10:00:00,0.0,34
8.6,22.5,115.0,29.0,2018-08-21 11:00:00,0.0,34
9.0,24.8,88.0,25.0,2018-08-21 12:00:00,0.0,34
10.8,26.9,36.0,17.0,2018-08-21 13:00:00,0.0,34
7.4,28.5,40.0,11.0,2018-08-21 14:00:00,0.0,34
7.8,28.2,55.0,11.0,2018-08-21 15:00:00,0.0,34
7.8,27.6,38.0,13.0,2018-08-21 16:00:00,0.0,34
4.4,26.4,345.0,16.0,2018-08-21 17:00:00,0.0,34
6.0,19.2,260.0,36.0,2018-08-21 18:00:00,0.0,34
7.0,16.4,220.0,40.0,2018-08-21 19:00:00,0.0,34
6.1,14.9,271.0,42.0,2018-08-21 20:00:00,0.0,34
6.7,13.8,272.0,43.0,2018-08-21 21:00:00,0.0,34
4.9,12.9,280.0,46.0,2018-08-21 22:00:00,0.0,34
3.6,11.9,299.0,52.0,2018-08-21 23:00:00,0.0,34
5.9,11.1,266.0,54.0,2018-08-22 00:00:00,0.0,34
6.1,10.1,271.0,58.0,2018-08-22 01:00:00,0.0,34
4.4,9.2,298.0,61.0,2018-08-22 02:00:00,0.0,34
6.5,8.9,257.0,62.0,2018-08-22 03:00:00,0.0,34
4.0,8.1,322.0,64.0,2018-08-22 04:00:00,0.0,34
7.3,7.9,262.0,67.0,2018-08-22 05:00:00,0.0,34
3.0,8.6,305.0,69.0,2018-08-22 06:00:00,0.0,34
0.0,10.5,319.0,62.0,2018-08-22 07:00:00,0.0,34
3.1,13.8,66.0,48.0,2018-08-22 08:00:00,0.0,34
6.7,15.9,68.0,40.0,2018-08-22 09:00:00,0.0,34
4.7,19.2,101.0,36.0,2018-08-22 10:00:00,0.0,34
5.5,22.3,68.0,33.0,2018-08-22 11:00:00,0.0,34
8.7,24.1,46.0,28.0,2018-08-22 12:00:00,0.0,34
8.1,26.5,106.0,22.0,2018-08-22 13:00:00,0.0,34
8.4,27.7,73.0,20.0,2018-08-22 14:00:00,0.0,34
6.1,28.1,40.0,21.0,2018-08-22 15:00:00,0.0,34
3.6,27.9,114.0,21.0,2018-08-22 16:00:00,0.0,34
4.1,25.9,255.0,31.0,2018-08-22 17:00:00,0.0,34
8.3,20.9,257.0,44.0,2018-08-22 18:00:00,0.0,34
8.7,18.3,246.0,45.0,2018-08-22 19:00:00,0.0,34
9.5,18.3,257.0,44.0,2018-08-22 20:00:00,0.0,34
8.9,17.6,268.0,41.0,2018-08-22 21:00:00,0.0,34
5.3,15.3,285.0,48.0,2018-08-22 22:00:00,0.0,34
5.9,14.0,275.0,51.0,2018-08-22 23:00:00,0.0,34
7.0,13.0,260.0,55.0,2018-08-23 00:00:00,0.0,34
7.0,12.9,279.0,56.0,2018-08-23 01:00:00,0.0,34
6.1,11.9,274.0,57.0,2018-08-23 02:00:00,0.0,34
