wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
46.0, None, None,0.0, None,0.0, None,-2.2, None, None, None,64.0,2018-04-23 00:00:00,17
1.0, None, None,0.0, None,0.0, None,-2.2, None, None, None,63.0,2018-04-23 01:00:00,17
357.0, None, None,0.0, None,0.0, None,-3.8, None, None, None,77.0,2018-04-23 02:00:00,17
16.0, None, None,0.0, None,0.0, None,-4.2, None, None, None,77.0,2018-04-23 03:00:00,17
41.0, None, None,0.0, None,0.0, None,-5.0, None, None, None,78.0,2018-04-23 04:00:00,17
345.0, None, None,0.0, None,0.0, None,-6.3, None, None, None,80.0,2018-04-23 05:00:00,17
343.0, None, None,0.0, None,0.0, None,-4.1, None, None, None,76.0,2018-04-23 06:00:00,17
326.0, None, None,0.0, None,0.0, None,1.1, None, None, None,51.0,2018-04-23 07:00:00,17
349.0, None, None,0.0, None,0.0, None,6.1, None, None, None,36.0,2018-04-23 08:00:00,17
305.0, None, None,0.0, None,0.0, None,9.2, None, None, None,28.0,2018-04-23 09:00:00,17
147.0, None, None,0.0, None,0.0, None,11.2, None, None, None,22.0,2018-04-23 10:00:00,17
220.0, None, None,0.0, None,0.0, None,14.0, None, None, None,20.0,2018-04-23 11:00:00,17
329.0, None, None,0.0, None,0.0, None,12.4, None, None, None,25.0,2018-04-23 12:00:00,17
305.0, None, None,0.0, None,0.0, None,13.8, None, None, None,22.0,2018-04-23 13:00:00,17
304.0, None, None,0.0, None,0.0, None,14.3, None, None, None,22.0,2018-04-23 14:00:00,17
241.0, None, None,0.0, None,0.0, None,15.8, None, None, None,19.0,2018-04-23 15:00:00,17
327.0, None, None,0.0, None,7.3, None,15.2, None, None, None,21.0,2018-04-23 16:00:00,17
315.0, None, None,0.0, None,0.0, None,13.9, None, None, None,24.0,2018-04-23 17:00:00,17
314.0, None, None,0.0, None,0.0, None,10.5, None, None, None,30.0,2018-04-23 18:00:00,17
351.0, None, None,0.0, None,0.0, None,5.2, None, None, None,50.0,2018-04-23 19:00:00,17
33.0, None, None,0.0, None,0.0, None,1.0, None, None, None,69.0,2018-04-23 20:00:00,17
215.0, None, None,0.0, None,0.0, None,0.2, None, None, None,73.0,2018-04-23 21:00:00,17
350.0, None, None,0.0, None,0.0, None,-1.6, None, None, None,82.0,2018-04-23 22:00:00,17
342.0, None, None,0.0, None,0.0, None,-2.6, None, None, None,86.0,2018-04-23 23:00:00,17
356.0, None, None,0.0, None,0.0, None,-3.2, None, None, None,90.0,2018-04-24 00:00:00,17
347.0, None, None,0.0, None,0.0, None,-3.3, None, None, None,87.0,2018-04-24 01:00:00,17
158.0, None, None,0.0, None,0.0, None,-3.5, None, None, None,87.0,2018-04-24 02:00:00,17
25.0, None, None,0.0, None,0.0, None,-3.5, None, None, None,87.0,2018-04-24 03:00:00,17
116.0, None, None,0.0, None,0.0, None,-3.2, None, None, None,83.0,2018-04-24 04:00:00,17
127.0, None, None,0.0, None,0.0, None,-2.6, None, None, None,78.0,2018-04-24 05:00:00,17
117.0, None, None,0.0, None,0.0, None,-1.1, None, None, None,72.0,2018-04-24 06:00:00,17
124.0, None, None,0.0, None,0.0, None,2.8, None, None, None,56.0,2018-04-24 07:00:00,17
152.0, None, None,0.0, None,0.0, None,8.7, None, None, None,40.0,2018-04-24 08:00:00,17
164.0, None, None,0.0, None,0.0, None,11.5, None, None, None,31.0,2018-04-24 09:00:00,17
157.0, None, None,0.0, None,0.0, None,13.7, None, None, None,24.0,2018-04-24 10:00:00,17
172.0, None, None,0.0, None,0.0, None,14.7, None, None, None,22.0,2018-04-24 11:00:00,17
172.0, None, None,0.0, None,0.0, None,15.5, None, None, None,21.0,2018-04-24 12:00:00,17
172.0, None, None,0.0, None,0.0, None,16.8, None, None, None,19.0,2018-04-24 13:00:00,17
162.0, None, None,0.0, None,9.1, None,18.3, None, None, None,18.0,2018-04-24 14:00:00,17
168.0, None, None,0.0, None,6.3, None,18.8, None, None, None,17.0,2018-04-24 15:00:00,17
159.0, None, None,0.0, None,7.7, None,17.7, None, None, None,18.0,2018-04-24 16:00:00,17
218.0, None, None,0.0, None,1.6, None,17.1, None, None, None,18.0,2018-04-24 17:00:00,17
150.0, None, None,0.0, None,0.0, None,14.5, None, None, None,22.0,2018-04-24 18:00:00,17
208.0, None, None,0.0, None,1.6, None,8.6, None, None, None,35.0,2018-04-24 19:00:00,17
154.0, None, None,0.0, None,0.0, None,6.6, None, None, None,41.0,2018-04-24 20:00:00,17
281.0, None, None,0.0, None,0.0, None,4.7, None, None, None,50.0,2018-04-24 21:00:00,17
128.0, None, None,0.0, None,0.0, None,4.7, None, None, None,49.0,2018-04-24 22:00:00,17
36.0, None, None,0.0, None,0.0, None,4.7, None, None, None,53.0,2018-04-24 23:00:00,17
95.0, None, None,0.0, None,0.0, None,3.0, None, None, None,61.0,2018-04-25 00:00:00,17
1.0, None, None,0.0, None,1.6, None,2.2, None, None, None,67.0,2018-04-25 01:00:00,17
27.0, None, None,0.0, None,0.0, None,1.1, None, None, None,75.0,2018-04-25 02:00:00,17
19.0, None, None,0.0, None,0.0, None,-0.3, None, None, None,83.0,2018-04-25 03:00:00,17
356.0, None, None,0.0, None,0.0, None,0.0, None, None, None,77.0,2018-04-25 04:00:00,17
5.0, None, None,0.0, None,0.0, None,-1.6, None, None, None,91.0,2018-04-25 05:00:00,17
40.0, None, None,0.0, None,0.0, None,-0.2, None, None, None,86.0,2018-04-25 06:00:00,17
338.0, None, None,0.0, None,1.6, None,8.5, None, None, None,41.0,2018-04-25 07:00:00,17
321.0, None, None,0.0, None,0.0, None,10.7, None, None, None,33.0,2018-04-25 08:00:00,17
344.0, None, None,0.0, None,0.0, None,11.2, None, None, None,28.0,2018-04-25 09:00:00,17
329.0, None, None,0.0, None,0.0, None,12.4, None, None, None,26.0,2018-04-25 10:00:00,17
331.0, None, None,0.0, None,0.0, None,13.2, None, None, None,22.0,2018-04-25 11:00:00,17
331.0, None, None,0.0, None,3.5, None,15.0, None, None, None,23.0,2018-04-25 12:00:00,17
295.0, None, None,0.0, None,1.6, None,15.2, None, None, None,20.0,2018-04-25 13:00:00,17
327.0, None, None,0.0, None,0.0, None,15.4, None, None, None,22.0,2018-04-25 14:00:00,17
335.0, None, None,0.0, None,9.9, None,16.0, None, None, None,21.0,2018-04-25 15:00:00,17
329.0, None, None,0.0, None,8.8, None,16.1, None, None, None,23.0,2018-04-25 16:00:00,17
344.0, None, None,0.0, None,6.0, None,15.4, None, None, None,22.0,2018-04-25 17:00:00,17
20.0, None, None,0.0, None,0.0, None,13.0, None, None, None,27.0,2018-04-25 18:00:00,17
11.0, None, None,0.0, None,0.0, None,8.2, None, None, None,39.0,2018-04-25 19:00:00,17
62.0, None, None,0.0, None,0.0, None,5.6, None, None, None,51.0,2018-04-25 20:00:00,17
273.0, None, None,0.0, None,0.0, None,2.5, None, None, None,62.0,2018-04-25 21:00:00,17
272.0, None, None,0.0, None,0.0, None,1.8, None, None, None,66.0,2018-04-25 22:00:00,17
74.0, None, None,0.0, None,0.0, None,2.2, None, None, None,61.0,2018-04-25 23:00:00,17
300.0, None, None,0.0, None,0.0, None,1.3, None, None, None,73.0,2018-04-26 00:00:00,17
324.0, None, None,0.0, None,0.0, None,-1.1, None, None, None,78.0,2018-04-26 01:00:00,17
301.0, None, None,0.0, None,0.0, None,-0.2, None, None, None,78.0,2018-04-26 02:00:00,17
346.0, None, None,0.0, None,0.0, None,-0.1, None, None, None,70.0,2018-04-26 03:00:00,17
294.0, None, None,0.0, None,0.0, None,-2.2, None, None, None,87.0,2018-04-26 04:00:00,17
