pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -1.46, 64.48, None, None, 59.72, 6.32, 281.4, None, None, None, None, None, None, -7.0, 916.0, None, None, None,2020-01-01 19:00:00, None, None,1
None, -2.4, 69.05, None, None, 62.19, 4.024, 271.1, None, None, None, None, None, None, -7.0, 917.0, None, None, None,2020-01-01 20:00:00, None, None,1
None, -2.602, 70.09, None, None, 61.29, 4.3, 275.9, None, None, None, None, None, None, -7.0, 918.0, None, None, None,2020-01-01 21:00:00, None, None,1
None, -3.435, 72.54, None, None, 61.39, 3.555, 288.9, None, None, None, None, None, None, -7.0, 919.0, None, None, None,2020-01-01 22:00:00, None, None,1
None, -3.469, 71.16, None, None, 55.79, 3.722, 260.4, None, None, None, None, None, None, -8.0, 919.0, None, None, None,2020-01-01 23:00:00, None, None,1
None, -3.699, 71.04, None, None, 60.9, 2.585, 279.7, None, None, None, None, None, None, -8.0, 920.0, None, None, None,2020-01-02 00:00:00, None, None,1
None, -3.984, 70.18, None, None, 62.23, 3.365, 283.9, None, None, None, None, None, None, -8.0, 921.0, None, None, None,2020-01-02 01:00:00, None, None,1
None, -4.358, 67.73, None, None, 65.08, 3.324, 294.8, None, None, None, None, None, None, -9.0, 922.0, None, None, None,2020-01-02 02:00:00, None, None,1
None, -7.191, 73.01, None, None, 61.48, 2.62, 96.3, None, None, None, None, None, None, -11.0, 925.0, None, None, None,2020-01-02 07:00:00, None, None,1
None, -8.81, 79.81, None, None, 77.55, 1.076, 264.5, None, None, None, None, None, None, -11.0, 925.0, None, None, None,2020-01-02 08:00:00, None, None,1
None, -9.6, 86.1, None, None, 49.36, 1.211, 95.1, None, None, None, None, None, None, -11.0, 926.0, None, None, None,2020-01-02 09:00:00, None, None,1
None, -8.78, 76.82, None, None, 72.73, 0.897, 182.0, None, None, None, None, None, None, -12.0, 927.0, None, None, None,2020-01-02 10:00:00, None, None,1
None, -5.27, 63.54, None, None, 28.9, 1.343, 159.6, None, None, None, None, None, None, -10.0, 927.0, None, None, None,2020-01-02 11:00:00, None, None,1
None, -4.291, 64.28, None, None, 26.81, 3.013, 117.3, None, None, None, None, None, None, -9.0, 927.0, None, None, None,2020-01-02 12:00:00, None, None,1
None, -4.169, 63.63, None, None, 21.34, 1.771, 134.0, None, None, None, None, None, None, -9.0, 927.0, None, None, None,2020-01-02 13:00:00, None, None,1
None, -4.687, 72.24, None, None, 32.33, 1.74, 139.1, None, None, None, None, None, None, -9.0, 927.0, None, None, None,2020-01-02 14:00:00, None, None,1
None, -4.924, 76.16, None, None, 19.5, 1.431, 143.1, None, None, None, None, None, None, -8.0, 927.0, None, None, None,2020-01-02 15:00:00, None, None,1
None, -5.624, 80.7, None, None, 19.34, 2.24, 145.1, None, None, None, None, None, None, -8.0, 927.0, None, None, None,2020-01-02 16:00:00, None, None,1
None, -6.14, 84.1, None, None, 26.73, 2.345, 168.9, None, None, None, None, None, None, -8.0, 926.0, None, None, None,2020-01-02 17:00:00, None, None,1
None, -6.415, 85.6, None, None, 19.84, 0.956, 156.9, None, None, None, None, None, None, -8.0, 926.0, None, None, None,2020-01-02 18:00:00, None, None,1
None, -7.197, 87.7, None, None, 15.58, 0.467, 169.6, None, None, None, None, None, None, -9.0, 925.0, None, None, None,2020-01-02 19:00:00, None, None,1
None, -6.991, 87.2, None, None, 19.09, 0.865, 167.5, None, None, None, None, None, None, -9.0, 924.0, None, None, None,2020-01-02 20:00:00, None, None,1
None, -7.129, 92.1, None, None, 1.697, 0.603, 167.4, None, None, None, None, None, None, -8.0, 924.0, None, None, None,2020-01-02 21:00:00, None, None,1
None, -7.26, 93.4, None, None, 66.56, 0.694, 341.7, None, None, None, None, None, None, -8.0, 923.0, None, None, None,2020-01-02 22:00:00, None, None,1
None, -6.901, 93.4, None, None, 5.719, 1.164, 346.2, None, None, None, None, None, None, -8.0, 922.0, None, None, None,2020-01-02 23:00:00, None, None,1
None, -5.888, 92.8, None, None, 72.8, 1.735, 69.13, None, None, None, None, None, None, -7.0, 920.0, None, None, None,2020-01-03 00:00:00, None, None,1
None, -5.994, 92.8, None, None, 28.42, 3.617, 142.6, None, None, None, None, None, None, -7.0, 918.0, None, None, None,2020-01-03 01:00:00, None, None,1
None, -5.973, 93.2, None, None, 36.09, 1.832, 127.1, None, None, None, None, None, None, -7.0, 917.0, None, None, None,2020-01-03 02:00:00, None, None,1
None, -5.874, 92.5, None, None, 30.11, 2.992, 127.8, None, None, None, None, None, None, -7.0, 916.0, None, None, None,2020-01-03 03:00:00, None, None,1
None, -5.774, 93.2, None, None, 28.02, 3.459, 133.6, None, None, None, None, None, None, -6.0, 915.0, None, None, None,2020-01-03 04:00:00, None, None,1
None, -5.727, 92.6, None, None, 31.12, 3.189, 123.9, None, None, None, None, None, None, -7.0, 915.0, None, None, None,2020-01-03 05:00:00, None, None,1
None, -6.069, 94.0, None, None, 55.23, 2.739, 45.53, None, None, None, None, None, None, -7.0, 914.0, None, None, None,2020-01-03 06:00:00, None, None,1
None, -5.941, 94.3, None, None, 4.35, 2.437, 355.9, None, None, None, None, None, None, -6.0, 912.0, None, None, None,2020-01-03 08:00:00, None, None,1
None, -5.987, 94.1, None, None, 17.83, 3.219, 2.414, None, None, None, None, None, None, -7.0, 912.0, None, None, None,2020-01-03 09:00:00, None, None,1
None, -5.74, 94.4, None, None, 14.64, 2.706, 351.3, None, None, None, None, None, None, -6.0, 911.0, None, None, None,2020-01-03 10:00:00, None, None,1
None, -5.439, 94.4, None, None, 9.69, 3.052, 344.6, None, None, None, None, None, None, -6.0, 911.0, None, None, None,2020-01-03 11:00:00, None, None,1
None, -5.259, 94.4, None, None, 8.73, 4.93, 342.0, None, None, None, None, None, None, -6.0, 909.0, None, None, None,2020-01-03 12:00:00, None, None,1
None, -5.002, 94.4, None, None, 12.87, 2.9, 335.3, None, None, None, None, None, None, -6.0, 908.0, None, None, None,2020-01-03 13:00:00, None, None,1
None, -4.498, 94.4, None, None, 15.19, 2.216, 331.4, None, None, None, None, None, None, -5.0, 907.0, None, None, None,2020-01-03 14:00:00, None, None,1
None, -4.192, 94.0, None, None, 13.91, 1.213, 324.8, None, None, None, None, None, None, -5.0, 906.0, None, None, None,2020-01-03 15:00:00, None, None,1
None, -4.078, 94.9, None, None, 12.73, 1.756, 334.7, None, None, None, None, None, None, -5.0, 904.0, None, None, None,2020-01-03 16:00:00, None, None,1
None, -4.287, 95.4, None, None, 22.49, 0.961, 351.1, None, None, None, None, None, None, -5.0, 903.0, None, None, None,2020-01-03 17:00:00, None, None,1
None, -4.308, 96.3, None, None, 2.135, 0.103, 330.0, None, None, None, None, None, None, -5.0, 903.0, None, None, None,2020-01-03 18:00:00, None, None,1
None, -4.744, 96.1, None, None, 1.947, 0.074, 312.8, None, None, None, None, None, None, -5.0, 901.0, None, None, None,2020-01-03 19:00:00, None, None,1
None, -4.376, 96.5, None, None, 6.198, 0.762, 313.5, None, None, None, None, None, None, -4.0, 901.0, None, None, None,2020-01-03 20:00:00, None, None,1
None, 1.462, 94.4, None, None, 57.69, 4.062, 307.8, None, None, None, None, None, None, 1.0, 903.0, None, None, None,2020-01-03 21:00:00, None, None,1
None, 1.568, 94.0, None, None, 14.84, 12.32, 217.8, None, None, None, None, None, None, 1.0, 904.0, None, None, None,2020-01-03 22:00:00, None, None,1
None, 1.978, 86.7, None, None, 29.41, 8.19, 239.7, None, None, None, None, None, None, 0.0, 904.0, None, None, None,2020-01-03 23:00:00, None, None,1
None, 1.123, 72.66, None, None, 49.36, 6.75, 252.7, None, None, None, None, None, None, -3.0, 905.0, None, None, None,2020-01-04 00:00:00, None, None,1
None, 0.348, 75.69, None, None, 37.57, 6.849, 247.3, None, None, None, None, None, None, -4.0, 907.0, None, None, None,2020-01-04 01:00:00, None, None,1
None, -0.128, 75.41, None, None, 35.6, 5.204, 251.5, None, None, None, None, None, None, -4.0, 908.0, None, None, None,2020-01-04 02:00:00, None, None,1
None, -1.069, 78.57, None, None, 21.08, 3.703, 233.4, None, None, None, None, None, None, -4.0, 910.0, None, None, None,2020-01-04 03:00:00, None, None,1
None, -1.133, 79.32, None, None, 30.88, 5.493, 244.0, None, None, None, None, None, None, -4.0, 910.0, None, None, None,2020-01-04 04:00:00, None, None,1
None, -1.539, 79.56, None, None, 31.46, 4.983, 238.5, None, None, None, None, None, None, -4.0, 912.0, None, None, None,2020-01-04 05:00:00, None, None,1
None, -1.074, 75.8, None, None, 49.43, 4.315, 255.8, None, None, None, None, None, None, -4.0, 913.0, None, None, None,2020-01-04 06:00:00, None, None,1
None, -1.168, 70.38, None, None, 44.1, 4.902, 245.0, None, None, None, None, None, None, -5.0, 914.0, None, None, None,2020-01-04 07:00:00, None, None,1
None, -1.653, 67.45, None, None, 53.18, 4.288, 256.7, None, None, None, None, None, None, -6.0, 916.0, None, None, None,2020-01-04 08:00:00, None, None,1
None, -2.069, 71.31, None, None, 55.18, 3.784, 142.2, None, None, None, None, None, None, -6.0, 918.0, None, None, None,2020-01-04 09:00:00, None, None,1
None, -2.319, 75.46, None, None, 75.26, 2.269, 245.1, None, None, None, None, None, None, -6.0, 920.0, None, None, None,2020-01-04 10:00:00, None, None,1
None, -1.15, 67.16, None, None, 30.11, 3.931, 199.0, None, None, None, None, None, None, -6.0, 921.0, None, None, None,2020-01-04 11:00:00, None, None,1
None, -0.785, 71.7, None, None, 31.75, 6.246, 209.0, None, None, None, None, None, None, -5.0, 921.0, None, None, None,2020-01-04 12:00:00, None, None,1
None, -0.948, 73.43, None, None, 18.63, 6.476, 223.2, None, None, None, None, None, None, -4.0, 922.0, None, None, None,2020-01-04 13:00:00, None, None,1
None, -0.573, 70.95, None, None, 32.22, 4.614, 211.2, None, None, None, None, None, None, -5.0, 922.0, None, None, None,2020-01-04 14:00:00, None, None,1
None, -0.754, 70.18, None, None, 19.86, 6.241, 224.4, None, None, None, None, None, None, -5.0, 923.0, None, None, None,2020-01-04 15:00:00, None, None,1
None, -1.555, 74.3, None, None, 24.59, 3.569, 163.8, None, None, None, None, None, None, -5.0, 924.0, None, None, None,2020-01-04 16:00:00, None, None,1
None, -3.593, 84.0, None, None, 27.44, 3.256, 185.5, None, None, None, None, None, None, -6.0, 925.0, None, None, None,2020-01-04 17:00:00, None, None,1
None, -4.035, 82.0, None, None, 15.61, 2.283, 220.3, None, None, None, None, None, None, -6.0, 925.0, None, None, None,2020-01-04 18:00:00, None, None,1
None, -3.862, 83.4, None, None, 7.108, 4.596, 216.9, None, None, None, None, None, None, -6.0, 925.0, None, None, None,2020-01-04 19:00:00, None, None,1
None, -4.512, 83.1, None, None, 11.15, 5.473, 220.4, None, None, None, None, None, None, -7.0, 926.0, None, None, None,2020-01-04 20:00:00, None, None,1
None, -3.827, 79.67, None, None, 33.84, 5.607, 185.2, None, None, None, None, None, None, -7.0, 925.0, None, None, None,2020-01-04 21:00:00, None, None,1
None, -4.242, 79.05, None, None, 21.77, 8.42, 165.2, None, None, None, None, None, None, -7.0, 925.0, None, None, None,2020-01-04 22:00:00, None, None,1
None, -4.651, 79.56, None, None, 16.3, 6.169, 184.3, None, None, None, None, None, None, -7.0, 925.0, None, None, None,2020-01-04 23:00:00, None, None,1
None, -7.372, 88.0, None, None, 15.49, 4.188, 199.0, None, None, None, None, None, None, -9.0, 924.0, None, None, None,2020-01-05 00:00:00, None, None,1
None, -5.939, 83.2, None, None, 15.26, 4.605, 202.6, None, None, None, None, None, None, -8.0, 923.0, None, None, None,2020-01-05 01:00:00, None, None,1
None, -5.704, 82.4, None, None, 13.94, 4.885, 186.8, None, None, None, None, None, None, -8.0, 922.0, None, None, None,2020-01-05 02:00:00, None, None,1
None, -4.592, 76.56, None, None, 16.05, 6.861, 175.9, None, None, None, None, None, None, -8.0, 921.0, None, None, None,2020-01-05 03:00:00, None, None,1
None, -4.687, 77.91, None, None, 24.34, 6.866, 145.9, None, None, None, None, None, None, -8.0, 919.0, None, None, None,2020-01-05 04:00:00, None, None,1
None, -4.837, 79.73, None, None, 17.76, 7.167, 128.6, None, None, None, None, None, None, -8.0, 918.0, None, None, None,2020-01-05 05:00:00, None, None,1
None, -5.495, 80.6, None, None, 21.64, 5.136, 131.2, None, None, None, None, None, None, -8.0, 918.0, None, None, None,2020-01-05 06:00:00, None, None,1
None, -8.47, 88.1, None, None, 51.31, 0.571, 128.4, None, None, None, None, None, None, -10.0, 918.0, None, None, None,2020-01-05 07:00:00, None, None,1
None, -8.37, 92.3, None, None, 26.67, 0.744, 169.8, None, None, None, None, None, None, -9.0, 919.0, None, None, None,2020-01-05 08:00:00, None, None,1
None, -4.391, 92.0, None, None, 67.89, 3.882, 202.7, None, None, None, None, None, None, -5.0, 919.0, None, None, None,2020-01-05 09:00:00, None, None,1
None, -4.829, 91.7, None, None, 66.01, 1.837, 103.8, None, None, None, None, None, None, -6.0, 920.0, None, None, None,2020-01-05 10:00:00, None, None,1
None, -1.873, 68.61, None, None, 39.09, 3.542, 248.1, None, None, None, None, None, None, -6.0, 921.0, None, None, None,2020-01-05 11:00:00, None, None,1
None, -0.361, 56.92, None, None, 42.32, 5.305, 247.7, None, None, None, None, None, None, -7.0, 921.0, None, None, None,2020-01-05 12:00:00, None, None,1
None, 0.007, 54.04, None, None, 45.0, 6.621, 243.9, None, None, None, None, None, None, -8.0, 921.0, None, None, None,2020-01-05 13:00:00, None, None,1
None, -0.296, 54.71, None, None, 38.56, 6.655, 238.3, None, None, None, None, None, None, -7.0, 922.0, None, None, None,2020-01-05 14:00:00, None, None,1
None, -0.631, 56.51, None, None, 42.95, 6.018, 250.2, None, None, None, None, None, None, -7.0, 923.0, None, None, None,2020-01-05 15:00:00, None, None,1
None, -1.892, 61.57, None, None, 41.35, 5.375, 240.9, None, None, None, None, None, None, -8.0, 923.0, None, None, None,2020-01-05 16:00:00, None, None,1
None, -2.265, 61.1, None, None, 35.81, 4.751, 240.0, None, None, None, None, None, None, -8.0, 924.0, None, None, None,2020-01-05 17:00:00, None, None,1
None, -2.657, 56.59, None, None, 40.77, 4.567, 245.9, None, None, None, None, None, None, -9.0, 925.0, None, None, None,2020-01-05 18:00:00, None, None,1
None, -2.854, 54.06, None, None, 39.33, 4.664, 242.0, None, None, None, None, None, None, -10.0, 925.0, None, None, None,2020-01-05 19:00:00, None, None,1
None, -3.635, 61.35, None, None, 66.79, 2.599, 129.6, None, None, None, None, None, None, -9.0, 926.0, None, None, None,2020-01-05 20:00:00, None, None,1
None, -4.173, 69.21, None, None, 37.7, 1.762, 172.7, None, None, None, None, None, None, -8.0, 927.0, None, None, None,2020-01-05 21:00:00, None, None,1
None, -4.38, 75.6, None, None, 35.93, 1.652, 155.7, None, None, None, None, None, None, -7.0, 927.0, None, None, None,2020-01-05 22:00:00, None, None,1
None, -5.934, 80.2, None, None, 27.09, 3.334, 139.7, None, None, None, None, None, None, -8.0, 928.0, None, None, None,2020-01-05 23:00:00, None, None,1
None, -7.73, 87.5, None, None, 40.59, 2.345, 140.8, None, None, None, None, None, None, -9.0, 928.0, None, None, None,2020-01-06 00:00:00, None, None,1
None, -7.914, 89.7, None, None, 40.59, 1.258, 137.5, None, None, None, None, None, None, -10.0, 929.0, None, None, None,2020-01-06 01:00:00, None, None,1
None, -7.939, 84.9, None, None, 44.87, 2.806, 128.6, None, None, None, None, None, None, -10.0, 929.0, None, None, None,2020-01-06 02:00:00, None, None,1
None, -10.45, 88.0, None, None, 76.66, 2.991, 231.3, None, None, None, None, None, None, -12.0, 930.0, None, None, None,2020-01-06 03:00:00, None, None,1
None, -11.99, 90.5, None, None, 65.26, 1.924, 209.5, None, None, None, None, None, None, -13.0, 930.0, None, None, None,2020-01-06 04:00:00, None, None,1
None, -11.41, 92.3, None, None, 51.49, 0.855, 175.5, None, None, None, None, None, None, -12.0, 930.0, None, None, None,2020-01-06 05:00:00, None, None,1
None, -12.0, 89.9, None, None, 70.86, 0.953, 146.0, None, None, None, None, None, None, -13.0, 929.0, None, None, None,2020-01-06 06:00:00, None, None,1
None, -12.02, 91.1, None, None, 68.07, 1.15, 99.2, None, None, None, None, None, None, -13.0, 929.0, None, None, None,2020-01-06 07:00:00, None, None,1
None, -10.38, 91.4, None, None, 56.95, 1.5, 137.1, None, None, None, None, None, None, -11.0, 930.0, None, None, None,2020-01-06 08:00:00, None, None,1
None, -11.13, 89.1, None, None, 62.03, 1.842, 185.5, None, None, None, None, None, None, -12.0, 929.0, None, None, None,2020-01-06 09:00:00, None, None,1
None, -10.43, 90.5, None, None, 47.41, 0.67, 122.9, None, None, None, None, None, None, -11.0, 930.0, None, None, None,2020-01-06 10:00:00, None, None,1
None, -9.52, 89.2, None, None, 65.49, 1.12, 124.5, None, None, None, None, None, None, -11.0, 929.0, None, None, None,2020-01-06 11:00:00, None, None,1
None, -6.212, 81.9, None, None, 47.73, 1.295, 151.6, None, None, None, None, None, None, -9.0, 929.0, None, None, None,2020-01-06 12:00:00, None, None,1
None, -7.286, 84.2, None, None, 32.19, 2.624, 119.0, None, None, None, None, None, None, -9.0, 929.0, None, None, None,2020-01-06 13:00:00, None, None,1
None, -6.706, 80.7, None, None, 55.68, 2.473, 112.0, None, None, None, None, None, None, -9.0, 929.0, None, None, None,2020-01-06 14:00:00, None, None,1
None, -6.693, 79.56, None, None, 26.7, 3.052, 18.86, None, None, None, None, None, None, -10.0, 930.0, None, None, None,2020-01-06 15:00:00, None, None,1
None, -8.43, 84.8, None, None, 21.05, 2.623, 51.09, None, None, None, None, None, None, -10.0, 930.0, None, None, None,2020-01-06 16:00:00, None, None,1
None, -11.44, 90.2, None, None, 2.168, 0.034, 72.79, None, None, None, None, None, None, -13.0, 930.0, None, None, None,2020-01-06 17:00:00, None, None,1
None, -13.98, 90.2, None, None, 1.182, 0.045, 73.69, None, None, None, None, None, None, -15.0, 931.0, None, None, None,2020-01-06 18:00:00, None, None,1
None, -15.2, 87.6, None, None, 26.11, 0.032, 153.0, None, None, None, None, None, None, -17.0, 931.0, None, None, None,2020-01-06 19:00:00, None, None,1
None, -16.78, 86.2, None, None, 0.0, 0.041, 160.8, None, None, None, None, None, None, -18.0, 932.0, None, None, None,2020-01-06 20:00:00, None, None,1
None, -17.6, 84.9, None, None, 0.22, 0.005, 160.8, None, None, None, None, None, None, -19.0, 932.0, None, None, None,2020-01-06 21:00:00, None, None,1
None, -18.68, 85.0, None, None, 0.088, 0.128, 158.6, None, None, None, None, None, None, -20.0, 932.0, None, None, None,2020-01-06 22:00:00, None, None,1
None, -19.0, 85.0, None, None, 0.125, 0.002, 158.6, None, None, None, None, None, None, -21.0, 932.0, None, None, None,2020-01-06 23:00:00, None, None,1
None, -19.33, 83.6, None, None, 3.103, 0.025, 162.8, None, None, None, None, None, None, -21.0, 932.0, None, None, None,2020-01-07 00:00:00, None, None,1
None, -18.58, 83.5, None, None, 3.666, 0.014, 156.0, None, None, None, None, None, None, -20.0, 932.0, None, None, None,2020-01-07 01:00:00, None, None,1
None, -16.41, 87.0, None, None, 29.19, 0.546, 171.7, None, None, None, None, None, None, -18.0, 931.0, None, None, None,2020-01-07 02:00:00, None, None,1
None, -13.33, 89.6, None, None, 42.48, 2.745, 336.4, None, None, None, None, None, None, -15.0, 931.0, None, None, None,2020-01-07 03:00:00, None, None,1
None, -12.83, 92.9, None, None, 37.84, 1.683, 340.6, None, None, None, None, None, None, -13.0, 931.0, None, None, None,2020-01-07 04:00:00, None, None,1
None, -13.46, 90.7, None, None, 30.49, 1.978, 356.6, None, None, None, None, None, None, -15.0, 930.0, None, None, None,2020-01-07 05:00:00, None, None,1
None, -12.52, 91.3, None, None, 34.56, 2.748, 333.8, None, None, None, None, None, None, -13.0, 929.0, None, None, None,2020-01-07 06:00:00, None, None,1
None, -12.12, 91.5, None, None, 16.95, 4.567, 339.0, None, None, None, None, None, None, -13.0, 928.0, None, None, None,2020-01-07 07:00:00, None, None,1
None, -11.93, 90.5, None, None, 16.25, 6.647, 347.4, None, None, None, None, None, None, -13.0, 927.0, None, None, None,2020-01-07 08:00:00, None, None,1
None, -11.59, 90.1, None, None, 15.81, 6.49, 343.5, None, None, None, None, None, None, -13.0, 926.0, None, None, None,2020-01-07 09:00:00, None, None,1
None, -11.12, 90.1, None, None, 14.14, 9.07, 339.9, None, None, None, None, None, None, -12.0, 925.0, None, None, None,2020-01-07 10:00:00, None, None,1
None, -10.69, 89.8, None, None, 13.39, 10.25, 345.0, None, None, None, None, None, None, -12.0, 925.0, None, None, None,2020-01-07 11:00:00, None, None,1
None, -10.8, 89.6, None, None, 22.29, 9.2, 348.5, None, None, None, None, None, None, -12.0, 923.0, None, None, None,2020-01-07 12:00:00, None, None,1
None, -10.65, 89.2, None, None, 22.75, 7.559, 358.8, None, None, None, None, None, None, -12.0, 921.0, None, None, None,2020-01-07 13:00:00, None, None,1
None, -10.52, 88.8, None, None, 24.2, 7.155, 357.6, None, None, None, None, None, None, -12.0, 920.0, None, None, None,2020-01-07 14:00:00, None, None,1
None, -10.57, 89.6, None, None, 17.6, 8.21, 349.6, None, None, None, None, None, None, -12.0, 919.0, None, None, None,2020-01-07 15:00:00, None, None,1
None, -10.3, 90.3, None, None, 15.34, 8.76, 347.2, None, None, None, None, None, None, -11.0, 918.0, None, None, None,2020-01-07 16:00:00, None, None,1
None, -9.88, 90.8, None, None, 22.26, 7.264, 350.1, None, None, None, None, None, None, -11.0, 917.0, None, None, None,2020-01-07 17:00:00, None, None,1
None, -9.52, 90.5, None, None, 20.04, 9.65, 342.8, None, None, None, None, None, None, -11.0, 917.0, None, None, None,2020-01-07 18:00:00, None, None,1
None, -9.28, 90.5, None, None, 18.31, 15.04, 345.1, None, None, None, None, None, None, -10.0, 916.0, None, None, None,2020-01-07 19:00:00, None, None,1
None, -9.05, 90.3, None, None, 20.45, 13.65, 344.7, None, None, None, None, None, None, -10.0, 916.0, None, None, None,2020-01-07 20:00:00, None, None,1
None, -8.92, 89.4, None, None, 20.28, 12.7, 344.4, None, None, None, None, None, None, -10.0, 916.0, None, None, None,2020-01-07 21:00:00, None, None,1
None, -8.62, 90.3, None, None, 19.3, 9.94, 341.4, None, None, None, None, None, None, -10.0, 916.0, None, None, None,2020-01-07 22:00:00, None, None,1
None, -9.13, 91.2, None, None, 14.67, 6.336, 340.1, None, None, None, None, None, None, -10.0, 916.0, None, None, None,2020-01-07 23:00:00, None, None,1
