RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
99.1, None, None, None, 0.006, 341.2, None, None, -3.0, 875.0, None, None, None, None, None, 117.1, None, None, -3.173, None, None, None, None, 1.243, None, None, None, None, None, None,2020-01-01 00:00:00, None,1
99.2, None, None, None, 0.006, 340.1, None, None, -3.0, 874.0, None, None, None, None, None, 118.0, None, None, -3.079, None, None, None, None, 1.456, None, None, None, None, None, None,2020-01-01 01:00:00, None,1
99.2, None, None, None, 0.006, 337.1, None, None, -3.0, 874.0, None, None, None, None, None, 119.0, None, None, -2.979, None, None, None, None, 2.292, None, None, None, None, None, None,2020-01-01 02:00:00, None,1
99.3, None, None, None, 0.006, 335.5, None, None, -3.0, 874.0, None, None, None, None, None, 118.9, None, None, -2.892, None, None, None, None, 2.315, None, None, None, None, None, None,2020-01-01 03:00:00, None,1
99.3, None, None, None, 0.006, 332.6, None, None, -3.0, 874.0, None, None, None, None, None, 120.1, None, None, -2.794, None, None, None, None, 2.42, None, None, None, None, None, None,2020-01-01 04:00:00, None,1
99.4, None, None, None, 0.006, 332.0, None, None, -3.0, 873.0, None, None, None, None, None, 119.5, None, None, -2.671, None, None, None, None, 0.634, None, None, None, None, None, None,2020-01-01 05:00:00, None,1
99.4, None, None, None, 0.006, 329.8, None, None, -3.0, 873.0, None, None, None, None, None, 122.7, None, None, -2.495, None, None, None, None, 1.804, None, None, None, None, None, None,2020-01-01 06:00:00, None,1
99.5, None, None, None, 0.006, 324.6, None, None, -2.0, 873.0, None, None, None, None, None, 126.2, None, None, -2.237, None, None, None, None, 2.455, None, None, None, None, None, None,2020-01-01 07:00:00, None,1
99.6, None, None, None, 0.006, 320.7, None, None, -2.0, 874.0, None, None, None, None, None, 129.8, None, None, -1.991, None, None, None, None, 2.114, None, None, None, None, None, None,2020-01-01 08:00:00, None,1
99.5, None, None, None, 0.006, 318.4, None, None, -2.0, 875.0, None, None, None, None, None, 131.2, None, None, -1.572, None, None, None, None, 0.735, None, None, None, None, None, None,2020-01-01 09:00:00, None,1
