wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
5.0, 67.0, 8.7, 0.0, -29.7, 7.2, -25.3, -25.1, 7.0, 0.0, 0.0, 64.0,2021-02-12 00:00:00,7
1.0, 64.0, 7.2, 0.0, -29.9, 5.5, -25.1, -26.0, 5.0, 0.0, 0.0, 64.0,2021-02-12 01:00:00,7
6.0, 64.0, 5.5, 0.0, -30.8, 5.3, -26.0, -25.6, 1.0, 0.0, 0.0, 61.0,2021-02-12 02:00:00,7
352.0, 61.0, 5.3, 0.0, -30.9, 4.2, -25.6, -25.7, 6.0, 0.0, 0.0, 60.0,2021-02-12 03:00:00,7
2.0, 60.0, 4.2, 0.0, -31.2, 4.6, -25.7, -25.7, 352.0, 0.0, 0.0, 60.0,2021-02-12 04:00:00,7
353.0, 60.0, 4.6, 0.0, -31.2, 4.0, -25.7, -26.1, 2.0, 0.0, 0.0, 63.0,2021-02-12 05:00:00,7
1.0, 63.0, 4.0, 0.0, -31.1, 4.7, -26.1, -25.4, 353.0, 0.0, 0.0, 60.0,2021-02-12 06:00:00,7
323.0, 60.0, 4.7, 0.0, -30.9, 2.3, -25.4, -25.9, 1.0, 0.0, 0.0, 60.0,2021-02-12 07:00:00,7
35.0, 60.0, 2.3, 0.0, -31.4, 2.9, -25.9, -20.7, 323.0, 0.0, 0.0, 50.0,2021-02-12 08:00:00,7
26.0, 50.0, 2.9, 0.0, -28.4, 2.4, -20.7, -17.3, 35.0, 0.0, 0.0, 44.0,2021-02-12 09:00:00,7
146.0, 44.0, 2.4, 0.0, -26.7, 3.2, -17.3, -18.3, 26.0, 0.0, 0.0, 52.0,2021-02-12 10:00:00,7
166.0, 52.0, 3.2, 0.0, -25.8, 3.1, -18.3, -14.7, 146.0, 0.0, 0.0, 43.0,2021-02-12 11:00:00,7
161.0, 43.0, 3.1, 0.0, -24.5, 4.6, -14.7, -13.4, 166.0, 0.0, 0.0, 40.0,2021-02-12 12:00:00,7
123.0, 40.0, 4.6, 0.0, -24.2, 4.2, -13.4, -14.5, 161.0, 0.0, 0.0, 42.0,2021-02-12 13:00:00,7
115.0, 42.0, 4.2, 0.0, -24.6, 2.6, -14.5, -14.0, 123.0, 0.0, 0.0, 44.0,2021-02-12 14:00:00,7
126.0, 44.0, 2.6, 0.0, -23.6, 3.7, -14.0, -15.9, 115.0, 0.0, 0.0, 56.0,2021-02-12 15:00:00,7
154.0, 56.0, 3.7, 0.0, -22.7, 1.6, -15.9, -18.8, 126.0, 0.0, 0.0, 65.0,2021-02-12 16:00:00,7
308.0, 65.0, 1.6, 0.0, -23.7, 1.7, -18.8, -21.7, 154.0, 0.0, 0.0, 71.0,2021-02-12 17:00:00,7
348.0, 71.0, 1.7, 0.0, -25.6, 3.6, -21.7, -21.0, 308.0, 0.0, 0.0, 73.0,2021-02-12 18:00:00,7
86.0, 73.0, 3.6, 0.0, -24.6, 2.8, -21.0, -19.3, 348.0, 0.0, 0.0, 69.0,2021-02-12 19:00:00,7
72.0, 69.0, 2.8, 0.0, -23.6, 2.7, -19.3, -19.3, 86.0, 0.0, 0.0, 69.0,2021-02-12 20:00:00,7
96.0, 69.0, 2.7, 0.0, -23.6, 2.7, -19.3, -18.7, 72.0, 0.0, 0.0, 62.0,2021-02-12 21:00:00,7
59.0, 62.0, 2.7, 0.0, -24.2, 1.9, -18.7, -18.4, 96.0, 0.0, 0.0, 65.0,2021-02-12 22:00:00,7
173.0, 65.0, 1.9, 0.0, -23.4, 1.8, -18.4, -18.4, 59.0, 0.0, 0.0, 65.0,2021-02-12 23:00:00,7
41.0, 65.0, 1.8, 0.0, -23.4, 1.8, -18.4, -18.2, 173.0, 0.0, 0.0, 66.0,2021-02-13 00:00:00,7
153.0, 66.0, 1.8, 0.0, -23.0, 2.9, -18.2, -18.0, 41.0, 0.0, 0.0, 68.0,2021-02-13 01:00:00,7
189.0, 68.0, 2.9, 0.0, -22.5, 4.2, -18.0, -17.6, 153.0, 0.0, 0.0, 70.0,2021-02-13 02:00:00,7
143.0, 70.0, 4.2, 0.0, -21.8, 3.4, -17.6, -17.4, 189.0, 0.0, 0.0, 73.0,2021-02-13 03:00:00,7
96.0, 73.0, 3.4, 0.0, -21.1, 2.2, -17.4, -17.7, 143.0, 0.0, 0.0, 74.0,2021-02-13 04:00:00,7
133.0, 74.0, 2.2, 0.0, -21.2, 1.9, -17.7, -17.6, 96.0, 0.0, 0.0, 76.0,2021-02-13 05:00:00,7
99.0, 76.0, 1.9, 0.0, -20.8, 2.9, -17.6, -17.4, 133.0, 0.0, 0.0, 77.0,2021-02-13 06:00:00,7
135.0, 77.0, 2.9, 0.0, -20.5, 1.7, -17.4, -16.9, 99.0, 0.0, 0.0, 77.0,2021-02-13 07:00:00,7
179.0, 77.0, 1.7, 0.0, -20.0, 3.0, -16.9, -15.6, 135.0, 0.0, 0.0, 74.0,2021-02-13 08:00:00,7
183.0, None, None, 0.0, None, 4.6, None, -14.5, None, None, None, 71.0,2021-02-13 09:00:00,7
163.0, None, None, 0.0, None, 6.7, None, -14.4, None, None, None, 73.0,2021-02-13 10:00:00,7
141.0, 73.0, 6.7, 0.0, -18.2, 2.7, -14.4, -12.7, 163.0, 0.0, 0.0, 68.0,2021-02-13 11:00:00,7
154.0, 68.0, 2.7, 0.0, -17.4, 6.2, -12.7, -13.1, 141.0, 0.0, 0.0, 71.0,2021-02-13 12:00:00,7
172.0, 71.0, 6.2, 0.0, -17.2, 7.1, -13.1, -12.8, 154.0, 0.0, 0.0, 74.0,2021-02-13 13:00:00,7
161.0, 74.0, 7.1, 0.0, -16.5, 8.3, -12.8, -13.0, 172.0, 0.0, 0.0, 77.0,2021-02-13 14:00:00,7
139.0, 77.0, 8.3, 0.0, -16.2, 4.8, -13.0, -13.2, 161.0, 0.0, 0.0, 78.0,2021-02-13 15:00:00,7
176.0, 78.0, 4.8, 0.0, -16.2, 3.0, -13.2, -13.6, 139.0, 0.0, 0.0, 80.0,2021-02-13 16:00:00,7
107.0, 80.0, 3.0, 0.0, -16.3, 2.4, -13.6, -13.8, 176.0, 0.0, 0.0, 81.0,2021-02-13 17:00:00,7
81.0, 81.0, 2.4, 0.0, -16.4, 2.0, -13.8, -13.7, 107.0, 0.0, 0.0, 82.0,2021-02-13 18:00:00,7
150.0, 82.0, 2.0, 0.0, -16.1, 3.8, -13.7, -13.7, 81.0, 0.0, 0.0, 81.0,2021-02-13 19:00:00,7
144.0, 81.0, 3.8, 0.0, -16.3, 4.5, -13.7, -14.1, 150.0, 0.0, 0.0, 82.0,2021-02-13 20:00:00,7
131.0, 82.0, 4.5, 0.0, -16.5, 4.4, -14.1, -14.2, 144.0, 0.0, 0.0, 82.0,2021-02-13 21:00:00,7
127.0, 82.0, 4.4, 0.0, -16.6, 3.2, -14.2, -14.0, 131.0, 0.0, 0.0, 83.0,2021-02-13 22:00:00,7
112.0, 83.0, 3.2, 0.0, -16.3, 3.6, -14.0, -13.8, 127.0, 0.0, 0.0, 83.0,2021-02-13 23:00:00,7
136.0, 83.0, 3.6, 0.0, -16.1, 6.3, -13.8, -13.9, 112.0, 0.0, 0.0, 83.0,2021-02-14 00:00:00,7
