wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
153.0, 92.0, 10.6, 2.4, 2.0, 0.6, 3.2, 2.3, 102.0, 1.2, 17.4, 93.0,2022-11-05 00:00:00,45
45.0, 93.0, 7.6, 1.0, 1.9, 4.4, 2.9, 0.4, 74.0, 1.4, 18.8, 95.0,2022-11-05 01:00:00,45
126.0, 93.0, 0.6, 0.0, 1.3, 5.0, 2.3, 0.1, 153.0, 2.4, 21.2, 97.0,2022-11-05 02:00:00,45
112.0, 95.0, 4.4, 0.0, -0.3, 8.0, 0.4, -0.1, 45.0, 1.0, 22.2, 98.0,2022-11-05 03:00:00,45
146.0, 97.0, None, 0.0, -0.3, 0.0, 0.1, -0.2, 126.0, 0.0, 22.2, 98.0,2022-11-05 04:00:00,45
224.0, 98.0, None, 0.0, -0.4, 0.0, -0.1, -0.5, 112.0, 0.0, 22.2, 98.0,2022-11-05 05:00:00,45
139.0, None, None, 0.0, None, 0.0, None, -1.1, None, None, None, 97.0,2022-11-05 06:00:00,45
278.0, None, None, 0.2, None, 0.0, None, 0.8, None, None, None, 90.0,2022-11-05 07:00:00,45
139.0, 97.0, None, 0.0, -1.5, 5.9, -1.1, 0.7, 139.0, 0.0, 22.2, 87.0,2022-11-05 08:00:00,45
123.0, 90.0, None, 1.2, -0.7, 6.4, 0.8, 2.1, 278.0, 0.2, 22.4, 81.0,2022-11-05 09:00:00,45
265.0, 87.0, 5.9, 1.6, -1.2, 5.9, 0.7, 2.8, 139.0, 0.0, 22.4, 78.0,2022-11-05 10:00:00,45
251.0, 81.0, 6.4, 1.0, -0.8, 4.8, 2.1, 2.7, 123.0, 1.2, 23.6, 78.0,2022-11-05 11:00:00,45
203.0, 78.0, 5.9, 0.8, -0.7, 4.4, 2.8, 2.3, 265.0, 1.6, 25.2, 79.0,2022-11-05 12:00:00,45
346.0, 78.0, 4.8, 0.2, -0.7, 4.2, 2.7, 4.1, 251.0, 1.0, 26.2, 76.0,2022-11-05 13:00:00,45
276.0, 79.0, 4.4, 0.0, -1.0, 5.8, 2.3, 1.5, 203.0, 0.8, 27.0, 88.0,2022-11-05 14:00:00,45
283.0, 76.0, 4.2, 0.0, 0.3, 1.0, 4.1, 1.4, 346.0, 0.2, 27.2, 86.0,2022-11-05 15:00:00,45
291.0, 88.0, 5.8, 0.0, -0.3, 4.6, 1.5, 0.1, 276.0, 0.0, 27.2, 93.0,2022-11-05 16:00:00,45
340.0, 86.0, None, 0.0, -0.7, 3.8, 1.4, -0.4, 283.0, 0.0, 27.2, 95.0,2022-11-05 17:00:00,45
301.0, 93.0, 4.6, 0.0, -0.9, 7.1, 0.1, -1.0, 291.0, 0.0, 27.2, 96.0,2022-11-05 18:00:00,45
311.0, 95.0, 3.8, 0.0, -1.1, 4.3, -0.4, -0.9, 340.0, 0.0, 23.0, 97.0,2022-11-05 19:00:00,45
308.0, 96.0, 7.1, 0.0, -1.6, 6.3, -1.0, -1.3, 301.0, 0.0, 20.4, 98.0,2022-11-05 20:00:00,45
195.0, 97.0, 4.3, 0.0, -1.3, 4.5, -0.9, -1.6, 311.0, 0.0, 17.0, 98.0,2022-11-05 21:00:00,45
218.0, None, None, 0.0, None, 4.0, None, -2.0, None, None, None, 93.0,2022-11-05 22:00:00,45
None, 98.0, 4.5, None, -1.9, None, -1.6, None, 195.0, 0.0, 11.0, None,2022-11-05 23:00:00,45
162.0, 93.0, None, 0.0, -3.0, 0.9, -2.0, -2.5, 218.0, 0.0, 9.8, 91.0,2022-11-06 00:00:00,45
259.0, None, None, 0.0, None, 1.3, None, -2.7, None, None, None, 93.0,2022-11-06 01:00:00,45
286.0, 93.0, 1.3, 0.0, -3.7, 0.0, -2.7, -2.3, 259.0, 0.0, None, 92.0,2022-11-06 02:00:00,45
292.0, 92.0, None, 0.0, -3.4, 5.3, -2.3, -2.5, 286.0, 0.0, 5.0, 95.0,2022-11-06 03:00:00,45
283.0, 95.0, 5.3, 0.0, -3.2, 7.9, -2.5, -2.6, 292.0, 0.0, 5.0, 89.0,2022-11-06 04:00:00,45
294.0, 89.0, 7.9, 0.0, -4.2, 9.4, -2.6, -2.2, 283.0, 0.0, 5.0, 87.0,2022-11-06 05:00:00,45
