pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
1.0, None, 406.0, None, -8.0, 28.0, None, None, 0.0, 123.0, None,2020-01-01 19:00:00, None,1
1.0, None, 406.0, None, -8.1, 28.0, None, None, 0.0, 123.0, None,2020-01-01 20:00:00, None,1
2.0, None, 407.0, None, -8.7, 28.0, None, None, 1.0, 123.0, None,2020-01-01 21:00:00, None,1
2.0, None, 407.0, None, -10.3, 28.0, None, None, 0.0, 123.0, None,2020-01-01 22:00:00, None,1
2.0, None, 407.0, None, -9.5, 28.0, None, None, 0.0, 123.0, None,2020-01-01 23:00:00, None,1
2.0, None, 407.0, None, -10.5, 28.0, None, None, 0.0, 123.0, None,2020-01-02 00:00:00, None,1
2.0, None, 407.0, None, -9.8, 28.0, None, None, 0.0, 123.0, None,2020-01-02 01:00:00, None,1
1.0, None, 407.0, None, -9.8, 28.0, None, None, 0.0, 123.0, None,2020-01-02 02:00:00, None,1
2.0, None, 407.0, None, -9.4, 28.0, None, None, 0.0, 123.0, None,2020-01-02 03:00:00, None,1
1.0, None, 407.0, None, -9.4, 28.0, None, None, 0.0, 123.0, None,2020-01-02 04:00:00, None,1
1.0, None, 407.0, None, -9.5, 28.0, None, None, 0.0, 123.0, None,2020-01-02 05:00:00, None,1
2.0, None, 407.0, None, -9.2, 28.0, None, None, 0.0, 123.0, None,2020-01-02 06:00:00, None,1
1.0, None, 407.0, None, -9.7, 28.0, None, None, 0.0, 123.0, None,2020-01-02 07:00:00, None,1
1.0, None, 407.0, None, -9.9, 28.0, None, None, 0.0, 123.0, None,2020-01-02 08:00:00, None,1
2.0, None, 407.0, None, -10.7, 27.0, None, None, 0.0, 123.0, None,2020-01-02 09:00:00, None,1
1.0, None, 407.0, None, -8.9, 27.0, None, None, 0.0, 123.0, None,2020-01-02 10:00:00, None,1
2.0, None, 407.0, None, -8.0, 27.0, None, None, 0.0, 123.0, None,2020-01-02 11:00:00, None,1
1.0, None, 407.0, None, -7.8, 27.0, None, None, 0.0, 123.0, None,2020-01-02 12:00:00, None,1
2.0, None, 407.0, None, -8.3, 28.0, None, None, 0.0, 123.0, None,2020-01-02 13:00:00, None,1
3.0, None, 408.0, None, -8.4, 28.0, None, None, 1.0, 123.0, None,2020-01-02 14:00:00, None,1
2.0, None, 408.0, None, -8.7, 29.0, None, None, 0.0, 123.0, None,2020-01-02 15:00:00, None,1
2.0, 304.0, 408.0, None, -8.9, 29.0, None, None, 0.0, 123.0, None,2020-01-02 16:00:00, None,1
3.0, None, 409.0, None, -9.0, 29.0, None, None, 1.0, 123.0, None,2020-01-02 17:00:00, None,1
3.0, None, 409.0, None, -9.1, 29.0, None, None, 0.0, 123.0, None,2020-01-02 18:00:00, None,1
4.0, None, 410.0, None, -8.9, 30.0, None, None, 1.0, 123.0, None,2020-01-02 19:00:00, None,1
5.0, None, 411.0, None, -8.5, 31.0, None, None, 1.0, 123.0, None,2020-01-02 20:00:00, None,1
5.0, None, 412.0, None, -7.7, 31.0, None, None, 1.0, 123.0, None,2020-01-02 21:00:00, None,1
6.0, None, 413.0, None, -6.9, 32.0, None, None, 1.0, 123.0, None,2020-01-02 22:00:00, None,1
7.0, None, 414.0, None, -6.4, 31.0, None, None, 1.0, 123.0, None,2020-01-02 23:00:00, None,1
8.0, None, 415.0, None, -6.1, 35.0, None, None, 1.0, 123.0, None,2020-01-03 00:00:00, None,1
11.0, None, 418.0, None, -5.9, 37.0, None, None, 3.0, 125.0, None,2020-01-03 01:00:00, None,1
12.0, None, 419.0, None, -5.2, 39.0, None, None, 1.0, 126.0, None,2020-01-03 02:00:00, None,1
15.0, None, 422.0, None, -3.7, 44.0, None, None, 3.0, 127.0, None,2020-01-03 03:00:00, None,1
16.0, None, 423.0, None, -2.9, 45.0, None, None, 1.0, 127.0, None,2020-01-03 04:00:00, None,1
18.0, None, 425.0, None, -2.6, 47.0, None, None, 2.0, 129.0, None,2020-01-03 05:00:00, None,1
20.0, None, 427.0, None, -1.9, 47.0, None, None, 2.0, 130.0, None,2020-01-03 06:00:00, None,1
21.0, None, 428.0, None, -2.3, 49.0, None, None, 1.0, 131.0, None,2020-01-03 07:00:00, None,1
21.0, None, 428.0, None, -2.1, 50.0, None, None, 0.0, 131.0, None,2020-01-03 08:00:00, None,1
22.0, None, 429.0, None, -0.9, 51.0, None, None, 1.0, 132.0, None,2020-01-03 09:00:00, None,1
23.0, None, 430.0, None, -0.7, 51.0, None, None, 1.0, 132.0, None,2020-01-03 10:00:00, None,1
22.0, None, 429.0, None, 0.0, 51.0, None, None, None, 133.0, None,2020-01-03 11:00:00, None,1
23.0, None, 430.0, None, 0.6, 51.0, None, None, 1.0, 135.0, None,2020-01-03 12:00:00, None,1
23.0, None, 430.0, None, 0.5, 51.0, None, None, 0.0, 135.0, None,2020-01-03 13:00:00, None,1
23.0, None, 431.0, None, 0.4, 50.0, None, None, 1.0, 135.0, None,2020-01-03 14:00:00, None,1
None, 304.0, None, None, None, None, None, None, None, None, None,2020-01-03 16:00:00, None,1
28.0, None, 441.0, None, -3.4, 63.0, None, None, None, 143.0, None,2020-01-03 22:00:00, None,1
26.0, None, 441.0, None, -4.8, 62.0, None, None, None, 143.0, None,2020-01-04 00:00:00, None,1
None, None, None, None, -0.7, 60.0, None, None, 437.0, 140.0, None,2020-01-04 04:00:00, None,1
19.0, None, 444.0, None, -8.6, 65.0, None, None, 440.0, 145.0, None,2020-01-04 05:00:00, None,1
17.0, None, 444.0, None, -9.1, 66.0, None, None, 0.0, 145.0, None,2020-01-04 06:00:00, None,1
16.0, None, 444.0, None, -9.0, 64.0, None, None, 0.0, 145.0, None,2020-01-04 07:00:00, None,1
16.0, None, 444.0, None, -9.2, 64.0, None, None, 0.0, 145.0, None,2020-01-04 08:00:00, None,1
15.0, None, 444.0, None, -9.7, 63.0, None, None, 0.0, 145.0, None,2020-01-04 09:00:00, None,1
14.0, None, 444.0, None, -8.9, 63.0, None, None, 0.0, 145.0, None,2020-01-04 10:00:00, None,1
15.0, None, 444.0, None, -8.0, 63.0, None, None, 0.0, 145.0, None,2020-01-04 11:00:00, None,1
14.0, None, 444.0, None, -7.4, 63.0, None, None, 0.0, 145.0, None,2020-01-04 12:00:00, None,1
14.0, None, 444.0, None, -6.6, 62.0, None, None, 0.0, 145.0, None,2020-01-04 13:00:00, None,1
12.0, None, 443.0, None, -7.2, 62.0, None, None, None, 145.0, None,2020-01-04 14:00:00, None,1
None, None, 443.0, None, -8.1, 62.0, None, None, 0.0, 145.0, None,2020-01-04 15:00:00, None,1
None, 304.0, 444.0, None, -7.9, 62.0, None, None, 1.0, 145.0, None,2020-01-04 16:00:00, None,1
None, None, 444.0, None, -7.6, 62.0, None, None, 0.0, 145.0, None,2020-01-04 17:00:00, None,1
None, None, 444.0, None, -7.3, 62.0, None, None, 0.0, 145.0, None,2020-01-04 18:00:00, None,1
None, None, 444.0, None, -7.6, 61.0, None, None, 0.0, 145.0, None,2020-01-04 19:00:00, None,1
None, None, 444.0, None, -7.3, 61.0, None, None, 0.0, 145.0, None,2020-01-04 20:00:00, None,1
None, None, 443.0, None, -6.7, 61.0, None, None, None, 145.0, None,2020-01-04 21:00:00, None,1
3.0, None, 444.0, None, -8.0, 60.0, None, None, 1.0, 145.0, None,2020-01-04 22:00:00, None,1
None, None, 444.0, None, -6.9, 61.0, None, None, 0.0, 145.0, None,2020-01-04 23:00:00, None,1
3.0, None, 444.0, None, -5.7, 60.0, None, None, 0.0, 145.0, None,2020-01-05 00:00:00, None,1
None, None, 443.0, None, -5.6, 61.0, None, None, None, 145.0, None,2020-01-05 01:00:00, None,1
None, None, 445.0, None, -4.8, 60.0, None, None, 2.0, 145.0, None,2020-01-05 02:00:00, None,1
None, None, 444.0, None, -4.7, 60.0, None, None, None, 145.0, None,2020-01-05 03:00:00, None,1
None, None, 443.0, None, -4.2, 60.0, None, None, None, 145.0, None,2020-01-05 04:00:00, None,1
None, None, 443.0, None, -4.1, 59.0, None, None, 0.0, 145.0, None,2020-01-05 05:00:00, None,1
None, None, 443.0, None, -3.1, 59.0, None, None, 0.0, 145.0, None,2020-01-05 06:00:00, None,1
None, None, 443.0, None, -4.7, 59.0, None, None, 0.0, 145.0, None,2020-01-05 07:00:00, None,1
0.0, None, 444.0, None, -5.4, 59.0, None, None, 1.0, 145.0, None,2020-01-05 08:00:00, None,1
0.0, None, 444.0, None, -4.7, 59.0, None, None, 0.0, 145.0, None,2020-01-05 09:00:00, None,1
1.0, None, 445.0, None, -4.4, 60.0, None, None, 1.0, 145.0, None,2020-01-05 10:00:00, None,1
2.0, None, 446.0, None, -5.2, 62.0, None, None, 1.0, 145.0, None,2020-01-05 11:00:00, None,1
3.0, None, 447.0, None, -6.3, 63.0, None, None, 1.0, 146.0, None,2020-01-05 12:00:00, None,1
3.0, None, 447.0, None, -5.3, 62.0, None, None, 0.0, 146.0, None,2020-01-05 13:00:00, None,1
4.0, None, 447.0, None, -7.1, 63.0, None, None, 0.0, 146.0, None,2020-01-05 14:00:00, None,1
4.0, None, 447.0, None, -7.5, 62.0, None, None, 0.0, 146.0, None,2020-01-05 15:00:00, None,1
4.0, 304.0, 448.0, None, -8.1, 62.0, None, None, 1.0, 146.0, None,2020-01-05 16:00:00, None,1
4.0, None, 448.0, None, -8.5, 62.0, None, None, 0.0, 146.0, None,2020-01-05 17:00:00, None,1
4.0, None, 448.0, None, -8.5, 62.0, None, None, 0.0, 146.0, None,2020-01-05 18:00:00, None,1
4.0, None, 448.0, None, -8.9, 62.0, None, None, 0.0, 146.0, None,2020-01-05 19:00:00, None,1
4.0, None, 448.0, None, -11.1, 61.0, None, None, 0.0, 146.0, None,2020-01-05 20:00:00, None,1
5.0, None, 448.0, None, -10.1, 62.0, None, None, 0.0, 146.0, None,2020-01-05 21:00:00, None,1
4.0, None, 448.0, None, -9.3, 61.0, None, None, 0.0, 146.0, None,2020-01-05 22:00:00, None,1
4.0, None, 448.0, None, -10.4, 61.0, None, None, 0.0, 146.0, None,2020-01-05 23:00:00, None,1
4.0, None, 448.0, None, -11.6, 61.0, None, None, 0.0, 146.0, None,2020-01-06 00:00:00, None,1
5.0, None, 448.0, None, -12.9, 60.0, None, None, 0.0, 146.0, None,2020-01-06 01:00:00, None,1
3.0, None, 448.0, None, -12.7, 60.0, None, None, 0.0, 146.0, None,2020-01-06 02:00:00, None,1
4.0, None, 448.0, None, -12.2, 60.0, None, None, 0.0, 146.0, None,2020-01-06 03:00:00, None,1
5.0, None, 448.0, None, -11.7, 60.0, None, None, 0.0, 146.0, None,2020-01-06 04:00:00, None,1
5.0, None, 448.0, None, -10.7, 60.0, None, None, 0.0, 146.0, None,2020-01-06 05:00:00, None,1
5.0, None, 448.0, None, -9.8, 60.0, None, None, 0.0, 146.0, None,2020-01-06 06:00:00, None,1
5.0, None, 448.0, None, -9.2, 60.0, None, None, 0.0, 146.0, None,2020-01-06 07:00:00, None,1
4.0, None, 448.0, None, -8.7, 59.0, None, None, 0.0, 146.0, None,2020-01-06 08:00:00, None,1
4.0, None, 448.0, None, -8.6, 59.0, None, None, 0.0, 146.0, None,2020-01-06 09:00:00, None,1
3.0, None, 448.0, None, -9.4, 59.0, None, None, 0.0, 146.0, None,2020-01-06 10:00:00, None,1
2.0, None, 448.0, None, -9.7, 58.0, None, None, 0.0, 146.0, None,2020-01-06 11:00:00, None,1
1.0, None, 448.0, None, -6.6, 58.0, None, None, 0.0, 146.0, None,2020-01-06 12:00:00, None,1
0.0, None, 447.0, None, -4.2, 58.0, None, None, None, 146.0, None,2020-01-06 13:00:00, None,1
0.0, None, 447.0, None, -5.5, 58.0, None, None, 0.0, 146.0, None,2020-01-06 14:00:00, None,1
0.0, None, 447.0, None, -5.8, 58.0, None, None, 0.0, 146.0, None,2020-01-06 15:00:00, None,1
None, 308.0, 447.0, None, -8.4, 58.0, None, None, 0.0, 146.0, None,2020-01-06 16:00:00, None,1
0.0, None, 448.0, None, -9.6, 58.0, None, None, 1.0, 146.0, None,2020-01-06 17:00:00, None,1
0.0, None, 448.0, None, -11.5, 58.0, None, None, 0.0, 146.0, None,2020-01-06 18:00:00, None,1
0.0, None, 448.0, None, -11.6, 57.0, None, None, 0.0, 146.0, None,2020-01-06 19:00:00, None,1
0.0, None, 448.0, None, -11.7, 57.0, None, None, 0.0, 146.0, None,2020-01-06 20:00:00, None,1
0.0, None, 448.0, None, -9.2, 57.0, None, None, 0.0, 146.0, None,2020-01-06 21:00:00, None,1
0.0, None, 448.0, None, -7.9, 56.0, None, None, 0.0, 146.0, None,2020-01-06 22:00:00, None,1
0.0, None, 448.0, None, -9.4, 57.0, None, None, 0.0, 146.0, None,2020-01-06 23:00:00, None,1
0.0, None, 448.0, None, -9.4, 57.0, None, None, 0.0, 146.0, None,2020-01-07 00:00:00, None,1
0.0, None, 448.0, None, -6.9, 57.0, None, None, 0.0, 146.0, None,2020-01-07 01:00:00, None,1
0.0, None, 448.0, None, -6.3, 56.0, None, None, 0.0, 146.0, None,2020-01-07 02:00:00, None,1
0.0, None, 448.0, None, -6.5, 56.0, None, None, 0.0, 146.0, None,2020-01-07 03:00:00, None,1
0.0, None, 448.0, None, -7.1, 56.0, None, None, 0.0, 146.0, None,2020-01-07 04:00:00, None,1
0.0, None, 448.0, None, -7.0, 58.0, None, None, 0.0, 146.0, None,2020-01-07 05:00:00, None,1
1.0, None, 449.0, None, -7.2, 58.0, None, None, 1.0, 146.0, None,2020-01-07 06:00:00, None,1
1.0, None, 449.0, None, -7.5, 58.0, None, None, 0.0, 146.0, None,2020-01-07 07:00:00, None,1
1.0, None, 449.0, None, -8.8, 59.0, None, None, 0.0, 146.0, None,2020-01-07 08:00:00, None,1
1.0, None, 449.0, None, -8.7, 59.0, None, None, 0.0, 146.0, None,2020-01-07 09:00:00, None,1
2.0, None, 450.0, None, -7.8, 59.0, None, None, 1.0, 146.0, None,2020-01-07 10:00:00, None,1
2.0, None, 450.0, None, -8.3, 59.0, None, None, 0.0, 146.0, None,2020-01-07 11:00:00, None,1
2.0, None, 450.0, None, -7.7, 59.0, None, None, 0.0, 146.0, None,2020-01-07 12:00:00, None,1
2.0, None, 449.0, None, -7.0, 58.0, None, None, None, 146.0, None,2020-01-07 13:00:00, None,1
3.0, None, 450.0, None, -6.3, 59.0, None, None, 1.0, 146.0, None,2020-01-07 14:00:00, None,1
3.0, None, 450.0, None, -5.2, 61.0, None, None, 0.0, 146.0, None,2020-01-07 15:00:00, None,1
3.0, 304.0, 450.0, None, -6.1, 60.0, None, None, 0.0, 146.0, None,2020-01-07 16:00:00, None,1
2.0, None, 450.0, None, -8.2, 60.0, None, None, 0.0, 146.0, None,2020-01-07 17:00:00, None,1
2.0, None, 450.0, None, -7.1, 59.0, None, None, 0.0, 146.0, None,2020-01-07 18:00:00, None,1
2.0, None, 450.0, None, -7.4, 56.0, None, None, 0.0, 146.0, None,2020-01-07 19:00:00, None,1
2.0, None, 450.0, None, -7.1, 277.0, None, None, 0.0, 146.0, None,2020-01-07 20:00:00, None,1
2.0, None, 450.0, None, -8.8, 59.0, None, None, 0.0, 146.0, None,2020-01-07 21:00:00, None,1
2.0, None, 450.0, None, -8.3, 59.0, None, None, 0.0, 146.0, None,2020-01-07 22:00:00, None,1
2.0, None, 450.0, None, -9.1, 59.0, None, None, 0.0, 146.0, None,2020-01-07 23:00:00, None,1
