pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
0.0, None, None,357.0,1018.0, None, None,2020-01-01 00:00:00, -1.6, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 01:00:00, -1.6, None, 148.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 02:00:00, -1.5, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 03:00:00, -1.8, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 04:00:00, -2.0, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 05:00:00, -1.9, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 06:00:00, -2.0, None, 149.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 07:00:00, -2.2, None, 148.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 08:00:00, -2.2, None, 148.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 09:00:00, -2.0, None, 148.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 10:00:00, -1.5, None, 148.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 11:00:00, -0.6, None, 147.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 12:00:00, 0.2, None, 144.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 13:00:00, -0.8, None, 144.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 14:00:00, -0.6, None, 145.0, None,1
0.0, None, 0.0,357.0,1018.0, None, None,2020-01-01 15:00:00, -1.5, None, 148.0, None,1
0.0, None, 0.0,359.0,1018.0, None, None,2020-01-01 16:00:00, -1.9, None, 149.0, None,1
0.0, None, 0.0,360.0,1018.0, None, None,2020-01-01 17:00:00, -1.9, None, 152.0, None,1
0.0, None, 0.0,362.0,1018.0, None, None,2020-01-01 18:00:00, -1.9, None, 154.0, None,1
None, None, 0.0,363.0,1018.0, None, None,2020-01-01 19:00:00, -2.2, None, 155.0, None,1
None, None, 0.0,364.0,1018.0, None, None,2020-01-01 20:00:00, -3.4, None, 156.0, None,1
None, None, 0.0,364.0,1018.0, None, None,2020-01-01 21:00:00, -3.8, None, 156.0, None,1
None, None, 0.0,364.0,1018.0, None, None,2020-01-01 22:00:00, -4.9, None, 155.0, None,1
None, None, 0.0,364.0,1018.0, None, None,2020-01-01 23:00:00, -5.4, None, 155.0, None,1
0.0, None, 0.0,364.0,1018.0, None, None,2020-01-02 00:00:00, -5.7, None, 153.0, None,1
0.0, None, 0.0,365.0,1018.0, None, None,2020-01-02 01:00:00, -6.0, None, 154.0, None,1
0.0, None, 0.0,365.0,1018.0, None, None,2020-01-02 02:00:00, -6.0, None, 154.0, None,1
0.0, None, 0.0,365.0,1018.0, None, None,2020-01-02 03:00:00, -6.4, None, 153.0, None,1
0.0, None, 0.0,365.0,1018.0, None, None,2020-01-02 04:00:00, -6.8, None, 153.0, None,1
0.0, None, 0.0,366.0,1018.0, None, None,2020-01-02 05:00:00, -7.0, None, 154.0, None,1
0.0, None, 0.0,365.0,1018.0, None, None,2020-01-02 06:00:00, -7.3, None, 152.0, None,1
0.0, None, 0.0,366.0,1018.0, None, None,2020-01-02 07:00:00, -7.7, None, 153.0, None,1
1.0, None, 1.0,366.0,1019.0, None, None,2020-01-02 08:00:00, -7.9, None, 153.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 09:00:00, -7.9, None, 155.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 10:00:00, -7.4, None, 155.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 11:00:00, -7.1, None, 154.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 12:00:00, -7.1, None, 155.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 13:00:00, -7.0, None, 154.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 14:00:00, -7.2, None, 154.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 15:00:00, -7.5, None, 154.0, None,1
1.0, None, 0.0,367.0,1019.0, None, None,2020-01-02 16:00:00, -8.3, None, 153.0, None,1
2.0, None, 1.0,367.0,1020.0, None, None,2020-01-02 17:00:00, -8.7, None, 153.0, None,1
2.0, None, 0.0,367.0,1020.0, None, None,2020-01-02 18:00:00, -9.1, None, 153.0, None,1
2.0, None, 0.0,367.0,1020.0, None, None,2020-01-02 19:00:00, -9.5, None, 152.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-02 20:00:00, -9.7, None, 152.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-02 21:00:00, -9.7, None, 151.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-02 22:00:00, -9.5, None, 151.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-02 23:00:00, -9.3, None, 152.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-03 00:00:00, -9.2, None, 154.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-03 01:00:00, -9.1, None, 154.0, None,1
2.0, None, 0.0,368.0,1020.0, None, None,2020-01-03 02:00:00, -8.7, None, 154.0, None,1
2.0, None, 0.0,369.0,1020.0, None, None,2020-01-03 03:00:00, -8.4, None, 154.0, None,1
2.0, None, 0.0,369.0,1020.0, None, None,2020-01-03 04:00:00, -8.3, None, 154.0, None,1
2.0, None, 0.0,370.0,1020.0, None, None,2020-01-03 05:00:00, -8.0, None, 156.0, None,1
2.0, None, 0.0,371.0,1020.0, None, None,2020-01-03 06:00:00, -7.3, None, 158.0, None,1
2.0, None, 0.0,373.0,1020.0, None, None,2020-01-03 07:00:00, -7.4, None, 160.0, None,1
1.0, None, 0.0,373.0,1020.0, None, None,2020-01-03 08:00:00, -7.2, None, 161.0, None,1
1.0, None, 0.0,375.0,1020.0, None, None,2020-01-03 09:00:00, -6.8, None, 162.0, None,1
1.0, None, 0.0,376.0,1020.0, None, None,2020-01-03 10:00:00, -6.4, None, 163.0, None,1
1.0, None, 0.0,378.0,1020.0, None, None,2020-01-03 11:00:00, -6.0, None, 166.0, None,1
1.0, None, 0.0,379.0,1020.0, None, None,2020-01-03 12:00:00, -5.3, None, 166.0, None,1
1.0, None, 0.0,381.0,1020.0, None, None,2020-01-03 13:00:00, -4.9, None, 171.0, None,1
1.0, None, 0.0,382.0,1020.0, None, None,2020-01-03 14:00:00, -3.8, None, 172.0, None,1
1.0, None, 0.0,383.0,1020.0, None, None,2020-01-03 15:00:00, -3.0, None, 171.0, None,1
1.0, None, 0.0,383.0,1020.0, None, None,2020-01-03 16:00:00, -2.1, None, 171.0, None,1
0.0, None, 0.0,383.0,1020.0, None, None,2020-01-03 17:00:00, -2.2, None, 171.0, None,1
0.0, None, 0.0,383.0,1020.0, None, None,2020-01-03 18:00:00, -1.1, None, 170.0, None,1
None, None, None,383.0,1019.0, None, None,2020-01-03 19:00:00, -0.5, None, 169.0, None,1
None, None, 0.0,383.0,1019.0, None, None,2020-01-03 20:00:00, -0.6, None, 169.0, None,1
None, None, 0.0,383.0,1019.0, None, None,2020-01-03 21:00:00, 0.1, None, 169.0, None,1
None, None, 0.0,383.0,1019.0, None, None,2020-01-03 22:00:00, 0.8, None, 168.0, None,1
None, None, None,385.0,1017.0, None, None,2020-01-04 01:00:00, -0.3, None, 167.0, None,1
None, None, None,385.0,1004.0, None, None,2020-01-04 02:00:00, -0.6, None, 166.0, None,1
None, None, None,385.0,1000.0, None, None,2020-01-04 03:00:00, -0.7, None, 166.0, None,1
None, None, 0.0,385.0,1000.0, None, None,2020-01-04 04:00:00, -1.0, None, 165.0, None,1
None, None, 2.0,386.0,1002.0, None, None,2020-01-04 05:00:00, -1.4, None, 167.0, None,1
None, None, 0.0,387.0,1002.0, None, None,2020-01-04 06:00:00, -1.7, None, 167.0, None,1
None, None, 1.0,387.0,1003.0, None, None,2020-01-04 07:00:00, -2.1, None, 168.0, None,1
None, None, 0.0,387.0,1003.0, None, None,2020-01-04 08:00:00, -2.9, None, 167.0, None,1
None, None, 0.0,388.0,1003.0, None, None,2020-01-04 09:00:00, -3.2, None, 166.0, None,1
None, None, None,388.0,1002.0, None, None,2020-01-04 10:00:00, -3.5, None, 167.0, None,1
None, None, None,388.0,1001.0, None, None,2020-01-04 11:00:00, -3.5, None, 167.0, None,1
None, None, 0.0,388.0,1001.0, None, None,2020-01-04 12:00:00, -3.9, None, 166.0, None,1
None, None, None,389.0,999.0, None, None,2020-01-04 13:00:00, -3.3, None, 167.0, None,1
None, None, 0.0,389.0,999.0, None, None,2020-01-04 14:00:00, -3.9, None, 166.0, None,1
None, None, 0.0,389.0,999.0, None, None,2020-01-04 15:00:00, -4.1, None, 167.0, None,1
None, None, 0.0,389.0,999.0, None, None,2020-01-04 16:00:00, -4.4, None, 167.0, None,1
None, None, 0.0,389.0,999.0, None, None,2020-01-04 17:00:00, -4.6, None, 167.0, None,1
None, None, 0.0,389.0,999.0, None, None,2020-01-04 18:00:00, -4.6, None, 166.0, None,1
None, None, 1.0,390.0,1000.0, None, None,2020-01-04 19:00:00, -4.6, None, 167.0, None,1
None, None, 1.0,390.0,1001.0, None, None,2020-01-04 20:00:00, -4.5, None, 167.0, None,1
None, None, 2.0,391.0,1003.0, None, None,2020-01-04 21:00:00, -4.5, None, 168.0, None,1
None, None, 2.0,391.0,1005.0, None, None,2020-01-04 22:00:00, -4.4, None, 167.0, None,1
None, None, 1.0,391.0,1006.0, None, None,2020-01-04 23:00:00, -4.7, None, 167.0, None,1
None, None, 2.0,391.0,1008.0, None, None,2020-01-05 00:00:00, -4.9, None, 167.0, None,1
None, None, 5.0,391.0,1013.0, None, None,2020-01-05 01:00:00, -4.9, None, 167.0, None,1
10.0, None, 1.0,391.0,1014.0, None, None,2020-01-05 02:00:00, -4.8, None, 166.0, None,1
14.0, None, 0.0,391.0,1014.0, None, None,2020-01-05 03:00:00, -5.0, None, 166.0, None,1
15.0, None, 1.0,391.0,1015.0, None, None,2020-01-05 04:00:00, -5.0, None, 165.0, None,1
13.0, None, 0.0,391.0,1015.0, None, None,2020-01-05 05:00:00, -5.0, None, 165.0, None,1
13.0, None, 0.0,391.0,1015.0, None, None,2020-01-05 06:00:00, -5.1, None, 165.0, None,1
12.0, None, 0.0,391.0,1015.0, None, None,2020-01-05 07:00:00, -5.4, None, 165.0, None,1
12.0, None, 0.0,391.0,1015.0, None, None,2020-01-05 08:00:00, -5.0, None, 164.0, None,1
11.0, None, None,391.0,1014.0, None, None,2020-01-05 09:00:00, -3.7, None, 165.0, None,1
12.0, None, 0.0,390.0,1014.0, None, None,2020-01-05 10:00:00, -2.4, None, 165.0, None,1
34.0, None, 21.0,390.0,1035.0, None, None,2020-01-05 11:00:00, -1.9, None, 165.0, None,1
