station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
2.2, 2.2, 7.5, 0.0, 2015-02-12 00:00:00, 0.0, 9.5
0.4, 0.4, 8.0, 0.0, 2015-02-13 00:00:00, 0.0, 14.0
0.0, 0.0, 7.0, 0.0, 2015-02-14 00:00:00, 0.0, 12.0
0.0, 0.0, 0.5, 0.0, 2015-02-15 00:00:00, 0.0, 12.0
0.0, 0.0, 0.5, 0.0, 2015-02-16 00:00:00, 0.0, 12.5
0.0, 0.0, 0.0, 0.0, 2015-02-17 00:00:00, 0.0, 14.5
0.0, 0.0, 2.0, 0.0, 2015-02-18 00:00:00, 0.0, 13.0
0.4, 0.4, 4.0, 0.0, 2015-02-19 00:00:00, 0.0, 11.5
0.0, 0.0, 3.5, 0.0, 2015-02-20 00:00:00, 0.0, 10.0
0.0, 0.0, 0.0, 0.0, 2015-02-21 00:00:00, 0.0, 12.5
0.0, 0.0, -1.0, 0.0, 2015-02-22 00:00:00, 0.0, 10.5
0.0, 0.0, -1.0, 0.0, 2015-02-23 00:00:00, 0.0, 12.5
0.0, 0.0, -0.5, 0.0, 2015-02-24 00:00:00, 0.0, 10.5
0.6, 0.6, 1.0, 0.0, 2015-02-25 00:00:00, 0.0, 8.5
28.2, 28.2, 4.0, 0.0, 2015-02-26 00:00:00, 0.0, 8.5
0.4, 0.4, 4.5, 0.0, 2015-02-27 00:00:00, 0.0, 9.0
0.0, 0.0, 0.0, 0.0, 2015-03-02 00:00:00, 0.0, 11.0
0.0, 0.0, -2.0, 0.0, 2015-03-03 00:00:00, 0.0, 9.5
0.0, 0.0, -1.0, 0.0, 2015-03-04 00:00:00, 0.0, 10.0
0.0, 0.0, -1.0, 0.0, 2015-03-05 00:00:00, 0.0, 11.5
0.0, 0.0, 0.5, 0.0, 2015-03-06 00:00:00, 0.0, 11.5
0.0, 0.0, 1.0, 0.0, 2015-03-07 00:00:00, 0.0, 15.0
0.0, 0.0, 1.0, 0.0, 2015-03-08 00:00:00, 0.0, 14.5
0.0, 0.0, 1.0, 0.0, 2015-03-09 00:00:00, 0.0, 12.0
0.4, 0.4, 2.0, 0.0, 2015-03-10 00:00:00, 0.0, 13.5
10.0, 10.0, 7.0, 0.0, 2015-03-11 00:00:00, 0.0, 13.5
0.2, 0.2, 7.0, 0.0, 2015-03-12 00:00:00, 0.0, 17.0
10.4, 10.4, 5.0, 0.0, 2015-03-13 00:00:00, 0.0, 15.0
4.2, 4.2, 7.5, 0.0, 2015-03-14 00:00:00, 0.0, 14.5
0.0, 0.0, 1.0, 0.0, 2015-04-15 00:00:00, 0.0, 13.0
0.0, 0.0, 2.0, 0.0, 2015-04-16 00:00:00, 0.0, 16.5
0.0, 0.0, 6.0, 0.0, 2015-04-17 00:00:00, 0.0, 17.0
0.0, 0.0, 3.5, 0.0, 2015-04-18 00:00:00, 0.0, 17.5
0.0, 0.0, 5.0, 0.0, 2015-04-19 00:00:00, 0.0, 19.5
0.0, 0.0, 6.0, 0.0, 2015-04-20 00:00:00, 0.0, 21.5
0.2, 0.2, 8.0, 0.0, 2015-04-21 00:00:00, 0.0, 17.5
0.0, 0.0, 2.0, 0.0, 2015-04-22 00:00:00, 0.0, 13.0
9.2, 9.2, 5.5, 0.0, 2015-04-23 00:00:00, 0.0, 12.0
3.8, 3.8, 2.5, 0.0, 2015-04-24 00:00:00, 0.0, 12.0
0.0, 0.0, 3.0, 0.0, 2015-04-25 00:00:00, 0.0, 12.0
0.8, 0.8, 3.0, 0.0, 2015-04-26 00:00:00, 0.0, 12.0
1.0, 1.0, 8.5, 0.0, 2015-04-27 00:00:00, 0.0, 15.0
0.6, 0.6, 8.5, 0.0, 2015-04-28 00:00:00, 0.0, 15.5
0.0, 0.0, 4.5, 0.0, 2015-04-29 00:00:00, 0.0, 15.0
0.0, 0.0, 5.5, 0.0, 2015-04-30 00:00:00, 0.0, 14.5
0.0, 0.0, 7.5, 0.0, 2015-05-01 00:00:00, 0.0, 18.0
0.0, 0.0, 5.5, 0.0, 2015-05-02 00:00:00, 0.0, 15.0
0.0, 0.0, 2.5, 0.0, 2015-05-03 00:00:00, 0.0, 19.0
2.2, 2.2, 4.0, 0.0, 2015-05-04 00:00:00, 0.0, 16.5
0.2, 0.2, 5.0, 0.0, 2015-05-05 00:00:00, 0.0, 14.5
0.0, 0.0, 3.5, 0.0, 2015-05-06 00:00:00, 0.0, 17.0
0.0, 0.0, 2.0, 0.0, 2015-05-07 00:00:00, 0.0, 20.0
0.0, 0.0, 5.0, 0.0, 2015-05-08 00:00:00, 0.0, 23.0
0.0, 0.0, 8.0, 0.0, 2015-05-09 00:00:00, 0.0, 24.0
0.0, 0.0, 9.5, 0.0, 2015-05-10 00:00:00, 0.0, 21.0
0.0, 0.0, 10.0, 0.0, 2015-05-11 00:00:00, 0.0, 19.0
0.0, 0.0, 10.5, 0.0, 2015-05-12 00:00:00, 0.0, 18.5
5.6, 5.6, 11.5, 0.0, 2015-05-13 00:00:00, 0.0, 17.0
0.2, 0.2, 10.0, 0.0, 2015-05-14 00:00:00, 0.0, 18.5
0.0, 0.0, 10.5, 0.0, 2015-05-15 00:00:00, 0.0, 19.0
0.0, 0.0, 11.0, 0.0, 2015-05-16 00:00:00, 0.0, 20.0
0.0, 0.0, 10.5, 0.0, 2015-05-17 00:00:00, 0.0, 20.5
0.0, 0.0, 9.5, 0.0, 2015-05-18 00:00:00, 0.0, 24.0
0.0, 0.0, 10.5, 0.0, 2015-05-19 00:00:00, 0.0, 24.5
0.0, 0.0, 9.5, 0.0, 2015-05-20 00:00:00, 0.0, 25.5
0.0, 0.0, 11.5, 0.0, 2015-05-21 00:00:00, 0.0, 26.0
0.0, 0.0, 11.5, 0.0, 2015-05-22 00:00:00, 0.0, 21.5
0.0, 0.0, 12.0, 0.0, 2015-05-23 00:00:00, 0.0, 18.5
0.4, 0.4, 11.0, 0.0, 2015-05-24 00:00:00, 0.0, 19.0
0.0, 0.0, 9.0, 0.0, 2015-05-25 00:00:00, 0.0, 17.0
0.0, 0.0, 11.5, 0.0, 2015-05-26 00:00:00, 0.0, 21.5
0.0, 0.0, 10.5, 0.0, 2015-05-27 00:00:00, 0.0, 23.5
0.0, 0.0, 11.5, 0.0, 2015-05-28 00:00:00, 0.0, 25.5
0.0, 0.0, 7.5, 0.0, 2015-05-30 00:00:00, 0.0, 21.5
0.0, 0.0, 11.5, 0.0, 2015-05-31 00:00:00, 0.0, 22.0
1.6, 1.6, 12.0, 0.0, 2015-06-01 00:00:00, 0.0, 22.0
0.0, 0.0, 11.5, 0.0, 2015-06-02 00:00:00, 0.0, 17.0
0.0, 0.0, 12.0, 0.0, 2015-06-03 00:00:00, 0.0, 17.5
0.0, 0.0, 10.0, 0.0, 2015-06-04 00:00:00, 0.0, 22.0
0.0, 0.0, 10.0, 0.0, 2015-06-05 00:00:00, 0.0, 26.0
0.0, 0.0, 10.5, 0.0, 2015-06-06 00:00:00, 0.0, 28.0
0.0, 0.0, 12.5, 0.0, 2015-06-07 00:00:00, 0.0, 29.5
0.0, 0.0, 14.0, 0.0, 2015-06-08 00:00:00, 0.0, 28.5
0.0, 0.0, 11.5, 0.0, 2015-06-09 00:00:00, 0.0, 25.5
0.0, 0.0, 11.0, 0.0, 2015-06-10 00:00:00, 0.0, 24.0
0.0, 0.0, 10.0, 0.0, 2015-06-11 00:00:00, 0.0, 23.5
0.0, 0.0, 7.0, 0.0, 2015-06-12 00:00:00, 0.0, 20.0
0.0, 0.0, 10.0, 0.0, 2015-06-13 00:00:00, 0.0, 22.0
0.0, 0.0, 7.0, 0.0, 2015-06-14 00:00:00, 0.0, 26.0
0.0, 0.0, 12.0, 0.0, 2015-06-15 00:00:00, 0.0, 29.0
0.0, 0.0, 12.0, 0.0, 2015-06-16 00:00:00, 0.0, 25.5
0.0, 0.0, 10.0, 0.0, 2015-06-17 00:00:00, 0.0, 23.5
1.6, 1.6, 11.0, 0.0, 2015-06-18 00:00:00, 0.0, 23.5
0.0, 0.0, 9.5, 0.0, 2015-06-19 00:00:00, 0.0, 22.0
0.0, 0.0, 9.0, 0.0, 2015-06-20 00:00:00, 0.0, 21.5
0.0, 0.0, 8.5, 0.0, 2015-06-21 00:00:00, 0.0, 26.5
0.0, 0.0, 10.5, 0.0, 2015-06-22 00:00:00, 0.0, 26.0
0.0, 0.0, 9.5, 0.0, 2015-06-23 00:00:00, 0.0, 24.5
0.0, 0.0, 11.0, 0.0, 2015-06-24 00:00:00, 0.0, 22.0
0.0, 0.0, 12.0, 0.0, 2015-06-25 00:00:00, 0.0, 28.5
0.0, 0.0, 12.5, 0.0, 2015-06-26 00:00:00, 0.0, 30.0
0.0, 0.0, 14.0, 0.0, 2015-06-27 00:00:00, 0.0, 33.0
1.0, 1.0, 16.0, 0.0, 2015-06-28 00:00:00, 0.0, 29.5
0.0, 0.0, 17.0, 0.0, 2015-06-29 00:00:00, 0.0, 30.0
0.0, 0.0, 15.0, 0.0, 2015-06-30 00:00:00, 0.0, 29.0
0.0, 0.0, 14.0, 0.0, 2015-07-01 00:00:00, 0.0, 32.5
0.0, 0.0, 15.0, 0.0, 2015-07-02 00:00:00, 0.0, 32.5
0.0, 0.0, 14.0, 0.0, 2015-07-03 00:00:00, 0.0, 31.0
0.0, 0.0, 14.0, 0.0, 2015-07-04 00:00:00, 0.0, 31.5
0.0, 0.0, 14.0, 0.0, 2015-07-05 00:00:00, 0.0, 32.0
0.0, 0.0, 14.0, 0.0, 2015-07-08 00:00:00, 0.0, 30.0
0.0, 0.0, 15.0, 0.0, 2015-07-09 00:00:00, 0.0, 30.0
0.0, 0.0, 14.5, 0.0, 2015-07-10 00:00:00, 0.0, 24.5
2.0, 2.0, 14.0, 0.0, 2015-07-11 00:00:00, 0.0, 19.0
3.6, 3.6, 13.5, 0.0, 2015-07-12 00:00:00, 0.0, 20.5
0.0, 0.0, 12.5, 0.0, 2015-07-13 00:00:00, 0.0, 24.5
0.0, 0.0, 12.0, 0.0, 2015-07-14 00:00:00, 0.0, 26.5
0.0, 0.0, 12.0, 0.0, 2015-07-15 00:00:00, 0.0, 26.0
0.0, 0.0, 12.0, 0.0, 2015-07-16 00:00:00, 0.0, 24.0
0.0, 0.0, 11.0, 0.0, 2015-07-17 00:00:00, 0.0, 28.0
0.0, 0.0, 14.0, 0.0, 2015-07-18 00:00:00, 0.0, 32.0
0.0, 0.0, 16.5, 0.0, 2015-07-19 00:00:00, 0.0, 32.0
0.0, 0.0, 16.0, 0.0, 2015-07-20 00:00:00, 0.0, 25.5
0.0, 0.0, 14.0, 0.0, 2015-07-21 00:00:00, 0.0, 23.5
0.0, 0.0, 10.5, 0.0, 2015-07-22 00:00:00, 0.0, 23.0
0.8, 0.8, 11.5, 0.0, 2015-07-23 00:00:00, 0.0, 23.5
7.8, 7.8, 13.5, 0.0, 2015-07-24 00:00:00, 0.0, 19.0
0.0, 0.0, 13.0, 0.0, 2015-07-25 00:00:00, 0.0, 21.5
5.0, 5.0, 10.5, 0.0, 2015-07-26 00:00:00, 0.0, 19.5
0.0, 0.0, 10.0, 0.0, 2015-07-27 00:00:00, 0.0, 22.0
0.0, 0.0, 10.0, 0.0, 2015-07-28 00:00:00, 0.0, 26.0
0.0, 0.0, 12.0, 0.0, 2015-07-29 00:00:00, 0.0, 29.5
0.0, 0.0, 13.5, 0.0, 2015-07-30 00:00:00, 0.0, 32.0
0.0, 0.0, 14.0, 0.0, 2015-07-31 00:00:00, 0.0, 31.5
0.0, 0.0, 12.5, 0.0, 2015-08-01 00:00:00, 0.0, 31.5
0.0, 0.0, 14.0, 0.0, 2015-08-02 00:00:00, 0.0, 30.0
0.0, 0.0, 13.0, 0.0, 2015-08-03 00:00:00, 0.0, 27.0
0.0, 0.0, 11.5, 0.0, 2015-08-04 00:00:00, 0.0, 24.0
0.0, 0.0, 13.0, 0.0, 2015-08-05 00:00:00, 0.0, 21.5
0.0, 0.0, 11.5, 0.0, 2015-08-06 00:00:00, 0.0, 24.0
0.0, 0.0, 11.5, 0.0, 2015-08-07 00:00:00, 0.0, 25.5
2.0, 2.0, 14.0, 0.0, 2015-08-08 00:00:00, 0.0, 19.0
0.0, 0.0, 14.0, 0.0, 2015-08-09 00:00:00, 0.0, 24.0
0.2, 0.2, 13.0, 0.0, 2015-08-10 00:00:00, 0.0, 27.0
0.0, 0.0, 13.5, 0.0, 2015-08-11 00:00:00, 0.0, 31.5
0.0, 0.0, 13.5, 0.0, 2015-08-12 00:00:00, 0.0, 32.0
0.0, 0.0, 14.5, 0.0, 2015-08-13 00:00:00, 0.0, 28.5
0.0, 0.0, 14.0, 0.0, 2015-08-14 00:00:00, 0.0, 23.5
0.0, 0.0, 14.0, 0.0, 2015-08-15 00:00:00, 0.0, 20.0
0.0, 0.0, 10.0, 0.0, 2015-08-16 00:00:00, 0.0, 24.0
0.0, 0.0, 12.0, 0.0, 2015-08-17 00:00:00, 0.0, 27.5
0.0, 0.0, 14.5, 0.0, 2015-08-19 00:00:00, 0.0, 29.0
0.0, 0.0, 13.0, 0.0, 2015-08-20 00:00:00, 0.0, 23.0
0.0, 0.0, 12.0, 0.0, 2015-08-21 00:00:00, 0.0, 22.0
0.0, 0.0, 9.5, 0.0, 2015-08-22 00:00:00, 0.0, 27.0
0.0, 0.0, 11.0, 0.0, 2015-08-23 00:00:00, 0.0, 27.5
0.0, 0.0, 8.0, 0.0, 2015-08-24 00:00:00, 0.0, 24.0
0.0, 0.0, 9.5, 0.0, 2015-08-25 00:00:00, 0.0, 24.0
0.0, 0.0, 9.5, 0.0, 2015-08-26 00:00:00, 0.0, 27.5
4.0, 4.0, 13.5, 0.0, 2015-08-27 00:00:00, 0.0, 27.5
6.0, 6.0, 14.5, 0.0, 2015-08-28 00:00:00, 0.0, 22.5
8.4, 8.4, 14.5, 0.0, 2015-08-29 00:00:00, 0.0, 20.0
5.2, 5.2, 15.0, 0.0, 2015-08-30 00:00:00, 0.0, 21.0
3.8, 3.8, 12.5, 0.0, 2015-08-31 00:00:00, 0.0, 20.5
5.4, 5.4, 12.0, 0.0, 2015-09-01 00:00:00, 0.0, 18.0
7.2, 7.2, 7.0, 0.0, 2015-09-03 00:00:00, 0.0, 14.5
0.0, 0.0, 7.0, 0.0, 2015-09-04 00:00:00, 0.0, 18.5
30.0, 30.0, 6.5, 0.0, 2015-09-05 00:00:00, 0.0, 18.5
0.8, 0.8, 10.0, 0.0, 2015-09-06 00:00:00, 0.0, 17.0
0.0, 0.0, 8.0, 0.0, 2015-09-07 00:00:00, 0.0, 19.5
0.0, 0.0, 11.5, 0.0, 2015-09-08 00:00:00, 0.0, 23.5
0.0, 0.0, 12.0, 0.0, 2015-09-09 00:00:00, 0.0, 23.5
0.0, 0.0, 10.5, 0.0, 2015-09-10 00:00:00, 0.0, 25.0
0.0, 0.0, 11.0, 0.0, 2015-09-11 00:00:00, 0.0, 27.0
0.0, 0.0, 11.0, 0.0, 2015-09-12 00:00:00, 0.0, 26.5
0.0, 0.0, 11.5, 0.0, 2015-09-13 00:00:00, 0.0, 19.0
3.6, 3.6, 6.0, 0.0, 2015-09-14 00:00:00, 0.0, 15.5
4.2, 4.2, 6.0, 0.0, 2015-09-15 00:00:00, 0.0, 14.5
0.8, 0.8, 9.5, 0.0, 2015-09-16 00:00:00, 0.0, 16.5
7.2, 7.2, 6.5, 0.0, 2015-09-17 00:00:00, 0.0, 16.5
1.4, 1.4, 10.0, 0.0, 2015-09-18 00:00:00, 0.0, 15.5
0.0, 0.0, 12.5, 0.0, 2015-09-19 00:00:00, 0.0, 22.5
0.2, 0.2, 14.5, 0.0, 2015-09-20 00:00:00, 0.0, 22.5
0.0, 0.0, 9.5, 0.0, 2015-09-21 00:00:00, 0.0, 17.5
0.0, 0.0, 4.5, 0.0, 2015-09-22 00:00:00, 0.0, 18.0
0.6, 0.6, 5.0, 0.0, 2015-09-23 00:00:00, 0.0, 16.5
6.0, 6.0, 9.5, 0.0, 2015-09-24 00:00:00, 0.0, 15.0
0.0, 0.0, 10.5, 0.0, 2015-09-25 00:00:00, 0.0, 16.0
0.0, 0.0, 6.0, 0.0, 2015-09-26 00:00:00, 0.0, 16.5
0.0, 0.0, 3.5, 0.0, 2015-09-27 00:00:00, 0.0, 16.5
0.0, 0.0, 4.5, 0.0, 2015-09-28 00:00:00, 0.0, 20.5
0.0, 0.0, 5.5, 0.0, 2015-09-29 00:00:00, 0.0, 22.0
0.0, 0.0, 7.0, 0.0, 2015-09-30 00:00:00, 0.0, 20.5
0.0, 0.0, 7.0, 0.0, 2015-10-01 00:00:00, 0.0, 19.5
0.4, 0.4, 9.0, 0.0, 2015-10-02 00:00:00, 0.0, 18.0
0.0, 0.0, 5.0, 0.0, 2015-10-03 00:00:00, 0.0, 19.5
0.0, 0.0, 5.0, 0.0, 2015-10-04 00:00:00, 0.0, 21.0
0.0, 0.0, 5.5, 0.0, 2015-10-05 00:00:00, 0.0, 21.0
1.6, 1.6, 8.0, 0.0, 2015-10-06 00:00:00, 0.0, 18.0
8.2, 8.2, 12.0, 0.0, 2015-10-07 00:00:00, 0.0, 14.0
0.2, 0.2, 13.0, 0.0, 2015-10-08 00:00:00, 0.0, 17.0
2.4, 2.4, 13.0, 0.0, 2015-10-09 00:00:00, 0.0, 18.5
11.2, 11.2, 13.5, 0.0, 2015-10-10 00:00:00, 0.0, 18.5
0.0, 0.0, 7.0, 0.0, 2015-10-11 00:00:00, 0.0, 15.0
6.2, 6.2, 11.0, 0.0, 2015-10-12 00:00:00, 0.0, 14.5
0.0, 0.0, 8.5, 0.0, 2015-10-13 00:00:00, 0.0, 15.5
0.0, 0.0, 5.5, 0.0, 2015-10-14 00:00:00, 0.0, 15.5
0.0, 0.0, 5.0, 0.0, 2015-10-15 00:00:00, 0.0, 19.5
1.4, 1.4, 11.0, 0.0, 2015-10-19 00:00:00, 0.0, 13.0
0.4, 0.4, 7.0, 0.0, 2015-10-20 00:00:00, 0.0, 13.0
0.2, 0.2, 6.5, 0.0, 2015-10-21 00:00:00, 0.0, 13.0
0.0, 0.0, 3.0, 0.0, 2015-10-22 00:00:00, 0.0, 14.0
0.0, 0.0, 5.0, 0.0, 2015-10-23 00:00:00, 0.0, 13.5
1.6, 1.6, 3.0, 0.0, 2015-10-24 00:00:00, 0.0, 10.5
11.0, 11.0, 6.0, 0.0, 2015-10-25 00:00:00, 0.0, 15.0
0.2, 0.2, 11.0, 0.0, 2015-10-26 00:00:00, 0.0, 13.5
6.6, 6.6, 9.0, 0.0, 2015-10-27 00:00:00, 0.0, 15.5
7.4, 7.4, 9.0, 0.0, 2015-10-28 00:00:00, 0.0, 12.0
11.8, 11.8, 8.5, 0.0, 2015-10-29 00:00:00, 0.0, 14.0
24.2, 24.2, 9.0, 0.0, 2015-10-30 00:00:00, 0.0, 18.5
23.4, 23.4, 9.0, 0.0, 2015-10-31 00:00:00, 0.0, 16.5
12.6, 12.6, 6.5, 0.0, 2015-11-01 00:00:00, 0.0, 10.5
0.0, 0.0, 4.5, 0.0, 2015-11-02 00:00:00, 0.0, 10.5
0.0, 0.0, 3.5, 0.0, 2015-11-03 00:00:00, 0.0, 11.5
1.0, 1.0, 0.5, 0.0, 2015-11-04 00:00:00, 0.0, 9.5
1.0, 1.0, 4.0, 0.0, 2015-11-05 00:00:00, 0.0, 12.0
22.2, 22.2, 5.0, 0.0, 2015-11-06 00:00:00, 0.0, 11.0
10.4, 10.4, 6.0, 0.0, 2015-11-07 00:00:00, 0.0, 11.0
4.6, 4.6, 5.5, 0.0, 2015-11-08 00:00:00, 0.0, 9.0
0.0, 0.0, 2.5, 0.0, 2015-11-09 00:00:00, 0.0, 11.0
8.6, 8.6, 0.0, 0.0, 2015-11-10 00:00:00, 0.0, 9.0
0.2, 0.2, 3.0, 0.0, 2015-11-11 00:00:00, 0.0, 9.0
49.0, 49.0, 2.5, 0.0, 2015-11-12 00:00:00, 0.0, 15.0
0.0, 0.0, 6.0, 0.0, 2015-11-13 00:00:00, 0.0, 12.0
12.4, 12.4, 5.0, 0.0, 2015-11-14 00:00:00, 0.0, 8.5
0.0, 0.0, 0.0, 0.0, 2015-11-15 00:00:00, 0.0, 9.0
22.4, 22.4, -1.0, 0.0, 2015-11-16 00:00:00, 0.0, 12.0
0.0, 0.0, -0.5, 0.0, 2015-11-19 00:00:00, 0.0, 8.5
0.0, 0.0, -1.0, 0.0, 2015-11-20 00:00:00, 0.0, 7.0
0.0, 0.0, -3.0, 0.0, 2015-11-21 00:00:00, 0.0, 7.0
0.0, 0.0, -2.5, 0.0, 2015-11-22 00:00:00, 0.0, 7.0
12.4, 12.4, 2.0, 0.0, 2015-11-23 00:00:00, 0.0, 5.0
0.0, 0.0, -0.5, 0.0, 2015-11-24 00:00:00, 0.0, 6.5
0.0, 0.0, -3.5, 0.0, 2015-11-25 00:00:00, 0.0, 7.5
0.0, 0.0, -3.5, 0.0, 2015-11-26 00:00:00, 0.0, 8.0
0.0, 0.0, -3.0, 0.0, 2015-11-27 00:00:00, 0.0, 9.0
0.0, 0.0, -4.5, 0.0, 2015-11-28 00:00:00, 0.0, 6.0
0.0, 0.0, -4.5, 0.0, 2015-11-29 00:00:00, 0.0, 0.5
1.2, 1.2, -5.0, 0.0, 2015-11-30 00:00:00, 0.0, 3.0
15.4, 15.4, 1.0, 0.0, 2015-12-01 00:00:00, 0.0, 6.0
18.2, 18.2, 5.0, 0.0, 2015-12-02 00:00:00, 0.0, 7.5
22.8, 22.8, 6.0, 0.0, 2015-12-03 00:00:00, 0.0, 10.5
4.4, 4.4, 4.5, 0.0, 2015-12-04 00:00:00, 0.0, 9.0
51.6, 51.6, 4.5, 0.0, 2015-12-05 00:00:00, 0.0, 7.5
27.0, 27.0, 6.0, 0.0, 2015-12-06 00:00:00, 0.0, 11.0
9.6, 9.6, 6.0, 0.0, 2015-12-07 00:00:00, 0.0, 9.0
42.2, 42.2, 7.5, 0.0, 2015-12-08 00:00:00, 0.0, 15.0
10.8, 10.8, 4.0, 0.0, 2015-12-09 00:00:00, 0.0, 11.5
10.8, 10.8, 4.5, 0.0, 2015-12-10 00:00:00, 0.0, 9.5
0.6, 0.6, 2.5, 0.0, 2015-12-11 00:00:00, 0.0, 8.5
60.4, 60.4, 0.0, 0.0, 2015-12-12 00:00:00, 0.0, 8.5
0.6, 0.6, 2.5, 0.0, 2015-12-13 00:00:00, 0.0, 8.0
0.0, 0.0, -1.0, 0.0, 2015-12-14 00:00:00, 0.0, 7.0
0.6, 0.6, -1.0, 0.0, 2015-12-15 00:00:00, 0.0, 6.0
0.0, 0.0, -1.5, 0.0, 2015-12-16 00:00:00, 0.0, 4.0
20.2, 15.0, 0.0, 5.2, 2015-12-17 00:00:00, 0.0, 5.0
4.2, 4.2, 0.0, 0.0, 2015-12-18 00:00:00, 0.0, 6.0
8.6, 8.6, 0.0, 0.0, 2015-12-20 00:00:00, 0.0, 6.0
1.0, 1.0, 0.5, 0.0, 2015-12-21 00:00:00, 0.0, 4.5
19.2, 18.2, -1.0, 1.0, 2015-12-22 00:00:00, 0.0, 2.0
10.2, 10.2, 0.5, 0.0, 2015-12-23 00:00:00, 1.0, 3.5
0.0, 0.0, -2.0, 0.0, 2015-12-24 00:00:00, 0.0, 3.5
0.0, 0.0, 0.0, 0.0, 2015-12-25 00:00:00, 0.0, 2.5
8.0, 8.0, -0.5, 0.0, 2015-12-26 00:00:00, 0.0, 3.5
5.2, 0.0, 0.0, 5.2, 2015-12-27 00:00:00, 0.0, 1.0
0.0, 0.0, 0.5, 0.0, 2015-12-28 00:00:00, 2.0, 3.5
0.0, 0.0, -1.0, 0.0, 2015-12-29 00:00:00, 1.0, 5.0
0.0, 0.0, -2.5, 0.0, 2015-12-30 00:00:00, 0.0, 2.5
0.0, 0.0, -3.5, 0.0, 2015-12-31 00:00:00, 0.0, 2.5
