RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
88.6, None, None, None, 0.694, 330.1, None, None, -18.0, 935.0, None, None, None, None, None, 70.91, None, None,-17.05, None, None, None, None, 0.699, None, None, None, None, None, None,2016-01-01 00:00:00, None,1
88.8, None, None, None, 0.266, 330.3, None, None, -19.0, 935.0, None, None, None, None, None, 70.51, None, None,-17.39, None, None, None, None, 0.082, None, None, None, None, None, None,2016-01-01 01:00:00, None,1
88.6, None, None, None, 0.42, 330.4, None, None, -19.0, 935.0, None, None, None, None, None, 70.3, None, None,-17.66, None, None, None, None, 1.996, None, None, None, None, None, None,2016-01-01 02:00:00, None,1
88.3, None, None, None, 0.155, 328.5, None, None, -19.0, 935.0, None, None, None, None, None, 69.85, None, None,-17.87, None, None, None, None, 0.574, None, None, None, None, None, None,2016-01-01 03:00:00, None,1
88.3, None, None, None, 0.591, 328.8, None, None, -19.0, 935.0, None, None, None, None, None, 69.53, None, None,-17.78, None, None, None, None, 2.572, None, None, None, None, None, None,2016-01-01 04:00:00, None,1
88.0, None, None, None, 0.872, 329.3, None, None, -19.0, 934.0, None, None, None, None, None, 69.61, None, None,-17.87, None, None, None, None, 1.966, None, None, None, None, None, None,2016-01-01 05:00:00, None,1
88.1, None, None, None, 0.959, 329.4, None, None, -19.0, 934.0, None, None, None, None, None, 69.72, None, None,-17.87, None, None, None, None, 0.882, None, None, None, None, None, None,2016-01-01 06:00:00, None,1
88.2, None, None, None, 0.812, 328.9, None, None, -19.0, 933.0, None, None, None, None, None, 69.76, None, None,-17.87, None, None, None, None, 2.315, None, None, None, None, None, None,2016-01-01 07:00:00, None,1
87.8, None, None, None, 0.322, 329.4, None, None, -19.0, 934.0, None, None, None, None, None, 69.08, None, None,-18.02, None, None, None, None, 1.581, None, None, None, None, None, None,2016-01-01 08:00:00, None,1
87.3, None, None, None, 0.098, 329.0, None, None, -19.0, 934.0, None, None, None, None, None, 69.47, None, None,-17.87, None, None, None, None, 2.116, None, None, None, None, None, None,2016-01-01 09:00:00, None,1
88.4, None, None, None, 0.163, 329.1, None, None, -19.0, 934.0, None, None, None, None, None, 69.19, None, None,-17.34, None, None, None, None, 3.253, None, None, None, None, None, None,2016-01-01 10:00:00, None,1
88.2, None, None, None, 0.403, 327.7, None, None, -18.0, 934.0, None, None, None, None, None, 69.36, None, None,-16.43, None, None, None, None, 1.5, None, None, None, None, None, None,2016-01-01 11:00:00, None,1
84.1, None, None, None, 0.105, 329.9, None, None, -16.0, 933.0, None, None, None, None, None, 68.66, None, None,-14.37, None, None, None, None, 4.519, None, None, None, None, None, None,2016-01-01 12:00:00, None,1
80.5, None, None, None, 0.071, 332.6, None, None, -16.0, 932.0, None, None, None, None, None, None, None, None,-13.94, None, None, None, None, 5.606, None, None, None, None, None, None,2016-01-01 13:00:00, None,1
85.1, None, None, None, 0.015, 332.2, None, None, -16.0, 932.0, None, None, None, None, None, 69.59, None, None,-13.94, None, None, None, None, 4.993, None, None, None, None, None, None,2016-01-01 14:00:00, None,1
89.4, None, None, None, 0.026, 327.6, None, None, -15.0, 932.0, None, None, None, None, None, 69.92, None, None,-14.04, None, None, None, None, 1.537, None, None, None, None, None, None,2016-01-01 15:00:00, None,1
89.2, None, None, None, 0.667, 328.2, None, None, -16.0, 931.0, None, None, None, None, None, 70.02, None, None,-14.66, None, None, None, None, 3.463, None, None, None, None, None, None,2016-01-01 16:00:00, None,1
89.2, None, None, None, 0.739, 327.8, None, None, -17.0, 931.0, None, None, None, None, None, 69.43, None, None,-15.38, None, None, None, None, 1.501, None, None, None, None, None, None,2016-01-01 17:00:00, None,1
89.6, None, None, None, 1.001, 328.4, None, None, -17.0, 930.0, None, None, None, None, None, 69.57, None, None,-15.76, None, None, None, None, 1.14, None, None, None, None, None, None,2016-01-01 18:00:00, None,1
89.7, None, None, None, 0.984, 328.2, None, None, -17.0, 930.0, None, None, None, None, None, None, None, None,-15.91, None, None, None, None, 2.423, None, None, None, None, None, None,2016-01-01 19:00:00, None,1
89.6, None, None, None, 0.983, 328.1, None, None, -17.0, 930.0, None, None, None, None, None, 69.0, None, None,-16.0, None, None, None, None, 2.433, None, None, None, None, None, None,2016-01-01 20:00:00, None,1
89.7, None, None, None, 0.983, 327.2, None, None, -17.0, 929.0, None, None, None, None, None, 69.51, None, None,-15.99, None, None, None, None, 2.536, None, None, None, None, None, None,2016-01-01 21:00:00, None,1
89.2, None, None, None, 1.09, 328.8, None, None, -17.0, 929.0, None, None, None, None, None, 68.72, None, None,-15.95, None, None, None, None, 2.016, None, None, None, None, None, None,2016-01-01 22:00:00, None,1
89.9, None, None, None, 0.542, 327.2, None, None, -17.0, 929.0, None, None, None, None, None, 68.73, None, None,-16.33, None, None, None, None, 2.117, None, None, None, None, None, None,2016-01-01 23:00:00, None,1
90.9, None, None, None, 0.272, 328.5, None, None, -17.0, 929.0, None, None, None, None, None, 68.59, None, None,-16.43, None, None, None, None, 3.805, None, None, None, None, None, None,2016-01-02 00:00:00, None,1
90.8, None, None, None, 0.49, 328.9, None, None, -17.0, 928.0, None, None, None, None, None, None, None, None,-16.24, None, None, None, None, 3.861, None, None, None, None, None, None,2016-01-02 01:00:00, None,1
89.6, None, None, None, 0.771, 327.2, None, None, -17.0, 928.0, None, None, None, None, None, None, None, None,-15.94, None, None, None, None, 3.433, None, None, None, None, None, None,2016-01-02 02:00:00, None,1
90.3, None, None, None, 0.825, 328.5, None, None, -17.0, 928.0, None, None, None, None, None, None, None, None,-15.56, None, None, None, None, 5.253, None, None, None, None, None, None,2016-01-02 03:00:00, None,1
90.6, None, None, None, 0.595, 328.5, None, None, -16.0, 927.0, None, None, None, None, None, 68.53, None, None,-15.43, None, None, None, None, 5.529, None, None, None, None, None, None,2016-01-02 04:00:00, None,1
89.1, None, None, None, 0.59, 328.7, None, None, -17.0, 927.0, None, None, None, None, None, None, None, None,-15.86, None, None, None, None, 4.617, None, None, None, None, None, None,2016-01-02 05:00:00, None,1
90.2, None, None, None, 0.032, 329.9, None, None, -18.0, 927.0, None, None, None, None, None, None, None, None,-16.96, None, None, None, None, 3.056, None, None, None, None, None, None,2016-01-02 06:00:00, None,1
89.0, None, None, None, 0.267, 329.5, None, None, -18.0, 927.0, None, None, None, None, None, None, None, None,-16.96, None, None, None, None, 0.714, None, None, None, None, None, None,2016-01-02 07:00:00, None,1
90.2, None, None, None, 0.444, 329.8, None, None, -18.0, 927.0, None, None, None, None, None, None, None, None,-16.96, None, None, None, None, 2.743, None, None, None, None, None, None,2016-01-02 08:00:00, None,1
