wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
334.0, 81.0, 11.3, 0.0, -7.9, 9.0, -5.2, -5.7, 330.0, 0.0, 0.0, 82.0,2022-03-05 00:00:00,10
331.0, 82.0, None, 0.0, -8.3, 9.9, -5.7, -6.0, 334.0, 0.0, 0.0, 81.0,2022-03-05 01:00:00,10
327.0, 81.0, 9.9, 0.0, -8.7, 1.8, -6.0, -7.4, 331.0, 0.0, 0.0, 88.0,2022-03-05 02:00:00,10
308.0, 88.0, 1.8, 0.0, -9.0, 11.7, -7.4, -7.0, 327.0, 0.0, 0.0, 82.0,2022-03-05 03:00:00,10
317.0, 82.0, 11.7, 0.0, -9.6, 11.1, -7.0, -7.3, 308.0, 0.0, 0.0, 84.0,2022-03-05 04:00:00,10
321.0, 84.0, 11.1, 0.0, -9.5, 15.3, -7.3, -7.1, 317.0, 0.0, 0.0, 83.0,2022-03-05 05:00:00,10
328.0, 83.0, 15.3, 0.0, -9.5, 14.8, -7.1, -6.8, 321.0, 0.0, 0.0, 81.0,2022-03-05 06:00:00,10
331.0, 81.0, 14.8, 0.0, -9.5, 17.7, -6.8, -5.7, 328.0, 0.0, 0.0, 75.0,2022-03-05 07:00:00,10
320.0, 75.0, 17.7, 0.0, -9.4, 13.5, -5.7, -2.5, 331.0, 0.0, 0.0, 62.0,2022-03-05 08:00:00,10
317.0, None, None, 0.0, None, 15.6, None, -0.8, None, None, None, 56.0,2022-03-05 09:00:00,10
315.0, 56.0, 15.6, 0.0, -8.5, 14.9, -0.8, 0.1, 317.0, 0.0, 0.0, 53.0,2022-03-05 10:00:00,10
307.0, 53.0, 14.9, 0.0, -8.3, 13.9, 0.1, 1.0, 315.0, 0.0, 0.0, 51.0,2022-03-05 11:00:00,10
315.0, 51.0, 13.9, 0.0, -8.0, 14.0, 1.0, 2.2, 307.0, 0.0, 0.0, 48.0,2022-03-05 12:00:00,10
309.0, 48.0, None, 0.0, -7.7, 12.3, 2.2, 1.9, 315.0, 0.0, 0.0, 47.0,2022-03-05 13:00:00,10
299.0, 47.0, 12.3, 0.0, -8.2, 10.4, 1.9, 1.4, 309.0, 0.0, 0.0, 52.0,2022-03-05 14:00:00,10
312.0, 52.0, 10.4, 0.0, -7.4, 11.5, 1.4, 0.7, 299.0, 0.0, 0.0, 50.0,2022-03-05 15:00:00,10
304.0, 50.0, 11.5, 0.0, -8.5, 9.4, 0.7, -2.0, 312.0, 0.0, 0.0, 59.0,2022-03-05 16:00:00,10
322.0, 59.0, 9.4, 0.0, -8.9, 6.6, -2.0, -3.7, 304.0, 0.0, 0.0, 67.0,2022-03-05 17:00:00,10
173.0, 67.0, 6.6, 0.0, -8.9, 3.6, -3.7, -4.5, 322.0, 0.0, 0.0, 67.0,2022-03-05 18:00:00,10
288.0, 67.0, 3.6, 0.0, -9.7, 5.6, -4.5, -5.6, 173.0, 0.0, 0.0, 74.0,2022-03-05 19:00:00,10
288.0, 74.0, 5.6, 0.0, -9.5, 4.4, -5.6, -6.4, 288.0, 0.0, 0.0, 79.0,2022-03-05 20:00:00,10
309.0, 79.0, 4.4, 0.0, -9.4, 7.2, -6.4, -6.9, 288.0, 0.0, 0.0, 76.0,2022-03-05 21:00:00,10
314.0, 76.0, 7.2, 0.0, -10.4, 6.5, -6.9, -7.4, 309.0, 0.0, 0.0, 78.0,2022-03-05 22:00:00,10
None, 78.0, 6.5, None, -10.6, None, -7.4, None, 314.0, 0.0, 0.0, None,2022-03-05 23:00:00,10
335.0, 84.0, 4.9, 0.0, -10.6, 10.1, -8.4, -8.1, 332.0, 0.0, 0.0, 80.0,2022-03-06 00:00:00,10
348.0, 80.0, 10.1, 0.0, -10.9, 6.3, -8.1, -6.6, 335.0, 0.0, 0.0, 72.0,2022-03-06 01:00:00,10
338.0, 72.0, 6.3, 0.0, -10.8, 8.2, -6.6, -7.0, 348.0, 0.0, 0.0, 73.0,2022-03-06 02:00:00,10
323.0, 73.0, 8.2, 0.0, -11.0, 7.3, -7.0, -7.5, 338.0, 0.0, 0.0, 76.0,2022-03-06 03:00:00,10
4.0, 76.0, 7.3, 0.0, -11.0, 6.3, -7.5, -9.3, 323.0, 0.0, 0.0, 88.0,2022-03-06 04:00:00,10
341.0, 88.0, 6.3, 0.0, -10.9, 4.5, -9.3, -10.8, 4.0, 0.0, 0.0, 89.0,2022-03-06 05:00:00,10
16.0, 89.0, 4.5, 0.0, -12.3, 3.5, -10.8, -10.3, 341.0, 0.0, 0.0, 88.0,2022-03-06 06:00:00,10
269.0, 88.0, 3.5, 0.0, -11.9, 2.0, -10.3, -8.6, 16.0, 0.0, 0.0, 82.0,2022-03-06 07:00:00,10
251.0, 82.0, None, 0.0, -11.1, 2.6, -8.6, -1.7, 269.0, 0.0, 0.0, 51.0,2022-03-06 08:00:00,10
256.0, 51.0, 2.6, 0.0, -10.5, 4.9, -1.7, 1.3, 251.0, 0.0, 0.0, 42.0,2022-03-06 09:00:00,10
318.0, 42.0, 4.9, 0.0, -10.2, 10.7, 1.3, 2.5, 256.0, 0.0, 0.0, 33.0,2022-03-06 10:00:00,10
312.0, 33.0, 10.7, 0.0, -12.2, 9.7, 2.5, 3.5, 318.0, 0.0, 0.0, 43.0,2022-03-06 11:00:00,10
302.0, 43.0, 9.7, 0.0, -7.9, 9.7, 3.5, 3.7, 312.0, 0.0, 0.0, 43.0,2022-03-06 12:00:00,10
278.0, 43.0, 9.7, 0.0, -7.7, 8.8, 3.7, 5.0, 302.0, 0.0, 0.0, 41.0,2022-03-06 13:00:00,10
292.0, 41.0, 8.8, 0.0, -7.2, 9.5, 5.0, 3.3, 278.0, 0.0, 0.0, 42.0,2022-03-06 14:00:00,10
279.0, 42.0, 9.5, 0.0, -8.4, 5.5, 3.3, 2.0, 292.0, 0.0, 0.0, 49.0,2022-03-06 15:00:00,10
272.0, 49.0, 5.5, 0.0, -7.6, 3.0, 2.0, 0.5, 279.0, 0.0, 0.0, 55.0,2022-03-06 16:00:00,10
289.0, 55.0, None, 0.0, -7.5, 3.6, 0.5, -1.4, 272.0, 0.0, 0.0, 73.0,2022-03-06 17:00:00,10
291.0, 73.0, 3.6, 0.0, -5.6, 5.4, -1.4, -1.9, 289.0, 0.0, 0.0, 72.0,2022-03-06 18:00:00,10
311.0, 72.0, 5.4, 0.0, -6.3, 3.3, -1.9, -2.9, 291.0, 0.0, 0.0, 80.0,2022-03-06 19:00:00,10
301.0, 80.0, 3.3, 0.0, -5.9, 3.3, -2.9, -2.5, 311.0, 0.0, 0.0, 74.0,2022-03-06 20:00:00,10
300.0, 74.0, 3.3, 0.0, -6.5, 6.3, -2.5, -2.3, 301.0, 0.0, 0.0, 69.0,2022-03-06 21:00:00,10
285.0, 69.0, 6.3, 0.0, -7.2, 4.3, -2.3, -1.4, 300.0, 0.0, 0.0, 68.0,2022-03-06 22:00:00,10
None, 68.0, 4.3, None, -6.5, None, -1.4, None, 285.0, 0.0, 0.0, None,2022-03-06 23:00:00,10
304.0, 66.0, 8.1, 0.0, -7.3, 10.3, -1.8, -0.9, 297.0, 0.0, 0.0, 59.0,2022-03-07 00:00:00,10
304.0, 59.0, 10.3, 0.0, -7.9, 9.6, -0.9, -0.8, 304.0, 0.0, 0.0, 56.0,2022-03-07 01:00:00,10
295.0, 56.0, 9.6, 0.0, -8.5, 11.0, -0.8, -0.6, 304.0, 0.0, 0.0, 53.0,2022-03-07 02:00:00,10
293.0, 53.0, None, 0.0, -9.0, 10.0, -0.6, -0.3, 295.0, 0.0, 0.0, 57.0,2022-03-07 03:00:00,10
301.0, 57.0, None, 0.0, -7.8, 12.6, -0.3, -0.1, 293.0, 0.0, 0.0, 57.0,2022-03-07 04:00:00,10
301.0, 57.0, 12.6, 0.0, -7.6, 11.4, -0.1, -0.6, 301.0, 0.0, 0.0, 65.0,2022-03-07 05:00:00,10
294.0, 65.0, 11.4, 0.0, -6.4, 14.6, -0.6, -0.9, 301.0, 0.0, 0.0, 73.0,2022-03-07 06:00:00,10
289.0, 73.0, 14.6, 0.0, -5.1, 11.7, -0.9, -0.5, 294.0, 0.0, 0.0, 77.0,2022-03-07 07:00:00,10
295.0, 77.0, 11.7, 0.0, -4.0, 11.0, -0.5, -0.6, 289.0, 0.0, 0.0, 78.0,2022-03-07 08:00:00,10
291.0, 78.0, None, 0.0, -4.0, 15.4, -0.6, 0.3, 295.0, 0.0, 0.0, 73.0,2022-03-07 09:00:00,10
297.0, 73.0, 15.4, 0.0, -4.0, 14.8, 0.3, 0.4, 291.0, 0.0, 0.0, 72.0,2022-03-07 10:00:00,10
293.0, 72.0, 14.8, 0.0, -4.1, 16.0, 0.4, 2.6, 297.0, 0.0, 0.0, 64.0,2022-03-07 11:00:00,10
299.0, 64.0, None, 0.0, -3.5, 12.9, 2.6, 3.9, 293.0, 0.0, 0.0, 62.0,2022-03-07 12:00:00,10
282.0, 62.0, 12.9, 0.0, -2.7, 13.0, 3.9, 2.5, 299.0, 0.0, 0.0, 66.0,2022-03-07 13:00:00,10
294.0, 66.0, None, 0.0, -3.2, 17.0, 2.5, 2.2, 282.0, 0.0, 0.0, 53.0,2022-03-07 14:00:00,10
