TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-2.102,0.6,66.3,1.36,824.45,0.0,4.29,2020-01-01 00:00:00,178.3,-7.5,1
-2.276,0.6,68.0,1.75,824.45,0.0,5.65,2020-01-01 01:00:00,230.2,-7.4,1
-2.537,0.6,68.3,1.95,824.35,0.0,6.24,2020-01-01 02:00:00,244.3,-7.6,1
-2.16,0.6,67.0,1.75,824.35,0.0,4.09,2020-01-01 03:00:00,283.6,-7.5,1
-2.044,0.6,65.7,2.73,824.25,0.0,4.09,2020-01-01 04:00:00,300.4,-7.6,1
-2.596,0.6,63.9,1.95,824.15,0.0,2.92,2020-01-01 05:00:00,329.9,-8.5,1
-3.271,0.6,68.1,1.56,823.95,0.0,2.92,2020-01-01 06:00:00,61.8,-8.3,1
-2.947,0.6,69.5,3.51,823.85,0.0,5.07,2020-01-01 07:00:00,82.8,-7.7,1
-2.976,0.6,70.2,3.9,823.85,0.0,6.04,2020-01-01 08:00:00,99.7,-7.6,1
-3.065,9.4,70.4,6.04,823.45,0.0,9.36,2020-01-01 09:00:00,109.5,-7.7,1
-3.36,26.9,66.9,5.26,823.15,0.0,9.36,2020-01-01 10:00:00,119.3,-8.6,1
-3.006,79.4,67.1,6.04,822.75,0.0,9.36,2020-01-01 11:00:00,117.9,-8.2,1
-3.568,60.6,68.7,5.85,822.25,0.0,8.38,2020-01-01 12:00:00,115.1,-8.5,1
-3.926,30.6,67.2,4.68,821.85,0.0,7.02,2020-01-01 13:00:00,101.1,-9.1,1
-3.153,31.9,65.1,4.48,821.55,0.0,7.8,2020-01-01 14:00:00,103.9,-8.8,1
-3.479,3.1,63.6,4.68,821.35,0.0,6.63,2020-01-01 15:00:00,99.7,-9.4,1
-3.807,0.6,66.0,3.7,821.35,0.0,5.65,2020-01-01 16:00:00,116.5,-9.2,1
-4.439,0.6,68.1,2.34,821.45,0.0,4.68,2020-01-01 17:00:00,126.4,-9.4,1
-4.651,0.6,74.8,1.95,821.75,0.0,5.46,2020-01-01 18:00:00,213.4,-8.4,1
-4.895,0.6,92.9,4.87,821.75,0.0,7.02,2020-01-01 19:00:00,286.4,-5.9,1
-4.865,0.6,94.6,5.07,822.15,0.0,6.82,2020-01-01 20:00:00,292.0,-5.6,1
-5.791,0.6,94.8,5.07,822.75,0.0,6.82,2020-01-01 21:00:00,289.2,-6.5,1
-6.452,0.6,94.6,6.24,823.35,0.0,16.57,2020-01-01 22:00:00,285.0,-7.2,1
-6.642,0.6,94.4,5.46,823.95,0.0,15.2,2020-01-01 23:00:00,244.3,-7.4,1
-7.478,0.6,94.5,3.31,825.15,0.0,10.91,2020-01-02 00:00:00,210.6,-8.2,1
-7.902,0.6,94.2,2.92,826.35,0.0,9.36,2020-01-02 01:00:00,234.5,-8.7,1
-8.331,0.6,94.0,2.92,826.95,0.0,10.91,2020-01-02 02:00:00,223.2,-9.1,1
