TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-3.538,0.6,90.6, None,862.15, 0.0, None,2020-01-01 00:00:00,242.9,-4.9,1
-3.866,0.6,90.9, None,862.15, 0.0, None,2020-01-01 01:00:00,227.4,-5.1,1
-4.318,0.6,90.6, None,862.25, 0.6, None,2020-01-01 02:00:00,245.7,-5.6,1
-3.956,0.6,91.6, None,862.45, 0.0, None,2020-01-01 03:00:00,244.3,-5.1,1
-4.804,0.6,90.9, None,862.55, 0.0, None,2020-01-01 04:00:00,252.7,-6.1,1
-4.53,0.6,91.2, None,862.65, 0.0, None,2020-01-01 05:00:00,223.2,-5.8,1
-5.049,0.6,90.9, None,862.75, 0.0, None,2020-01-01 06:00:00,226.0,-6.3,1
-5.018,0.6,90.9, None,862.85, 0.0, None,2020-01-01 07:00:00,219.0,-6.3,1
-5.388,0.6,91.4, None,863.15, 0.0, None,2020-01-01 08:00:00,214.8,-6.6,1
-4.469,21.9,90.4, None,863.65, 0.0, None,2020-01-01 09:00:00,231.6,-5.8,1
-3.807,41.9,89.5, None,863.85, 1.0, None,2020-01-01 10:00:00,220.4,-5.3,1
-1.299,263.1,87.7, None,863.75, 0.0, None,2020-01-01 11:00:00,216.2,-3.1,1
0.605,164.4,82.7, None,863.35, 0.0, None,2020-01-01 12:00:00,209.2,-2.0,1
0.218,105.6,81.3, None,863.05, 0.0, None,2020-01-01 13:00:00,233.1,-2.6,1
0.412,63.1,79.1, None,862.95, 0.0, None,2020-01-01 14:00:00,238.7,-2.8,1
0.439,15.6,78.7, None,862.75, 0.0, None,2020-01-01 15:00:00,237.3,-2.8,1
0.273,0.6,79.5, None,862.65, 0.0, None,2020-01-01 16:00:00,231.6,-2.9,1
-0.423,0.6,81.6, None,862.85, 0.0, None,2020-01-01 17:00:00,227.4,-3.2,1
-0.171,0.6,83.0, None,862.55, 0.0, None,2020-01-01 18:00:00,223.2,-2.7,1
-0.563,0.6,80.2, None,862.65, 0.0, None,2020-01-01 19:00:00,241.5,-3.6,1
-1.185,0.6,75.1, None,863.15, 0.0, None,2020-01-01 20:00:00,248.5,-5.0,1
-2.363,0.6,76.3, None,864.25, 0.0, None,2020-01-01 21:00:00,251.3,-6.0,1
-3.508,0.6,68.9, None,865.35, 0.0, None,2020-01-01 22:00:00,237.3,-8.4,1
-4.287,0.6,75.1, None,866.35, 0.0, None,2020-01-01 23:00:00,242.9,-8.0,1
-4.834,0.6,69.7, None,866.75, 0.0, None,2020-01-02 00:00:00,252.7,-9.5,1
-5.698,0.6,65.4, None,866.85, 0.0, None,2020-01-02 01:00:00,254.1,-11.1,1
-5.885,0.6,65.4, None,867.35, 0.0, None,2020-01-02 02:00:00,248.5,-11.3,1
-6.834,0.6,64.3, None,868.35, 0.0, None,2020-01-02 03:00:00,263.9,-12.4,1
-6.388,0.6,64.6, None,869.35, 0.0, None,2020-01-02 04:00:00,268.1,-12.0,1
-6.674,0.6,64.7, None,870.15, 0.0, None,2020-01-02 05:00:00,263.9,-12.2,1
-6.77,0.6,66.1, None,870.65, 0.0, None,2020-01-02 06:00:00,262.5,-12.0,1
-7.058,0.6,66.8, None,871.45, 0.0, None,2020-01-02 07:00:00,263.9,-12.2,1
-7.381,0.6,66.0, None,872.45, 0.0, None,2020-01-02 08:00:00,265.3,-12.6,1
-6.93,15.6,64.8, None,873.75, 0.0, None,2020-01-02 09:00:00,265.3,-12.4,1
-6.898,50.6,63.8, None,875.15, 0.0, None,2020-01-02 10:00:00,265.3,-12.6,1
-5.605,239.4,61.1, None,875.95, 0.0, None,2020-01-02 11:00:00,262.5,-11.9,1
-5.48,250.6,56.8, None,876.15, 0.0, None,2020-01-02 12:00:00,263.9,-12.7,1
-5.202,249.4,53.3, None,876.65, 0.0, None,2020-01-02 13:00:00,259.7,-13.2,1
-6.231,195.6,54.7, None,877.65, 0.0, None,2020-01-02 14:00:00,240.1,-13.9,1
-7.804,20.6,60.1, None,878.35, 0.0, None,2020-01-02 15:00:00,258.3,-14.2,1
-9.405,0.6,67.0, None,879.05, 0.0, None,2020-01-02 16:00:00,234.5,-14.4,1
-11.147,0.6,73.4, None,879.15, 0.0, None,2020-01-02 17:00:00,216.2,-15.0,1
-11.254,0.6,76.8, None,878.55, 0.0, None,2020-01-02 18:00:00,224.6,-14.5,1
-12.123,0.6,79.7, None,878.85, 0.0, None,2020-01-02 19:00:00,235.9,-14.9,1
-11.903,0.6,82.2, None,878.15, 0.0, None,2020-01-02 20:00:00,256.9,-14.3,1
-10.792,0.6,77.9, None,877.65, 0.0, None,2020-01-02 21:00:00,235.9,-13.9,1
-10.127,0.6,75.3, None,877.35, 0.0, None,2020-01-02 22:00:00,226.0,-13.7,1
-10.023,0.6,74.0, None,876.85, 0.0, None,2020-01-02 23:00:00,237.3,-13.8,1
-9.269,0.6,72.8, None,876.75, 0.0, None,2020-01-03 00:00:00,254.1,-13.3,1
-9.679,0.6,74.1, None,875.75, 0.0, None,2020-01-03 01:00:00,223.2,-13.4,1
-9.816,0.6,76.0, None,874.65, 0.0, None,2020-01-03 02:00:00,136.2,-13.3,1
-10.197,0.6,80.8, None,874.15, 0.0, None,2020-01-03 03:00:00,134.8,-12.9,1
-10.301,0.6,85.9, None,873.95, 0.0, None,2020-01-03 04:00:00,98.3,-12.2,1
-10.301,0.6,87.2, None,873.35, 0.0, None,2020-01-03 05:00:00,101.1,-12.0,1
-10.371,0.6,87.4, None,872.45, 0.0, None,2020-01-03 06:00:00,106.7,-12.1,1
-10.511,0.6,87.3, None,872.05, 0.0, None,2020-01-03 07:00:00,95.5,-12.2,1
-10.651,0.6,87.3, None,871.35, 0.0, None,2020-01-03 08:00:00,88.4,-12.4,1
