wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
7.1,1.6,345.0,65.0,2021-03-08 11:00:00,0.0,10
8.1,2.5,339.0,60.0,2021-03-08 12:00:00,0.0,10
7.6,3.4,344.0,61.0,2021-03-08 13:00:00,0.0,10
6.2,3.5,342.0,55.0,2021-03-08 14:00:00,0.0,10
5.6,4.2,292.0,55.0,2021-03-08 15:00:00,0.0,10
8.6,2.9,18.0,45.0,2021-03-08 16:00:00,0.0,10
6.5,2.2,92.0,54.0,2021-03-08 17:00:00,0.0,10
7.7,1.9,95.0,53.0,2021-03-08 18:00:00,0.0,10
8.4,1.3,83.0,56.0,2021-03-08 19:00:00,0.0,10
6.4,1.0,61.0,56.0,2021-03-08 20:00:00,0.0,10
9.6,0.5,50.0,59.0,2021-03-08 21:00:00,0.0,10
9.0,-0.1,47.0,62.0,2021-03-08 22:00:00,0.0,10
6.1,-1.2,97.0,70.0,2021-03-08 23:00:00,0.0,10
5.9,-1.5,108.0,71.0,2021-03-09 00:00:00,0.0,10
9.0,-2.5,98.0,73.0,2021-03-09 01:00:00,0.0,10
7.3,-2.3,86.0,71.0,2021-03-09 02:00:00,0.0,10
8.7,-2.8,93.0,73.0,2021-03-09 03:00:00,0.0,10
7.7,-2.7,78.0,74.0,2021-03-09 04:00:00,0.0,10
7.0,-3.3,119.0,75.0,2021-03-09 05:00:00,0.0,10
5.9,-3.2,84.0,75.0,2021-03-09 06:00:00,0.0,10
5.8,-3.0,109.0,76.0,2021-03-09 07:00:00,0.0,10
2.4,-2.6,86.0,67.0,2021-03-09 08:00:00,0.0,10
5.9,-1.0,232.0,71.0,2021-03-09 09:00:00,0.0,10
6.7,1.3,284.0,60.0,2021-03-09 10:00:00,0.0,10
8.0,2.6,271.0,54.0,2021-03-09 11:00:00,0.0,10
7.3,4.4,288.0,53.0,2021-03-09 12:00:00,0.0,10
8.9,3.6,299.0,53.0,2021-03-09 13:00:00,0.0,10
7.6,3.2,35.0,55.0,2021-03-09 14:00:00,0.0,10
6.7,3.2,347.0,59.0,2021-03-09 15:00:00,0.0,10
6.8,3.6,304.0,61.0,2021-03-09 16:00:00,0.0,10
9.0,1.0,115.0,70.0,2021-03-09 17:00:00,0.0,10
9.0,1.1,115.0,67.0,2021-03-09 18:00:00,0.0,10
10.1,0.6,119.0,70.0,2021-03-09 19:00:00,0.0,10
9.8,0.3,120.0,70.0,2021-03-09 20:00:00,0.0,10
8.6,-0.1,128.0,74.0,2021-03-09 21:00:00,0.0,10
9.8,-0.6,119.0,75.0,2021-03-09 22:00:00,0.0,10
10.5,-0.7,101.0,75.0,2021-03-09 23:00:00,0.0,10
8.0,-0.6,101.0,74.0,2021-03-10 00:00:00,0.0,10
6.2,-1.1,119.0,77.0,2021-03-10 01:00:00,0.0,10
7.8,-0.9,112.0,75.0,2021-03-10 02:00:00,0.0,10
9.2,-1.8,111.0,80.0,2021-03-10 03:00:00,0.0,10
8.3,-2.0,103.0,79.0,2021-03-10 04:00:00,0.0,10
6.2,-2.0,114.0,79.0,2021-03-10 05:00:00,0.0,10
9.9,-2.2,101.0,82.0,2021-03-10 06:00:00,0.0,10
3.6,-0.8,30.0,79.0,2021-03-10 07:00:00,0.0,10
