wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
45.0, 77.0, 7.4, 0.0, -6.7, 8.7, -3.2, -2.8, 33.0, 0.0, 4.4, 78.0,2021-01-15 00:00:00,3
36.0, 78.0, 8.7, 0.0, -6.1, 11.2, -2.8, -2.4, 45.0, 0.0, 4.4, 73.0,2021-01-15 01:00:00,3
28.0, 73.0, 11.2, 0.0, -6.6, 14.0, -2.4, -2.7, 36.0, 0.0, 4.4, 77.0,2021-01-15 02:00:00,3
36.0, 77.0, 14.0, 0.0, -6.2, 8.2, -2.7, -2.8, 28.0, 0.0, 4.4, 77.0,2021-01-15 03:00:00,3
58.0, None, None, 0.0, None, 6.5, None, -2.6, None, None, None, 78.0,2021-01-15 04:00:00,3
38.0, 78.0, 6.5, 0.0, -5.9, 8.6, -2.6, -2.6, 58.0, 0.0, 4.4, 91.0,2021-01-15 05:00:00,3
44.0, 91.0, 8.6, 0.0, -3.9, 8.2, -2.6, -2.4, 38.0, 0.0, 4.4, 92.0,2021-01-15 06:00:00,3
110.0, 92.0, 8.2, 0.0, -3.5, 5.2, -2.4, -2.2, 44.0, 0.0, 4.4, 86.0,2021-01-15 07:00:00,3
58.0, 86.0, 5.2, 0.0, -4.2, 5.9, -2.2, -1.8, 110.0, 0.0, 4.4, 90.0,2021-01-15 08:00:00,3
26.0, 90.0, 5.9, 0.0, -3.2, 4.2, -1.8, -0.9, 58.0, 0.0, 4.4, 85.0,2021-01-15 09:00:00,3
42.0, 85.0, 4.2, 0.2, -3.1, 7.6, -0.9, -0.2, 26.0, 0.0, 4.4, 78.0,2021-01-15 10:00:00,3
58.0, 78.0, 7.6, 0.4, -3.6, 5.4, -0.2, -0.7, 42.0, 0.2, 4.4, 78.0,2021-01-15 11:00:00,3
142.0, 78.0, 5.4, 0.6, -4.1, 5.2, -0.7, 0.6, 58.0, 0.4, 3.8, 72.0,2021-01-15 12:00:00,3
152.0, 72.0, 5.2, 0.8, -3.9, 3.7, 0.6, 1.0, 142.0, 0.6, 2.2, 73.0,2021-01-15 13:00:00,3
152.0, 73.0, 3.7, 0.8, -3.3, 5.3, 1.0, 0.5, 152.0, 0.8, 2.2, 73.0,2021-01-15 14:00:00,3
178.0, 73.0, 5.3, 0.4, -3.8, 2.5, 0.5, 0.7, 152.0, 0.8, 2.8, 76.0,2021-01-15 15:00:00,3
2.0, 76.0, 2.5, 0.0, -3.0, 4.7, 0.7, -2.7, 178.0, 0.4, 3.2, 89.0,2021-01-15 16:00:00,3
359.0, 89.0, 4.7, 0.0, -4.3, 4.6, -2.7, -3.1, 2.0, 0.0, 3.2, 89.0,2021-01-15 17:00:00,3
342.0, 89.0, 4.6, 0.0, -4.7, 5.8, -3.1, -3.6, 359.0, 0.0, 3.2, 90.0,2021-01-15 18:00:00,3
338.0, 90.0, 5.8, 0.0, -5.0, 5.3, -3.6, -4.3, 342.0, 0.0, 3.2, 90.0,2021-01-15 19:00:00,3
343.0, 90.0, 5.3, 0.0, -5.7, 5.0, -4.3, -4.9, 338.0, 0.0, 3.2, 92.0,2021-01-15 20:00:00,3
359.0, 92.0, 5.0, 0.0, -6.0, 5.4, -4.9, -4.9, 343.0, 0.0, 3.2, 92.0,2021-01-15 21:00:00,3
349.0, None, None, 0.0, None, 6.3, None, -5.4, None, None, None, 93.0,2021-01-15 22:00:00,3
339.0, 93.0, 6.3, 0.0, -6.4, 4.7, -5.4, -5.3, 349.0, 0.0, 3.2, 94.0,2021-01-15 23:00:00,3
316.0, 94.0, 4.7, 0.0, -6.1, 3.8, -5.3, -5.6, 339.0, 0.0, 3.2, 94.0,2021-01-16 00:00:00,3
338.0, 94.0, 3.8, 0.0, -6.4, 5.4, -5.6, -6.0, 316.0, 0.0, 3.2, 94.0,2021-01-16 01:00:00,3
358.0, 94.0, 5.4, 0.0, -6.8, 5.5, -6.0, -6.2, 338.0, 0.0, 3.2, 95.0,2021-01-16 02:00:00,3
359.0, 95.0, 5.5, 0.0, -6.9, 5.5, -6.2, -6.6, 358.0, 0.0, 3.2, 95.0,2021-01-16 03:00:00,3
350.0, 95.0, 5.5, 0.0, -7.3, 5.8, -6.6, -6.9, 359.0, 0.0, 3.2, 94.0,2021-01-16 04:00:00,3
357.0, 94.0, 5.8, 0.0, -7.7, 6.0, -6.9, -6.8, 350.0, 0.0, 3.2, 93.0,2021-01-16 05:00:00,3
3.0, None, None, 0.0, None, 4.4, None, -6.7, None, None, None, 94.0,2021-01-16 06:00:00,3
8.0, 94.0, 4.4, 0.0, -7.5, 5.3, -6.7, -6.9, 3.0, 0.0, 3.2, 92.0,2021-01-16 07:00:00,3
23.0, 92.0, 5.3, 0.0, -8.0, 6.4, -6.9, -5.0, 8.0, 0.0, 3.2, 91.0,2021-01-16 08:00:00,3
31.0, None, None, 0.0, None, 7.7, None, -2.3, None, None, None, 89.0,2021-01-16 09:00:00,3
97.0, None, None, 0.2, None, 3.6, None, 0.3, None, None, None, 79.0,2021-01-16 10:00:00,3
167.0, None, None, 1.4, None, 3.5, None, 0.2, None, None, None, 78.0,2021-01-16 11:00:00,3
66.0, 78.0, 3.5, 0.4, -3.2, 6.6, 0.2, 0.9, 167.0, 1.4, 4.2, 73.0,2021-01-16 12:00:00,3
98.0, 73.0, 6.6, 0.0, -3.4, 3.6, 0.9, -1.3, 66.0, 0.4, 4.0, 83.0,2021-01-16 13:00:00,3
20.0, 83.0, 3.6, 0.0, -3.8, 3.5, -1.3, -0.7, 98.0, 0.0, 3.2, 80.0,2021-01-16 14:00:00,3
30.0, None, None, 0.0, None, 5.9, None, -0.7, None, None, None, 73.0,2021-01-16 15:00:00,3
44.0, 73.0, 5.9, 0.0, -4.9, 7.3, -0.7, -3.1, 30.0, 0.0, 2.0, 92.0,2021-01-16 16:00:00,3
31.0, 92.0, 7.3, 0.0, -4.2, 5.5, -3.1, -3.1, 44.0, 0.0, 2.0, 90.0,2021-01-16 17:00:00,3
22.0, 90.0, 5.5, 0.0, -4.5, 8.2, -3.1, -2.0, 31.0, 0.0, 2.0, 81.0,2021-01-16 18:00:00,3
71.0, 81.0, 8.2, 0.0, -4.8, 5.9, -2.0, -3.2, 22.0, 0.0, 2.0, 93.0,2021-01-16 19:00:00,3
