wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
8.5,-2.0,36.0,87.0,2017-09-17 00:00:00,0.0,38
8.5,-2.0,33.0,87.0,2017-09-17 01:00:00,0.0,38
7.9,-3.0,31.0,89.0,2017-09-17 02:00:00,0.0,38
8.9,-2.5,32.0,88.0,2017-09-17 03:00:00,0.0,38
8.7,-3.4,33.0,90.0,2017-09-17 04:00:00,0.0,38
9.6,-3.5,34.0,91.0,2017-09-17 05:00:00,0.0,38
7.4,-2.8,26.0,90.0,2017-09-17 06:00:00,0.0,38
7.5,0.2,30.0,87.0,2017-09-17 07:00:00,0.0,38
7.8,7.5,31.0,50.0,2017-09-17 08:00:00,0.0,38
9.6,10.0,47.0,42.0,2017-09-17 09:00:00,0.0,38
9.4,9.9,62.0,43.0,2017-09-17 10:00:00,0.0,38
9.6,11.6,91.0,38.0,2017-09-17 11:00:00,0.0,38
11.4,13.0,77.0,34.0,2017-09-17 12:00:00,0.0,38
11.8,12.0,78.0,36.0,2017-09-17 13:00:00,0.0,38
14.6,11.1,47.0,38.0,2017-09-17 14:00:00,0.0,38
6.9,11.6,48.0,37.0,2017-09-17 15:00:00,0.0,38
11.6,10.6,196.0,42.0,2017-09-17 16:00:00,0.0,38
6.8,7.3,214.0,71.0,2017-09-17 17:00:00,0.0,38
6.9,6.5,27.0,73.0,2017-09-17 18:00:00,0.2,38
5.3,6.0,223.0,72.0,2017-09-17 19:00:00,0.0,38
6.1,5.7,38.0,82.0,2017-09-17 20:00:00,0.0,38
5.5,6.2,27.0,73.0,2017-09-17 21:00:00,0.0,38
5.5,5.8,55.0,70.0,2017-09-17 22:00:00,0.0,38
17.3,5.0,235.0,92.0,2017-09-17 23:00:00,0.0,38
22.9,2.0,231.0,94.0,2017-09-18 00:00:00,1.0,38
12.9,1.0,215.0,95.0,2017-09-18 01:00:00,0.4,38
16.0,0.7,224.0,93.0,2017-09-18 02:00:00,0.0,38
26.1,1.0,238.0,86.0,2017-09-18 03:00:00,0.0,38
26.4,0.7,235.0,88.0,2017-09-18 04:00:00,0.0,38
22.1,0.6,235.0,79.0,2017-09-18 05:00:00,0.0,38
8.9,0.2,230.0,79.0,2017-09-18 06:00:00,0.0,38
11.4,1.6,232.0,79.0,2017-09-18 07:00:00,0.0,38
25.1,2.8,237.0,72.0,2017-09-18 08:00:00,0.0,38
22.7,3.7,224.0,75.0,2017-09-18 09:00:00,0.0,38
21.6,4.7,225.0,64.0,2017-09-18 10:00:00,0.0,38
23.2,5.1,223.0,63.0,2017-09-18 11:00:00,0.0,38
19.6,6.3,210.0,58.0,2017-09-18 12:00:00,0.0,38
21.2,8.1,223.0,50.0,2017-09-18 13:00:00,0.0,38
21.5,7.4,220.0,51.0,2017-09-18 14:00:00,0.0,38
28.5,5.4,228.0,62.0,2017-09-18 15:00:00,0.0,38
22.2,5.5,227.0,63.0,2017-09-18 16:00:00,0.0,38
21.0,5.1,222.0,65.0,2017-09-18 17:00:00,0.0,38
11.6,3.0,225.0,73.0,2017-09-18 18:00:00,0.0,38
6.2,0.1,259.0,87.0,2017-09-18 19:00:00,0.0,38
9.2,0.7,248.0,86.0,2017-09-18 20:00:00,0.0,38
3.3,-0.4,193.0,91.0,2017-09-18 21:00:00,0.0,38
8.2,-1.0,241.0,93.0,2017-09-18 22:00:00,0.0,38
9.6,-0.6,263.0,87.0,2017-09-18 23:00:00,0.0,38
3.6,-0.9,207.0,86.0,2017-09-19 00:00:00,0.0,38
4.6,-2.0,190.0,87.0,2017-09-19 01:00:00,0.0,38
2.0,-3.8,317.0,93.0,2017-09-19 02:00:00,0.0,38
3.8,-3.5,21.0,93.0,2017-09-19 03:00:00,0.0,38
6.7,-3.8,42.0,94.0,2017-09-19 04:00:00,0.0,38
4.8,-4.4,36.0,93.0,2017-09-19 05:00:00,0.0,38
4.4,-4.4,29.0,94.0,2017-09-19 06:00:00,0.0,38
5.0,-3.1,37.0,93.0,2017-09-19 07:00:00,0.0,38
6.6,0.7,203.0,92.0,2017-09-19 08:00:00,0.0,38
8.1,3.0,211.0,83.0,2017-09-19 09:00:00,0.0,38
9.0,5.4,203.0,63.0,2017-09-19 10:00:00,0.0,38
11.1,7.4,190.0,51.0,2017-09-19 11:00:00,0.0,38
15.5,8.5,229.0,43.0,2017-09-19 12:00:00,0.0,38
14.0,6.8,243.0,51.0,2017-09-19 13:00:00,0.0,38
9.5,7.3,251.0,47.0,2017-09-19 14:00:00,0.0,38
6.6,7.4,205.0,58.0,2017-09-19 15:00:00,0.0,38
9.0,5.0,68.0,69.0,2017-09-19 16:00:00,0.0,38
4.3,4.3,176.0,73.0,2017-09-19 17:00:00,0.0,38
8.2,4.0,230.0,78.0,2017-09-19 18:00:00,0.0,38
6.5,2.5,226.0,82.0,2017-09-19 19:00:00,0.0,38
7.1,1.7,225.0,85.0,2017-09-19 20:00:00,0.0,38
12.3,1.9,252.0,80.0,2017-09-19 21:00:00,0.0,38
15.0,1.4,254.0,84.0,2017-09-19 22:00:00,0.0,38
17.7,1.4,238.0,87.0,2017-09-19 23:00:00,0.0,38
14.2,0.9,243.0,85.0,2017-09-20 00:00:00,0.0,38
13.8,0.5,233.0,84.0,2017-09-20 01:00:00,0.0,38
12.0,0.4,245.0,85.0,2017-09-20 02:00:00,0.0,38
10.3,-0.2,245.0,88.0,2017-09-20 03:00:00,0.0,38
8.6,-1.2,224.0,94.0,2017-09-20 04:00:00,0.0,38
11.3,-1.2,195.0,90.0,2017-09-20 05:00:00,0.0,38
10.5,-0.9,262.0,93.0,2017-09-20 06:00:00,0.0,38
11.2,0.3,233.0,91.0,2017-09-20 07:00:00,0.0,38
16.0,1.5,226.0,85.0,2017-09-20 08:00:00,0.0,38
15.3,2.3,216.0,81.0,2017-09-20 09:00:00,0.0,38
17.3,3.9,220.0,74.0,2017-09-20 10:00:00,0.0,38
9.7,5.5,262.0,60.0,2017-09-20 11:00:00,0.0,38
12.5,7.2,234.0,49.0,2017-09-20 12:00:00,0.0,38
13.2,8.3,237.0,39.0,2017-09-20 13:00:00,0.0,38
19.0,8.0,226.0,38.0,2017-09-20 14:00:00,0.0,38
11.3,6.9,288.0,42.0,2017-09-20 15:00:00,0.0,38
12.7,3.9,321.0,78.0,2017-09-20 16:00:00,0.0,38
12.6,2.8,225.0,86.0,2017-09-20 17:00:00,0.2,38
9.1,1.9,238.0,89.0,2017-09-20 18:00:00,0.0,38
9.2,1.2,228.0,93.0,2017-09-20 19:00:00,0.0,38
12.1,0.9,227.0,95.0,2017-09-20 20:00:00,0.2,38
9.7,0.9,240.0,93.0,2017-09-20 21:00:00,0.0,38
10.7,0.7,231.0,94.0,2017-09-20 22:00:00,0.0,38
12.2,0.3,236.0,96.0,2017-09-20 23:00:00,0.0,38
10.6,0.5,253.0,94.0,2017-09-21 00:00:00,0.0,38
4.9,0.5,195.0,94.0,2017-09-21 01:00:00,0.0,38
7.6,0.0,195.0,97.0,2017-09-21 02:00:00,0.0,38
5.7,0.2,206.0,97.0,2017-09-21 03:00:00,0.0,38
4.3,0.5,199.0,98.0,2017-09-21 04:00:00,0.0,38
4.4,0.8,229.0,95.0,2017-09-21 05:00:00,0.2,38
7.8,0.6,203.0,95.0,2017-09-21 06:00:00,0.0,38
10.0,1.5,237.0,93.0,2017-09-21 07:00:00,0.0,38
11.3,1.6,217.0,95.0,2017-09-21 08:00:00,0.0,38
14.7,2.3,220.0,90.0,2017-09-21 09:00:00,0.0,38
