wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
7.8,5.0,187.0,58.0,2017-09-17 00:00:00,0.0,38
10.8,5.4,181.0,55.0,2017-09-17 01:00:00,0.0,38
13.2,6.1,178.0,54.0,2017-09-17 02:00:00,0.0,38
15.0,6.1,178.0,53.0,2017-09-17 03:00:00,0.0,38
14.3,5.8,183.0,54.0,2017-09-17 04:00:00,0.0,38
10.9,5.4,164.0,55.0,2017-09-17 05:00:00,0.0,38
12.7,5.6,156.0,54.0,2017-09-17 06:00:00,0.0,38
11.9,7.1,164.0,49.0,2017-09-17 07:00:00,0.0,38
13.0,8.1,174.0,46.0,2017-09-17 08:00:00,0.0,38
10.4,10.9,200.0,39.0,2017-09-17 09:00:00,0.0,38
12.8,11.3,202.0,37.0,2017-09-17 10:00:00,0.0,38
13.9,12.0,202.0,36.0,2017-09-17 11:00:00,0.0,38
15.7,13.7,199.0,31.0,2017-09-17 12:00:00,0.0,38
8.6,12.0,143.0,35.0,2017-09-17 13:00:00,0.0,38
11.9,10.7,152.0,37.0,2017-09-17 14:00:00,0.0,38
17.4,9.5,169.0,44.0,2017-09-17 15:00:00,0.0,38
19.4,8.3,198.0,55.0,2017-09-17 16:00:00,0.0,38
8.1,4.9,121.0,86.0,2017-09-17 17:00:00,1.4,38
10.1,5.1,136.0,80.0,2017-09-17 18:00:00,0.0,38
14.4,5.4,153.0,73.0,2017-09-17 19:00:00,0.2,38
13.4,5.1,124.0,74.0,2017-09-17 20:00:00,0.0,38
15.7,5.3,158.0,75.0,2017-09-17 21:00:00,0.0,38
27.5,6.1,210.0,69.0,2017-09-17 22:00:00,0.0,38
13.8,2.1,243.0,97.0,2017-09-17 23:00:00,1.2,38
9.7,-0.1,231.0,98.0,2017-09-18 00:00:00,0.6,38
14.6,-0.1,225.0,99.0,2017-09-18 01:00:00,0.0,38
15.8,-0.1,214.0,97.0,2017-09-18 02:00:00,0.0,38
17.0,-0.3,217.0,93.0,2017-09-18 03:00:00,0.0,38
14.6,-0.7,229.0,93.0,2017-09-18 04:00:00,0.0,38
18.9,-1.2,211.0,88.0,2017-09-18 05:00:00,0.0,38
14.0,-1.1,213.0,86.0,2017-09-18 06:00:00,0.0,38
14.9,-0.9,207.0,90.0,2017-09-18 07:00:00,0.0,38
14.6,1.3,224.0,84.0,2017-09-18 08:00:00,0.0,38
15.3,1.3,239.0,85.0,2017-09-18 09:00:00,1.8,38
10.5,2.7,228.0,76.0,2017-09-18 10:00:00,0.4,38
12.3,2.9,223.0,81.0,2017-09-18 11:00:00,0.0,38
15.1,5.3,234.0,69.0,2017-09-18 12:00:00,0.0,38
13.4,3.2,236.0,74.0,2017-09-18 13:00:00,0.0,38
12.0,4.5,247.0,77.0,2017-09-18 14:00:00,0.0,38
11.9,1.7,257.0,91.0,2017-09-18 15:00:00,0.0,38
17.7,2.0,222.0,92.0,2017-09-18 16:00:00,0.6,38
7.0,2.5,269.0,89.0,2017-09-18 17:00:00,0.0,38
6.6,0.9,194.0,95.0,2017-09-18 18:00:00,0.0,38
9.5,-0.3,212.0,97.0,2017-09-18 19:00:00,0.0,38
2.3,-1.3,139.0,96.0,2017-09-18 20:00:00,0.0,38
5.3,-1.7,176.0,98.0,2017-09-18 21:00:00,0.0,38
6.1,-2.0,100.0,98.0,2017-09-18 22:00:00,0.0,38
3.8,-2.1,166.0,98.0,2017-09-18 23:00:00,0.0,38
6.1,-1.7,177.0,96.0,2017-09-19 00:00:00,0.0,38
4.7,-2.1,161.0,97.0,2017-09-19 01:00:00,0.0,38
5.3,-2.6,103.0,97.0,2017-09-19 02:00:00,0.0,38
6.1,-2.1,160.0,97.0,2017-09-19 03:00:00,0.0,38
2.4,-2.0,78.0,97.0,2017-09-19 04:00:00,0.0,38
4.7,-2.3,161.0,97.0,2017-09-19 05:00:00,0.0,38
6.9,-1.7,180.0,96.0,2017-09-19 06:00:00,0.0,38
6.5,-0.8,174.0,95.0,2017-09-19 07:00:00,0.0,38
3.0,1.2,262.0,88.0,2017-09-19 08:00:00,0.2,38
3.2,1.7,260.0,91.0,2017-09-19 09:00:00,0.0,38
7.7,4.4,280.0,76.0,2017-09-19 10:00:00,0.0,38
7.8,4.3,210.0,71.0,2017-09-19 11:00:00,0.0,38
8.9,4.5,252.0,72.0,2017-09-19 12:00:00,0.0,38
12.4,5.8,242.0,60.0,2017-09-19 13:00:00,0.0,38
16.5,5.4,236.0,62.0,2017-09-19 14:00:00,0.0,38
15.5,7.1,229.0,62.0,2017-09-19 15:00:00,0.0,38
16.9,3.8,222.0,75.0,2017-09-19 16:00:00,0.0,38
9.9,3.5,258.0,75.0,2017-09-19 17:00:00,0.0,38
11.3,0.2,137.0,97.0,2017-09-19 18:00:00,0.0,38
6.6,0.2,126.0,98.0,2017-09-19 19:00:00,0.0,38
4.9,0.3,171.0,97.0,2017-09-19 20:00:00,0.0,38
7.8,0.4,201.0,97.0,2017-09-19 21:00:00,0.0,38
10.9,0.3,214.0,97.0,2017-09-19 22:00:00,0.0,38
12.0,0.2,212.0,95.0,2017-09-19 23:00:00,0.0,38
5.1,-0.2,224.0,97.0,2017-09-20 00:00:00,0.0,38
8.4,-0.3,227.0,98.0,2017-09-20 01:00:00,0.0,38
3.7,-0.3,257.0,98.0,2017-09-20 02:00:00,0.0,38
3.9,-0.5,217.0,98.0,2017-09-20 03:00:00,0.0,38
2.8,-0.5,257.0,93.0,2017-09-20 04:00:00,0.0,38
4.5,-0.8,211.0,94.0,2017-09-20 05:00:00,0.0,38
5.1,-1.4,139.0,95.0,2017-09-20 06:00:00,0.0,38
2.7,-0.5,194.0,91.0,2017-09-20 07:00:00,0.0,38
6.8,0.4,236.0,91.0,2017-09-20 08:00:00,0.0,38
5.3,1.6,302.0,84.0,2017-09-20 09:00:00,1.4,38
8.2,4.2,226.0,77.0,2017-09-20 10:00:00,0.0,38
9.6,6.4,301.0,76.0,2017-09-20 11:00:00,0.0,38
9.9,5.3,257.0,65.0,2017-09-20 12:00:00,0.0,38
12.2,6.2,281.0,55.0,2017-09-20 13:00:00,0.0,38
9.5,6.7,295.0,52.0,2017-09-20 14:00:00,0.0,38
13.6,6.6,258.0,51.0,2017-09-20 15:00:00,0.0,38
13.6,4.3,248.0,63.0,2017-09-20 16:00:00,0.0,38
12.4,1.5,328.0,91.0,2017-09-20 17:00:00,0.0,38
10.1,0.8,299.0,96.0,2017-09-20 18:00:00,0.2,38
11.7,0.1,316.0,97.0,2017-09-20 19:00:00,0.0,38
11.2,-0.1,305.0,98.0,2017-09-20 20:00:00,0.0,38
5.5,-0.4,265.0,99.0,2017-09-20 21:00:00,0.0,38
5.4,-0.6,303.0,99.0,2017-09-20 22:00:00,0.0,38
4.5,-0.7,277.0,99.0,2017-09-20 23:00:00,0.0,38
4.5,-0.7,265.0,99.0,2017-09-21 00:00:00,0.0,38
3.7,-0.7,243.0,99.0,2017-09-21 01:00:00,0.0,38
3.0,-0.6,279.0,99.0,2017-09-21 02:00:00,0.0,38
7.4,-0.3,358.0,99.0,2017-09-21 03:00:00,0.0,38
8.2,-0.3,348.0,99.0,2017-09-21 04:00:00,0.0,38
5.8,-0.3,330.0,99.0,2017-09-21 05:00:00,0.0,38
5.0,-0.3,11.0,99.0,2017-09-21 06:00:00,0.0,38
7.6,0.4,334.0,97.0,2017-09-21 07:00:00,0.0,38
8.2,0.7,351.0,94.0,2017-09-21 08:00:00,0.0,38
11.6,1.4,345.0,89.0,2017-09-21 09:00:00,0.0,38
9.1,2.5,331.0,86.0,2017-09-21 10:00:00,3.6,38
