pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, 806.0, None,-5.9,141.0, None, None, 0.0,408.0, None,2022-01-01 17:00:00, None,1
None, None, 805.0, None,-4.1,141.0, None, None, None,409.0, None,2022-01-01 18:00:00, None,1
None, None, 803.0, None,-2.9,140.0, None, None, None,409.0, None,2022-01-01 19:00:00, None,1
None, None, 803.0, None,-2.9,140.0, None, None, 0.0,410.0, None,2022-01-01 20:00:00, None,1
None, None, 805.0, None,-2.1,140.0, None, None, 2.0,410.0, None,2022-01-01 21:00:00, None,1
None, None, 805.0, None,-1.9,140.0, None, None, 0.0,411.0, None,2022-01-01 22:00:00, None,1
None, None, 803.0, None,-1.8,142.0, None, None, None,415.0, None,2022-01-01 23:00:00, None,1
None, None, 804.0, None,-1.3,146.0, None, None, 1.0,418.0, None,2022-01-02 00:00:00, None,1
None, None, 805.0, None,-1.3,153.0, None, None, 1.0,422.0, None,2022-01-02 01:00:00, None,1
None, None, 805.0, None,-1.6,157.0, None, None, 0.0,427.0, None,2022-01-02 02:00:00, None,1
None, None, 806.0, None,-1.8,162.0, None, None, 1.0,432.0, None,2022-01-02 03:00:00, None,1
None, None, 806.0, None,-1.9,166.0, None, None, 0.0,439.0, None,2022-01-02 04:00:00, None,1
None, None, 806.0, None,-2.0,171.0, None, None, 0.0,445.0, None,2022-01-02 05:00:00, None,1
None, None, 806.0, None,-1.8,169.0, None, None, 0.0,451.0, None,2022-01-02 06:00:00, None,1
None, None, 806.0, None,-1.1,173.0, None, None, 0.0,457.0, None,2022-01-02 07:00:00, None,1
None, None, 805.0, None,-0.9,175.0, None, None, None,461.0, None,2022-01-02 08:00:00, None,1
None, None, 804.0, None,-0.7,170.0, None, None, None,465.0, None,2022-01-02 09:00:00, None,1
None, None, 805.0, None,-0.3,177.0, None, None, 1.0,470.0, None,2022-01-02 10:00:00, None,1
None, None, 805.0, None,-0.1,176.0, None, None, 0.0,474.0, None,2022-01-02 11:00:00, None,1
None, None, 805.0, None,-0.5,176.0, None, None, 0.0,477.0, None,2022-01-02 12:00:00, None,1
None, None, 806.0, None,-0.5,176.0, None, None, 1.0,480.0, None,2022-01-02 13:00:00, None,1
None, None, 806.0, None,-0.6,179.0, None, None, 0.0,483.0, None,2022-01-02 14:00:00, None,1
0.0, None, 806.0, None,-0.8,180.0, None, None, 0.0,487.0, None,2022-01-02 15:00:00, None,1
0.0, None, 806.0, None,-1.6,183.0, None, None, 0.0,491.0, None,2022-01-02 16:00:00, None,1
0.0, None, 806.0, None,-2.2,188.0, None, None, 0.0,496.0, None,2022-01-02 17:00:00, None,1
2.0, None, 807.0, None,-2.1,189.0, None, None, 1.0,501.0, None,2022-01-02 18:00:00, None,1
3.0, None, 806.0, None,-1.8,189.0, None, None, None,505.0, None,2022-01-02 19:00:00, None,1
3.0, None, 806.0, None,-1.8,189.0, None, None, 0.0,509.0, None,2022-01-02 20:00:00, None,1
1.0, None, 806.0, None,-1.9,189.0, None, None, 0.0,513.0, None,2022-01-02 21:00:00, None,1
0.0, None, 805.0, None,-2.1,189.0, None, None, None,517.0, None,2022-01-02 22:00:00, None,1
2.0, None, 805.0, None,-2.3,195.0, None, None, 0.0,521.0, None,2022-01-02 23:00:00, None,1
1.0, None, 805.0, None,-2.2,198.0, None, None, 0.0,525.0, None,2022-01-03 00:00:00, None,1
0.0, None, 805.0, None,-2.3,197.0, None, None, 0.0,529.0, None,2022-01-03 01:00:00, None,1
0.0, None, 805.0, None,-2.7,204.0, None, None, 0.0,532.0, None,2022-01-03 02:00:00, None,1
None, None, 805.0, None,-2.9,207.0, None, None, 0.0,537.0, None,2022-01-03 03:00:00, None,1
None, None, 805.0, None,-3.1,207.0, None, None, 0.0,540.0, None,2022-01-03 04:00:00, None,1
0.0, None, 806.0, None,-3.5,208.0, None, None, 1.0,544.0, None,2022-01-03 05:00:00, None,1
None, None, 805.0, None,-3.7,207.0, None, None, None,546.0, None,2022-01-03 06:00:00, None,1
None, None, 805.0, None,-4.2,212.0, None, None, 0.0,549.0, None,2022-01-03 07:00:00, None,1
1.0, None, 806.0, None,-4.2,213.0, None, None, 1.0,552.0, None,2022-01-03 08:00:00, None,1
2.0, None, 806.0, None,-4.0,209.0, None, None, 0.0,554.0, None,2022-01-03 09:00:00, None,1
1.0, None, 806.0, None,-3.6,210.0, None, None, 0.0,556.0, None,2022-01-03 10:00:00, None,1
0.0, None, 805.0, None,-4.0,214.0, None, None, None,558.0, None,2022-01-03 11:00:00, None,1
1.0, None, 806.0, None,-3.9,217.0, None, None, 1.0,561.0, None,2022-01-03 12:00:00, None,1
0.0, None, 806.0, None,-4.4,215.0, None, None, 0.0,564.0, None,2022-01-03 13:00:00, None,1
None, None, 805.0, None,-5.2,216.0, None, None, None,566.0, None,2022-01-03 14:00:00, None,1
0.0, None, 806.0, None,-6.0,220.0, None, None, 1.0,568.0, None,2022-01-03 15:00:00, None,1
1.0, None, 807.0, None,-6.1,217.0, None, None, 1.0,570.0, None,2022-01-03 16:00:00, None,1
1.0, None, 807.0, None,-6.0,215.0, None, None, 0.0,572.0, None,2022-01-03 17:00:00, None,1
0.0, None, 807.0, None,-6.0,218.0, None, None, 0.0,573.0, None,2022-01-03 18:00:00, None,1
1.0, None, 807.0, None,-6.0,605.0, None, None, 0.0,574.0, None,2022-01-03 19:00:00, None,1
2.0, None, 808.0, None,-5.9,605.0, None, None, 1.0,576.0, None,2022-01-03 20:00:00, None,1
1.0, None, 807.0, None,-6.2,223.0, None, None, None,577.0, None,2022-01-03 21:00:00, None,1
2.0, None, 807.0, None,-5.8,219.0, None, None, 0.0,578.0, None,2022-01-03 22:00:00, None,1
2.0, None, 807.0, None,-5.4,218.0, None, None, 0.0,579.0, None,2022-01-03 23:00:00, None,1
3.0, None, 808.0, None,-5.2,230.0, None, None, 1.0,581.0, None,2022-01-04 00:00:00, None,1
3.0, None, 808.0, None,-5.0,236.0, None, None, 0.0,583.0, None,2022-01-04 01:00:00, None,1
3.0, None, 808.0, None,-4.8,240.0, None, None, 0.0,586.0, None,2022-01-04 02:00:00, None,1
3.0, None, 808.0, None,-4.6,238.0, None, None, 0.0,589.0, None,2022-01-04 03:00:00, None,1
2.0, None, 807.0, None,-4.5,245.0, None, None, None,592.0, None,2022-01-04 04:00:00, None,1
1.0, None, 807.0, None,-4.4,246.0, None, None, 0.0,596.0, None,2022-01-04 05:00:00, None,1
2.0, None, 807.0, None,-5.1,242.0, None, None, 0.0,600.0, None,2022-01-04 06:00:00, None,1
2.0, None, 807.0, None,-5.4,243.0, None, None, 0.0,602.0, None,2022-01-04 07:00:00, None,1
1.0, None, 807.0, None,-5.6,241.0, None, None, 0.0,605.0, None,2022-01-04 08:00:00, None,1
2.0, None, 808.0, None,-5.2,239.0, None, None, 1.0,607.0, None,2022-01-04 09:00:00, None,1
2.0, None, 808.0, None,-4.4,238.0, None, None, 0.0,608.0, None,2022-01-04 10:00:00, None,1
3.0, None, 808.0, None,-4.4,241.0, None, None, 0.0,609.0, None,2022-01-04 11:00:00, None,1
2.0, None, 808.0, None,-4.2,242.0, None, None, 0.0,610.0, None,2022-01-04 12:00:00, None,1
1.0, None, 807.0, None,-3.1,240.0, None, None, None,612.0, None,2022-01-04 13:00:00, None,1
2.0, None, 807.0, None,-2.8,245.0, None, None, 0.0,614.0, None,2022-01-04 14:00:00, None,1
2.0, None, 808.0, None,-2.7,242.0, None, None, 1.0,615.0, None,2022-01-04 15:00:00, None,1
1.0, None, 808.0, None,-3.7,249.0, None, None, 0.0,616.0, None,2022-01-04 16:00:00, None,1
0.0, None, 807.0, None,-4.2,254.0, None, None, None,618.0, None,2022-01-04 17:00:00, None,1
0.0, None, 807.0, None,-4.9,254.0, None, None, 0.0,620.0, None,2022-01-04 18:00:00, None,1
1.0, None, 808.0, None,-5.9,253.0, None, None, 1.0,621.0, None,2022-01-04 19:00:00, None,1
0.0, None, 808.0, None,-6.8,252.0, None, None, 0.0,622.0, None,2022-01-04 20:00:00, None,1
1.0, None, 808.0, None,-7.8,252.0, None, None, 0.0,623.0, None,2022-01-04 21:00:00, None,1
1.0, None, 808.0, None,-8.3,245.0, None, None, 0.0,624.0, None,2022-01-04 22:00:00, None,1
2.0, None, 809.0, None,-8.7,245.0, None, None, 1.0,625.0, None,2022-01-04 23:00:00, None,1
1.0, None, 809.0, None,-7.9,248.0, None, None, 0.0,625.0, None,2022-01-05 00:00:00, None,1
1.0, None, 809.0, None,-8.5,248.0, None, None, 0.0,626.0, None,2022-01-05 01:00:00, None,1
1.0, None, 809.0, None,-9.0,248.0, None, None, 0.0,626.0, None,2022-01-05 02:00:00, None,1
2.0, None, 810.0, None,-8.6,247.0, None, None, 1.0,626.0, None,2022-01-05 03:00:00, None,1
3.0, None, 810.0, None,-8.2,246.0, None, None, 0.0,627.0, None,2022-01-05 04:00:00, None,1
2.0, None, 809.0, None,-7.5,245.0, None, None, None,627.0, None,2022-01-05 05:00:00, None,1
3.0, None, 810.0, None,-7.4,243.0, None, None, 1.0,627.0, None,2022-01-05 06:00:00, None,1
3.0, None, 810.0, None,-7.5,243.0, None, None, 0.0,627.0, None,2022-01-05 07:00:00, None,1
3.0, None, 810.0, None,-7.2,243.0, None, None, 0.0,627.0, None,2022-01-05 08:00:00, None,1
2.0, None, 810.0, None,-6.9,243.0, None, None, 0.0,627.0, None,2022-01-05 09:00:00, None,1
2.0, None, 810.0, None,-6.1,241.0, None, None, 0.0,628.0, None,2022-01-05 10:00:00, None,1
3.0, None, 811.0, None,-5.1,241.0, None, None, 1.0,628.0, None,2022-01-05 11:00:00, None,1
2.0, None, 810.0, None,-4.4,241.0, None, None, None,628.0, None,2022-01-05 12:00:00, None,1
3.0, None, 810.0, None,-3.8,241.0, None, None, 0.0,628.0, None,2022-01-05 13:00:00, None,1
3.0, None, 810.0, None,-3.4,241.0, None, None, 0.0,628.0, None,2022-01-05 14:00:00, None,1
2.0, None, 810.0, None,-4.1,240.0, None, None, 0.0,628.0, None,2022-01-05 15:00:00, None,1
2.0, None, 810.0, None,-5.3,238.0, None, None, 0.0,628.0, None,2022-01-05 16:00:00, None,1
3.0, None, 810.0, None,-6.3,236.0, None, None, 0.0,629.0, None,2022-01-05 17:00:00, None,1
3.0, None, 810.0, None,-6.5,236.0, None, None, 0.0,629.0, None,2022-01-05 18:00:00, None,1
2.0, None, 810.0, None,-6.4,240.0, None, None, 0.0,629.0, None,2022-01-05 19:00:00, None,1
2.0, None, 810.0, None,-6.3,238.0, None, None, 0.0,629.0, None,2022-01-05 20:00:00, None,1
2.0, None, 810.0, None,-6.2,242.0, None, None, 0.0,629.0, None,2022-01-05 21:00:00, None,1
3.0, None, 811.0, None,-6.2,243.0, None, None, 1.0,630.0, None,2022-01-05 22:00:00, None,1
2.0, None, 811.0, None,-6.7,245.0, None, None, 0.0,630.0, None,2022-01-05 23:00:00, None,1
2.0, None, 811.0, None,-6.9,249.0, None, None, 0.0,632.0, None,2022-01-06 00:00:00, None,1
2.0, None, 811.0, None,-7.3,249.0, None, None, 0.0,635.0, None,2022-01-06 01:00:00, None,1
2.0, None, 811.0, None,-7.3,256.0, None, None, 0.0,638.0, None,2022-01-06 02:00:00, None,1
1.0, None, 811.0, None,-6.7,255.0, None, None, 0.0,640.0, None,2022-01-06 03:00:00, None,1
1.0, None, 811.0, None,-5.6,254.0, None, None, 0.0,643.0, None,2022-01-06 04:00:00, None,1
2.0, None, 811.0, None,-5.3,253.0, None, None, 0.0,645.0, None,2022-01-06 05:00:00, None,1
1.0, None, 811.0, None,-4.3,251.0, None, None, 0.0,646.0, None,2022-01-06 06:00:00, None,1
0.0, None, 810.0, None,-2.5,252.0, None, None, None,647.0, None,2022-01-06 07:00:00, None,1
None, None, 809.0, None,-1.2,251.0, None, None, None,649.0, None,2022-01-06 08:00:00, None,1
None, None, 808.0, None,-0.5,251.0, None, None, None,649.0, None,2022-01-06 09:00:00, None,1
None, None, 807.0, None,-0.1,250.0, None, None, None,650.0, None,2022-01-06 10:00:00, None,1
None, None, 806.0, None,0.0,250.0, None, None, None,651.0, None,2022-01-06 11:00:00, None,1
None, None, 807.0, None,0.1,247.0, None, None, 1.0,652.0, None,2022-01-06 12:00:00, None,1
0.0, None, 810.0, None,0.5,247.0, None, None, 3.0,653.0, None,2022-01-06 13:00:00, None,1
2.0, None, 812.0, None,0.8,246.0, None, None, 2.0,654.0, None,2022-01-06 14:00:00, None,1
33.0, None, 843.0, None,0.8,245.0, None, None, 31.0,655.0, None,2022-01-06 15:00:00, None,1
66.0, None, 876.0, None,0.9,245.0, None, None, 33.0,656.0, None,2022-01-06 16:00:00, None,1
67.0, None, 877.0, None,0.9,244.0, None, None, 1.0,657.0, None,2022-01-06 17:00:00, None,1
66.0, None, 876.0, None,0.6,244.0, None, None, None,658.0, None,2022-01-06 18:00:00, None,1
69.0, None, 879.0, None,0.0,242.0, None, None, 3.0,659.0, None,2022-01-06 19:00:00, None,1
70.0, None, 880.0, None,-0.5,241.0, None, None, 1.0,660.0, None,2022-01-06 20:00:00, None,1
73.0, None, 883.0, None,-0.2,245.0, None, None, 3.0,661.0, None,2022-01-06 21:00:00, None,1
72.0, None, 883.0, None,-0.3,249.0, None, None, 0.0,662.0, None,2022-01-06 22:00:00, None,1
73.0, None, 884.0, None,0.0,247.0, None, None, 1.0,664.0, None,2022-01-06 23:00:00, None,1
73.0, None, 884.0, None,0.0,250.0, None, None, 0.0,665.0, None,2022-01-07 00:00:00, None,1
74.0, None, 885.0, None,0.3,250.0, None, None, 1.0,667.0, None,2022-01-07 01:00:00, None,1
75.0, None, 886.0, None,0.7,247.0, None, None, 1.0,667.0, None,2022-01-07 02:00:00, None,1
77.0, None, 888.0, None,0.4,245.0, None, None, 2.0,669.0, None,2022-01-07 03:00:00, None,1
77.0, None, 888.0, None,0.1,245.0, None, None, 0.0,670.0, None,2022-01-07 04:00:00, None,1
79.0, None, 890.0, None,0.0,243.0, None, None, 2.0,670.0, None,2022-01-07 05:00:00, None,1
79.0, None, 890.0, None,0.0,243.0, None, None, 0.0,671.0, None,2022-01-07 06:00:00, None,1
80.0, None, 890.0, None,-0.2,246.0, None, None, 0.0,672.0, None,2022-01-07 07:00:00, None,1
81.0, None, 890.0, None,-0.7,245.0, None, None, 0.0,672.0, None,2022-01-07 08:00:00, None,1
82.0, None, 890.0, None,-1.6,243.0, None, None, 0.0,673.0, None,2022-01-07 09:00:00, None,1
83.0, None, 890.0, None,-2.7,242.0, None, None, 0.0,673.0, None,2022-01-07 10:00:00, None,1
84.0, None, 890.0, None,-1.8,242.0, None, None, 0.0,674.0, None,2022-01-07 11:00:00, None,1
83.0, None, 890.0, None,-3.0,242.0, None, None, 0.0,674.0, None,2022-01-07 12:00:00, None,1
80.0, None, 890.0, None,-4.0,242.0, None, None, 0.0,675.0, None,2022-01-07 13:00:00, None,1
77.0, None, 889.0, None,-5.2,240.0, None, None, None,675.0, None,2022-01-07 14:00:00, None,1
45.0, None, 888.0, None,-5.7,239.0, None, None, None,675.0, None,2022-01-07 15:00:00, None,1
13.0, None, 889.0, None,-5.7,239.0, None, None, 1.0,676.0, None,2022-01-07 16:00:00, None,1
12.0, None, 889.0, None,-6.2,239.0, None, None, 0.0,677.0, None,2022-01-07 17:00:00, None,1
13.0, None, 889.0, None,-6.4,238.0, None, None, 0.0,677.0, None,2022-01-07 18:00:00, None,1
11.0, None, 890.0, None,-6.4,238.0, None, None, 1.0,677.0, None,2022-01-07 19:00:00, None,1
9.0, None, 889.0, None,-6.1,238.0, None, None, None,677.0, None,2022-01-07 20:00:00, None,1
6.0, None, 889.0, None,-6.1,237.0, None, None, 0.0,677.0, None,2022-01-07 21:00:00, None,1
6.0, None, 889.0, None,-6.2,237.0, None, None, 0.0,678.0, None,2022-01-07 22:00:00, None,1
4.0, None, 888.0, None,-6.1,237.0, None, None, None,678.0, None,2022-01-07 23:00:00, None,1
