RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
83.1, None, None, None, 0.001, 338.7, None, None, -12.0, 917.0, None, None, None, None, None, None, None, None,-9.82, None, None, None, None, 20.01, None, None, None, None, None, None,2017-01-06 14:00:00, None,1
84.0, None, None, None, 0.001, 341.3, None, None, -12.0, 917.0, None, None, None, None, None, 61.55, None, None,-9.79, None, None, None, None, 16.48, None, None, None, None, None, None,2017-01-06 15:00:00, None,1
79.98, None, None, None, 0.001, 1.255, None, None, -13.0, 918.0, None, None, None, None, None, None, None, None,-10.34, None, None, None, None, 42.73, None, None, None, None, None, None,2017-01-06 16:00:00, None,1
82.3, None, None, None, 0.001, 346.6, None, None, -13.0, 918.0, None, None, None, None, None, 61.72, None, None,-10.88, None, None, None, None, 43.22, None, None, None, None, None, None,2017-01-06 17:00:00, None,1
83.5, None, None, None, 0.001, 338.7, None, None, -13.0, 918.0, None, None, None, None, None, 61.65, None, None,-11.01, None, None, None, None, 37.1, None, None, None, None, None, None,2017-01-06 18:00:00, None,1
83.1, None, None, None, 0.001, 327.9, None, None, -13.0, 918.0, None, None, None, None, None, 61.7, None, None,-10.93, None, None, None, None, 26.09, None, None, None, None, None, None,2017-01-06 19:00:00, None,1
79.05, None, None, None, 0.001, 357.6, None, None, -13.0, 919.0, None, None, None, None, None, 61.56, None, None,-10.42, None, None, None, None, 49.4, None, None, None, None, None, None,2017-01-06 20:00:00, None,1
85.4, None, None, None, 0.001, 337.9, None, None, -13.0, 919.0, None, None, None, None, None, 61.61, None, None,-10.86, None, None, None, None, 26.33, None, None, None, None, None, None,2017-01-06 21:00:00, None,1
86.1, None, None, None, 0.0, 324.2, None, None, -12.0, 919.0, None, None, None, None, None, None, None, None,-10.75, None, None, None, None, 29.47, None, None, None, None, None, None,2017-01-06 22:00:00, None,1
85.4, None, None, None, 0.001, 328.4, None, None, -12.0, 920.0, None, None, None, None, None, 61.3, None, None,-10.65, None, None, None, None, 19.55, None, None, None, None, None, None,2017-01-06 23:00:00, None,1
87.2, None, None, None, 0.001, 323.7, None, None, -13.0, 920.0, None, None, None, None, None, 61.32, None, None,-11.38, None, None, None, None, 30.5, None, None, None, None, None, None,2017-01-07 00:00:00, None,1
89.8, None, None, None, 0.0, 323.5, None, None, -13.0, 920.0, None, None, None, None, None, None, None, None,-12.25, None, None, None, None, 16.66, None, None, None, None, None, None,2017-01-07 01:00:00, None,1
89.3, None, None, None, 0.0, 318.4, None, None, -14.0, 921.0, None, None, None, None, None, 61.17, None, None,-12.44, None, None, None, None, 19.85, None, None, None, None, None, None,2017-01-07 02:00:00, None,1
89.5, None, None, None, 0.0, 324.8, None, None, -14.0, 921.0, None, None, None, None, None, 61.37, None, None,-12.63, None, None, None, None, 16.68, None, None, None, None, None, None,2017-01-07 03:00:00, None,1
88.0, None, None, None, 0.0, 330.4, None, None, -15.0, 920.0, None, None, None, None, None, 61.75, None, None,-13.5, None, None, None, None, 9.08, None, None, None, None, None, None,2017-01-07 04:00:00, None,1
88.5, None, None, None, 0.0, 328.2, None, None, -14.0, 920.0, None, None, None, None, None, None, None, None,-12.78, None, None, None, None, 11.67, None, None, None, None, None, None,2017-01-07 05:00:00, None,1
99.9, None, None, None, 0.0, 332.2, None, None, -13.0, 920.0, None, None, None, None, None, 61.42, None, None,-13.25, None, None, None, None, 10.61, None, None, None, None, None, None,2017-01-07 06:00:00, None,1
77.9, None, None, None, 0.0, 336.1, None, None, -16.0, 920.0, None, None, None, None, None, 61.22, None, None,-12.87, None, None, None, None, 11.16, None, None, None, None, None, None,2017-01-07 07:00:00, None,1
84.9, None, None, None, 0.0, 330.2, None, None, -15.0, 920.0, None, None, None, None, None, 61.54, None, None,-13.51, None, None, None, None, 9.39, None, None, None, None, None, None,2017-01-07 08:00:00, None,1
