wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
246.0, 80.0, 3.8, 0.0, -20.3, 2.8, -17.7, -18.9, 101.0, 0.0, 0.0, 79.0,2022-01-01 00:00:00,1
160.0, 79.0, 2.8, 0.0, -21.6, 10.8, -18.9, -16.6, 246.0, 0.0, 0.0, 76.0,2022-01-01 01:00:00,1
126.0, 76.0, 10.8, 0.0, -19.8, 4.8, -16.6, -16.0, 160.0, 0.0, 0.0, 77.0,2022-01-01 02:00:00,1
151.0, 77.0, 4.8, 0.0, -19.1, 10.5, -16.0, -15.0, 126.0, 0.0, 0.0, 71.0,2022-01-01 03:00:00,1
144.0, 71.0, 10.5, 0.0, -19.1, 3.9, -15.0, -15.0, 151.0, 0.0, 0.0, 76.0,2022-01-01 04:00:00,1
148.0, 76.0, 3.9, 0.0, -18.3, 10.6, -15.0, -14.8, 144.0, 0.0, 0.0, 75.0,2022-01-01 05:00:00,1
127.0, 75.0, 10.6, 0.0, -18.2, 7.0, -14.8, -14.6, 148.0, 0.0, 0.0, 78.0,2022-01-01 06:00:00,1
129.0, 78.0, 7.0, 0.0, -17.6, 8.2, -14.6, -14.0, 127.0, 0.0, 0.0, 78.0,2022-01-01 07:00:00,1
155.0, 78.0, 8.2, 0.0, -17.0, 12.7, -14.0, -13.3, 129.0, 0.0, 0.0, 79.0,2022-01-01 08:00:00,1
152.0, 79.0, 12.7, 0.0, -16.2, 12.1, -13.3, -11.8, 155.0, 0.0, 0.0, 74.0,2022-01-01 09:00:00,1
145.0, 74.0, 12.1, 0.0, -15.5, 7.8, -11.8, -11.6, 152.0, 0.0, 0.0, 74.0,2022-01-01 10:00:00,1
140.0, 74.0, 7.8, 0.0, -15.3, 13.6, -11.6, -10.3, 145.0, 0.0, 0.0, 70.0,2022-01-01 11:00:00,1
148.0, 70.0, 13.6, 0.0, -14.7, 13.2, -10.3, -9.2, 140.0, 0.0, 0.0, 66.0,2022-01-01 12:00:00,1
148.0, 66.0, 13.2, 0.0, -14.4, 16.8, -9.2, -8.7, 148.0, 0.0, 0.0, 66.0,2022-01-01 13:00:00,1
136.0, 66.0, 16.8, 0.0, -13.9, 16.1, -8.7, -7.9, 148.0, 0.0, 0.0, 66.0,2022-01-01 14:00:00,1
150.0, 66.0, 16.1, 0.0, -13.1, 17.5, -7.9, -8.1, 136.0, 0.0, 0.0, 68.0,2022-01-01 15:00:00,1
143.0, None, None, 0.0, None, 16.5, None, -7.9, None, None, None, 69.0,2022-01-01 16:00:00,1
153.0, 69.0, 16.5, 0.0, -12.6, 18.8, -7.9, -6.9, 143.0, 0.0, None, 65.0,2022-01-01 17:00:00,1
140.0, 65.0, 18.8, 0.0, -12.4, 19.4, -6.9, -7.1, 153.0, 0.0, 0.0, 65.0,2022-01-01 18:00:00,1
