wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
5.0, None, None, 0.0, None, 0.0, None, -27.9, None, None, None, 67.0,2022-01-01 00:00:00, None,1
338.0, None, None, 0.0, None, 0.0, None, -28.1, None, None, None, 68.0,2022-01-01 01:00:00, None,1
303.0, None, None, 0.0, None, 0.0, None, -28.0, None, None, None, 68.0,2022-01-01 02:00:00, None,1
340.0, 68.0, 0.0, 0.0, -32.1, 0.0, -28.0, -28.1, 303.0, 0.0, 0.0, 67.0,2022-01-01 03:00:00, None,1
46.0, None, None, 0.0, None, 0.0, None, -28.0, None, None, None, 67.0,2022-01-01 04:00:00, None,1
323.0, None, None, 0.0, None, 0.0, None, -28.2, None, None, None, 68.0,2022-01-01 05:00:00, None,1
289.0, None, None, 0.0, None, 0.0, None, -24.9, None, None, None, 72.0,2022-01-01 06:00:00, None,1
252.0, None, None, 0.0, None, 0.0, None, -24.1, None, None, None, 69.0,2022-01-01 07:00:00, None,1
238.0, None, None, 0.0, None, 0.0, None, -22.8, None, None, None, 68.0,2022-01-01 08:00:00, None,1
151.0, None, None, 0.0, None, 0.0, None, -19.0, None, None, None, 63.0,2022-01-01 09:00:00, None,1
176.0, None, None, 0.0, None, 3.4, None, -17.4, None, None, None, 59.0,2022-01-01 10:00:00, None,1
127.0, None, None, 0.0, None, 3.5, None, -18.3, None, None, None, 63.0,2022-01-01 11:00:00, None,1
56.0, None, None, 0.0, None, 1.6, None, -17.3, None, None, None, 64.0,2022-01-01 12:00:00, None,1
89.0, None, None, 0.0, None, 3.7, None, -18.2, None, None, None, 69.0,2022-01-01 13:00:00, None,1
223.0, 69.0, 3.7, 0.0, -22.5, 2.0, -18.2, -19.0, 89.0, 0.0, 0.0, 72.0,2022-01-01 14:00:00, None,1
337.0, None, None, 0.0, None, 0.0, None, -19.8, None, None, None, 74.0,2022-01-01 15:00:00, None,1
300.0, None, None, 0.0, None, 2.3, None, -20.5, None, None, None, 75.0,2022-01-01 16:00:00, None,1
359.0, None, None, 0.0, None, 3.3, None, -20.9, None, None, None, 76.0,2022-01-01 17:00:00, None,1
352.0, None, None, 0.0, None, 2.0, None, -20.8, None, None, None, 77.0,2022-01-01 18:00:00, None,1
8.0, None, None, 0.0, None, 1.6, None, -19.7, None, None, None, 77.0,2022-01-01 19:00:00, None,1
105.0, None, None, 0.0, None, 2.2, None, -19.3, None, None, None, 77.0,2022-01-01 20:00:00, None,1
359.0, 77.0, 2.2, 0.0, -22.3, 4.0, -19.3, -20.2, 105.0, 0.0, 0.0, 77.0,2022-01-01 21:00:00, None,1
287.0, 77.0, 4.0, 0.0, -23.2, 1.9, -20.2, -20.0, 359.0, 0.0, 0.0, 77.0,2022-01-01 22:00:00, None,1
21.0, None, None, 0.0, None, 4.7, None, -19.8, None, None, None, 77.0,2022-01-01 23:00:00, None,1
33.0, None, None, 0.0, None, 2.5, None, -19.9, None, None, None, 78.0,2022-01-02 00:00:00, None,1
283.0, None, None, 0.0, None, 2.8, None, -20.8, None, None, None, 77.0,2022-01-02 01:00:00, None,1
38.0, None, None, 0.0, None, 2.5, None, -19.1, None, None, None, 80.0,2022-01-02 02:00:00, None,1
358.0, None, None, 0.0, None, 2.9, None, -17.2, None, None, None, 80.0,2022-01-02 03:00:00, None,1
41.0, None, None, 0.0, None, 3.3, None, -15.8, None, None, None, 81.0,2022-01-02 04:00:00, None,1
65.0, None, None, 0.0, None, 3.6, None, -15.2, None, None, None, 83.0,2022-01-02 05:00:00, None,1
80.0, None, None, 0.0, None, 5.4, None, -14.2, None, None, None, 84.0,2022-01-02 06:00:00, None,1
213.0, 84.0, 5.4, 0.0, -16.3, 2.2, -14.2, -14.5, 80.0, 0.0, 0.0, 82.0,2022-01-02 07:00:00, None,1
238.0, 82.0, 2.2, 0.0, -16.9, 2.7, -14.5, -13.8, 213.0, 0.0, 0.0, 82.0,2022-01-02 08:00:00, None,1
143.0, 82.0, 2.7, 0.0, -16.2, 3.5, -13.8, -13.2, 238.0, 0.0, 0.0, 83.0,2022-01-02 09:00:00, None,1
349.0, None, None, 0.0, None, 2.9, None, -12.2, None, None, None, 82.0,2022-01-02 10:00:00, None,1
90.0, None, None, 0.0, None, 3.2, None, -11.0, None, None, None, 80.0,2022-01-02 11:00:00, None,1
99.0, None, None, 0.0, None, 4.1, None, -10.2, None, None, None, 81.0,2022-01-02 12:00:00, None,1
124.0, None, None, 0.0, None, 4.1, None, -10.6, None, None, None, 84.0,2022-01-02 13:00:00, None,1
0.0, None, None, 0.0, None, 3.6, None, -10.3, None, None, None, 85.0,2022-01-02 14:00:00, None,1
0.0, None, None, 0.0, None, 3.5, None, -10.7, None, None, None, 87.0,2022-01-02 15:00:00, None,1
0.0, None, None, 0.0, None, 2.1, None, -11.0, None, None, None, 88.0,2022-01-02 16:00:00, None,1
0.0, None, None, 0.0, None, 2.8, None, -11.1, None, None, None, 87.0,2022-01-02 17:00:00, None,1
0.0, None, None, 0.0, None, 0.0, None, -11.1, None, None, None, 88.0,2022-01-02 18:00:00, None,1
0.0, None, None, 0.0, None, 3.0, None, -11.4, None, None, None, 87.0,2022-01-02 19:00:00, None,1
0.0, None, None, 0.0, None, 2.3, None, -11.3, None, None, None, 87.0,2022-01-02 20:00:00, None,1
0.0, None, None, 0.0, None, 1.8, None, -12.5, None, None, None, 86.0,2022-01-02 21:00:00, None,1
0.0, None, None, 0.0, None, 2.1, None, -11.6, None, None, None, 88.0,2022-01-02 22:00:00, None,1
249.0, None, None, 0.0, None, 3.8, None, -10.7, None, None, None, 88.0,2022-01-02 23:00:00, None,1
296.0, None, None, 0.0, None, 2.5, None, -10.1, None, None, None, 89.0,2022-01-03 00:00:00, None,1
0.0, None, None, 0.0, None, 1.9, None, -9.8, None, None, None, 89.0,2022-01-03 01:00:00, None,1
0.0, None, None, 0.0, None, 3.1, None, -9.6, None, None, None, 89.0,2022-01-03 02:00:00, None,1
0.0, None, None, 0.0, None, 1.8, None, -9.3, None, None, None, 90.0,2022-01-03 03:00:00, None,1
