pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,0.84,71.05, None, None, 41.84, 10.94, 268.2, None, None, None, None, None, None,-4.0, 1003.0, None, None, None,2017-01-07 00:00:00, None, 47.82, None,1
None,0.873,70.09, None, None, 44.52, 9.42, 267.9, None, None, None, None, None, None,-4.0, 1004.0, None, None, None,2017-01-07 01:00:00, None, 47.54, None,1
None,0.798,70.23, None, None, 39.15, 11.03, 268.1, None, None, None, None, None, None,-4.0, 1004.0, None, None, None,2017-01-07 02:00:00, None, 47.41, None,1
None,0.992,65.73, None, None, 44.31, 9.13, 264.5, None, None, None, None, None, None,-5.0, 1005.0, None, None, None,2017-01-07 03:00:00, None, 47.54, None,1
None,0.896,62.62, None, None, 51.97, 8.37, 234.2, None, None, None, None, None, None,-6.0, 1006.0, None, None, None,2017-01-07 04:00:00, None, 47.37, None,1
None,0.267,68.7, None, None, 51.21, 8.41, 239.4, None, None, None, None, None, None,-5.0, 1006.0, None, None, None,2017-01-07 05:00:00, None, 47.07, None,1
None,0.246,63.64, None, None, 55.39, 8.65, 260.6, None, None, None, None, None, None,-6.0, 1006.0, None, None, None,2017-01-07 06:00:00, None, 47.14, None,1
None,0.521,57.67, None, None, 54.93, 9.86, 220.2, None, None, None, None, None, None,-7.0, 1007.0, None, None, None,2017-01-07 07:00:00, None, 46.88, None,1
None,-0.114,59.41, None, None, 46.47, 10.2, 251.5, None, None, None, None, None, None,-6.0, 1007.0, None, None, None,2017-01-07 08:00:00, None, 46.75, None,1
None,-0.14,60.31, None, None, 50.42, 9.85, 247.8, None, None, None, None, None, None,-6.0, 1008.0, None, None, None,2017-01-07 09:00:00, None, 46.69, None,1
None,-0.394,58.66, None, None, 47.09, 10.05, 243.9, None, None, None, None, None, None,-7.0, 1009.0, None, None, None,2017-01-07 10:00:00, None, 46.41, None,1
None,0.019,54.35, None, None, 46.82, 9.9, 246.6, None, None, None, None, None, None,-8.0, 1009.0, None, None, None,2017-01-07 11:00:00, None, 45.85, None,1
None,0.202,53.35, None, None, 52.23, 11.21, 238.0, None, None, None, None, None, None,-8.0, 1010.0, None, None, None,2017-01-07 12:00:00, None, 46.01, None,1
None,0.144,50.98, None, None, 60.05, 11.37, 211.7, None, None, None, None, None, None,-8.0, 1010.0, None, None, None,2017-01-07 13:00:00, None, 45.49, None,1
None,-0.248,50.37, None, None, 67.31, 12.3, 219.2, None, None, None, None, None, None,-9.0, 1009.0, None, None, None,2017-01-07 14:00:00, None, 44.82, None,1
None,-0.44,53.08, None, None, 42.57, 12.59, 287.9, None, None, None, None, None, None,-8.0, 1010.0, None, None, None,2017-01-07 15:00:00, None, 44.04, None,1
None,-0.83,51.31, None, None, 49.17, 11.59, 266.5, None, None, None, None, None, None,-9.0, 1010.0, None, None, None,2017-01-07 16:00:00, None, 44.05, None,1
None,-1.81,53.81, None, None, 43.86, 8.62, 268.0, None, None, None, None, None, None,-9.0, 1011.0, None, None, None,2017-01-07 17:00:00, None, 43.97, None,1
None,-1.516,49.91, None, None, 44.21, 10.28, 273.1, None, None, None, None, None, None,-9.0, 1011.0, None, None, None,2017-01-07 18:00:00, None, 44.08, None,1
None,-1.618,49.49, None, None, 47.1, 10.66, 267.6, None, None, None, None, None, None,-10.0, 1011.0, None, None, None,2017-01-07 19:00:00, None, 43.88, None,1
None,-1.643,46.2, None, None, 44.15, 11.74, 274.7, None, None, None, None, None, None,-11.0, 1010.0, None, None, None,2017-01-07 20:00:00, None, 43.84, None,1
None,-1.495,47.93, None, None, 51.0, 10.98, 269.6, None, None, None, None, None, None,-10.0, 1009.0, None, None, None,2017-01-07 21:00:00, None, 43.33, None,1
None,-1.283,48.39, None, None, 60.99, 10.62, 269.3, None, None, None, None, None, None,-10.0, 1010.0, None, None, None,2017-01-07 22:00:00, None, 43.68, None,1
None,-0.91,47.8, None, None, 37.71, 13.86, 274.3, None, None, None, None, None, None,-10.0, 1009.0, None, None, None,2017-01-07 23:00:00, None, 43.34, None,1
