pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None,1528.0, None, None, None, None,2016-05-21 09:00:00,6.1, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-21 10:00:00,5.8, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-21 11:00:00,5.7, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-21 12:00:00,5.5, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-21 13:00:00,5.8, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-21 14:00:00,6.4, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-21 15:00:00,7.3, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-21 16:00:00,7.2, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-21 17:00:00,7.9, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-21 18:00:00,9.0, None, None, None,21
None, None,1527.0, None, None, None, None,2016-05-21 19:00:00,13.0, None, None, None,21
None, None,1526.0, None, None, None, None,2016-05-21 20:00:00,13.1, None, 0.0, None,21
None, None,1526.0, None, None, None, None,2016-05-21 21:00:00,12.2, None, None, None,21
None, None,1526.0, None, None, None, None,2016-05-21 22:00:00,12.0, None, None, None,21
None, None,1527.0, None, None, None, None,2016-05-21 23:00:00,10.5, None, 0.0, None,21
None, None,1527.0, None, None, None, None,2016-05-22 00:00:00,10.1, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-22 01:00:00,9.0, None, None, None,21
None, None,1528.0, None, None, None, None,2016-05-22 02:00:00,9.0, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-22 03:00:00,8.1, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-22 04:00:00,7.0, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-22 05:00:00,6.6, None, None, None,21
None, None,1529.0, None, None, None, None,2016-05-22 06:00:00,6.1, None, None, None,21
None, None,1530.0, None, None, None, None,2016-05-22 07:00:00,5.9, None, None, None,21
None, None,1530.0, None, None, None, None,2016-05-22 08:00:00,5.7, None, None, None,21
None, None,1530.0, None, None, None, None,2016-05-22 09:00:00,5.4, None, None, None,21
None, None,1530.0, None, None, None, None,2016-05-22 10:00:00,5.2, None, None, None,21
None, None,1530.0, None, None, None, None,2016-05-22 11:00:00,5.2, None, None, None,21
None, None,1531.0, None, None, None, None,2016-05-22 12:00:00,4.9, None, None, None,21
None, None,1531.0, None, None, None, None,2016-05-22 13:00:00,4.9, None, None, None,21
None, None,1532.0, None, None, None, None,2016-05-22 14:00:00,5.0, None, None, None,21
None, None,1533.0, None, None, None, None,2016-05-22 15:00:00,4.9, None, None, None,21
None, None,1534.0, None, None, None, None,2016-05-22 16:00:00,5.4, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-22 17:00:00,5.7, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-22 18:00:00,5.6, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-22 19:00:00,5.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-22 20:00:00,6.5, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-22 21:00:00,6.2, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-22 22:00:00,6.9, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-22 23:00:00,6.6, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 00:00:00,6.2, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 01:00:00,6.4, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 02:00:00,6.2, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 03:00:00,6.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 04:00:00,6.1, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 05:00:00,5.8, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 06:00:00,5.7, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 07:00:00,5.7, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 08:00:00,5.4, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 09:00:00,5.5, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 10:00:00,5.5, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 11:00:00,5.3, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 12:00:00,5.3, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 13:00:00,5.6, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 14:00:00,6.0, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-23 15:00:00,6.4, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 16:00:00,7.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 17:00:00,10.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-23 18:00:00,9.9, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-23 19:00:00,12.3, None, 0.0, None,21
None, None,1536.0, None, None, None, None,2016-05-23 20:00:00,15.9, None, 0.0, None,21
None, None,1535.0, None, None, None, None,2016-05-23 21:00:00,17.0, None, 0.0, None,21
None, None,1535.0, None, None, None, None,2016-05-23 22:00:00,16.9, None, 1.0, None,21
None, None,1535.0, None, None, None, None,2016-05-23 23:00:00,15.5, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-24 00:00:00,14.0, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-24 01:00:00,13.0, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 02:00:00,12.3, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 03:00:00,11.8, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 04:00:00,11.0, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 05:00:00,10.6, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 06:00:00,10.0, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-24 07:00:00,9.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 08:00:00,8.6, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 09:00:00,8.0, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 10:00:00,7.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 11:00:00,6.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 12:00:00,6.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 13:00:00,6.7, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 14:00:00,7.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-24 15:00:00,9.5, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-24 16:00:00,12.3, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-24 17:00:00,13.9, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-24 18:00:00,14.9, None, 1.0, None,21
None, None,1535.0, None, None, None, None,2016-05-24 19:00:00,17.8, None, 0.0, None,21
None, None,1534.0, None, None, None, None,2016-05-24 20:00:00,17.6, None, None, None,21
None, None,1533.0, None, None, None, None,2016-05-24 21:00:00,19.8, None, None, None,21
None, None,1533.0, None, None, None, None,2016-05-24 22:00:00,19.6, None, None, None,21
None, None,1533.0, None, None, None, None,2016-05-24 23:00:00,16.4, None, None, None,21
None, None,1534.0, None, None, None, None,2016-05-25 00:00:00,15.6, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-25 01:00:00,13.8, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-25 02:00:00,13.5, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-25 03:00:00,12.8, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 04:00:00,11.5, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 05:00:00,10.8, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 06:00:00,10.3, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 07:00:00,9.7, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 08:00:00,10.2, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 09:00:00,10.0, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 10:00:00,10.1, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 11:00:00,10.2, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 12:00:00,9.8, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-25 13:00:00,9.2, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-25 14:00:00,9.6, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 15:00:00,10.4, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 16:00:00,11.9, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-25 17:00:00,14.4, None, 0.0, None,21
None, None,1535.0, None, None, None, None,2016-05-25 18:00:00,13.6, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 19:00:00,11.4, None, 0.0, None,21
None, None,1536.0, None, None, None, None,2016-05-25 20:00:00,13.5, None, None, None,21
None, None,1535.0, None, None, None, None,2016-05-25 21:00:00,16.6, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-25 22:00:00,12.8, None, 0.0, None,21
None, None,1536.0, None, None, None, None,2016-05-25 23:00:00,12.9, None, None, None,21
None, None,1536.0, None, None, None, None,2016-05-26 00:00:00,12.3, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-26 01:00:00,12.3, None, 0.0, None,21
None, None,1537.0, None, None, None, None,2016-05-26 02:00:00,11.5, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-26 03:00:00,10.7, None, None, None,21
None, None,1537.0, None, None, None, None,2016-05-26 04:00:00,10.2, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 05:00:00,9.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 06:00:00,9.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 07:00:00,8.9, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 08:00:00,8.3, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 09:00:00,7.8, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 10:00:00,7.2, None, 0.0, None,21
None, None,1539.0, None, None, None, None,2016-05-26 11:00:00,6.7, None, 0.0, None,21
None, None,1539.0, None, None, None, None,2016-05-26 12:00:00,6.8, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-26 13:00:00,7.5, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-26 14:00:00,8.2, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 15:00:00,10.0, None, None, None,21
None, None,1538.0, None, None, None, None,2016-05-26 16:00:00,9.9, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-26 17:00:00,9.2, None, None, None,21
None, None,1539.0, None, None, None, None,2016-05-26 18:00:00,9.1, None, None, None,21
None, None,1540.0, None, None, None, None,2016-05-26 19:00:00,7.8, None, None, None,21
None, None,1543.0, None, None, None, None,2016-05-26 20:00:00,6.5, None, None, None,21
None, None,1545.0, None, None, None, None,2016-05-26 21:00:00,5.9, None, None, None,21
None, None,1546.0, None, None, None, None,2016-05-26 22:00:00,6.8, None, None, None,21
None, None,1545.0, None, None, None, None,2016-05-26 23:00:00,8.0, None, 0.0, None,21
