RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
78.57, None, None, None, 1.208, 9.05, -25.0, -24.6, -25.0, 905.0, None, None, None, 29.0, None, 28.66, None, None, -22.93, None, -20.7, None, None, 22.96, None, -22.9, 1025.8, 0.2, 0.0, 79.0,2022-01-01 00:00:00, 905.0,1
78.11, None, None, None, 0.92, 38.59, -26.0, -24.6, -26.0, 905.0, None, None, None, 29.0, None, 28.67, None, None, -23.19, None, -20.7, None, None, 34.25, None, -23.2, 1025.8, 0.0, 0.0, 78.0,2022-01-01 01:00:00, 905.0,1
78.37, None, None, None, 0.683, 16.84, -26.0, -24.6, -26.0, 906.0, None, None, None, 29.0, None, 28.62, None, None, -23.46, None, -20.7, None, None, 32.62, None, -23.5, 1027.1, 0.1, 0.0, 78.0,2022-01-01 02:00:00, 906.0,1
77.97, None, None, None, 1.126, 37.99, -26.0, -24.6, -26.0, 906.0, None, None, None, 29.0, None, 28.69, None, None, -23.71, None, -20.7, None, None, 33.4, None, -23.7, 1027.2, -0.1, 0.0, 78.0,2022-01-01 03:00:00, 906.0,1
77.72, None, None, None, 1.263, 37.02, -26.0, -24.6, -26.0, 906.0, None, None, None, 29.0, None, 28.66, None, None, -23.97, None, -20.7, None, None, 40.6, None, -24.0, 1027.5, 0.0, 0.0, 78.0,2022-01-01 04:00:00, 906.0,1
77.45, None, None, None, 1.187, 9.73, -27.0, -24.6, -27.0, 906.0, None, None, None, 29.0, None, 28.6, None, None, -24.09, None, -20.7, None, None, 25.75, None, -24.1, 1027.8, 0.0, 0.0, 77.0,2022-01-01 05:00:00, 906.0,1
77.51, None, None, None, 1.009, 16.1, -26.0, -24.6, -26.0, 906.0, None, None, None, 29.0, None, 28.61, None, None, -23.69, None, -20.7, None, None, 29.93, None, -23.7, 1028.0, 0.0, 0.0, 78.0,2022-01-01 06:00:00, 906.0,1
77.84, None, None, None, 1.379, 356.9, -26.0, -24.0, -26.0, 907.0, None, None, None, 29.0, None, 28.95, None, None, -23.67, None, -23.6, None, None, 20.44, None, -23.7, 1029.2, 0.0, 1.0, 78.0,2022-01-01 07:00:00, 907.0,1
78.26, None, None, None, 0.401, 28.85, -25.0, -24.0, -25.0, 907.0, None, None, None, 29.0, None, 28.92, None, None, -22.99, None, -23.0, None, None, 32.96, None, -23.0, 1029.3, 0.2, 0.0, 78.0,2022-01-01 08:00:00, 907.0,1
79.36, None, None, None, 0.333, 359.1, -24.0, -24.0, -24.0, 907.0, None, None, None, 29.0, None, 28.87, None, None, -21.67, None, -21.7, None, None, 33.04, None, -21.7, 1029.2, 0.1, 0.0, 79.0,2022-01-01 09:00:00, 907.0,1
