RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
96.4, None, None, None, 0.0, 136.1, -5.0, -6.8, -5.0, 1008.0, None, None, None, 18.0, None, 18.38, 0.0, None, -4.907, None, -4.9, None, None, 0.091, None, -4.9, 1022.5, 0.1, 0.0, 96.0,2022-01-01 00:00:00, 1008.0,1
96.5, None, None, None, 0.0, 136.1, -5.0, -6.8, -5.0, 1008.0, None, None, None, 18.0, None, 18.19, None, None, -4.565, None, -4.6, None, None, 0.074, None, -4.6, 1022.4, -0.1, 0.0, 97.0,2022-01-01 01:00:00, 1008.0,1
96.6, None, None, None, 0.0, 139.1, -5.0, -6.8, -5.0, 1008.0, None, None, None, 18.0, None, 18.13, None, None, -4.456, None, -4.4, None, None, 7.373, None, -4.5, 1022.4, 0.0, 0.0, 97.0,2022-01-01 02:00:00, 1008.0,1
96.3, None, None, None, 0.228, 142.0, -5.0, -6.8, -5.0, 1009.0, None, None, None, 18.0, None, 18.09, None, None, -4.666, None, -4.4, None, None, 8.11, None, -4.7, 1023.5, 0.0, 0.0, 96.0,2022-01-01 03:00:00, 1009.0,1
95.8, None, None, None, 0.255, 153.0, -6.0, -6.8, -6.0, 1009.0, None, None, None, 18.0, None, 18.01, None, None, -4.999, None, -4.4, None, None, 8.54, None, -5.0, 1023.5, 0.0, 0.0, 96.0,2022-01-01 04:00:00, 1009.0,1
95.8, None, None, None, 0.002, 154.3, -5.0, -6.8, -5.0, 1008.0, None, None, None, 18.0, None, 17.95, None, None, -4.779, None, -4.4, None, None, 0.0, None, -4.8, 1022.5, 0.0, 0.0, 96.0,2022-01-01 05:00:00, 1008.0,1
95.7, None, None, None, 0.0, 154.3, -5.0, -6.8, -5.0, 1008.0, None, None, None, 18.0, None, 17.99, None, None, -4.675, None, -4.4, None, None, 0.0, None, -4.7, 1022.5, 0.0, 0.0, 96.0,2022-01-01 06:00:00, 1008.0,1
95.4, None, None, None, 0.0, 154.3, -5.0, -4.7, -5.0, 1008.0, None, None, None, 18.0, None, 17.7, None, None, -4.625, None, -4.6, None, None, 0.0, None, -4.6, 1022.5, 0.0, 0.0, 95.0,2022-01-01 07:00:00, 1008.0,1
95.5, None, None, None, 0.0, 154.3, -5.0, -4.7, -5.0, 1007.0, None, None, None, 18.0, None, 17.68, None, None, -4.517, None, -4.5, None, None, 0.0, None, -4.5, 1021.5, 0.0, 0.0, 96.0,2022-01-01 08:00:00, 1007.0,1
95.7, None, None, None, 0.005, 154.3, -5.0, -4.7, -5.0, 1007.0, None, None, None, 18.0, None, 17.61, None, None, -4.327, None, -4.3, None, None, 0.079, None, -4.3, 1021.5, 0.0, 0.0, 96.0,2022-01-01 09:00:00, 1007.0,1
95.5, None, None, None, 0.003, 159.3, -4.0, -4.7, -4.0, 1007.0, None, None, None, 18.0, None, 17.56, None, None, -3.848, None, -3.8, None, None, 51.17, None, -3.8, 1021.5, 0.0, 0.0, 96.0,2022-01-01 10:00:00, 1007.0,1
95.6, None, None, None, 0.0, 201.8, -4.0, -4.7, -4.0, 1007.0, None, None, None, 18.0, None, 17.56, None, None, -3.269, None, -3.3, None, None, 60.73, None, -3.3, 1021.4, 0.0, 0.0, 96.0,2022-01-01 11:00:00, 1007.0,1
93.6, None, None, None, 0.336, 144.6, -3.0, -4.7, -3.0, 1006.0, None, None, None, 18.0, None, 17.61, None, None, -1.874, None, -1.9, None, None, 58.92, None, -1.9, 1020.4, 0.0, 0.0, 94.0,2022-01-01 12:00:00, 1006.0,1
91.6, None, None, None, 0.41, 128.7, -2.0, -4.7, -2.0, 1005.0, None, None, None, 18.0, None, 17.53, None, None, -1.357, None, -1.3, None, None, 36.45, None, -1.4, 1019.4, 1.0, 0.0, 92.0,2022-01-01 13:00:00, 1005.0,1
93.0, None, None, None, 1.259, 131.9, -2.0, -4.7, -2.0, 1004.0, None, None, None, 18.0, None, 17.6, None, None, -1.499, None, -1.3, None, None, 52.17, None, -1.5, 1018.4, -0.3, 0.0, 93.0,2022-01-01 14:00:00, 1004.0,1
95.8, None, None, None, 3.263, 144.6, -2.0, -4.7, -2.0, 1003.0, None, None, None, 18.0, None, 18.08, None, None, -1.807, None, -1.3, None, None, 35.61, None, -1.8, 1017.4, 0.3, 1.0, 96.0,2022-01-01 15:00:00, 1003.0,1
96.3, None, None, None, 3.013, 155.6, -2.0, -4.7, -2.0, 1002.0, None, None, None, 18.0, None, 17.78, None, None, -1.796, None, -1.3, None, None, 31.42, None, -1.8, 1016.3, 0.0, 0.0, 96.0,2022-01-01 16:00:00, 1002.0,1
96.7, None, None, None, 2.809, 154.0, -2.0, -4.7, -2.0, 1000.0, None, None, None, 18.0, None, 17.99, None, None, -1.733, None, -1.3, None, None, 28.27, None, -1.7, 1014.3, 0.0, 0.0, 97.0,2022-01-01 17:00:00, 1000.0,1
96.8, None, None, None, 0.357, 163.0, -2.0, -4.7, -2.0, 998.0, None, None, None, 18.0, None, 17.92, None, None, -1.928, None, -1.3, None, None, 42.81, None, -1.9, 1012.3, 0.0, 0.0, 97.0,2022-01-01 18:00:00, 998.0,1
97.1, None, None, None, 0.779, 169.4, -2.0, -2.1, -2.0, 996.0, None, None, None, 18.0, None, 17.67, None, None, -1.834, None, -1.7, None, None, 43.26, None, -1.8, 1010.3, 0.0, 0.0, 97.0,2022-01-01 19:00:00, 996.0,1
97.8, None, None, None, 1.192, 176.0, 0.0, -2.1, 0.0, 995.0, None, None, None, 18.0, None, 17.92, None, None, -0.085, None, -0.2, None, None, 70.68, None, -0.1, 1009.2, 1.0, 1.0, 98.0,2022-01-01 20:00:00, 995.0,1
97.4, None, None, None, 3.248, 163.9, 0.0, -2.1, 0.0, 994.0, None, None, None, 17.0, None, 17.39, None, None, 0.425, None, 0.5, None, None, 51.47, None, 0.4, 1008.2, 1.0, -1.0, 97.0,2022-01-01 21:00:00, 994.0,1
98.2, None, None, None, 3.259, 163.6, 1.0, -2.1, 1.0, 991.0, None, None, None, 18.0, None, 17.96, None, None, 1.314, None, 1.3, None, None, 64.88, None, 1.3, 1005.1, 2.0, 1.0, 98.0,2022-01-01 22:00:00, 991.0,1
98.2, None, None, None, 1.614, 181.5, 1.0, -2.1, 1.0, 992.0, None, None, None, 17.0, None, 17.19, None, None, 0.814, None, 1.4, None, None, 62.62, None, 0.8, 1006.1, 6.0, -1.0, 98.0,2022-01-01 23:00:00, 992.0,1
98.6, None, None, None, 0.919, 175.9, 1.0, -2.1, 1.0, 992.0, None, None, None, 17.0, None, 16.97, None, None, 1.422, None, 1.6, None, None, 53.71, None, 1.4, 1006.1, 6.0, 0.0, 99.0,2022-01-02 00:00:00, 992.0,1
