pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 1.829, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.8, 0.5, 0.2, None, -6999.0, 2.2, -6999.0, None,2021-01-02 18:00:00, 33.0, 33.36, -6999.0,1
None, None, 2.189, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.2, 1.7, 0.6, None, -6999.0, 2.2, -6999.0, None,2021-01-02 19:00:00, 33.0, 32.69, -6999.0,1
None, None, 2.341, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.3, 1.7, 0.6, None, -6999.0, 2.4, -6999.0, None,2021-01-02 20:00:00, 32.0, 32.08, -6999.0,1
12.0, None, 2.246, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.2, 1.7, 0.6, None, -6999.0, 2.7, -6999.0, None,2021-01-02 21:00:00, 31.0, 31.01, -6999.0,1
12.3, None, 2.075, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.1, 1.7, 0.8, None, -6999.0, 2.7, -6999.0, None,2021-01-02 22:00:00, 31.0, 30.63, -6999.0,1
12.7, None, 2.321, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.3, 1.7, 0.8, None, -6999.0, 2.7, -6999.0, None,2021-01-02 23:00:00, 30.0, 29.75, -6999.0,1
12.4, None, 2.132, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.1, 1.7, 1.3, None, -6999.0, 2.7, -6999.0, None,2021-01-03 00:00:00, 29.0, 28.66, -6999.0,1
14.9, None, 2.349, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 2.3, 1.7, 2.5, None, -6999.0, 2.8, -6999.0, None,2021-01-03 01:00:00, 27.0, 27.0, -6999.0,1
17.4, None, 1.707, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 1.7, 1.7, 2.7, None, -6999.0, 2.8, -6999.0, None,2021-01-03 02:00:00, 25.0, 25.46, -6999.0,1
19.3, None, 2.113, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.1, 1.7, 2.1, None, -6999.0, 2.8, -6999.0, None,2021-01-03 03:00:00, 25.0, 24.71, -6999.0,1
21.3, None, 2.008, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.0, 1.7, 2.4, None, -6999.0, 2.8, -6999.0, None,2021-01-03 04:00:00, 24.0, 23.87, -6999.0,1
24.4, None, 2.17, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.2, 1.7, 3.7, None, -6999.0, 2.8, -6999.0, None,2021-01-03 05:00:00, 23.0, 22.85, -6999.0,1
29.1, None, 2.028, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.0, 1.7, 5.4, None, -6999.0, 2.8, -6999.0, None,2021-01-03 06:00:00, 23.0, 22.69, -6999.0,1
33.9, None, 2.132, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.1, 2.0, 5.2, None, -6999.0, 2.4, -6999.0, None,2021-01-03 07:00:00, 22.0, 21.84, -6999.0,1
36.1, None, 1.953, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.0, 2.0, 3.1, None, -6999.0, 2.5, -6999.0, None,2021-01-03 08:00:00, 21.0, 21.34, -6999.0,1
37.2, None, 2.387, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.4, 1.7, 2.0, None, -6999.0, 2.5, -6999.0, None,2021-01-03 09:00:00, 21.0, 20.99, -6999.0,1
40.5, None, 2.189, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.2, 1.7, 4.4, None, -6999.0, 2.5, -6999.0, None,2021-01-03 10:00:00, 21.0, 21.1, -6999.0,1
41.7, None, 2.71, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 1.7, 2.4, None, -6999.0, 2.7, -6999.0, None,2021-01-03 11:00:00, 21.0, 20.79, -6999.0,1
None, None, 2.549, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.5, 1.7, -451.9, None, -6999.0, 2.8, -6999.0, None,2021-01-03 12:00:00, 20.0, 19.74, -6999.0,1
None, None, 2.672, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 1.7, 9.1, None, -6999.0, 2.9, -6999.0, None,2021-01-03 13:00:00, 20.0, 19.84, -6999.0,1
None, None, 2.729, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 1.7, 445.5, None, -6999.0, 3.1, -6999.0, None,2021-01-03 14:00:00, 19.0, 19.47, -6999.0,1
None, None, 2.662, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 1.7, 1.2, None, -6999.0, 3.1, -6999.0, None,2021-01-03 15:00:00, 19.0, 19.42, -6999.0,1
None, None, 2.749, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 1.7, 0.3, None, -6999.0, 3.1, -6999.0, None,2021-01-03 16:00:00, 20.0, 19.53, -6999.0,1
None, None, 2.313, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 2.3, 1.7, -0.2, None, -6999.0, 3.1, -6999.0, None,2021-01-03 17:00:00, 19.0, 18.6, -6999.0,1
None, None, 1.972, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.0, 1.7, -0.3, None, -6999.0, 3.1, -6999.0, None,2021-01-03 18:00:00, 19.0, 18.73, -6999.0,1
None, None, 1.527, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.5, 1.5, -0.2, None, -6999.0, 2.1, -6999.0, None,2021-01-03 19:00:00, 19.0, 18.65, -6999.0,1
None, None, 1.206, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 1.1, 0.0, None, -6999.0, 2.1, -6999.0, None,2021-01-03 20:00:00, 19.0, 18.91, -6999.0,1
None, None, 1.196, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 1.1, -0.1, None, -6999.0, 2.1, -6999.0, None,2021-01-03 21:00:00, 19.0, 18.84, -6999.0,1
None, None, 1.507, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.5, 0.9, -0.1, None, -6999.0, 2.1, -6999.0, None,2021-01-03 22:00:00, 19.0, 18.58, -6999.0,1
None, None, 1.65, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.7, 0.9, 0.0, None, -6999.0, 2.1, -6999.0, None,2021-01-03 23:00:00, 19.0, 18.61, -6999.0,1
None, None, 1.593, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.6, 0.9, -0.2, None, -6999.0, 2.1, -6999.0, None,2021-01-04 00:00:00, 19.0, 18.7, -6999.0,1
None, None, 2.122, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.1, 0.9, 0.1, None, -6999.0, 2.1, -6999.0, None,2021-01-04 01:00:00, 19.0, 18.74, -6999.0,1
None, None, 1.971, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.0, 0.9, 0.2, None, -6999.0, 2.1, -6999.0, None,2021-01-04 02:00:00, 19.0, 18.67, -6999.0,1
None, None, 2.057, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.1, 0.9, 0.0, None, -6999.0, 2.2, -6999.0, None,2021-01-04 03:00:00, 19.0, 18.72, -6999.0,1
None, None, 2.009, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.0, 0.9, 0.0, None, -6999.0, 2.5, -6999.0, None,2021-01-04 04:00:00, 19.0, 18.63, -6999.0,1
None, None, 2.284, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.3, 0.9, 0.2, None, -6999.0, 2.8, -6999.0, None,2021-01-04 05:00:00, 18.0, 18.46, -6999.0,1
None, None, 2.814, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.8, 0.9, -455.5, None, -6999.0, 2.9, -6999.0, None,2021-01-04 06:00:00, 18.0, 18.41, -6999.0,1
None, None, 2.995, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.0, 2.6, 455.6, None, -6999.0, 3.3, -6999.0, None,2021-01-04 07:00:00, 18.0, 18.11, -6999.0,1
None, None, 2.91, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.9, 2.6, 0.3, None, -6999.0, 3.5, -6999.0, None,2021-01-04 08:00:00, 18.0, 17.91, -6999.0,1
None, None, 2.654, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 2.5, -0.2, None, -6999.0, 3.5, -6999.0, None,2021-01-04 09:00:00, 18.0, 17.9, -6999.0,1
None, None, 2.814, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.8, 2.3, 0.0, None, -6999.0, 3.5, -6999.0, None,2021-01-04 10:00:00, 18.0, 17.89, -6999.0,1
None, None, 3.164, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.2, 2.3, 0.0, None, -6999.0, 3.5, -6999.0, None,2021-01-04 11:00:00, 18.0, 17.98, -6999.0,1
None, None, 3.459, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.5, 2.3, 0.2, None, -6999.0, 3.5, -6999.0, None,2021-01-04 12:00:00, 18.0, 17.89, -6999.0,1
None, None, 2.997, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.0, 2.3, 0.2, None, -6999.0, 3.5, -6999.0, None,2021-01-04 13:00:00, 18.0, 17.85, -6999.0,1
None, None, 3.167, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.2, 2.3, -0.1, None, -6999.0, 3.5, -6999.0, None,2021-01-04 14:00:00, 18.0, 17.96, -6999.0,1
None, None, 1.445, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.4, 1.4, 0.5, None, -6999.0, 3.5, -6999.0, None,2021-01-04 15:00:00, 18.0, 18.1, -6999.0,1
None, None, 1.283, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.3, 1.3, 0.7, None, -6999.0, 3.5, -6999.0, None,2021-01-04 16:00:00, 18.0, 17.99, -6999.0,1
None, None, 1.018, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.0, 0.7, 2.3, None, -6999.0, 3.5, -6999.0, None,2021-01-04 17:00:00, 18.0, 18.02, -6999.0,1
None, None, 0.951, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.0, 0.7, 2.0, None, -6999.0, 3.5, -6999.0, None,2021-01-04 18:00:00, 18.0, 17.63, -6999.0,1
None, None, 1.055, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 1.1, 0.7, 2.8, None, -6999.0, 1.1, -6999.0, None,2021-01-04 19:00:00, 18.0, 18.28, -6999.0,1
None, None, 1.432, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.4, 0.7, 0.5, None, -6999.0, 1.4, -6999.0, None,2021-01-04 20:00:00, 18.0, 18.25, -6999.0,1
None, None, 1.027, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.0, 0.7, 1.7, None, -6999.0, 1.4, -6999.0, None,2021-01-04 21:00:00, 18.0, 17.81, -6999.0,1
None, None, 1.479, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.5, 0.7, 0.4, None, -6999.0, 1.8, -6999.0, None,2021-01-04 22:00:00, 18.0, 18.12, -6999.0,1
None, None, 1.215, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 0.7, 0.8, None, -6999.0, 1.8, -6999.0, None,2021-01-04 23:00:00, 18.0, 18.25, -6999.0,1
None, None, 1.158, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 0.7, 0.1, None, -6999.0, 1.8, -6999.0, None,2021-01-05 00:00:00, 18.0, 18.13, -6999.0,1
None, None, 1.423, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.4, 0.7, 0.0, None, -6999.0, 1.8, -6999.0, None,2021-01-05 01:00:00, 18.0, 17.96, -6999.0,1
None, None, 1.584, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.6, 0.7, 0.1, None, -6999.0, 2.1, -6999.0, None,2021-01-05 02:00:00, 18.0, 18.06, -6999.0,1
None, None, 1.943, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.9, 0.7, 0.0, None, -6999.0, 2.4, -6999.0, None,2021-01-05 03:00:00, 18.0, 17.88, -6999.0,1
None, None, 2.379, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.4, 0.7, 0.1, None, -6999.0, 2.6, -6999.0, None,2021-01-05 04:00:00, 18.0, 17.69, -6999.0,1
None, None, 2.511, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.5, 0.7, -0.2, None, -6999.0, 2.7, -6999.0, None,2021-01-05 05:00:00, 18.0, 17.7, -6999.0,1
None, None, 2.275, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.3, 0.7, 0.2, None, -6999.0, 2.9, -6999.0, None,2021-01-05 06:00:00, 18.0, 17.55, -6999.0,1
None, None, 2.445, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.4, 2.3, 0.0, None, -6999.0, 2.9, -6999.0, None,2021-01-05 07:00:00, 18.0, 17.56, -6999.0,1
None, None, 2.719, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.7, 2.2, 0.1, None, -6999.0, 2.9, -6999.0, None,2021-01-05 08:00:00, 18.0, 17.68, -6999.0,1
None, None, 2.928, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.9, 2.2, 0.1, None, -6999.0, 3.2, -6999.0, None,2021-01-05 09:00:00, 18.0, 17.72, -6999.0,1
None, None, 3.136, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.1, 2.2, 0.2, None, -6999.0, 3.5, -6999.0, None,2021-01-05 10:00:00, 18.0, 17.76, -6999.0,1
None, None, 2.975, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.0, 2.2, -0.1, None, -6999.0, 3.5, -6999.0, None,2021-01-05 11:00:00, 18.0, 17.54, -6999.0,1
None, None, 2.474, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.5, 2.2, 0.3, None, -6999.0, 3.5, -6999.0, None,2021-01-05 12:00:00, 17.0, 17.48, -6999.0,1
None, None, 2.114, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 2.1, 2.1, 0.7, None, -6999.0, 3.5, -6999.0, None,2021-01-05 13:00:00, 17.0, 17.2, -6999.0,1
None, None, 1.831, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.8, 1.8, 2.9, None, -6999.0, 3.5, -6999.0, None,2021-01-05 14:00:00, 17.0, 17.17, -6999.0,1
None, None, 1.698, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.7, 1.5, 3.1, None, -6999.0, 3.5, -6999.0, None,2021-01-05 15:00:00, 17.0, 17.24, -6999.0,1
None, None, 1.301, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.3, 1.3, 1.8, None, -6999.0, 3.5, -6999.0, None,2021-01-05 16:00:00, 17.0, 17.19, -6999.0,1
None, None, 1.386, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.4, 1.3, 2.3, None, -6999.0, 3.5, -6999.0, None,2021-01-05 17:00:00, 17.0, 17.19, -6999.0,1
None, None, 0.847, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.8, 0.8, 2.9, None, -6999.0, 3.5, -6999.0, None,2021-01-05 18:00:00, 17.0, 17.2, -6999.0,1
None, None, 0.828, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.8, 0.8, 3.2, None, -6999.0, 0.9, -6999.0, None,2021-01-05 19:00:00, 17.0, 17.29, -6999.0,1
None, None, 0.979, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 1.0, 0.7, 3.9, None, -6999.0, 1.1, -6999.0, None,2021-01-05 20:00:00, 18.0, 17.85, -6999.0,1
None, None, 1.13, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.1, 0.7, 3.1, None, -6999.0, 1.2, -6999.0, None,2021-01-05 21:00:00, 18.0, 17.67, -6999.0,1
None, None, 1.234, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 0.7, 2.6, None, -6999.0, 1.3, -6999.0, None,2021-01-05 22:00:00, 18.0, 17.61, -6999.0,1
None, None, 0.469, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.5, 0.5, 1.9, None, -6999.0, 1.3, -6999.0, None,2021-01-05 23:00:00, 18.0, 17.83, -6999.0,1
None, None, 0.242, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.2, 0.2, 1.4, None, -6999.0, 1.3, -6999.0, None,2021-01-06 00:00:00, 18.0, 17.86, -6999.0,1
None, None, 0.252, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.3, 0.2, 0.6, None, -6999.0, 1.3, -6999.0, None,2021-01-06 01:00:00, 18.0, 17.97, -6999.0,1
None, None, 0.214, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 0.2, 0.2, 0.6, None, -6999.0, 1.3, -6999.0, None,2021-01-06 02:00:00, 18.0, 17.6, -6999.0,1
None, None, 0.148, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 0.1, 0.1, 0.6, None, -6999.0, 1.3, -6999.0, None,2021-01-06 03:00:00, 17.0, 16.85, -6999.0,1
None, None, 0.498, None, None, None, -6999.0, 2.0, -6999.0, -6999.0, 0.5, 0.1, 2.1, None, -6999.0, 1.3, -6999.0, None,2021-01-06 04:00:00, 19.0, 18.98, -6999.0,1
None, None, 1.035, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.0, 0.1, 0.8, None, -6999.0, 1.3, -6999.0, None,2021-01-06 05:00:00, 19.0, 18.65, -6999.0,1
None, None, 1.234, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 1.2, 0.1, 0.9, None, -6999.0, 1.3, -6999.0, None,2021-01-06 06:00:00, 18.0, 18.49, -6999.0,1
