RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
50.79, None, None, 0.1, 0.0, 113.0, -12.0, -5.0, -12.0, 113.0, None, None, -6999.0, None, None, None, None, -4.47, None, -4.4, 51.0, None, 17.74, 0.0, -4.5, 0.2, -6999.0,2021-01-01 12:00:00, -6999.0,1
49.83, None, None, 0.1, 0.0, 142.8, -13.0, -5.0, -13.0, 143.0, None, None, -6999.0, None, None, None, None, -4.916, None, -4.3, 50.0, None, 19.01, 0.0, -4.9, 0.1, -6999.0,2021-01-01 13:00:00, -6999.0,1
49.47, None, None, 0.1, 0.0, 107.7, -13.0, -5.1, -13.0, 108.0, None, None, -6999.0, None, None, None, None, -4.983, None, -4.3, 49.0, None, 22.94, 0.0, -5.0, 0.2, -6999.0,2021-01-01 14:00:00, -6999.0,1
50.5, None, None, 0.1, 0.0, 140.7, -12.0, -5.1, -12.0, 141.0, None, None, -6999.0, None, None, None, None, -4.395, None, -4.3, 51.0, None, 18.65, 0.0, -4.4, -0.1, -6999.0,2021-01-01 15:00:00, -6999.0,1
51.11, None, None, 0.1, 0.0, 123.8, -11.0, -5.1, -11.0, 124.0, None, None, -6999.0, None, None, None, None, -3.741, None, -3.7, 51.0, None, 15.12, 0.0, -3.7, -0.3, -6999.0,2021-01-01 16:00:00, -6999.0,1
51.15, None, None, 0.1, 0.0, 148.1, -11.0, -5.1, -11.0, 148.0, None, None, -6999.0, None, None, None, None, -3.598, None, -3.6, 51.0, None, 20.7, 0.0, -3.6, 0.2, -6999.0,2021-01-01 17:00:00, -6999.0,1
51.29, None, None, 0.1, 0.0, 132.3, -11.0, -5.1, -11.0, 132.0, None, None, -6999.0, None, None, None, None, -3.637, None, -3.6, 51.0, None, 17.34, 0.0, -3.6, 0.7, -6999.0,2021-01-01 18:00:00, -6999.0,1
51.22, None, None, 0.1, 0.0, 146.1, -11.0, -3.6, -11.0, 146.0, None, None, -6999.0, None, None, None, None, -3.13, None, -3.1, 51.0, None, 22.5, 0.0, -3.1, 0.8, -6999.0,2021-01-01 19:00:00, -6999.0,1
51.19, None, None, 0.1, 0.0, 144.5, -11.0, -3.6, -11.0, 145.0, None, None, -6999.0, None, None, None, None, -3.034, None, -3.0, 51.0, None, 20.44, 0.0, -3.0, 0.8, -6999.0,2021-01-01 20:00:00, -6999.0,1
51.21, None, None, 0.1, 0.0, 128.3, -11.0, -3.6, -11.0, 128.0, None, None, -6999.0, None, None, None, None, -3.103, None, -3.0, 51.0, None, 20.78, 0.0, -3.1, 0.5, -6999.0,2021-01-01 21:00:00, -6999.0,1
51.27, None, None, 0.1, 0.0, 121.7, -11.0, -3.6, -11.0, 122.0, None, None, -6999.0, None, None, None, None, -3.301, None, -3.0, 51.0, None, 38.98, 0.0, -3.3, 2.0, -6999.0,2021-01-01 22:00:00, -6999.0,1
51.34, None, None, 0.1, 0.0, 138.9, -11.0, -3.6, -11.0, 139.0, None, None, -6999.0, None, None, None, None, -3.577, None, -3.0, 51.0, None, 35.22, 0.0, -3.6, 1.4, -6999.0,2021-01-01 23:00:00, -6999.0,1
51.3, None, None, 0.1, 0.0, 284.9, -12.0, -4.1, -12.0, 285.0, None, None, -6999.0, None, None, None, None, -4.049, None, -3.0, 51.0, None, 48.51, 0.0, -4.0, 0.4, -6999.0,2021-01-02 00:00:00, -6999.0,1
51.37, None, None, 0.1, 0.0, 15.36, -12.0, -4.1, -12.0, 15.0, None, None, -6999.0, None, None, None, None, -4.039, None, -3.0, 51.0, None, 58.3, 0.0, -4.0, 0.1, -6999.0,2021-01-02 01:00:00, -6999.0,1
51.4, None, None, 0.1, 0.0, 41.11, -11.0, -4.1, -11.0, 41.0, None, None, -6999.0, None, None, None, None, -3.838, None, -3.0, 51.0, None, 43.58, 0.0, -3.8, 0.2, -6999.0,2021-01-02 02:00:00, -6999.0,1
51.4, None, None, 0.1, 0.0, 331.4, -11.0, -4.1, -11.0, 331.0, None, None, -6999.0, None, None, None, None, -3.799, None, -3.0, 51.0, None, 60.04, 0.0, -3.8, 0.4, -6999.0,2021-01-02 03:00:00, -6999.0,1
51.36, None, None, 0.1, 0.0, 98.2, -11.0, -4.1, -11.0, 98.0, None, None, -6999.0, None, None, None, None, -3.598, None, -3.0, 51.0, None, 18.79, 0.0, -3.6, 0.4, -6999.0,2021-01-02 04:00:00, -6999.0,1
51.3, None, None, 0.1, 0.0, 81.3, -11.0, -4.1, -11.0, 81.0, None, None, -6999.0, None, None, None, None, -3.445, None, -3.0, 51.0, None, 31.96, 0.0, -3.4, 0.6, -6999.0,2021-01-02 05:00:00, -6999.0,1
51.15, None, None, 0.1, 0.0, 103.2, -11.0, -4.1, -11.0, 103.0, None, None, -6999.0, None, None, None, None, -3.177, None, -3.0, 51.0, None, 23.82, 0.0, -3.2, 0.6, -6999.0,2021-01-02 06:00:00, -6999.0,1
51.25, None, None, 0.1, 0.0, 90.2, -11.0, -3.4, -11.0, 90.0, None, None, -6999.0, None, None, None, None, -3.378, None, -3.1, 51.0, None, 36.52, 0.0, -3.4, 1.0, -6999.0,2021-01-02 07:00:00, -6999.0,1
51.2, None, None, 0.1, 0.0, 119.9, -11.0, -3.4, -11.0, 120.0, None, None, -6999.0, None, None, None, None, -3.301, None, -3.1, 51.0, None, 24.0, 0.0, -3.3, 0.4, -6999.0,2021-01-02 08:00:00, -6999.0,1
51.12, None, None, 0.1, 0.0, 123.5, -11.0, -3.4, -11.0, 124.0, None, None, -6999.0, None, None, None, None, -3.168, None, -3.1, 51.0, None, 18.97, 0.0, -3.2, 1.2, -6999.0,2021-01-02 09:00:00, -6999.0,1
51.11, None, None, 0.1, 0.0, 114.6, -11.0, -3.4, -11.0, 115.0, None, None, -6999.0, None, None, None, None, -3.129, None, -3.1, 51.0, None, 23.08, 0.0, -3.1, 0.7, -6999.0,2021-01-02 10:00:00, -6999.0,1
51.11, None, None, 0.1, 0.0, 77.3, -11.0, -3.4, -11.0, 77.0, None, None, -6999.0, None, None, None, None, -3.053, None, -3.0, 51.0, None, 45.47, 0.0, -3.1, 0.6, -6999.0,2021-01-02 11:00:00, -6999.0,1
51.15, None, None, 0.1, 0.0, 129.7, -11.0, -3.4, -11.0, 130.0, None, None, -6999.0, None, None, None, None, -3.043, None, -2.9, 51.0, None, 28.05, 0.0, -3.0, 0.6, -6999.0,2021-01-02 12:00:00, -6999.0,1
51.02, None, None, 0.1, 0.0, 125.9, -11.0, -3.4, -11.0, 126.0, None, None, -6999.0, None, None, None, None, -2.824, None, -2.8, 51.0, None, 20.5, 0.0, -2.8, 0.8, -6999.0,2021-01-02 13:00:00, -6999.0,1
51.12, None, None, 0.1, 0.0, 138.5, -11.0, -3.4, -11.0, 139.0, None, None, -6999.0, None, None, None, None, -2.957, None, -2.8, 51.0, None, 21.34, 0.0, -3.0, 0.3, -6999.0,2021-01-02 14:00:00, -6999.0,1
51.16, None, None, 0.1, 0.0, 122.0, -11.0, -3.4, -11.0, 122.0, None, None, -6999.0, None, None, None, None, -3.062, None, -2.8, 51.0, None, 20.0, 0.0, -3.1, 0.9, -6999.0,2021-01-02 15:00:00, -6999.0,1
51.15, None, None, 0.1, 0.0, 134.0, -11.0, -3.4, -11.0, 134.0, None, None, -6999.0, None, None, 15.5, None, -3.109, None, -2.8, 51.0, None, 19.46, 0.0, -3.1, 0.0, -6999.0,2021-01-02 16:00:00, -6999.0,1
51.09, None, None, 0.1, 0.0, 130.1, -11.0, -3.4, -11.0, 130.0, None, None, -6999.0, None, None, 15.7, None, -3.09, None, -2.8, 51.0, None, 18.52, 0.0, -3.1, 0.4, -6999.0,2021-01-02 17:00:00, -6999.0,1
50.92, None, None, 0.1, 0.0, 170.8, -11.0, -3.4, -11.0, 171.0, None, None, -6999.0, None, None, 16.0, None, -2.928, None, -2.8, 51.0, None, 39.91, 0.0, -2.9, 1.0, -6999.0,2021-01-02 18:00:00, -6999.0,1
50.76, None, None, 0.1, 0.0, 116.8, -11.0, -2.9, -11.0, 117.0, None, None, -6999.0, None, None, 16.6, None, -2.785, None, -2.8, 51.0, None, 20.95, 0.0, -2.8, 1.4, -6999.0,2021-01-02 19:00:00, -6999.0,1
50.61, None, None, 0.1, 0.0, 130.5, -11.0, -2.9, -11.0, 131.0, None, None, -6999.0, None, None, 17.0, None, -2.728, None, -2.7, 51.0, None, 21.62, 0.0, -2.7, 1.2, -6999.0,2021-01-02 20:00:00, -6999.0,1
50.54, None, None, 0.1, 0.0, 218.7, -10.0, -2.9, -10.0, 219.0, None, None, -6999.0, None, None, 18.0, None, -2.595, None, -2.6, 51.0, None, 48.79, 0.0, -2.6, 1.5, -6999.0,2021-01-02 21:00:00, -6999.0,1
50.47, None, None, 0.1, 0.0, 256.0, -10.0, -2.9, -10.0, 256.0, None, None, -6999.0, None, None, 18.0, None, -2.5, None, -2.5, 50.0, None, 28.85, 0.0, -2.5, 2.0, -6999.0,2021-01-02 22:00:00, -6999.0,1
50.45, None, None, 0.1, 0.0, 233.6, -10.0, -2.9, -10.0, 234.0, None, None, -6999.0, None, None, 18.8, None, -2.471, None, -2.5, 50.0, None, 36.28, 0.0, -2.5, 2.2, -6999.0,2021-01-02 23:00:00, -6999.0,1
50.51, None, None, 0.1, 0.0, 256.1, -11.0, -2.9, -11.0, 256.0, None, None, -6999.0, None, None, 22.1, None, -2.633, None, -2.5, 51.0, None, 27.65, 0.0, -2.6, 3.7, -6999.0,2021-01-03 00:00:00, -6999.0,1
51.45, None, None, 0.1, 0.0, 281.7, -12.0, -3.9, -12.0, 282.0, None, None, -6999.0, None, None, 22.7, None, -3.924, None, -2.5, 51.0, None, 34.74, 0.0, -3.9, 0.6, -6999.0,2021-01-03 01:00:00, -6999.0,1
51.44, None, None, 0.1, 0.0, 293.9, -12.0, -4.1, -12.0, 294.0, None, None, -6999.0, None, None, 23.2, None, -3.904, None, -2.5, 51.0, None, 40.31, 0.0, -3.9, 0.7, -6999.0,2021-01-03 02:00:00, -6999.0,1
51.45, None, None, 0.1, 0.0, 348.6, -12.0, -4.4, -12.0, 349.0, None, None, -6999.0, None, None, 22.8, None, -4.317, None, -2.5, 51.0, None, 46.02, 0.0, -4.3, 0.1, -6999.0,2021-01-03 03:00:00, -6999.0,1
51.28, None, None, 0.1, 0.0, 287.5, -12.0, -4.8, -12.0, 288.0, None, None, -6999.0, None, None, 22.4, None, -4.82, None, -2.5, 51.0, None, 40.03, 0.0, -4.8, 0.0, -6999.0,2021-01-03 04:00:00, -6999.0,1
48.29, None, None, 0.1, 0.0, 6.224, -14.0, -5.9, -14.0, 6.0, None, None, -6999.0, None, None, 22.0, None, -5.913, None, -2.5, 48.0, None, 44.16, 0.0, -5.9, 0.2, -6999.0,2021-01-03 05:00:00, -6999.0,1
44.14, None, None, 0.1, 0.0, 358.8, -16.0, -6.7, -16.0, 359.0, None, None, -6999.0, None, None, 21.6, None, -6.645, None, -2.5, 44.0, None, 44.87, 0.0, -6.6, 0.2, -6999.0,2021-01-03 06:00:00, -6999.0,1
45.19, None, None, 0.1, 0.0, 203.5, -15.0, -6.6, -15.0, 204.0, None, None, -6999.0, None, None, 20.6, None, -6.578, None, -6.5, 45.0, None, 67.37, 0.0, -6.6, 0.0, -6999.0,2021-01-03 07:00:00, -6999.0,1
44.7, None, None, 0.1, 0.0, 331.5, -16.0, -6.8, -16.0, 332.0, None, None, -6999.0, None, None, 20.2, None, -6.746, None, -6.5, 45.0, None, 34.33, 0.0, -6.7, 0.0, -6999.0,2021-01-03 08:00:00, -6999.0,1
44.8, None, None, 0.1, 0.0, 348.3, -15.0, -6.8, -15.0, 348.0, None, None, -6999.0, None, None, 19.0, None, -6.52, None, -6.5, 45.0, None, 33.76, 0.0, -6.5, 0.0, -6999.0,2021-01-03 09:00:00, -6999.0,1
47.35, None, None, 0.1, 0.0, 299.1, -14.0, -6.8, -14.0, 299.0, None, None, -6999.0, None, None, None, None, -6.07, None, -6.1, 47.0, None, 29.56, 0.0, -6.1, -0.1, -6999.0,2021-01-03 10:00:00, -6999.0,1
47.92, None, None, 0.1, 0.0, 270.6, -14.0, -6.8, -14.0, 271.0, None, None, -6999.0, None, None, None, None, -5.623, None, -5.6, 48.0, None, 44.42, 0.0, -5.6, -0.2, -6999.0,2021-01-03 11:00:00, -6999.0,1
46.78, None, None, 0.1, 0.0, 293.9, -14.0, -6.8, -14.0, 294.0, None, None, -6999.0, None, None, None, None, -5.4, None, -5.4, 47.0, None, 31.2, 0.0, -5.4, 0.0, -6999.0,2021-01-03 12:00:00, -6999.0,1
44.6, None, None, 0.1, 0.0, 286.3, -15.0, -6.8, -15.0, 286.0, None, None, -6999.0, None, None, None, None, -5.545, None, -5.3, 45.0, None, 36.1, 0.0, -5.5, 0.0, -6999.0,2021-01-03 13:00:00, -6999.0,1
42.99, None, None, 0.1, 0.0, 356.4, -15.0, -6.8, -15.0, 356.0, None, None, -6999.0, None, None, None, None, -5.379, None, -5.3, 43.0, None, 46.48, 0.0, -5.4, 0.0, -6999.0,2021-01-03 14:00:00, -6999.0,1
42.85, None, None, 0.1, 0.0, 84.5, -15.0, -6.8, -15.0, 85.0, None, None, -6999.0, None, None, None, None, -5.818, None, -5.3, 43.0, None, 29.71, 0.0, -5.8, 0.7, -6999.0,2021-01-03 15:00:00, -6999.0,1
46.67, None, None, 0.1, 0.0, 90.6, -15.0, -6.8, -15.0, 91.0, None, None, -6999.0, None, None, None, None, -6.001, None, -5.3, 47.0, None, 27.42, 0.0, -6.0, 1.5, -6999.0,2021-01-03 16:00:00, -6999.0,1
48.76, None, None, 0.1, 0.0, 94.2, -14.0, -6.8, -14.0, 94.0, None, None, -6999.0, None, None, None, None, -5.951, None, -5.3, 49.0, None, 51.41, 0.0, -6.0, 2.0, -6999.0,2021-01-03 17:00:00, -6999.0,1
49.02, None, None, 0.1, 0.0, 22.87, -14.0, -6.8, -14.0, 23.0, None, None, -6999.0, None, None, None, None, -6.031, None, -5.3, 49.0, None, 41.74, 0.0, -6.0, 1.4, -6999.0,2021-01-03 18:00:00, -6999.0,1
48.89, None, None, 0.1, 0.0, 324.3, -14.0, -6.1, -14.0, 324.0, None, None, -6999.0, None, None, None, None, -6.012, None, -6.0, 49.0, None, 36.1, 0.0, -6.0, 0.4, -6999.0,2021-01-03 19:00:00, -6999.0,1
49.64, None, None, 0.1, 0.0, 293.5, -14.0, -6.1, -14.0, 294.0, None, None, -6999.0, None, None, None, None, -5.992, None, -6.0, 50.0, None, 36.24, 0.0, -6.0, 0.2, -6999.0,2021-01-03 20:00:00, -6999.0,1
50.07, None, None, 0.1, 0.0, 310.2, -14.0, -6.1, -14.0, 310.0, None, None, -6999.0, None, None, None, None, -5.953, None, -5.9, 50.0, None, 35.04, 0.0, -6.0, 0.0, -6999.0,2021-01-03 21:00:00, -6999.0,1
49.99, None, None, 0.1, 0.0, 302.9, -14.0, -6.1, -14.0, 303.0, None, None, -6999.0, None, None, None, None, -5.944, None, -5.9, 50.0, None, 26.81, 0.0, -5.9, 0.3, -6999.0,2021-01-03 22:00:00, -6999.0,1
50.18, None, None, 0.1, 0.0, 131.9, -14.0, -6.1, -14.0, 132.0, None, None, -6999.0, None, None, None, None, -5.905, None, -5.9, 50.0, None, 65.29, 0.0, -5.9, 0.0, -6999.0,2021-01-03 23:00:00, -6999.0,1
48.91, None, None, 0.1, 0.0, 18.49, -14.0, -6.1, -14.0, 18.0, None, None, -6999.0, None, None, None, None, -6.002, None, -5.9, 49.0, None, 57.88, 0.0, -6.0, 0.0, -6999.0,2021-01-04 00:00:00, -6999.0,1
47.09, None, None, 0.1, 0.0, 99.3, -15.0, -6.1, -15.0, 99.0, None, None, -6999.0, None, None, None, None, -6.119, None, -5.9, 47.0, None, 21.9, 0.0, -6.1, 0.0, -6999.0,2021-01-04 01:00:00, -6999.0,1
46.37, None, None, 0.1, 0.0, 87.6, -15.0, -6.4, -15.0, 88.0, None, None, -6999.0, None, None, None, None, -6.363, None, -5.9, 46.0, None, 30.55, 0.0, -6.4, 0.0, -6999.0,2021-01-04 02:00:00, -6999.0,1
45.67, None, None, 0.1, 0.0, 111.0, -15.0, -6.5, -15.0, 111.0, None, None, -6999.0, None, None, None, None, -6.491, None, -5.9, 46.0, None, 20.14, 0.0, -6.5, 0.1, -6999.0,2021-01-04 03:00:00, -6999.0,1
45.98, None, None, 0.1, 0.0, 128.6, -15.0, -6.5, -15.0, 129.0, None, None, -6999.0, None, None, None, None, -6.061, None, -5.9, 46.0, None, 22.31, 0.0, -6.1, 0.0, -6999.0,2021-01-04 04:00:00, -6999.0,1
40.85, None, None, 0.1, 0.0, 116.4, -16.0, -6.5, -16.0, 116.0, None, None, -6999.0, None, None, None, None, -6.041, None, -5.9, 41.0, None, 20.92, 0.0, -6.0, 0.0, -6999.0,2021-01-04 05:00:00, -6999.0,1
37.94, None, None, 0.1, 0.0, 105.8, -17.0, -6.5, -17.0, 106.0, None, None, -6999.0, None, None, None, None, -5.973, None, -5.9, 38.0, None, 18.24, 0.0, -6.0, 0.0, -6999.0,2021-01-04 06:00:00, -6999.0,1
37.9, None, None, 0.1, 0.0, 85.4, -17.0, -6.0, -17.0, 85.0, None, None, -6999.0, None, None, None, None, -5.963, None, -5.9, 38.0, None, 27.96, 0.0, -6.0, 0.0, -6999.0,2021-01-04 07:00:00, -6999.0,1
42.41, None, None, 0.1, 0.0, 95.9, -15.0, -6.1, -15.0, 96.0, None, None, -6999.0, None, None, None, None, -5.74, None, -5.7, 42.0, None, 19.73, 0.0, -5.7, 0.2, -6999.0,2021-01-04 08:00:00, -6999.0,1
44.86, None, None, 0.1, 0.0, 91.7, -14.0, -6.1, -14.0, 92.0, None, None, -6999.0, None, None, None, None, -5.264, None, -5.2, 45.0, None, 24.53, 0.0, -5.3, 0.3, -6999.0,2021-01-04 09:00:00, -6999.0,1
44.94, None, None, 0.1, 0.0, 114.9, -14.0, -6.1, -14.0, 115.0, None, None, -6999.0, None, None, None, None, -4.714, None, -4.7, 45.0, None, 19.47, 0.0, -4.7, 0.2, -6999.0,2021-01-04 10:00:00, -6999.0,1
44.54, None, None, 0.1, 0.0, 119.6, -14.0, -6.1, -14.0, 120.0, None, None, -6999.0, None, None, 7.6, None, -4.492, None, -4.5, 45.0, None, 19.88, 0.0, -4.5, 0.4, -6999.0,2021-01-04 11:00:00, -6999.0,1
44.98, None, None, 0.1, 0.0, 97.2, -13.0, -6.1, -13.0, 97.0, None, None, -6999.0, None, None, 8.0, None, -4.117, None, -4.1, 45.0, None, 28.45, 0.0, -4.1, 0.4, -6999.0,2021-01-04 12:00:00, -6999.0,1
44.48, None, None, 0.1, 0.0, 115.9, -13.0, -6.1, -13.0, 116.0, None, None, -6999.0, None, None, 8.7, None, -3.992, None, -4.0, 44.0, None, 24.89, 0.0, -4.0, 0.7, -6999.0,2021-01-04 13:00:00, -6999.0,1
42.93, None, None, 0.1, 0.0, 90.6, -14.0, -6.1, -14.0, 91.0, None, None, -6999.0, None, None, 9.9, None, -4.481, None, -3.9, 43.0, None, 42.55, 0.0, -4.5, 1.2, -6999.0,2021-01-04 14:00:00, -6999.0,1
46.21, None, None, 0.1, 0.0, 126.3, -13.0, -6.1, -13.0, 126.0, None, None, -6999.0, None, None, 10.6, None, -4.674, None, -3.9, 46.0, None, 41.92, 0.0, -4.7, 1.4, -6999.0,2021-01-04 15:00:00, -6999.0,1
49.0, None, None, 0.1, 0.0, 132.1, -13.0, -6.1, -13.0, 132.0, None, None, -6999.0, None, None, 10.4, None, -4.645, None, -3.9, 49.0, None, 29.83, 0.0, -4.6, 1.3, -6999.0,2021-01-04 16:00:00, -6999.0,1
50.83, None, None, 0.1, 0.0, 82.8, -12.0, -6.1, -12.0, 83.0, None, None, -6999.0, None, None, 9.9, None, -4.462, None, -3.9, 51.0, None, 34.11, 0.0, -4.5, 1.5, -6999.0,2021-01-04 17:00:00, -6999.0,1
51.43, None, None, 0.1, 0.0, 119.7, -12.0, -6.1, -12.0, 120.0, None, None, -6999.0, None, None, 10.3, None, -4.049, None, -3.9, 51.0, None, 13.77, 0.0, -4.0, 1.8, -6999.0,2021-01-04 18:00:00, -6999.0,1
51.52, None, None, 0.1, 0.0, 119.3, -12.0, -4.1, -12.0, 119.0, None, None, -6999.0, None, None, 11.1, None, -4.135, None, -4.0, 52.0, None, 15.56, 0.0, -4.1, 1.2, -6999.0,2021-01-04 19:00:00, -6999.0,1
51.45, None, None, 0.1, 0.0, 108.5, -11.0, -4.1, -11.0, 109.0, None, None, -6999.0, None, None, 13.1, None, -3.895, None, -3.9, 51.0, None, 39.55, 0.0, -3.9, 2.2, -6999.0,2021-01-04 20:00:00, -6999.0,1
51.51, None, None, 0.1, 0.0, 273.5, -12.0, -4.2, -12.0, 274.0, None, None, -6999.0, None, None, 14.4, None, -4.222, None, -3.9, 52.0, None, 43.71, 0.0, -4.2, 1.3, -6999.0,2021-01-04 21:00:00, -6999.0,1
51.52, None, None, 0.1, 0.0, 18.58, -12.0, -4.3, -12.0, 19.0, None, None, -6999.0, None, None, 14.3, None, -4.308, None, -3.9, 52.0, None, 40.32, 0.0, -4.3, 0.2, -6999.0,2021-01-04 22:00:00, -6999.0,1
51.52, None, None, 0.1, 0.0, 216.0, -12.0, -4.5, -12.0, 216.0, None, None, -6999.0, None, None, 14.3, None, -4.443, None, -3.9, 52.0, None, 60.49, 0.0, -4.4, 0.0, -6999.0,2021-01-04 23:00:00, -6999.0,1
51.61, None, None, 0.1, 0.0, 279.2, -12.0, -4.5, -12.0, 279.0, None, None, -6999.0, None, None, 14.5, None, -4.539, None, -3.9, 52.0, None, 41.37, 0.0, -4.5, 0.2, -6999.0,2021-01-05 00:00:00, -6999.0,1
51.67, None, None, 0.1, 0.0, 48.82, -12.0, -4.7, -12.0, 49.0, None, None, -6999.0, None, None, 14.5, None, -4.684, None, -3.9, 52.0, None, 54.74, 0.0, -4.7, 0.0, -6999.0,2021-01-05 01:00:00, -6999.0,1
50.75, None, None, 0.1, 0.0, 351.8, -13.0, -5.9, -13.0, 352.0, None, None, -6999.0, None, None, 14.7, None, -5.749, None, -3.9, 51.0, None, 34.46, 0.0, -5.7, 0.2, -6999.0,2021-01-05 02:00:00, -6999.0,1
50.44, None, None, 0.1, 0.0, 266.5, -14.0, -6.3, -14.0, 267.0, None, None, -6999.0, None, None, 14.7, None, -6.285, None, -3.9, 50.0, None, 69.9, 0.0, -6.3, 0.0, -6999.0,2021-01-05 03:00:00, -6999.0,1
46.12, None, None, 0.1, 0.0, 332.5, -16.0, -7.1, -16.0, 333.0, None, None, -6999.0, None, None, 15.0, None, -7.1, None, -3.9, 46.0, None, 45.73, 0.0, -7.1, 0.3, -6999.0,2021-01-05 04:00:00, -6999.0,1
46.85, None, None, 0.1, 0.0, 44.18, -16.0, -7.4, -16.0, 44.0, None, None, -6999.0, None, None, 15.2, None, -7.07, None, -3.9, 47.0, None, 35.93, 0.0, -7.1, 0.2, -6999.0,2021-01-05 05:00:00, -6999.0,1
