AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
3.0, None, 1491.9,2022-06-05 00:45:00, None, None,23
3.2, None, 1491.9,2022-06-05 01:00:00, None, None,23
3.1, None, 1490.8,2022-06-05 01:15:00, None, None,23
3.1, None, 1490.8,2022-06-05 01:30:00, None, None,23
2.9, None, 1490.8,2022-06-05 01:45:00, None, None,23
2.9, None, 1490.8,2022-06-05 02:00:00, None, None,23
3.4, None, 1490.8,2022-06-05 02:15:00, None, None,23
3.3, None, 1490.8,2022-06-05 02:30:00, None, None,23
3.3, None, 1490.8,2022-06-05 02:45:00, None, None,23
2.8, None, 1490.8,2022-06-05 03:00:00, None, None,23
3.2, None, 1490.8,2022-06-05 03:15:00, None, None,23
2.8, None, 1490.8,2022-06-05 03:30:00, None, None,23
2.5, None, 1489.8,2022-06-05 03:45:00, None, None,23
2.4, None, 1489.8,2022-06-05 04:00:00, None, None,23
3.3, None, 1489.8,2022-06-05 04:15:00, None, None,23
3.3, None, 1489.8,2022-06-05 04:30:00, None, None,23
3.5, None, 1489.8,2022-06-05 04:45:00, None, None,23
3.6, None, 1489.8,2022-06-05 05:00:00, None, None,23
3.6, None, 1489.8,2022-06-05 05:15:00, None, None,23
4.2, None, 1489.8,2022-06-05 05:30:00, None, None,23
4.9, None, 1489.8,2022-06-05 05:45:00, None, None,23
5.3, None, 1489.8,2022-06-05 06:00:00, None, None,23
5.4, None, 1488.8,2022-06-05 06:15:00, None, None,23
6.5, None, 1488.8,2022-06-05 06:30:00, None, None,23
7.2, None, 1488.8,2022-06-05 06:45:00, None, None,23
8.3, None, 1488.8,2022-06-05 07:00:00, None, None,23
7.4, None, 1488.8,2022-06-05 07:15:00, None, None,23
8.0, None, 1488.8,2022-06-05 07:30:00, None, None,23
8.1, None, 1488.8,2022-06-05 07:45:00, None, None,23
7.8, None, 1488.8,2022-06-05 08:00:00, None, None,23
8.1, None, 1488.8,2022-06-05 08:15:00, None, None,23
8.1, None, 1488.8,2022-06-05 08:30:00, None, None,23
7.9, None, 1488.8,2022-06-05 08:45:00, None, None,23
7.6, None, 1488.8,2022-06-05 09:00:00, None, None,23
7.1, None, 1488.8,2022-06-05 09:15:00, None, None,23
6.8, None, 1488.8,2022-06-05 09:30:00, None, None,23
6.2, None, 1488.8,2022-06-05 09:45:00, None, None,23
5.7, None, 1488.8,2022-06-05 10:00:00, None, None,23
5.5, None, 1488.8,2022-06-05 10:15:00, None, None,23
5.3, None, 1488.8,2022-06-05 10:30:00, None, None,23
5.6, None, 1488.8,2022-06-05 10:45:00, None, None,23
5.6, None, 1488.8,2022-06-05 11:00:00, None, None,23
5.8, None, 1488.8,2022-06-05 11:15:00, None, None,23
6.1, None, 1488.8,2022-06-05 11:30:00, None, None,23
6.2, None, 1487.7,2022-06-05 11:45:00, None, None,23
6.2, None, 1488.8,2022-06-05 12:00:00, None, None,23
6.5, None, 1488.8,2022-06-05 12:15:00, None, None,23
7.1, None, 1487.7,2022-06-05 12:30:00, None, None,23
7.0, None, 1487.7,2022-06-05 12:45:00, None, None,23
6.7, None, 1487.7,2022-06-05 13:00:00, None, None,23
6.9, None, 1487.7,2022-06-05 13:15:00, None, None,23
6.8, None, 1487.7,2022-06-05 13:30:00, None, None,23
6.8, None, 1487.7,2022-06-05 13:45:00, None, None,23
7.5, None, 1487.7,2022-06-05 14:00:00, None, None,23
7.2, None, 1487.7,2022-06-05 14:15:00, None, None,23
6.8, None, 1487.7,2022-06-05 14:30:00, None, None,23
5.8, None, 1487.7,2022-06-05 14:45:00, None, None,23
6.8, None, 1487.7,2022-06-05 15:00:00, None, None,23
7.5, None, 1487.7,2022-06-05 15:15:00, None, None,23
6.7, None, 1487.7,2022-06-05 15:30:00, None, None,23
5.5, None, 1487.7,2022-06-05 15:45:00, None, None,23
5.2, None, 1487.7,2022-06-05 16:00:00, None, None,23
5.3, None, 1487.7,2022-06-05 16:15:00, None, None,23
5.9, None, 1487.7,2022-06-05 16:30:00, None, None,23
5.4, None, 1487.7,2022-06-05 16:45:00, None, None,23
5.4, None, 1487.7,2022-06-05 17:00:00, None, None,23
5.8, None, 1486.7,2022-06-05 17:15:00, None, None,23
4.6, None, 1486.7,2022-06-05 17:30:00, None, None,23
4.4, None, 1486.7,2022-06-05 17:45:00, None, None,23
4.3, None, 1486.7,2022-06-05 18:00:00, None, None,23
4.1, None, 1486.7,2022-06-05 18:15:00, None, None,23
3.3, None, 1486.7,2022-06-05 18:30:00, None, None,23
4.9, None, 1486.7,2022-06-05 18:45:00, None, None,23
4.2, None, 1486.7,2022-06-05 19:00:00, None, None,23
4.3, None, 1486.7,2022-06-05 19:15:00, None, None,23
2.4, None, 1486.7,2022-06-05 19:30:00, None, None,23
2.4, None, 1486.7,2022-06-05 19:45:00, None, None,23
2.2, None, 1486.7,2022-06-05 20:00:00, None, None,23
1.9, None, 1486.7,2022-06-05 20:15:00, None, None,23
2.5, None, 1486.7,2022-06-05 20:30:00, None, None,23
3.0, None, 1486.7,2022-06-05 20:45:00, None, None,23
2.5, None, 1486.7,2022-06-05 21:00:00, None, None,23
2.3, None, 1486.7,2022-06-05 21:15:00, None, None,23
2.1, None, 1486.7,2022-06-05 21:30:00, None, None,23
2.5, None, 1486.7,2022-06-05 21:45:00, None, None,23
4.5, None, 1486.7,2022-06-05 22:00:00, None, None,23
4.5, None, 1486.7,2022-06-05 22:15:00, None, None,23
4.0, None, 1485.7,2022-06-05 22:30:00, None, None,23
3.1, None, 1485.7,2022-06-05 22:45:00, None, None,23
2.4, None, 1486.7,2022-06-05 23:00:00, None, None,23
2.5, None, 1485.7,2022-06-05 23:15:00, None, None,23
2.4, None, 1485.7,2022-06-05 23:30:00, None, None,23
2.4, None, 1486.7,2022-06-05 23:45:00, None, None,23
2.4, 1.8, 1485.7,2022-06-06 00:00:00, 1.0, 11.4,23
2.2, None, 1485.7,2022-06-06 00:15:00, None, None,23
1.9, None, 1485.7,2022-06-06 00:30:00, None, None,23
1.9, None, 1485.7,2022-06-06 00:45:00, None, None,23
1.5, None, 1485.7,2022-06-06 01:00:00, None, None,23
1.9, None, 1485.7,2022-06-06 01:15:00, None, None,23
1.9, None, 1485.7,2022-06-06 01:30:00, None, None,23
1.8, None, 1485.7,2022-06-06 01:45:00, None, None,23
2.0, None, 1485.7,2022-06-06 02:00:00, None, None,23
2.0, None, 1485.7,2022-06-06 02:15:00, None, None,23
2.8, None, 1485.7,2022-06-06 02:30:00, None, None,23
3.1, None, 1485.7,2022-06-06 02:45:00, None, None,23
3.5, None, 1485.7,2022-06-06 03:00:00, None, None,23
3.1, None, 1485.7,2022-06-06 03:15:00, None, None,23
3.1, None, 1485.7,2022-06-06 03:30:00, None, None,23
3.5, None, 1485.7,2022-06-06 03:45:00, None, None,23
3.8, None, 1485.7,2022-06-06 04:00:00, None, None,23
3.7, None, 1485.7,2022-06-06 04:15:00, None, None,23
3.3, None, 1485.7,2022-06-06 04:30:00, None, None,23
3.6, None, 1485.7,2022-06-06 04:45:00, None, None,23
4.0, None, 1485.7,2022-06-06 05:00:00, None, None,23
4.2, None, 1485.7,2022-06-06 05:15:00, None, None,23
4.4, None, 1485.7,2022-06-06 05:30:00, None, None,23
4.3, None, 1485.7,2022-06-06 05:45:00, None, None,23
4.1, None, 1485.7,2022-06-06 06:00:00, None, None,23
4.5, None, 1485.7,2022-06-06 06:15:00, None, None,23
5.2, None, 1485.7,2022-06-06 06:30:00, None, None,23
6.5, None, 1485.7,2022-06-06 06:45:00, None, None,23
4.8, None, 1485.7,2022-06-06 07:00:00, None, None,23
4.8, None, 1485.7,2022-06-06 07:15:00, None, None,23
5.0, None, 1485.7,2022-06-06 07:30:00, None, None,23
4.6, None, 1485.7,2022-06-06 07:45:00, None, None,23
4.7, None, 1485.7,2022-06-06 08:00:00, None, None,23
5.8, None, 1485.7,2022-06-06 08:15:00, None, None,23
5.0, None, 1485.7,2022-06-06 08:30:00, None, None,23
5.3, None, 1485.7,2022-06-06 08:45:00, None, None,23
5.7, None, 1485.7,2022-06-06 09:00:00, None, None,23
6.5, None, 1485.7,2022-06-06 09:15:00, None, None,23
5.9, None, 1485.7,2022-06-06 09:30:00, None, None,23
6.8, None, 1485.7,2022-06-06 09:45:00, None, None,23
6.4, None, 1485.7,2022-06-06 10:00:00, None, None,23
7.6, None, 1485.7,2022-06-06 10:15:00, None, None,23
7.6, None, 1485.7,2022-06-06 10:30:00, None, None,23
7.9, None, 1485.7,2022-06-06 10:45:00, None, None,23
7.2, None, 1485.7,2022-06-06 11:00:00, None, None,23
7.6, None, 1485.7,2022-06-06 11:15:00, None, None,23
7.9, None, 1485.7,2022-06-06 11:30:00, None, None,23
9.3, None, 1485.7,2022-06-06 11:45:00, None, None,23
8.0, None, 1485.7,2022-06-06 12:00:00, None, None,23
8.9, None, 1485.7,2022-06-06 12:15:00, None, None,23
11.4, None, 1485.7,2022-06-06 12:30:00, None, None,23
9.5, None, 1485.7,2022-06-06 12:45:00, None, None,23
9.4, None, 1485.7,2022-06-06 13:00:00, None, None,23
8.7, None, 1485.7,2022-06-06 13:15:00, None, None,23
9.7, None, 1485.7,2022-06-06 13:30:00, None, None,23
8.7, None, 1485.7,2022-06-06 13:45:00, None, None,23
10.4, None, 1485.7,2022-06-06 14:00:00, None, None,23
10.9, None, 1485.7,2022-06-06 14:15:00, None, None,23
9.8, None, 1485.7,2022-06-06 14:30:00, None, None,23
9.2, None, 1485.7,2022-06-06 14:45:00, None, None,23
9.7, None, 1485.7,2022-06-06 15:00:00, None, None,23
8.6, None, 1485.7,2022-06-06 15:15:00, None, None,23
6.7, None, 1485.7,2022-06-06 15:30:00, None, None,23
5.3, None, 1485.7,2022-06-06 15:45:00, None, None,23
5.4, None, 1485.7,2022-06-06 16:00:00, None, None,23
4.9, None, 1485.7,2022-06-06 16:15:00, None, None,23
4.7, None, 1485.7,2022-06-06 16:30:00, None, None,23
4.4, None, 1485.7,2022-06-06 16:45:00, None, None,23
4.7, None, 1485.7,2022-06-06 17:00:00, None, None,23
8.2, None, 1485.7,2022-06-06 17:15:00, None, None,23
7.9, None, 1485.7,2022-06-06 17:30:00, None, None,23
7.8, None, 1485.7,2022-06-06 17:45:00, None, None,23
6.1, None, 1485.7,2022-06-06 18:00:00, None, None,23
5.2, None, 1485.7,2022-06-06 18:15:00, None, None,23
3.7, None, 1485.7,2022-06-06 18:30:00, None, None,23
2.7, None, 1485.7,2022-06-06 18:45:00, None, None,23
2.8, None, 1485.7,2022-06-06 19:00:00, None, None,23
2.5, None, 1485.7,2022-06-06 19:15:00, None, None,23
2.3, None, 1485.7,2022-06-06 19:30:00, None, None,23
2.4, None, 1485.7,2022-06-06 19:45:00, None, None,23
2.4, None, 1485.7,2022-06-06 20:00:00, None, None,23
2.0, None, 1485.7,2022-06-06 20:15:00, None, None,23
1.9, None, 1485.7,2022-06-06 20:30:00, None, None,23
2.0, None, 1485.7,2022-06-06 20:45:00, None, None,23
2.1, None, 1485.7,2022-06-06 21:00:00, None, None,23
2.4, None, 1485.7,2022-06-06 21:15:00, None, None,23
1.9, None, 1485.7,2022-06-06 21:30:00, None, None,23
1.9, None, 1485.7,2022-06-06 21:45:00, None, None,23
1.9, None, 1484.6,2022-06-06 22:00:00, None, None,23
2.1, None, 1484.6,2022-06-06 22:15:00, None, None,23
1.7, None, 1484.6,2022-06-06 22:30:00, None, None,23
2.1, None, 1484.6,2022-06-06 22:45:00, None, None,23
1.5, None, 1484.6,2022-06-06 23:00:00, None, None,23
1.2, None, 1484.6,2022-06-06 23:15:00, None, None,23
1.0, None, 1484.6,2022-06-06 23:30:00, None, None,23
1.0, None, 1484.6,2022-06-06 23:45:00, None, None,23
1.0, 0.0, 1484.6,2022-06-07 00:00:00, 0.3, 13.4,23
1.1, None, 1484.6,2022-06-07 00:15:00, None, None,23
0.8, None, 1484.6,2022-06-07 00:30:00, None, None,23
0.7, None, 1484.6,2022-06-07 00:45:00, None, None,23
0.8, None, 1484.6,2022-06-07 01:00:00, None, None,23
0.7, None, 1484.6,2022-06-07 01:15:00, None, None,23
0.8, None, 1483.6,2022-06-07 01:30:00, None, None,23
0.6, None, 1483.6,2022-06-07 01:45:00, None, None,23
0.5, None, 1483.6,2022-06-07 02:00:00, None, None,23
0.3, None, 1483.6,2022-06-07 02:15:00, None, None,23
0.5, None, 1483.6,2022-06-07 02:30:00, None, None,23
0.7, None, 1483.6,2022-06-07 02:45:00, None, None,23
0.9, None, 1483.6,2022-06-07 03:00:00, None, None,23
1.1, None, 1483.6,2022-06-07 03:15:00, None, None,23
0.8, None, 1483.6,2022-06-07 03:30:00, None, None,23
0.5, None, 1483.6,2022-06-07 03:45:00, None, None,23
0.5, None, 1483.6,2022-06-07 04:00:00, None, None,23
0.7, None, 1483.6,2022-06-07 04:15:00, None, None,23
0.4, None, 1483.6,2022-06-07 04:30:00, None, None,23
0.6, None, 1483.6,2022-06-07 04:45:00, None, None,23
0.7, None, 1482.6,2022-06-07 05:00:00, None, None,23
0.7, None, 1482.6,2022-06-07 05:15:00, None, None,23
2.1, None, 1482.6,2022-06-07 05:30:00, None, None,23
4.2, None, 1482.6,2022-06-07 05:45:00, None, None,23
6.7, None, 1482.6,2022-06-07 06:00:00, None, None,23
6.8, None, 1482.6,2022-06-07 06:15:00, None, None,23
6.1, None, 1482.6,2022-06-07 06:30:00, None, None,23
6.1, None, 1482.6,2022-06-07 06:45:00, None, None,23
6.8, None, 1481.5,2022-06-07 07:00:00, None, None,23
6.9, None, 1481.5,2022-06-07 07:15:00, None, None,23
7.6, None, 1481.5,2022-06-07 07:30:00, None, None,23
7.4, None, 1481.5,2022-06-07 07:45:00, None, None,23
7.9, None, 1481.5,2022-06-07 08:00:00, None, None,23
8.8, None, 1481.5,2022-06-07 08:15:00, None, None,23
9.5, None, 1481.5,2022-06-07 08:30:00, None, None,23
10.5, None, 1481.5,2022-06-07 08:45:00, None, None,23
10.3, None, 1481.5,2022-06-07 09:00:00, None, None,23
9.7, None, 1481.5,2022-06-07 09:15:00, None, None,23
9.4, None, 1481.5,2022-06-07 09:30:00, None, None,23
9.3, None, 1481.5,2022-06-07 09:45:00, None, None,23
11.4, None, 1481.5,2022-06-07 10:00:00, None, None,23
9.5, None, 1481.5,2022-06-07 10:15:00, None, None,23
11.5, None, 1481.5,2022-06-07 10:30:00, None, None,23
11.9, None, 1481.5,2022-06-07 10:45:00, None, None,23
10.8, None, 1481.5,2022-06-07 11:00:00, None, None,23
11.3, None, 1481.5,2022-06-07 11:15:00, None, None,23
12.8, None, 1481.5,2022-06-07 11:30:00, None, None,23
11.1, None, 1481.5,2022-06-07 11:45:00, None, None,23
10.5, None, 1481.5,2022-06-07 12:00:00, None, None,23
12.3, None, 1481.5,2022-06-07 12:15:00, None, None,23
12.3, None, 1481.5,2022-06-07 12:30:00, None, None,23
12.5, None, 1481.5,2022-06-07 12:45:00, None, None,23
12.1, None, 1481.5,2022-06-07 13:00:00, None, None,23
11.1, None, 1482.6,2022-06-07 13:15:00, None, None,23
12.2, None, 1482.6,2022-06-07 13:30:00, None, None,23
11.4, None, 1482.6,2022-06-07 13:45:00, None, None,23
11.7, None, 1482.6,2022-06-07 14:00:00, None, None,23
11.5, None, 1482.6,2022-06-07 14:15:00, None, None,23
11.5, None, 1482.6,2022-06-07 14:30:00, None, None,23
11.6, None, 1482.6,2022-06-07 14:45:00, None, None,23
12.0, None, 1482.6,2022-06-07 15:00:00, None, None,23
11.8, None, 1482.6,2022-06-07 15:15:00, None, None,23
11.6, None, 1482.6,2022-06-07 15:30:00, None, None,23
13.4, None, 1482.6,2022-06-07 15:45:00, None, None,23
11.9, None, 1482.6,2022-06-07 16:00:00, None, None,23
12.9, None, 1482.6,2022-06-07 16:15:00, None, None,23
11.7, None, 1482.6,2022-06-07 16:30:00, None, None,23
9.7, None, 1482.6,2022-06-07 16:45:00, None, None,23
11.3, None, 1482.6,2022-06-07 17:00:00, None, None,23
11.0, None, 1482.6,2022-06-07 17:15:00, None, None,23
7.6, None, 1482.6,2022-06-07 17:30:00, None, None,23
6.3, None, 1482.6,2022-06-07 17:45:00, None, None,23
5.4, None, 1482.6,2022-06-07 18:00:00, None, None,23
5.4, None, 1482.6,2022-06-07 18:15:00, None, None,23
5.8, None, 1481.5,2022-06-07 18:30:00, None, None,23
5.6, None, 1481.5,2022-06-07 18:45:00, None, None,23
5.3, None, 1481.5,2022-06-07 19:00:00, None, None,23
4.8, None, 1480.5,2022-06-07 19:15:00, None, None,23
5.4, None, 1480.5,2022-06-07 19:30:00, None, None,23
4.7, None, 1479.5,2022-06-07 19:45:00, None, None,23
4.9, None, 1479.5,2022-06-07 20:00:00, None, None,23
5.0, None, 1478.5,2022-06-07 20:15:00, None, None,23
4.9, None, 1478.5,2022-06-07 20:30:00, None, None,23
4.7, None, 1477.4,2022-06-07 20:45:00, None, None,23
4.8, None, 1477.4,2022-06-07 21:00:00, None, None,23
4.3, None, 1476.4,2022-06-07 21:15:00, None, None,23
4.5, None, 1476.4,2022-06-07 21:30:00, None, None,23
5.8, None, 1476.4,2022-06-07 21:45:00, None, None,23
6.2, None, 1476.4,2022-06-07 22:00:00, None, None,23
5.3, None, 1475.4,2022-06-07 22:15:00, None, None,23
5.2, None, 1475.4,2022-06-07 22:30:00, None, None,23
4.8, None, 1475.4,2022-06-07 22:45:00, None, None,23
4.5, None, 1474.3,2022-06-07 23:00:00, None, None,23
5.5, None, 1474.3,2022-06-07 23:15:00, None, None,23
6.5, None, 1474.3,2022-06-07 23:30:00, None, None,23
7.8, None, 1473.3,2022-06-07 23:45:00, None, None,23
9.0, 4.4, 1473.3,2022-06-08 00:00:00, 1.9, 11.5,23
7.4, None, 1472.3,2022-06-08 00:15:00, None, None,23
8.4, None, 1472.3,2022-06-08 00:30:00, None, None,23
6.9, None, 1472.3,2022-06-08 00:45:00, None, None,23
5.5, None, 1472.3,2022-06-08 01:00:00, None, None,23
4.4, None, 1471.2,2022-06-08 01:15:00, None, None,23
5.9, None, 1471.2,2022-06-08 01:30:00, None, None,23
5.2, None, 1471.2,2022-06-08 01:45:00, None, None,23
5.1, None, 1471.2,2022-06-08 02:00:00, None, None,23
4.8, None, 1470.2,2022-06-08 02:15:00, None, None,23
4.0, None, 1470.2,2022-06-08 02:30:00, None, None,23
4.0, None, 1470.2,2022-06-08 02:45:00, None, None,23
4.0, None, 1470.2,2022-06-08 03:00:00, None, None,23
7.3, None, 1469.2,2022-06-08 03:15:00, None, None,23
6.2, None, 1469.2,2022-06-08 03:30:00, None, None,23
6.3, None, 1469.2,2022-06-08 03:45:00, None, None,23
4.3, None, 1469.2,2022-06-08 04:00:00, None, None,23
3.5, None, 1469.2,2022-06-08 04:15:00, None, None,23
2.8, None, 1469.2,2022-06-08 04:30:00, None, None,23
3.0, None, 1469.2,2022-06-08 04:45:00, None, None,23
3.1, None, 1468.1,2022-06-08 05:00:00, None, None,23
2.6, None, 1468.1,2022-06-08 05:15:00, None, None,23
2.7, None, 1468.1,2022-06-08 05:30:00, None, None,23
2.7, None, 1468.1,2022-06-08 05:45:00, None, None,23
2.8, None, 1468.1,2022-06-08 06:00:00, None, None,23
3.1, None, 1468.1,2022-06-08 06:15:00, None, None,23
2.6, None, 1468.1,2022-06-08 06:30:00, None, None,23
3.3, None, 1467.1,2022-06-08 06:45:00, None, None,23
3.4, None, 1467.1,2022-06-08 07:00:00, None, None,23
3.6, None, 1467.1,2022-06-08 07:15:00, None, None,23
3.2, None, 1467.1,2022-06-08 07:30:00, None, None,23
3.4, None, 1467.1,2022-06-08 07:45:00, None, None,23
3.4, None, 1467.1,2022-06-08 08:00:00, None, None,23
3.7, None, 1467.1,2022-06-08 08:15:00, None, None,23
3.4, None, 1467.1,2022-06-08 08:30:00, None, None,23
5.1, None, 1467.1,2022-06-08 08:45:00, None, None,23
7.0, None, 1467.1,2022-06-08 09:00:00, None, None,23
7.0, None, 1467.1,2022-06-08 09:15:00, None, None,23
7.7, None, 1467.1,2022-06-08 09:30:00, None, None,23
8.4, None, 1467.1,2022-06-08 09:45:00, None, None,23
7.4, None, 1467.1,2022-06-08 10:00:00, None, None,23
6.6, None, 1467.1,2022-06-08 10:15:00, None, None,23
7.7, None, 1467.1,2022-06-08 10:30:00, None, None,23
7.5, None, 1467.1,2022-06-08 10:45:00, None, None,23
8.0, None, 1467.1,2022-06-08 11:00:00, None, None,23
8.2, None, 1467.1,2022-06-08 11:15:00, None, None,23
9.9, None, 1467.1,2022-06-08 11:30:00, None, None,23
7.8, None, 1467.1,2022-06-08 11:45:00, None, None,23
5.9, None, 1467.1,2022-06-08 12:00:00, None, None,23
6.2, None, 1467.1,2022-06-08 12:15:00, None, None,23
5.1, None, 1467.1,2022-06-08 12:30:00, None, None,23
6.8, None, 1467.1,2022-06-08 12:45:00, None, None,23
6.1, None, 1467.1,2022-06-08 13:00:00, None, None,23
9.1, None, 1467.1,2022-06-08 13:15:00, None, None,23
9.0, None, 1467.1,2022-06-08 13:30:00, None, None,23
9.9, None, 1466.1,2022-06-08 13:45:00, None, None,23
9.7, None, 1466.1,2022-06-08 14:00:00, None, None,23
10.4, None, 1466.1,2022-06-08 14:15:00, None, None,23
9.4, None, 1467.1,2022-06-08 14:30:00, None, None,23
8.9, None, 1467.1,2022-06-08 14:45:00, None, None,23
9.0, None, 1467.1,2022-06-08 15:00:00, None, None,23
8.8, None, 1467.1,2022-06-08 15:15:00, None, None,23
