wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
71.0, 96.0, 3.7, 0.0, 11.9, 2.4, 12.5, 10.8, 116.0, 0.0, 1.0, 99.0,2020-06-24 00:00:00,26
150.0, 97.0, 2.1, 0.2, 10.8, 5.7, 11.3, 11.4, 48.0, 0.0, 1.0, 95.0,2020-06-24 01:00:00,26
18.0, 99.0, 2.4, 0.0, 10.6, 4.6, 10.8, 11.1, 71.0, 0.0, 1.0, 97.0,2020-06-24 02:00:00,26
269.0, 95.0, 5.7, 0.0, 10.6, 4.5, 11.4, 11.0, 150.0, 0.2, 1.2, 97.0,2020-06-24 03:00:00,26
328.0, 97.0, 4.6, 0.0, 10.6, 4.9, 11.1, 11.2, 18.0, 0.0, 1.2, 98.0,2020-06-24 04:00:00,26
13.0, 97.0, 4.5, 9.4, 10.5, 7.6, 11.0, 11.5, 269.0, 0.0, 1.2, 97.0,2020-06-24 05:00:00,26
57.0, 98.0, 4.9, 1.0, 10.9, 2.4, 11.2, 11.4, 328.0, 0.0, 1.2, 99.0,2020-06-24 06:00:00,26
148.0, 97.0, 7.6, 0.0, 11.0, 2.4, 11.5, 12.6, 13.0, 9.4, 10.6, 98.0,2020-06-24 07:00:00,26
122.0, 99.0, 2.4, 0.2, 11.2, 4.3, 11.4, 15.7, 57.0, 1.0, 11.6, 84.0,2020-06-24 08:00:00,26
331.0, 98.0, 2.4, 0.0, 12.3, 6.1, 12.6, 19.2, 148.0, 0.0, 11.6, 63.0,2020-06-24 09:00:00,26
348.0, 84.0, 4.3, 0.0, 13.0, 4.3, 15.7, 18.6, 122.0, 0.2, 11.8, 61.0,2020-06-24 10:00:00,26
346.0, 63.0, 6.1, 0.0, 12.0, 2.7, 19.2, 16.8, 331.0, 0.0, 11.8, 77.0,2020-06-24 11:00:00,26
288.0, 61.0, 4.3, 0.0, 10.9, 4.5, 18.6, 19.9, 348.0, 0.0, 11.8, 57.0,2020-06-24 12:00:00,26
355.0, 77.0, 2.7, 0.0, 12.7, 6.2, 16.8, 20.6, 346.0, 0.0, 11.8, 60.0,2020-06-24 13:00:00,26
333.0, 57.0, 4.5, 0.0, 11.1, 11.0, 19.9, 21.1, 288.0, 0.0, 11.8, 55.0,2020-06-24 14:00:00,26
331.0, 60.0, 6.2, 0.0, 12.6, 9.8, 20.6, 18.6, 355.0, 0.0, 11.8, 58.0,2020-06-24 15:00:00,26
328.0, 55.0, 11.0, 0.0, 11.7, 9.3, 21.1, 18.2, 333.0, 0.0, 11.8, 66.0,2020-06-24 16:00:00,26
345.0, 58.0, 9.8, 0.0, 10.2, 6.9, 18.6, 18.5, 331.0, 0.0, 11.8, 63.0,2020-06-24 17:00:00,26
346.0, 66.0, 9.3, 0.0, 11.7, 4.7, 18.2, 15.8, 328.0, 0.0, 11.8, 74.0,2020-06-24 18:00:00,26
352.0, 63.0, 6.9, 0.0, 11.3, 5.2, 18.5, 13.1, 345.0, 0.0, 10.8, 86.0,2020-06-24 19:00:00,26
350.0, 74.0, 4.7, 0.0, 11.2, 4.9, 15.8, 13.1, 346.0, 0.0, 10.8, 91.0,2020-06-24 20:00:00,26
6.0, 86.0, 5.2, 0.0, 10.8, 2.4, 13.1, 11.7, 352.0, 0.0, 10.8, 95.0,2020-06-24 21:00:00,26
8.0, 91.0, 4.9, 0.0, 11.7, 4.2, 13.1, 10.5, 350.0, 0.0, 10.8, 98.0,2020-06-24 22:00:00,26
356.0, 95.0, 2.4, 0.0, 10.9, 5.5, 11.7, 10.2, 6.0, 0.0, 10.8, 99.0,2020-06-24 23:00:00,26
38.0, 98.0, 4.2, 0.0, 10.2, 3.6, 10.5, 9.2, 8.0, 0.0, 10.8, 99.0,2020-06-25 00:00:00,26
344.0, 99.0, 5.5, 0.0, 10.0, 1.9, 10.2, 8.2, 356.0, 0.0, 10.8, 98.0,2020-06-25 01:00:00,26
7.0, 99.0, 3.6, 0.0, 9.1, 3.4, 9.2, 7.5, 38.0, 0.0, 10.8, 99.0,2020-06-25 02:00:00,26
255.0, 98.0, 1.9, 0.0, 7.9, 2.7, 8.2, 6.8, 344.0, 0.0, 10.6, 99.0,2020-06-25 03:00:00,26
333.0, 99.0, 3.4, 0.0, 7.4, 2.6, 7.5, 8.2, 7.0, 0.0, 10.6, 99.0,2020-06-25 04:00:00,26
271.0, 99.0, 2.7, 0.0, 6.7, 2.8, 6.8, 10.0, 255.0, 0.0, 10.6, 97.0,2020-06-25 05:00:00,26
359.0, 99.0, 2.6, 0.0, 8.1, 2.9, 8.2, 14.2, 333.0, 0.0, 10.6, 86.0,2020-06-25 06:00:00,26
324.0, 97.0, 2.8, 0.0, 9.5, 4.5, 10.0, 15.4, 271.0, 0.0, 1.2, 80.0,2020-06-25 07:00:00,26
