CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -3.888, 21.62, None, None, None, 36.7, 30.82, 13.93, 90.0, -21.0, 13.9, -3.9, -4.8, 0.0, -21.0, None, 90.0, -3.6, None, None, 22.0, None,2021-01-01 10:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.417, 21.48, None, None, None, 32.5, 31.25, 11.66, 95.2, -20.0, 11.7, -3.4, -4.8, 0.0, -20.0, None, 95.0, -3.4, None, None, 21.0, None,2021-01-01 11:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.614, 21.53, None, None, None, 30.9, 31.48, 11.71, 98.3, -21.0, 11.7, -3.6, -4.8, 0.0, -21.0, None, 98.0, -3.4, None, None, 22.0, None,2021-01-01 12:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.284, 21.44, None, None, None, 34.4, 32.3, 15.19, 94.5, -20.0, 15.2, -3.3, -4.8, 0.0, -20.0, None, 95.0, -3.3, None, None, 21.0, None,2021-01-01 13:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.142, 21.27, None, None, None, 30.4, 27.78, 13.55, 91.1, -20.0, 13.6, -3.1, -4.8, 0.0, -20.0, None, 91.0, -3.1, None, None, 21.0, None,2021-01-01 14:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.199, 21.41, None, None, None, 32.0, 29.48, 11.79, 98.7, -20.0, 11.8, -3.2, -4.8, 0.0, -20.0, None, 99.0, -3.1, None, None, 21.0, None,2021-01-01 15:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.199, 21.41, None, None, None, 31.1, 32.29, 11.93, 94.1, -20.0, 11.9, -3.2, -4.8, 0.0, -20.0, None, 94.0, -3.1, None, None, 21.0, None,2021-01-01 16:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.321, 21.45, None, None, None, 35.4, 31.57, 12.55, 101.1, -20.0, 12.6, -3.3, -4.8, 0.0, -20.0, None, 101.0, -3.1, None, None, 21.0, None,2021-01-01 17:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.747, 21.27, None, None, None, 31.9, 30.3, 14.4, 97.3, -20.0, 14.4, -2.7, -4.8, 0.0, -20.0, None, 97.0, -2.7, None, None, 21.0, None,2021-01-01 18:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.306, 21.14, None, None, None, 39.7, 28.18, 15.92, 96.8, -20.0, 15.9, -2.3, -2.7, 0.0, -20.0, None, 97.0, -2.2, None, None, 21.0, None,2021-01-01 19:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.175, 21.1, None, None, None, 39.5, 31.03, 17.67, 94.1, -20.0, 17.7, -2.2, -2.7, 0.0, -20.0, None, 94.0, -2.2, None, None, 21.0, None,2021-01-01 20:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -1.969, 21.04, None, None, None, 42.6, 30.27, 19.99, 93.2, -19.0, 20.0, -2.0, -2.7, 0.0, -19.0, None, 93.0, -1.9, None, None, 21.0, None,2021-01-01 21:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.099, 21.08, None, None, None, 48.2, 30.13, 24.28, 101.4, -19.0, 24.3, -2.1, -2.7, 0.0, -19.0, None, 101.0, -1.9, None, None, 21.0, None,2021-01-01 22:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -1.753, 20.98, None, None, None, 38.7, 25.72, 22.65, 103.8, -19.0, 22.7, -1.8, -2.7, 0.0, -19.0, None, 104.0, -1.8, None, None, 21.0, None,2021-01-01 23:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.071, 21.07, None, None, None, 28.7, 25.32, 9.7, 97.6, -19.0, 9.7, -2.1, -2.7, 0.0, -19.0, None, 98.0, -1.7, None, None, 21.0, None,2021-01-02 00:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.307, 21.14, None, None, None, 23.2, 43.89, 2.619, 77.8, -20.0, 2.6, -2.3, -2.7, 0.0, -20.0, None, 78.0, -1.7, None, None, 21.0, None,2021-01-02 01:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.776, 21.28, None, None, None, 22.9, 46.82, 4.932, 71.4, -20.0, 4.9, -2.8, -2.8, 0.0, -20.0, None, 71.0, -1.7, None, None, 21.0, None,2021-01-02 02:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.56, 21.22, None, None, None, 23.4, 41.7, 3.749, 67.09, -20.0, 3.7, -2.6, -2.9, 0.0, -20.0, None, 67.0, -1.7, None, None, 21.0, None,2021-01-02 03:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.71, 21.26, None, None, None, 22.9, 20.89, 3.562, 95.2, -20.0, 3.6, -2.7, -2.9, 0.0, -20.0, None, 95.0, -1.7, None, None, 21.0, None,2021-01-02 04:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.644, 21.24, None, None, None, 26.6, 17.46, 8.12, 81.4, -20.0, 8.1, -2.6, -2.9, 0.0, -20.0, None, 81.0, -1.7, None, None, 21.0, None,2021-01-02 05:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.503, 21.2, None, None, None, 27.5, 21.98, 12.61, 85.7, -20.0, 12.6, -2.5, -2.9, 0.0, -20.0, None, 86.0, -1.7, None, None, 21.0, None,2021-01-02 06:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.691, 21.26, None, None, None, 38.8, 25.19, 18.55, 93.7, -20.0, 18.6, -2.7, -2.7, 0.0, -20.0, None, 94.0, -2.4, None, None, 21.0, None,2021-01-02 07:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.832, 21.3, None, None, None, 42.7, 27.06, 22.35, 87.6, -20.0, 22.4, -2.8, -3.0, 0.0, -20.0, None, 88.0, -2.4, None, None, 21.0, None,2021-01-02 08:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.01, 21.35, None, None, None, 42.0, 27.6, 21.56, 92.1, -20.0, 21.6, -3.0, -3.0, 0.0, -20.0, None, 92.0, -2.4, None, None, 21.0, None,2021-01-02 09:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.048, 21.36, None, None, None, 46.5, 26.9, 24.89, 94.6, -20.0, 24.9, -3.0, -3.3, 0.0, -20.0, None, 95.0, -2.4, None, None, 21.0, None,2021-01-02 10:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.4, 21.17, None, None, None, 47.9, 30.0, 26.01, 96.1, -20.0, 26.0, -2.4, -3.3, 0.0, -20.0, None, 96.0, -2.4, None, None, 21.0, None,2021-01-02 11:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -1.912, 21.02, None, None, None, 54.7, 29.63, 28.2, 95.7, -19.0, 28.2, -1.9, -3.3, 0.0, -19.0, None, 96.0, -1.8, None, None, 21.0, None,2021-01-02 12:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.456, 21.19, None, None, None, 50.0, 28.53, 25.84, 102.0, -20.0, 25.8, -2.5, -3.3, 0.0, -20.0, None, 102.0, -1.8, None, None, 21.0, None,2021-01-02 13:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.869, 21.31, None, None, None, 58.7, 25.13, 30.04, 105.0, -20.0, 30.0, -2.9, -3.3, 0.0, -20.0, None, 105.0, -1.8, None, None, 21.0, None,2021-01-02 14:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.757, 21.28, None, None, None, 56.1, 25.45, 32.69, 110.4, -20.0, 32.7, -2.8, -3.3, 0.0, -20.0, None, 110.0, -1.8, None, None, 21.0, None,2021-01-02 15:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.888, 21.32, None, None, None, 60.4, 24.73, 31.99, 108.6, -20.0, 32.0, -2.9, -3.3, 0.0, -20.0, None, 109.0, -1.8, None, None, 21.0, None,2021-01-02 16:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.888, 21.32, None, None, None, 51.0, 23.71, 29.24, 108.0, -20.0, 29.2, -2.9, -3.3, 0.0, -20.0, None, 108.0, -1.8, None, None, 21.0, None,2021-01-02 17:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.737, 21.27, None, None, None, 57.4, 26.3, 28.02, 103.2, -20.0, 28.0, -2.7, -3.3, 0.0, -20.0, None, 103.0, -1.8, None, None, 21.0, None,2021-01-02 18:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.606, 21.23, None, None, None, 62.7, 24.48, 26.07, 107.6, -20.0, 26.1, -2.6, -2.7, 0.0, -20.0, None, 108.0, -2.6, None, None, 21.0, None,2021-01-02 19:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.531, 21.21, None, None, None, 41.8, 20.67, 20.96, 98.8, -20.0, 21.0, -2.5, -2.7, 0.0, -20.0, None, 99.0, -2.5, None, None, 21.0, None,2021-01-02 20:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.39, 21.17, None, None, None, 35.7, 26.65, 14.41, 95.3, -20.0, 14.4, -2.4, -2.7, 0.0, -20.0, None, 95.0, -2.4, None, None, 21.0, None,2021-01-02 21:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.156, 21.1, None, None, None, 39.8, 31.1, 13.6, 85.0, -20.0, 13.6, -2.2, -2.7, 0.0, -20.0, None, 85.0, -2.1, None, None, 21.0, None,2021-01-02 22:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.175, 21.1, None, None, None, 48.7, 33.42, 12.59, 87.1, -20.0, 12.6, -2.2, -2.7, 0.0, -20.0, None, 87.0, -2.1, None, None, 21.0, None,2021-01-02 23:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.062, 21.07, None, None, None, 26.4, 29.06, 8.96, 76.8, -19.0, 9.0, -2.1, -2.7, 0.0, -19.0, None, 77.0, -2.0, None, None, 21.0, None,2021-01-03 00:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.39, 21.17, None, None, None, 23.3, 30.12, 6.022, 81.4, -20.0, 6.0, -2.4, -2.7, 0.0, -20.0, None, 81.0, -2.0, None, None, 21.0, None,2021-01-03 01:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.822, 21.3, None, None, None, 11.6, 11.32, 0.538, 19.31, -20.0, 0.5, -2.8, -2.8, 0.0, -20.0, None, 19.0, -2.0, None, None, 21.0, None,2021-01-03 02:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.547, 21.51, None, None, None, 7.9, 38.48, 0.275, 236.2, -21.0, 0.3, -3.5, -3.5, 0.0, -21.0, None, 236.0, -2.0, None, None, 22.0, None,2021-01-03 03:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.844, 21.9, None, None, None, 17.2, 36.14, 0.343, 349.4, -21.0, 0.3, -4.8, -4.8, 0.0, -21.0, None, 349.0, -2.0, None, None, 22.0, None,2021-01-03 04:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.463, 22.09, None, None, None, 9.8, 21.55, 0.497, 355.4, -22.0, 0.5, -5.5, -5.5, 0.0, -22.0, None, 355.0, -2.0, None, None, 22.0, None,2021-01-03 05:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.463, 22.09, None, None, None, 16.0, 22.66, 0.647, 346.5, -22.0, 0.6, -5.5, -5.5, 0.0, -22.0, None, 347.0, -2.0, None, None, 22.0, None,2021-01-03 06:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.694, 22.16, None, None, None, 13.7, 16.07, 0.665, 357.1, -22.0, 0.7, -5.7, -5.7, 0.0, -22.0, None, 357.0, -5.5, None, None, 22.0, None,2021-01-03 07:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.375, 22.36, None, None, None, 11.4, 23.38, 0.945, 5.626, -23.0, 0.9, -6.4, -6.4, 0.0, -23.0, None, 6.0, -5.5, None, None, 22.0, None,2021-01-03 08:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.51, 22.4, None, None, None, 5.1, 20.12, 0.289, 0.964, -23.0, 0.3, -6.5, -6.6, 0.0, -23.0, None, 1.0, -5.5, None, None, 22.0, None,2021-01-03 09:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.892, 21.92, None, None, None, 6.0, 17.14, 0.063, 5.419, -22.0, 0.1, -4.9, -6.6, 0.0, -22.0, None, 5.0, -4.9, None, None, 22.0, None,2021-01-03 10:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.254, 22.03, None, None, None, 2.9, 4.847, 0.036, 322.9, -22.0, 0.0, -5.3, -6.6, 0.0, -22.0, None, 323.0, -4.7, None, None, 22.0, None,2021-01-03 11:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -2.86, 21.31, None, None, None, 11.5, 7.7, 1.957, 182.0, -20.0, 2.0, -2.9, -6.6, 0.0, -20.0, None, 182.0, -2.7, None, None, 21.0, None,2021-01-03 12:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.01, 21.35, None, None, None, 10.3, 11.78, 1.708, 188.1, -20.0, 1.7, -3.0, -6.6, 0.0, -20.0, None, 188.0, -1.8, None, None, 21.0, None,2021-01-03 13:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.881, 21.91, None, None, None, 9.2, 12.89, 0.393, 227.2, -22.0, 0.4, -4.9, -6.6, 0.0, -22.0, None, 227.0, -1.8, None, None, 22.0, None,2021-01-03 14:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.98, 21.64, None, None, None, 12.3, 6.911, 1.142, 165.4, -21.0, 1.1, -4.0, -6.6, 0.0, -21.0, None, 165.0, -1.8, None, None, 22.0, None,2021-01-03 15:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.557, 22.42, None, None, None, 8.6, 13.14, 0.381, 124.5, -23.0, 0.4, -6.6, -6.6, 0.0, -23.0, None, 125.0, -1.8, None, None, 22.0, None,2021-01-03 16:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.403, 22.37, None, None, None, 10.5, 21.32, 1.233, 153.7, -23.0, 1.2, -6.4, -6.9, 0.0, -23.0, None, 154.0, -1.8, None, None, 22.0, None,2021-01-03 17:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.278, 22.33, None, None, None, 4.6, 8.58, 0.492, 106.7, -23.0, 0.5, -6.3, -6.9, 0.0, -23.0, None, 107.0, -1.8, None, None, 22.0, None,2021-01-03 18:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.268, 22.33, None, None, None, 8.6, 6.061, 0.764, 122.5, -23.0, 0.8, -6.3, -6.4, 0.0, -23.0, None, 123.0, -6.2, None, None, 22.0, None,2021-01-03 19:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.125, 22.29, None, None, None, 8.2, 15.91, 1.664, 102.2, -22.0, 1.7, -6.1, -6.4, 0.0, -22.0, None, 102.0, -6.1, None, None, 22.0, None,2021-01-03 20:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.384, 22.37, None, None, None, 5.2, 4.229, 0.296, 101.9, -23.0, 0.3, -6.4, -6.4, 0.0, -23.0, None, 102.0, -6.1, None, None, 22.0, None,2021-01-03 21:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.867, 22.51, None, None, None, 6.2, 2.971, 0.361, 125.9, -23.0, 0.4, -6.9, -6.9, 0.0, -23.0, None, 126.0, -6.1, None, None, 23.0, None,2021-01-03 22:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.684, 22.46, None, None, None, 9.5, 13.44, 0.725, 98.6, -23.0, 0.7, -6.7, -7.2, 0.0, -23.0, None, 99.0, -6.1, None, None, 22.0, None,2021-01-03 23:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.462, 22.39, None, None, None, 11.0, 27.05, 1.047, 40.83, -23.0, 1.0, -6.5, -7.2, 0.0, -23.0, None, 41.0, -6.1, None, None, 22.0, None,2021-01-04 00:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -7.54, 22.71, None, None, None, 1.1, 4.676, 0.01, 103.3, -23.0, 0.0, -7.5, -7.6, 0.0, -23.0, None, 103.0, -6.1, None, None, 23.0, None,2021-01-04 01:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.799, 22.19, None, None, None, 13.9, 11.53, 1.997, 115.8, -22.0, 2.0, -5.8, -7.6, 0.0, -22.0, None, 116.0, -5.8, None, None, 22.0, None,2021-01-04 02:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.531, 22.41, None, None, None, 9.2, 24.32, 0.722, 79.1, -23.0, 0.7, -6.5, -7.6, 0.0, -23.0, None, 79.0, -5.7, None, None, 22.0, None,2021-01-04 03:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.504, 22.1, None, None, None, 18.2, 19.04, 6.247, 100.4, -22.0, 6.2, -5.5, -7.6, 0.0, -22.0, None, 100.0, -5.5, None, None, 22.0, None,2021-01-04 04:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.828, 22.2, None, None, None, 26.2, 21.79, 12.86, 108.1, -22.0, 12.9, -5.8, -7.6, 0.0, -22.0, None, 108.0, -5.5, None, None, 22.0, None,2021-01-04 05:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.973, 22.24, None, None, None, 33.7, 32.96, 12.94, 91.0, -22.0, 12.9, -6.0, -7.6, 0.0, -22.0, None, 91.0, -5.5, None, None, 22.0, None,2021-01-04 06:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.437, 22.08, None, None, None, 38.5, 28.39, 16.96, 103.5, -22.0, 17.0, -5.4, -6.0, 0.0, -22.0, None, 104.0, -5.2, None, None, 22.0, None,2021-01-04 07:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.04, 22.26, None, None, None, 35.3, 38.83, 12.07, 84.2, -22.0, 12.1, -6.0, -6.1, 0.0, -22.0, None, 84.0, -5.2, None, None, 22.0, None,2021-01-04 08:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.135, 22.29, None, None, None, 44.6, 31.26, 21.88, 100.0, -22.0, 21.9, -6.1, -6.1, 0.0, -22.0, None, 100.0, -5.2, None, None, 22.0, None,2021-01-04 09:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.154, 22.3, None, None, None, 57.3, 29.86, 25.83, 111.0, -22.0, 25.8, -6.2, -6.2, 0.0, -22.0, None, 111.0, -5.2, None, None, 22.0, None,2021-01-04 10:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.972, 22.24, None, None, None, 55.4, 34.23, 22.84, 111.7, -22.0, 22.8, -6.0, -6.2, 0.0, -22.0, None, 112.0, -5.2, None, None, 22.0, None,2021-01-04 11:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.416, 22.07, None, None, None, 46.1, 35.39, 20.44, 109.9, -22.0, 20.4, -5.4, -6.2, 0.0, -22.0, None, 110.0, -5.2, None, None, 22.0, None,2021-01-04 12:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.149, 21.99, None, None, None, 47.5, 34.14, 21.19, 110.0, -22.0, 21.2, -5.1, -6.2, 0.0, -22.0, None, 110.0, -5.1, None, None, 22.0, None,2021-01-04 13:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.997, 21.95, None, None, None, 46.4, 33.91, 19.95, 118.9, -22.0, 20.0, -5.0, -6.2, 0.0, -22.0, None, 119.0, -5.0, None, None, 22.0, None,2021-01-04 14:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.139, 21.99, None, None, None, 39.5, 31.42, 18.34, 124.1, -22.0, 18.3, -5.1, -6.2, 0.0, -22.0, None, 124.0, -4.9, None, None, 22.0, None,2021-01-04 15:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.806, 21.89, None, None, None, 49.4, 31.5, 17.73, 116.4, -21.0, 17.7, -4.8, -6.2, 0.0, -21.0, None, 116.0, -4.8, None, None, 22.0, None,2021-01-04 16:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.682, 21.85, None, None, None, 42.4, 31.12, 17.73, 127.2, -21.0, 17.7, -4.7, -6.2, 0.0, -21.0, None, 127.0, -4.6, None, None, 22.0, None,2021-01-04 17:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.578, 21.82, None, None, None, 38.1, 31.08, 16.22, 118.5, -21.0, 16.2, -4.6, -6.2, 0.0, -21.0, None, 119.0, -4.5, None, None, 22.0, None,2021-01-04 18:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.417, 21.78, None, None, None, 28.7, 33.93, 10.74, 110.5, -21.0, 10.7, -4.4, -4.6, 0.0, -21.0, None, 111.0, -4.3, None, None, 22.0, None,2021-01-04 19:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -3.954, 21.64, None, None, None, 23.3, 22.44, 9.96, 121.4, -21.0, 10.0, -4.0, -4.6, 0.0, -21.0, None, 121.0, -3.7, None, None, 22.0, None,2021-01-04 20:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.294, 21.74, None, None, None, 16.4, 18.28, 5.021, 121.5, -21.0, 5.0, -4.3, -4.7, 0.0, -21.0, None, 122.0, -3.7, None, None, 22.0, None,2021-01-04 21:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.342, 21.75, None, None, None, 11.6, 15.73, 2.4, 114.3, -21.0, 2.4, -4.3, -4.7, 0.0, -21.0, None, 114.0, -3.7, None, None, 22.0, None,2021-01-04 22:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.598, 21.83, None, None, None, 8.0, 6.334, 0.45, 121.9, -21.0, 0.5, -4.6, -4.8, 0.0, -21.0, None, 122.0, -3.7, None, None, 22.0, None,2021-01-04 23:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.304, 21.74, None, None, None, 1.6, 8.04, 0.045, 356.1, -21.0, 0.0, -4.3, -4.8, 0.0, -21.0, None, 356.0, -3.7, None, None, 22.0, None,2021-01-05 00:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -4.854, 21.91, None, None, None, 1.4, 6.842, 0.012, 306.3, -21.0, 0.0, -4.9, -4.9, 0.0, -21.0, None, 306.0, -3.7, None, None, 22.0, None,2021-01-05 01:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.349, 22.05, None, None, None, 2.8, 4.597, 0.03, 359.1, -22.0, 0.0, -5.3, -5.3, 0.0, -22.0, None, 359.0, -3.7, None, None, 22.0, None,2021-01-05 02:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.074, 21.97, None, None, None, 1.4, 6.236, 0.013, 335.5, -22.0, 0.0, -5.1, -5.5, 0.0, -22.0, None, 336.0, -3.7, None, None, 22.0, None,2021-01-05 03:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -5.578, 22.12, None, None, None, 11.2, 27.33, 0.901, 358.2, -22.0, 0.9, -5.6, -5.6, 0.0, -22.0, None, 358.0, -3.7, None, None, 22.0, None,2021-01-05 04:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -6.385, 22.37, None, None, None, 6.4, 20.64, 0.273, 359.8, -23.0, 0.3, -6.4, -6.4, 0.0, -23.0, None, 360.0, -3.7, None, None, 22.0, None,2021-01-05 05:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -7.24, 22.62, None, None, None, 2.6, 8.08, 0.067, 354.5, -23.0, 0.1, -7.2, -7.2, 0.0, -23.0, None, 355.0, -3.7, None, None, 23.0, None,2021-01-05 06:00:00, -6999.0, None, -6999.0, -6999.0,1
None, -7.12, 22.59, None, None, None, 1.4, 4.385, 0.024, 8.58, -23.0, 0.0, -7.1, -7.3, 0.0, -23.0, None, 9.0, -7.1, None, None, 23.0, None,2021-01-05 07:00:00, -6999.0, None, -6999.0, -6999.0,1
