wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
146.0, None, None, 0.0, None, 9.6, None, -3.7, None, None, None, 97.0,2021-01-01 00:00:00,1
159.0, None, None, 0.0, None, 11.4, None, -3.4, None, None, None, 97.0,2021-01-01 01:00:00,1
152.0, 97.0, 11.4, 0.0, -3.8, 14.0, -3.4, -2.5, 159.0, 0.0, 0.0, 95.0,2021-01-01 02:00:00,1
154.0, None, None, 0.0, None, 14.6, None, -2.2, None, None, None, 95.0,2021-01-01 03:00:00,1
141.0, 95.0, 14.6, 0.0, -2.9, 14.1, -2.2, -1.5, 154.0, 0.0, 0.0, 96.0,2021-01-01 04:00:00,1
154.0, None, None, 0.0, None, 15.5, None, -0.6, None, None, None, 96.0,2021-01-01 05:00:00,1
145.0, 96.0, 15.5, 0.0, -1.2, 19.7, -0.6, 0.0, 154.0, 0.0, 0.0, 95.0,2021-01-01 06:00:00,1
148.0, 95.0, 19.7, 0.0, -0.7, 18.7, 0.0, 0.0, 145.0, 0.0, 0.0, 96.0,2021-01-01 07:00:00,1
140.0, 96.0, 18.7, 0.0, -0.6, 19.4, 0.0, 0.1, 148.0, 0.0, 0.0, 96.0,2021-01-01 08:00:00,1
156.0, 96.0, 19.4, 0.0, -0.5, 20.9, 0.1, 0.7, 140.0, 0.0, 0.0, 94.0,2021-01-01 09:00:00,1
143.0, 94.0, 20.9, 0.0, -0.2, 16.4, 0.7, 0.9, 156.0, 0.0, 0.0, 93.0,2021-01-01 10:00:00,1
148.0, 93.0, 16.4, 0.0, -0.1, 22.2, 0.9, 1.4, 143.0, 0.0, 0.0, 88.0,2021-01-01 11:00:00,1
149.0, 88.0, 22.2, 0.0, -0.4, 19.8, 1.4, 1.9, 148.0, 0.0, 0.0, 85.0,2021-01-01 12:00:00,1
None, 85.0, 19.8, 0.2, -0.4, 19.5, 1.9, 2.3, 149.0, 0.0, 0.0, 85.0,2021-01-01 13:00:00,1
155.0, 85.0, 19.5, 0.8, 0.0, 14.9, 2.3, 1.7, None, 0.2, 0.2, 89.0,2021-01-01 14:00:00,1
None, 89.0, 14.9, 1.2, 0.1, 17.9, 1.7, 1.6, 155.0, 0.8, 1.0, 91.0,2021-01-01 15:00:00,1
None, 91.0, 17.9, 1.4, 0.3, 15.1, 1.6, 1.9, None, 1.2, 2.2, 90.0,2021-01-01 16:00:00,1
None, 90.0, 15.1, 2.2, 0.4, 18.0, 1.9, 2.6, None, 1.4, 3.6, 87.0,2021-01-01 17:00:00,1
None, 87.0, 18.0, 3.6, 0.7, 21.3, 2.6, 2.8, None, 2.2, 5.8, 84.0,2021-01-01 18:00:00,1
None, 84.0, 21.3, 3.8, 0.4, 19.7, 2.8, 2.4, None, 3.6, 9.4, 88.0,2021-01-01 19:00:00,1
None, 88.0, 19.7, 2.4, 0.6, 12.6, 2.4, 2.0, None, 3.8, 13.2, 90.0,2021-01-01 20:00:00,1
139.0, None, None, 0.8, None, 12.4, None, 1.3, None, None, None, 94.0,2021-01-01 21:00:00,1
