wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
329.0, 47.0, 3.9, 0.0, 7.1, 5.3, 18.6, 19.0, 8.0, 0.0, 0.4, 50.0,2022-08-13 00:00:00,33
26.0, None, None, 0.0, None, 7.3, None, 18.5, None, None, None, 51.0,2022-08-13 01:00:00,33
33.0, 50.0, 5.3, 0.0, 8.4, 4.3, 19.0, 16.2, 329.0, 0.0, 0.4, 63.0,2022-08-13 02:00:00,33
29.0, 51.0, 7.3, 0.0, 8.2, 4.5, 18.5, 14.8, 26.0, 0.0, 0.4, 72.0,2022-08-13 03:00:00,33
346.0, 63.0, 4.3, 0.0, 9.2, 4.8, 16.2, 13.5, 33.0, 0.0, 0.4, 79.0,2022-08-13 04:00:00,33
358.0, 72.0, 4.5, 0.0, 9.8, 4.3, 14.8, 13.7, 29.0, 0.0, 0.4, 81.0,2022-08-13 05:00:00,33
127.0, 79.0, 4.8, 0.0, 9.9, 3.4, 13.5, 17.0, 346.0, 0.0, 0.4, 68.0,2022-08-13 06:00:00,33
211.0, 81.0, 4.3, 0.0, 10.5, 6.5, 13.7, 18.9, 358.0, 0.0, 0.4, 62.0,2022-08-13 07:00:00,33
190.0, 68.0, 3.4, 0.0, 11.1, 8.7, 17.0, 20.0, 127.0, 0.0, 0.4, 60.0,2022-08-13 08:00:00,33
199.0, 62.0, 6.5, 0.0, 11.5, 10.5, 18.9, 21.2, 211.0, 0.0, 0.4, 55.0,2022-08-13 09:00:00,33
171.0, 60.0, 8.7, 0.0, 12.0, 7.2, 20.0, 20.1, 190.0, 0.0, 0.4, 55.0,2022-08-13 10:00:00,33
194.0, 55.0, 10.5, 0.0, 11.8, 10.6, 21.2, 23.5, 199.0, 0.0, 0.4, 40.0,2022-08-13 11:00:00,33
207.0, 55.0, 7.2, 0.0, 10.8, 9.8, 20.1, 22.9, 171.0, 0.0, 0.4, 43.0,2022-08-13 12:00:00,33
181.0, 40.0, 10.6, 0.0, 9.1, 12.0, 23.5, 22.9, 194.0, 0.0, 0.4, 41.0,2022-08-13 13:00:00,33
186.0, 43.0, 9.8, 0.0, 9.7, 10.2, 22.9, 24.2, 207.0, 0.0, 0.4, 34.0,2022-08-13 14:00:00,33
176.0, 41.0, None, 0.0, 9.0, 8.3, 22.9, 23.6, 181.0, 0.0, 0.4, 34.0,2022-08-13 15:00:00,33
172.0, 34.0, 10.2, 0.0, 7.4, 8.5, 24.2, 23.2, 186.0, 0.0, 0.4, 34.0,2022-08-13 16:00:00,33
222.0, 34.0, 8.3, 0.0, 6.8, 4.3, 23.6, 19.7, 176.0, 0.0, 0.4, 41.0,2022-08-13 17:00:00,33
11.0, 34.0, 8.5, 0.0, 6.5, 4.0, 23.2, 16.4, 172.0, 0.0, 0.4, 50.0,2022-08-13 18:00:00,33
336.0, 41.0, 4.3, 0.0, 6.1, 4.6, 19.7, 14.5, 222.0, 0.0, 0.0, 61.0,2022-08-13 19:00:00,33
None, 61.0, 4.6, None, 7.1, None, 14.5, None, 336.0, 0.0, None, None,2022-08-13 21:00:00,33
358.0, None, None, 0.0, None, 5.2, None, 9.2, None, None, None, 80.0,2022-08-14 02:00:00,33
352.0, None, None, 0.0, None, 4.7, None, 8.9, None, None, None, 82.0,2022-08-14 03:00:00,33
355.0, None, None, 0.0, None, 4.4, None, 8.9, None, None, None, 83.0,2022-08-14 04:00:00,33
162.0, None, None, 0.0, None, 3.4, None, 10.4, None, None, None, 80.0,2022-08-14 05:00:00,33
185.0, None, None, 0.0, None, 5.9, None, 13.9, None, None, None, 61.0,2022-08-14 06:00:00,33
189.0, None, None, 0.0, None, 5.9, None, 16.1, None, None, None, 60.0,2022-08-14 07:00:00,33
216.0, None, None, 0.0, None, 7.2, None, 16.2, None, None, None, 57.0,2022-08-14 08:00:00,33
185.0, None, None, 0.0, None, 7.7, None, 17.3, None, None, None, 58.0,2022-08-14 09:00:00,33
204.0, None, None, 0.0, None, 7.7, None, 19.1, None, None, None, 51.0,2022-08-14 10:00:00,33
193.0, None, None, 0.0, None, 8.9, None, 20.6, None, None, None, 47.0,2022-08-14 11:00:00,33
250.0, None, None, 0.0, None, 7.4, None, 21.8, None, None, None, 47.0,2022-08-14 12:00:00,33
170.0, None, None, 0.0, None, 7.5, None, 22.2, None, None, None, 47.0,2022-08-14 13:00:00,33
350.0, None, None, 0.0, None, 7.7, None, 23.4, None, None, None, 35.0,2022-08-14 14:00:00,33
159.0, None, None, 0.0, None, 4.5, None, 24.0, None, None, None, 38.0,2022-08-14 15:00:00,33
280.0, None, None, 0.0, None, 5.0, None, 24.4, None, None, None, 34.0,2022-08-14 16:00:00,33
359.0, None, None, 0.0, None, 5.5, None, 19.7, None, None, None, 50.0,2022-08-14 17:00:00,33
350.0, None, None, 0.0, None, 4.8, None, 17.5, None, None, None, 56.0,2022-08-14 18:00:00,33
4.0, 50.0, 5.5, 0.0, 9.0, 5.9, 19.7, 14.8, 359.0, 0.0, 0.0, 59.0,2022-08-14 19:00:00,33
345.0, 56.0, 4.8, 0.0, 8.6, 6.8, 17.5, 13.6, 350.0, 0.0, 0.0, 63.0,2022-08-14 20:00:00,33
352.0, 59.0, 5.9, 0.0, 6.9, 6.2, 14.8, 13.1, 4.0, 0.0, 0.0, 64.0,2022-08-14 21:00:00,33
349.0, 63.0, 6.8, 0.0, 6.7, 6.2, 13.6, 12.8, 345.0, 0.0, 0.0, 63.0,2022-08-14 22:00:00,33
