pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, -0.895, 67.87, None, None, None, None, None, -5.0, None, None,2020-01-02 13:00:00, None,1
None, -1.143, 58.92, None, None, None, None, None, -8.0, None, None,2020-01-02 14:00:00, None,1
None, -2.09, 76.97, None, None, None, None, None, -5.0, None, None,2020-01-02 15:00:00, None,1
None, -3.427, 77.89, None, None, None, None, None, -6.0, None, None,2020-01-02 16:00:00, None,1
None, -4.038, 82.6, None, None, None, None, None, -6.0, None, None,2020-01-02 17:00:00, None,1
None, -4.319, 86.5, None, None, None, None, None, -6.0, None, None,2020-01-02 18:00:00, None,1
None, -4.597, 84.1, None, None, None, None, None, -7.0, None, None,2020-01-02 19:00:00, None,1
None, -5.326, 86.7, None, None, None, None, None, -7.0, None, None,2020-01-02 20:00:00, None,1
None, -5.541, 86.8, None, None, None, None, None, -7.0, None, None,2020-01-02 21:00:00, None,1
None, -5.604, 85.9, None, None, None, None, None, -7.0, None, None,2020-01-02 22:00:00, None,1
None, -5.379, 87.4, None, None, None, None, None, -7.0, None, None,2020-01-02 23:00:00, None,1
None, -5.04, 89.0, None, None, None, None, None, -7.0, None, None,2020-01-03 00:00:00, None,1
None, -5.262, 92.0, None, None, None, None, None, -6.0, None, None,2020-01-03 01:00:00, None,1
None, -5.015, 92.8, None, None, None, None, None, -6.0, None, None,2020-01-03 02:00:00, None,1
None, -4.939, 92.7, None, None, None, None, None, -6.0, None, None,2020-01-03 03:00:00, None,1
None, -4.98, 93.6, None, None, None, None, None, -6.0, None, None,2020-01-03 04:00:00, None,1
None, -5.155, 93.9, None, None, None, None, None, -6.0, None, None,2020-01-03 05:00:00, None,1
None, -4.891, 93.8, None, None, None, None, None, -6.0, None, None,2020-01-03 06:00:00, None,1
None, -4.597, 94.0, None, None, None, None, None, -5.0, None, None,2020-01-03 07:00:00, None,1
None, -4.248, 93.0, None, None, None, None, None, -5.0, None, None,2020-01-03 08:00:00, None,1
None, -3.708, 93.5, None, None, None, None, None, -5.0, None, None,2020-01-03 09:00:00, None,1
None, -2.677, 89.7, None, None, None, None, None, -4.0, None, None,2020-01-03 10:00:00, None,1
None, -1.372, 87.2, None, None, None, None, None, -3.0, None, None,2020-01-03 11:00:00, None,1
None, -1.139, 84.5, None, None, None, None, None, -3.0, None, None,2020-01-03 12:00:00, None,1
None, 0.145, 81.9, None, None, None, None, None, -2.0, None, None,2020-01-03 13:00:00, None,1
None, 0.288, 88.5, None, None, None, None, None, -1.0, None, None,2020-01-03 14:00:00, None,1
None, 0.015, 90.6, None, None, None, None, None, -1.0, None, None,2020-01-03 15:00:00, None,1
None, -0.541, 93.5, None, None, None, None, None, -1.0, None, None,2020-01-03 16:00:00, None,1
None, -0.257, 93.7, None, None, None, None, None, -1.0, None, None,2020-01-03 17:00:00, None,1
None, -0.395, 93.0, None, None, None, None, None, -1.0, None, None,2020-01-03 18:00:00, None,1
None, -0.549, 92.8, None, None, None, None, None, -2.0, None, None,2020-01-03 19:00:00, None,1
None, -0.95, 93.7, None, None, None, None, None, -2.0, None, None,2020-01-03 20:00:00, None,1
None, -1.214, 94.0, None, None, None, None, None, -2.0, None, None,2020-01-03 21:00:00, None,1
None, -1.391, 94.5, None, None, None, None, None, -2.0, None, None,2020-01-03 22:00:00, None,1
None, -0.816, 93.0, None, None, None, None, None, -2.0, None, None,2020-01-03 23:00:00, None,1
None, -0.612, 90.2, None, None, None, None, None, -2.0, None, None,2020-01-04 00:00:00, None,1
None, -1.084, 91.7, None, None, None, None, None, -2.0, None, None,2020-01-04 01:00:00, None,1
None, -1.183, 91.6, None, None, None, None, None, -2.0, None, None,2020-01-04 02:00:00, None,1
None, -0.663, 88.9, None, None, None, None, None, -2.0, None, None,2020-01-04 03:00:00, None,1
None, -0.761, 90.4, None, None, None, None, None, -2.0, None, None,2020-01-04 04:00:00, None,1
None, -0.466, 90.1, None, None, None, None, None, -2.0, None, None,2020-01-04 05:00:00, None,1
None, -0.462, 92.2, None, None, None, None, None, -2.0, None, None,2020-01-04 06:00:00, None,1
None, -0.458, 95.2, None, None, None, None, None, -1.0, None, None,2020-01-04 07:00:00, None,1
None, -0.486, 96.0, None, None, None, None, None, -1.0, None, None,2020-01-04 08:00:00, None,1
None, 0.326, 96.5, None, None, None, None, None, 0.0, None, None,2020-01-04 09:00:00, None,1
None, 0.086, 94.4, None, None, None, None, None, -1.0, None, None,2020-01-04 10:00:00, None,1
None, -0.879, 94.4, None, None, None, None, None, -1.0, None, None,2020-01-04 11:00:00, None,1
None, 0.794, 69.5, None, None, None, None, None, -4.0, None, None,2020-01-04 12:00:00, None,1
None, 0.198, 70.16, None, None, None, None, None, -5.0, None, None,2020-01-04 13:00:00, None,1
None, -0.204, 64.62, None, None, None, None, None, -6.0, None, None,2020-01-04 14:00:00, None,1
None, -0.384, 65.85, None, None, None, None, None, -5.0, None, None,2020-01-04 15:00:00, None,1
None, -1.47, 75.58, None, None, None, None, None, -5.0, None, None,2020-01-04 16:00:00, None,1
None, -2.947, 85.5, None, None, None, None, None, -5.0, None, None,2020-01-04 17:00:00, None,1
None, -3.498, 86.0, None, None, None, None, None, -6.0, None, None,2020-01-04 18:00:00, None,1
None, -3.281, 84.6, None, None, None, None, None, -5.0, None, None,2020-01-04 19:00:00, None,1
None, -4.385, 87.5, None, None, None, None, None, -6.0, None, None,2020-01-04 20:00:00, None,1
None, -4.996, 87.3, None, None, None, None, None, -6.0, None, None,2020-01-04 21:00:00, None,1
None, -1.975, 70.2, None, None, None, None, None, -6.0, None, None,2020-01-04 22:00:00, None,1
None, -1.999, 73.16, None, None, None, None, None, -6.0, None, None,2020-01-04 23:00:00, None,1
None, -3.072, 82.3, None, None, None, None, None, -5.0, None, None,2020-01-05 00:00:00, None,1
None, -3.637, 85.9, None, None, None, None, None, -6.0, None, None,2020-01-05 01:00:00, None,1
None, -4.593, 87.0, None, None, None, None, None, -6.0, None, None,2020-01-05 02:00:00, None,1
None, -6.415, 89.3, None, None, None, None, None, -8.0, None, None,2020-01-05 03:00:00, None,1
None, -7.368, 91.5, None, None, None, None, None, -8.0, None, None,2020-01-05 04:00:00, None,1
None, -7.463, 91.5, None, None, None, None, None, -8.0, None, None,2020-01-05 05:00:00, None,1
None, -6.462, 89.4, None, None, None, None, None, -8.0, None, None,2020-01-05 06:00:00, None,1
None, -6.34, 85.3, None, None, None, None, None, -8.0, None, None,2020-01-05 07:00:00, None,1
None, -6.423, 86.2, None, None, None, None, None, -8.0, None, None,2020-01-05 08:00:00, None,1
None, -5.028, 85.0, None, None, None, None, None, -7.0, None, None,2020-01-05 09:00:00, None,1
None, -4.04, 78.61, None, None, None, None, None, -7.0, None, None,2020-01-05 10:00:00, None,1
None, -1.306, 69.39, None, None, None, None, None, -5.0, None, None,2020-01-05 11:00:00, None,1
None, -1.529, 77.86, None, None, None, None, None, -5.0, None, None,2020-01-05 12:00:00, None,1
None, -0.509, 73.88, None, None, None, None, None, -4.0, None, None,2020-01-05 13:00:00, None,1
None, 0.794, 69.72, None, None, None, None, None, -4.0, None, None,2020-01-05 14:00:00, None,1
None, 0.353, 72.02, None, None, None, None, None, -4.0, None, None,2020-01-05 15:00:00, None,1
None, -0.875, 83.3, None, None, None, None, None, -3.0, None, None,2020-01-05 16:00:00, None,1
None, -1.466, 84.1, None, None, None, None, None, -4.0, None, None,2020-01-05 17:00:00, None,1
None, -1.592, 87.0, None, None, None, None, None, -3.0, None, None,2020-01-05 18:00:00, None,1
None, -1.478, 85.7, None, None, None, None, None, -3.0, None, None,2020-01-05 19:00:00, None,1
None, -2.325, 91.1, None, None, None, None, None, -3.0, None, None,2020-01-05 20:00:00, None,1
None, -2.514, 92.5, None, None, None, None, None, -3.0, None, None,2020-01-05 21:00:00, None,1
None, -3.419, 93.9, None, None, None, None, None, -4.0, None, None,2020-01-05 22:00:00, None,1
None, -3.389, 91.3, None, None, None, None, None, -5.0, None, None,2020-01-05 23:00:00, None,1
None, -4.23, 88.0, None, None, None, None, None, -6.0, None, None,2020-01-06 00:00:00, None,1
None, -2.39, 67.02, None, None, None, None, None, -7.0, None, None,2020-01-06 01:00:00, None,1
None, -1.91, 66.01, None, None, None, None, None, -7.0, None, None,2020-01-06 02:00:00, None,1
None, -2.512, 63.7, None, None, None, None, None, -8.0, None, None,2020-01-06 03:00:00, None,1
None, -4.0, 74.33, None, None, None, None, None, -7.0, None, None,2020-01-06 04:00:00, None,1
None, -5.727, 79.0, None, None, None, None, None, -8.0, None, None,2020-01-06 05:00:00, None,1
None, -6.683, 80.7, None, None, None, None, None, -9.0, None, None,2020-01-06 06:00:00, None,1
None, -7.108, 83.1, None, None, None, None, None, -9.0, None, None,2020-01-06 07:00:00, None,1
None, -6.715, 82.6, None, None, None, None, None, -9.0, None, None,2020-01-06 08:00:00, None,1
None, -5.647, 77.47, None, None, None, None, None, -9.0, None, None,2020-01-06 09:00:00, None,1
None, -3.626, 71.45, None, None, None, None, None, -8.0, None, None,2020-01-06 10:00:00, None,1
None, -2.251, 73.13, None, None, None, None, None, -6.0, None, None,2020-01-06 11:00:00, None,1
None, -2.124, 77.65, None, None, None, None, None, -5.0, None, None,2020-01-06 12:00:00, None,1
None, -2.455, 85.0, None, None, None, None, None, -4.0, None, None,2020-01-06 13:00:00, None,1
None, -2.269, 84.0, None, None, None, None, None, -5.0, None, None,2020-01-06 14:00:00, None,1
None, -2.206, 86.4, None, None, None, None, None, -4.0, None, None,2020-01-06 15:00:00, None,1
None, -2.545, 90.4, None, None, None, None, None, -4.0, None, None,2020-01-06 16:00:00, None,1
None, -2.868, 91.6, None, None, None, None, None, -4.0, None, None,2020-01-06 17:00:00, None,1
None, -3.459, 92.8, None, None, None, None, None, -4.0, None, None,2020-01-06 18:00:00, None,1
None, -3.494, 93.1, None, None, None, None, None, -4.0, None, None,2020-01-06 19:00:00, None,1
None, -4.054, 91.5, None, None, None, None, None, -5.0, None, None,2020-01-06 20:00:00, None,1
None, -4.905, 88.4, None, None, None, None, None, -6.0, None, None,2020-01-06 21:00:00, None,1
None, -6.106, 88.9, None, None, None, None, None, -7.0, None, None,2020-01-06 22:00:00, None,1
None, -5.891, 90.2, None, None, None, None, None, -7.0, None, None,2020-01-06 23:00:00, None,1
None, -5.237, 89.4, None, None, None, None, None, -7.0, None, None,2020-01-07 00:00:00, None,1
None, -4.477, 85.4, None, None, None, None, None, -6.0, None, None,2020-01-07 01:00:00, None,1
None, -4.178, 85.1, None, None, None, None, None, -6.0, None, None,2020-01-07 02:00:00, None,1
None, -4.125, 88.8, None, None, None, None, None, -5.0, None, None,2020-01-07 03:00:00, None,1
None, -4.068, 92.3, None, None, None, None, None, -5.0, None, None,2020-01-07 04:00:00, None,1
None, -3.847, 93.4, None, None, None, None, None, -5.0, None, None,2020-01-07 05:00:00, None,1
None, -3.717, 94.2, None, None, None, None, None, -5.0, None, None,2020-01-07 06:00:00, None,1
None, -3.624, 94.6, None, None, None, None, None, -4.0, None, None,2020-01-07 07:00:00, None,1
None, -3.674, 94.6, None, None, None, None, None, -5.0, None, None,2020-01-07 08:00:00, None,1
None, -3.56, 94.3, None, None, None, None, None, -4.0, None, None,2020-01-07 09:00:00, None,1
None, -3.526, 93.6, None, None, None, None, None, -5.0, None, None,2020-01-07 10:00:00, None,1
None, -3.368, 93.4, None, None, None, None, None, -4.0, None, None,2020-01-07 11:00:00, None,1
None, -2.852, 91.9, None, None, None, None, None, -4.0, None, None,2020-01-07 12:00:00, None,1
None, -2.34, 91.4, None, None, None, None, None, -3.0, None, None,2020-01-07 13:00:00, None,1
None, -2.116, 92.5, None, None, None, None, None, -3.0, None, None,2020-01-07 14:00:00, None,1
None, -1.62, 92.7, None, None, None, None, None, -2.0, None, None,2020-01-07 15:00:00, None,1
None, -1.71, 94.1, None, None, None, None, None, -3.0, None, None,2020-01-07 16:00:00, None,1
None, -1.88, 95.0, None, None, None, None, None, -3.0, None, None,2020-01-07 17:00:00, None,1
None, -1.911, 95.6, None, None, None, None, None, -2.0, None, None,2020-01-07 18:00:00, None,1
None, -2.037, 95.9, None, None, None, None, None, -3.0, None, None,2020-01-07 19:00:00, None,1
None, -2.281, 96.0, None, None, None, None, None, -3.0, None, None,2020-01-07 20:00:00, None,1
None, -2.411, 96.3, None, None, None, None, None, -3.0, None, None,2020-01-07 21:00:00, None,1
None, -2.498, 96.3, None, None, None, None, None, -3.0, None, None,2020-01-07 22:00:00, None,1
None, -2.045, 96.5, None, None, None, None, None, -3.0, None, None,2020-01-07 23:00:00, None,1
