RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.5, None, None, None, None, None, None, None, None, None,2020-01-01 00:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.432, None, None, None, None, None, None, None, None, None,2020-01-01 01:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.413, None, None, None, None, None, None, None, None, None,2020-01-01 02:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.405, None, None, None, None, None, None, None, None, None,2020-01-01 03:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.365, None, None, None, None, None, None, None, None, None,2020-01-01 04:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.327, None, None, None, None, None, None, None, None, None,2020-01-01 05:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.365, None, None, None, None, None, None, None, None, None,2020-01-01 07:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.384, None, None, None, None, None, None, None, None, None,2020-01-01 08:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.847, None, None, None, None, None, None, None, None, None,2020-01-01 10:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.522, None, None, None, None, None, None, None, None, None,2020-01-01 11:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.558, None, None, None, None, None, None, None, None, None,2020-01-01 12:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.51, None, None, None, None, None, None, None, None, None,2020-01-01 13:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.824, None, None, None, None, None, None, None, None, None,2020-01-01 14:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.206, None, None, None, None, None, None, None, None, None,2020-01-01 15:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.215, None, None, None, None, None, None, None, None, None,2020-01-01 16:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.177, None, None, None, None, None, None, None, None, None,2020-01-01 17:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.986, None, None, None, None, None, None, None, None, None,2020-01-01 18:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.899, None, None, None, None, None, None, None, None, None,2020-01-01 19:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.928, None, None, None, None, None, None, None, None, None,2020-01-01 20:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.767, None, None, None, None, None, None, None, None, None,2020-01-01 21:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.68, None, None, None, None, None, None, None, None, None,2020-01-01 22:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.003, None, None, None, None, None, None, None, None, None,2020-01-01 23:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.823, None, None, None, None, None, None, None, None, None,2020-01-02 00:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.015, None, None, None, None, None, None, None, None, None,2020-01-02 01:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.576, None, None, None, None, None, None, None, None, None,2020-01-02 02:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.117, None, None, None, None, None, None, None, None, None,2020-01-02 07:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.021, None, None, None, None, None, None, None, None, None,2020-01-02 08:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.263, None, None, None, None, None, None, None, None, None,2020-01-02 09:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.233, None, None, None, None, None, None, None, None, None,2020-01-02 10:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.126, None, None, None, None, None, None, None, None, None,2020-01-02 11:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.092, None, None, None, None, None, None, None, None, None,2020-01-02 12:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.869, None, None, None, None, None, None, None, None, None,2020-01-02 13:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.303, None, None, None, None, None, None, None, None, None,2020-01-02 14:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.922, None, None, None, None, None, None, None, None, None,2020-01-02 15:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.902, None, None, None, None, None, None, None, None, None,2020-01-02 16:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.923, None, None, None, None, None, None, None, None, None,2020-01-02 17:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.215, None, None, None, None, None, None, None, None, None,2020-01-02 18:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.332, None, None, None, None, None, None, None, None, None,2020-01-02 19:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.528, None, None, None, None, None, None, None, None, None,2020-01-02 20:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.372, None, None, None, None, None, None, None, None, None,2020-01-02 21:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.04, None, None, None, None, None, None, None, None, None,2020-01-02 22:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None, None, None, None, None,2020-01-02 23:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.862, None, None, None, None, None, None, None, None, None,2020-01-03 00:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.981, None, None, None, None, None, None, None, None, None,2020-01-03 01:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.912, None, None, None, None, None, None, None, None, None,2020-01-03 02:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.902, None, None, None, None, None, None, None, None, None,2020-01-03 03:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.842, None, None, None, None, None, None, None, None, None,2020-01-03 04:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.753, None, None, None, None, None, None, None, None, None,2020-01-03 06:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.822, None, None, None, None, None, None, None, None, None,2020-01-03 07:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.774, None, None, None, None, None, None, None, None, None,2020-01-03 08:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.548, None, None, None, None, None, None, None, None, None,2020-01-03 09:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.489, None, None, None, None, None, None, None, None, None,2020-01-03 10:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.069, None, None, None, None, None, None, None, None, None,2020-01-03 11:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.7, None, None, None, None, None, None, None, None, None,2020-01-03 12:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.886, None, None, None, None, None, None, None, None, None,2020-01-03 14:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.557, None, None, None, None, None, None, None, None, None,2020-01-03 15:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.346, None, None, None, None, None, None, None, None, None,2020-01-03 16:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.289, None, None, None, None, None, None, None, None, None,2020-01-03 17:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.894, None, None, None, None, None, None, None, None, None,2020-01-03 18:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.57, None, None, None, None, None, None, None, None, None,2020-01-03 19:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.921, None, None, None, None, None, None, None, None, None,2020-01-03 20:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.501, None, None, None, None, None, None, None, None, None,2020-01-03 21:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.273, None, None, None, None, None, None, None, None, None,2020-01-03 22:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.738, None, None, None, None, None, None, None, None, None,2020-01-03 23:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.312, None, None, None, None, None, None, None, None, None,2020-01-04 00:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.51, None, None, None, None, None, None, None, None, None,2020-01-04 01:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.634, None, None, None, None, None, None, None, None, None,2020-01-04 02:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.43, None, None, None, None, None, None, None, None, None,2020-01-04 03:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.221, None, None, None, None, None, None, None, None, None,2020-01-04 04:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.164, None, None, None, None, None, None, None, None, None,2020-01-04 05:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.875, None, None, None, None, None, None, None, None, None,2020-01-04 06:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.913, None, None, None, None, None, None, None, None, None,2020-01-04 07:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.817, None, None, None, None, None, None, None, None, None,2020-01-04 08:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.167, None, None, None, None, None, None, None, None, None,2020-01-04 09:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.101, None, None, None, None, None, None, None, None, None,2020-01-04 10:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.301, None, None, None, None, None, None, None, None, None,2020-01-04 11:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -0.761, None, None, None, None, None, None, None, None, None,2020-01-04 12:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -1.892, None, None, None, None, None, None, None, None, None,2020-01-04 13:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.054, None, None, None, None, None, None, None, None, None,2020-01-04 14:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.396, None, None, None, None, None, None, None, None, None,2020-01-04 15:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.681, None, None, None, None, None, None, None, None, None,2020-01-04 16:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -2.851, None, None, None, None, None, None, None, None, None,2020-01-04 17:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.215, None, None, None, None, None, None, None, None, None,2020-01-04 18:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.214, None, None, None, None, None, None, None, None, None,2020-01-04 19:00:00, None,1
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.3, None, None, None, None, None, None, None, None, None,2020-01-04 20:00:00, None,1
