RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
100.3, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 59.95, None, None, -3.405, None, None, None, None, 0.189, None, None, None, None, None, None,2020-01-01 00:00:00, None,1
100.4, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 59.21, None, None, -3.454, None, None, None, None, 0.108, None, None, None, None, None, None,2020-01-01 01:00:00, None,1
100.5, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 59.95, None, None, -3.336, None, None, None, None, 0.188, None, None, None, None, None, None,2020-01-01 02:00:00, None,1
100.5, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 60.85, None, None, -3.433, None, None, None, None, 0.189, None, None, None, None, None, None,2020-01-01 03:00:00, None,1
100.5, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 60.99, None, None, -3.46, None, None, None, None, 0.186, None, None, None, None, None, None,2020-01-01 04:00:00, None,1
100.6, None, None, None, 0.0, 354.5, None, None, -3.0, 891.0, None, None, None, None, None, 61.41, None, None, -3.377, None, None, None, None, 0.188, None, None, None, None, None, None,2020-01-01 05:00:00, None,1
100.5, None, None, None, 0.0, 354.5, None, None, -3.0, 892.0, None, None, None, None, None, 61.04, None, None, -3.456, None, None, None, None, 0.19, None, None, None, None, None, None,2020-01-01 06:00:00, None,1
100.5, None, None, None, 0.0, 4.887, None, None, -3.0, 892.0, None, None, None, None, None, 59.38, None, None, -3.296, None, None, None, None, 4.658, None, None, None, None, None, None,2020-01-01 07:00:00, None,1
100.5, None, None, None, 0.0, 359.7, None, None, -3.0, 893.0, None, None, None, None, None, 57.55, None, None, -3.396, None, None, None, None, 4.961, None, None, None, None, None, None,2020-01-01 08:00:00, None,1
100.6, None, None, None, 0.0, 9.02, None, None, -3.0, 893.0, None, None, None, None, None, 62.08, None, None, -3.145, None, None, None, None, 5.782, None, None, None, None, None, None,2020-01-01 09:00:00, None,1
100.2, None, None, None, 0.0, 14.8, None, None, -3.0, 894.0, None, None, None, None, None, 62.03, None, None, -2.702, None, None, None, None, 0.052, None, None, None, None, None, None,2020-01-01 10:00:00, None,1
99.7, None, None, None, 0.0, 11.94, None, None, -3.0, 894.0, None, None, None, None, None, 62.15, None, None, -2.6, None, None, None, None, 11.7, None, None, None, None, None, None,2020-01-01 11:00:00, None,1
99.1, None, None, None, 0.092, 356.5, None, None, -2.0, 894.0, None, None, None, None, None, 63.12, None, None, -1.974, None, None, None, None, 28.83, None, None, None, None, None, None,2020-01-01 12:00:00, None,1
98.3, None, None, None, 0.267, 347.8, None, None, -2.0, 895.0, None, None, None, None, None, 61.35, None, None, -1.638, None, None, None, None, 14.6, None, None, None, None, None, None,2020-01-01 13:00:00, None,1
97.2, None, None, None, 0.12, 340.8, None, None, -2.0, 895.0, None, None, None, None, None, None, None, None, -1.209, None, None, None, None, 20.01, None, None, None, None, None, None,2020-01-01 14:00:00, None,1
97.5, None, None, None, 0.0, 350.0, None, None, -2.0, 895.0, None, None, None, None, None, None, None, None, -1.206, None, None, None, None, 8.65, None, None, None, None, None, None,2020-01-01 15:00:00, None,1
98.6, None, None, None, 0.0, 353.5, None, None, -2.0, 895.0, None, None, None, None, None, None, None, None, -1.747, None, None, None, None, 3.25, None, None, None, None, None, None,2020-01-01 16:00:00, None,1
99.4, None, None, None, 0.0, 355.9, None, None, -2.0, 895.0, None, None, None, None, None, 60.65, None, None, -1.949, None, None, None, None, 4.986, None, None, None, None, None, None,2020-01-01 17:00:00, None,1
99.8, None, None, None, 0.0, 349.3, None, None, -2.0, 895.0, None, None, None, None, None, 59.62, None, None, -1.994, None, None, None, None, 2.638, None, None, None, None, None, None,2020-01-01 18:00:00, None,1
100.0, None, None, None, 0.0, 352.4, None, None, -2.0, 895.0, None, None, None, None, None, 58.95, None, None, -2.334, None, None, None, None, 4.714, None, None, None, None, None, None,2020-01-01 19:00:00, None,1
100.4, None, None, None, 0.0, 0.024, None, None, -2.0, 894.0, None, None, None, None, None, 58.96, None, None, -2.238, None, None, None, None, 4.766, None, None, None, None, None, None,2020-01-01 20:00:00, None,1
100.9, None, None, None, 0.916, 359.2, None, None, -1.0, 895.0, None, None, None, None, None, 62.83, None, None, -1.238, None, None, None, None, 29.97, None, None, None, None, None, None,2020-01-01 21:00:00, None,1
100.1, None, None, None, 0.591, 355.5, None, None, -1.0, 897.0, None, None, None, None, None, None, None, None, -1.325, None, None, None, None, 30.7, None, None, None, None, None, None,2020-01-01 22:00:00, None,1
100.4, None, None, None, 0.526, 2.619, None, None, -2.0, 898.0, None, None, None, None, None, None, None, None, -1.632, None, None, None, None, 28.94, None, None, None, None, None, None,2020-01-01 23:00:00, None,1
96.8, None, None, None, 1.457, 359.1, None, None, -3.0, 899.0, None, None, None, None, None, None, None, None, -2.217, None, None, None, None, 33.08, None, None, None, None, None, None,2020-01-02 00:00:00, None,1
96.0, None, None, None, 0.695, 3.61, None, None, -4.0, 899.0, None, None, None, None, None, None, None, None, -3.427, None, None, None, None, 19.57, None, None, None, None, None, None,2020-01-02 01:00:00, None,1
96.6, None, None, None, 0.604, 4.482, None, None, -5.0, 900.0, None, None, None, None, None, None, None, None, -4.156, None, None, None, None, 6.808, None, None, None, None, None, None,2020-01-02 02:00:00, None,1
82.7, None, None, None, 1.048, 2.004, None, None, -7.0, 904.0, None, None, None, None, None, 61.26, None, None, -4.893, None, None, None, None, 35.21, None, None, None, None, None, None,2020-01-02 07:00:00, None,1
88.3, None, None, None, 0.636, 2.968, None, None, -7.0, 905.0, None, None, None, None, None, 60.93, None, None, -5.664, None, None, None, None, 26.6, None, None, None, None, None, None,2020-01-02 08:00:00, None,1
90.9, None, None, None, 0.203, 2.273, None, None, -7.0, 906.0, None, None, None, None, None, 61.17, None, None, -5.758, None, None, None, None, 23.25, None, None, None, None, None, None,2020-01-02 09:00:00, None,1
88.2, None, None, None, 0.174, 0.916, None, None, -7.0, 907.0, None, None, None, None, None, 61.01, None, None, -5.226, None, None, None, None, 19.72, None, None, None, None, None, None,2020-01-02 10:00:00, None,1
