wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
None, -13.9, None, -0.08, 0.0, 103.6, -15.9, None, None, 85.0,2017-01-01 20:00:00, None, None,1
None, -13.1, None, -0.02, 1.0, 103.6, -15.0, None, None, 86.0,2017-01-01 21:00:00, None, None,1
None, -12.3, None, -0.1, 1.0, 103.5, -14.2, None, None, 86.0,2017-01-01 22:00:00, None, None,1
315.0, -11.8, None, -0.13, 1.0, 103.5, -13.5, None, None, 87.0,2017-01-01 23:00:00, None, 0.0,1
None, -11.5, None, -0.11, 0.0, 103.5, -13.2, None, None, 87.0,2017-01-02 00:00:00, None, None,1
None, -11.3, None, -0.02, 0.0, 103.5, -12.9, None, None, 88.0,2017-01-02 01:00:00, None, None,1
45.0, -11.4, None, -0.02, 4.0, 103.5, -13.1, None, None, 87.0,2017-01-02 02:00:00, None, None,1
45.0, -12.4, None, 0.0, 5.0, 103.5, -13.9, None, None, 88.0,2017-01-02 03:00:00, None, None,1
45.0, -14.2, None, -0.02, 4.0, 103.5, -15.7, None, None, 88.0,2017-01-02 04:00:00, None, None,1
67.5, -16.1, None, 0.05, 6.0, 103.6, -17.8, None, None, 86.0,2017-01-02 05:00:00, None, None,1
67.5, -16.6, None, 0.04, 5.0, 103.6, -18.8, None, None, 83.0,2017-01-02 06:00:00, None, None,1
67.5, -16.3, None, 0.08, 4.0, 103.6, -18.3, None, None, 84.0,2017-01-02 07:00:00, None, None,1
67.5, -15.2, None, 0.09, 6.0, 103.6, -17.1, None, None, 85.0,2017-01-02 08:00:00, None, None,1
22.5, -14.3, None, 0.11, 3.0, 103.6, -16.1, None, None, 86.0,2017-01-02 09:00:00, None, None,1
None, -13.8, None, 0.1, 0.0, 103.6, -15.5, None, None, 86.0,2017-01-02 10:00:00, None, None,1
112.5, -14.3, None, 0.1, 3.0, 103.7, -16.2, None, None, 86.0,2017-01-02 11:00:00, None, None,1
45.0, -15.0, None, 0.11, 6.0, 103.8, -16.9, None, None, 85.0,2017-01-02 12:00:00, None, None,1
0.0, -16.4, None, 0.1, 2.0, 103.8, -18.5, None, None, 84.0,2017-01-02 13:00:00, None, None,1
67.5, -17.2, None, 0.04, 7.0, 103.8, -19.3, None, None, 84.0,2017-01-02 14:00:00, None, None,1
45.0, -17.7, None, 0.03, 4.0, 103.8, -19.9, None, None, 83.0,2017-01-02 15:00:00, None, None,1
None, -18.6, None, 0.05, 1.0, 103.9, -20.7, None, None, 83.0,2017-01-02 16:00:00, None, None,1
45.0, -19.5, None, 0.08, 8.0, 103.9, -22.0, None, None, 81.0,2017-01-02 17:00:00, None, None,1
45.0, -18.9, None, 0.09, 8.0, 104.0, -21.2, None, None, 82.0,2017-01-02 18:00:00, None, None,1
67.5, -17.4, None, 0.07, 7.0, 104.0, -19.8, None, None, 82.0,2017-01-02 19:00:00, None, None,1
67.5, -17.3, None, 0.06, 11.0, 104.0, -19.9, None, None, 81.0,2017-01-02 20:00:00, None, None,1
67.5, -16.2, None, -0.04, 8.0, 103.9, -18.7, None, None, 81.0,2017-01-02 21:00:00, None, None,1
None, -15.1, None, -0.06, 1.0, 103.9, -17.7, None, None, 80.0,2017-01-02 22:00:00, None, None,1
22.5, -16.3, None, -0.05, 4.0, 103.9, -18.9, None, None, 80.0,2017-01-02 23:00:00, None, 0.0,1
45.0, -17.6, None, 0.04, 7.0, 104.0, -20.0, None, None, 82.0,2017-01-03 00:00:00, None, None,1
67.5, -19.1, None, 0.08, 8.0, 104.0, -21.5, None, None, 81.0,2017-01-03 01:00:00, None, None,1
67.5, -19.6, None, 0.1, 5.0, 104.1, -22.0, None, None, 82.0,2017-01-03 02:00:00, None, None,1
67.5, -19.8, None, 0.1, 7.0, 104.1, -22.1, None, None, 81.0,2017-01-03 03:00:00, None, None,1
45.0, -20.0, None, 0.08, 10.0, 104.1, -22.3, None, None, 82.0,2017-01-03 04:00:00, None, None,1
0.0, -20.5, None, 0.1, 2.0, 104.2, -22.9, None, None, 81.0,2017-01-03 05:00:00, None, None,1
45.0, -20.3, None, 0.08, 5.0, 104.2, -22.8, None, None, 81.0,2017-01-03 06:00:00, None, None,1
67.5, -20.4, None, 0.07, 11.0, 104.2, -22.8, None, None, 81.0,2017-01-03 07:00:00, None, None,1
0.0, -21.2, None, 0.09, 4.0, 104.3, -23.7, None, None, 80.0,2017-01-03 08:00:00, None, None,1
45.0, -21.2, None, 0.11, 10.0, 104.3, -23.8, None, None, 80.0,2017-01-03 09:00:00, None, None,1
45.0, -20.7, None, 0.1, 12.0, 104.3, -23.2, None, None, 81.0,2017-01-03 10:00:00, None, None,1
67.5, -21.8, None, 0.02, 5.0, 104.3, -24.4, None, None, 79.0,2017-01-03 11:00:00, None, None,1
None, -22.5, None, 0.04, 0.0, 104.4, -25.3, None, None, 78.0,2017-01-03 12:00:00, None, None,1
22.5, -22.3, None, 0.12, 8.0, 104.5, -24.9, None, None, 79.0,2017-01-03 13:00:00, None, None,1
67.5, -22.3, None, 0.12, 6.0, 104.5, -24.9, None, None, 79.0,2017-01-03 14:00:00, None, None,1
45.0, -19.6, None, -0.05, 6.0, 104.3, -22.0, None, None, 81.0,2017-01-03 15:00:00, None, None,1
45.0, -20.5, None, -0.09, 7.0, 104.4, -23.0, None, None, 80.0,2017-01-03 16:00:00, None, None,1
67.5, -19.7, None, -0.04, 7.0, 104.4, -22.1, None, None, 81.0,2017-01-03 17:00:00, None, None,1
22.5, -20.4, None, 0.12, 6.0, 104.5, -22.9, None, None, 80.0,2017-01-03 18:00:00, None, None,1
45.0, -18.8, None, 0.06, 9.0, 104.4, -21.7, None, None, 78.0,2017-01-03 19:00:00, None, None,1
337.5, -17.8, None, -0.03, 2.0, 104.4, -20.9, None, None, 77.0,2017-01-03 20:00:00, None, None,1
None, -16.8, None, -0.1, 0.0, 104.4, -19.6, None, None, 79.0,2017-01-03 21:00:00, None, None,1
None, -16.7, None, -0.08, 0.0, 104.3, -19.6, None, None, 79.0,2017-01-03 22:00:00, None, None,1
67.5, -17.2, None, -0.09, 8.0, 104.3, -19.7, None, None, 80.0,2017-01-03 23:00:00, None, 0.0,1
67.5, -19.0, None, -0.08, 9.0, 104.3, -21.3, None, None, 82.0,2017-01-04 00:00:00, None, None,1
45.0, -19.6, None, -0.06, 12.0, 104.3, -22.1, None, None, 80.0,2017-01-04 01:00:00, None, None,1
67.5, -20.1, None, 0.0, 5.0, 104.3, -22.5, None, None, 82.0,2017-01-04 02:00:00, None, None,1
45.0, -20.0, None, -0.02, 9.0, 104.3, -22.4, None, None, 81.0,2017-01-04 03:00:00, None, None,1
45.0, -20.5, None, -0.05, 7.0, 104.3, -22.9, None, None, 81.0,2017-01-04 04:00:00, None, None,1
67.5, -20.4, None, -0.06, 7.0, 104.2, -22.8, None, None, 81.0,2017-01-04 05:00:00, None, None,1
45.0, -21.2, None, -0.1, 5.0, 104.2, -23.7, None, None, 80.0,2017-01-04 06:00:00, None, None,1
None, -22.0, None, -0.05, 0.0, 104.2, -24.7, None, None, 79.0,2017-01-04 07:00:00, None, None,1
112.5, -21.5, None, -0.1, 4.0, 104.1, -23.9, None, None, 81.0,2017-01-04 08:00:00, None, None,1
45.0, -22.6, None, -0.01, 6.0, 104.1, -25.3, None, None, 78.0,2017-01-04 09:00:00, None, None,1
45.0, -22.6, None, -0.01, 6.0, 104.1, -25.3, None, None, 78.0,2017-01-04 10:00:00, None, None,1
45.0, -19.7, None, -0.19, 8.0, 103.6, -22.2, None, None, 81.0,2017-01-04 23:00:00, None, 0.0,1
None, -19.6, None, -0.11, 0.0, 103.6, -22.0, None, None, 81.0,2017-01-05 00:00:00, None, None,1
247.5, -20.1, None, -0.14, 2.0, 103.5, -22.5, None, None, 81.0,2017-01-05 01:00:00, None, None,1
0.0, -20.0, None, -0.08, 3.0, 103.5, -22.5, None, None, 80.0,2017-01-05 02:00:00, None, None,1
247.5, -19.4, None, -0.07, 5.0, 103.5, -21.7, None, None, 82.0,2017-01-05 03:00:00, None, None,1
67.5, -20.7, None, 0.02, 12.0, 103.5, -23.0, None, None, 81.0,2017-01-05 04:00:00, None, None,1
67.5, -20.8, None, -0.06, 11.0, 103.5, -23.2, None, None, 81.0,2017-01-05 05:00:00, None, None,1
67.5, -22.2, None, -0.05, 5.0, 103.5, -25.0, None, None, 78.0,2017-01-05 06:00:00, None, None,1
45.0, -23.1, None, -0.05, 4.0, 103.5, -25.9, None, None, 78.0,2017-01-05 07:00:00, None, None,1
45.0, -21.1, None, -0.01, 7.0, 103.4, -23.6, None, None, 80.0,2017-01-05 08:00:00, None, None,1
None, -20.1, None, -0.08, 0.0, 103.3, -22.5, None, None, 81.0,2017-01-05 09:00:00, None, None,1
45.0, -19.0, None, -0.13, 6.0, 103.2, -21.3, None, None, 81.0,2017-01-05 10:00:00, None, None,1
45.0, -17.9, None, -0.15, 6.0, 103.2, -20.1, None, None, 83.0,2017-01-05 11:00:00, None, None,1
247.5, -17.2, None, -0.15, 1.0, 103.1, -19.4, None, None, 83.0,2017-01-05 12:00:00, None, None,1
67.5, -17.2, None, -0.17, 5.0, 103.0, -19.4, None, None, 83.0,2017-01-05 13:00:00, None, None,1
90.0, -16.3, None, -0.22, 3.0, 102.9, -18.4, None, None, 84.0,2017-01-05 14:00:00, None, None,1
45.0, -16.1, None, -0.25, 7.0, 102.8, -18.2, None, None, 84.0,2017-01-05 15:00:00, None, None,1
45.0, -15.7, None, -0.3, 8.0, 102.7, -17.8, None, None, 84.0,2017-01-05 16:00:00, None, None,1
None, -15.2, None, -0.27, 0.0, 102.6, -17.2, None, None, 85.0,2017-01-05 17:00:00, None, None,1
None, -15.0, None, -0.22, 1.0, 102.6, -17.0, None, None, 85.0,2017-01-05 18:00:00, None, None,1
None, -14.2, None, -0.17, 0.0, 102.5, -16.1, None, None, 86.0,2017-01-05 19:00:00, None, None,1
None, -13.2, None, -0.21, 0.0, 102.4, -15.1, None, None, 86.0,2017-01-05 20:00:00, None, None,1
None, -12.3, None, -0.24, 0.0, 102.3, -14.1, None, None, 87.0,2017-01-05 21:00:00, None, None,1
292.5, -10.8, None, -0.24, 3.0, 102.2, -12.5, None, None, 88.0,2017-01-05 22:00:00, None, None,1
337.5, -9.5, None, -0.21, 10.0, 102.1, -11.8, None, None, 83.0,2017-01-05 23:00:00, None, 5.7,1
337.5, -10.0, None, -0.19, 11.0, 102.0, -12.3, None, None, 83.0,2017-01-06 00:00:00, None, None,1
337.5, -10.1, None, -0.13, 7.0, 102.0, -12.7, None, None, 81.0,2017-01-06 01:00:00, None, None,1
337.5, -11.0, None, -0.11, 12.0, 101.9, -13.6, None, None, 81.0,2017-01-06 02:00:00, None, None,1
0.0, -11.0, None, -0.08, 7.0, 101.9, -14.2, None, None, 78.0,2017-01-06 03:00:00, None, None,1
337.5, -11.4, None, -0.11, 13.0, 101.9, -14.6, None, None, 77.0,2017-01-06 04:00:00, None, None,1
337.5, -11.8, None, -0.1, 11.0, 101.8, -14.7, None, None, 78.0,2017-01-06 05:00:00, None, None,1
337.5, -11.6, None, -0.11, 7.0, 101.8, -14.5, None, None, 80.0,2017-01-06 06:00:00, None, None,1
337.5, -11.6, None, -0.09, 6.0, 101.7, -14.4, None, None, 79.0,2017-01-06 07:00:00, None, None,1
0.0, -11.1, None, -0.08, 8.0, 101.7, -13.9, None, None, 80.0,2017-01-06 08:00:00, None, None,1
0.0, -11.1, None, -0.09, 8.0, 101.6, -13.7, None, None, 81.0,2017-01-06 09:00:00, None, None,1
292.5, -11.1, None, -0.09, 2.0, 101.6, -13.3, None, None, 84.0,2017-01-06 10:00:00, None, None,1
337.5, -10.8, None, -0.07, 6.0, 101.6, -13.2, None, None, 83.0,2017-01-06 11:00:00, None, None,1
337.5, -10.8, None, -0.03, 10.0, 101.6, -13.7, None, None, 79.0,2017-01-06 12:00:00, None, None,1
0.0, -10.9, None, -0.02, 13.0, 101.6, -14.3, None, None, 76.0,2017-01-06 13:00:00, None, None,1
0.0, -11.1, None, -0.02, 11.0, 101.6, -14.5, None, None, 76.0,2017-01-06 14:00:00, None, None,1
0.0, -11.4, None, 0.01, 14.0, 101.6, -15.3, None, None, 73.0,2017-01-06 15:00:00, None, None,1
0.0, -11.8, None, 0.05, 13.0, 101.7, -15.5, None, None, 74.0,2017-01-06 16:00:00, None, None,1
22.5, -12.0, 37.0, 0.13, 15.0, 101.7, -16.0, None, None, 72.0,2017-01-06 17:00:00, None, None,1
0.0, -12.1, 27.0, 0.21, 15.0, 101.9, -16.4, None, None, 71.0,2017-01-06 18:00:00, None, None,1
0.0, -12.1, 27.0, 0.24, 13.0, 101.9, -16.5, None, None, 70.0,2017-01-06 19:00:00, None, None,1
0.0, -11.8, 28.0, 0.19, 13.0, 102.0, -16.4, None, None, 69.0,2017-01-06 20:00:00, None, None,1
0.0, -11.6, 27.0, 0.16, 17.0, 102.0, -15.7, None, None, 72.0,2017-01-06 21:00:00, None, None,1
22.5, -11.7, 33.0, 0.19, 15.0, 102.1, -15.9, None, None, 71.0,2017-01-06 22:00:00, None, None,1
22.5, -11.8, 31.0, 0.22, 19.0, 102.2, -16.3, None, None, 69.0,2017-01-06 23:00:00, None, 1.9,1
22.5, -12.1, None, 0.23, 19.0, 102.3, -16.5, None, None, 69.0,2017-01-07 00:00:00, None, None,1
22.5, -12.3, None, 0.23, 14.0, 102.4, -17.0, None, None, 68.0,2017-01-07 01:00:00, None, None,1
22.5, -12.8, 31.0, 0.26, 13.0, 102.5, -17.9, None, None, 65.0,2017-01-07 02:00:00, None, None,1
22.5, -13.5, 27.0, 0.29, 13.0, 102.6, -18.5, None, None, 66.0,2017-01-07 03:00:00, None, None,1
22.5, -14.1, 28.0, 0.27, 15.0, 102.7, -19.5, None, None, 64.0,2017-01-07 04:00:00, None, None,1
22.5, -14.7, 36.0, 0.27, 15.0, 102.8, -20.1, None, None, 63.0,2017-01-07 05:00:00, None, None,1
0.0, -15.5, 29.0, 0.28, 18.0, 103.0, -21.0, None, None, 62.0,2017-01-07 06:00:00, None, None,1
337.5, -16.1, 32.0, 0.3, 22.0, 103.1, -21.9, None, None, 61.0,2017-01-07 07:00:00, None, None,1
0.0, -16.7, 33.0, 0.3, 17.0, 103.2, -22.8, None, None, 59.0,2017-01-07 08:00:00, None, None,1
337.5, -17.3, 30.0, 0.2, 20.0, 103.2, -23.6, None, None, 58.0,2017-01-07 09:00:00, None, None,1
0.0, -18.0, 34.0, 0.19, 19.0, 103.3, -23.9, None, None, 60.0,2017-01-07 10:00:00, None, None,1
0.0, -18.5, 28.0, 0.13, 16.0, 103.3, -24.4, None, None, 60.0,2017-01-07 11:00:00, None, None,1
0.0, -18.6, 31.0, 0.15, 20.0, 103.4, -24.9, None, None, 58.0,2017-01-07 12:00:00, None, None,1
0.0, -19.1, 31.0, 0.08, 18.0, 103.4, -25.3, None, None, 58.0,2017-01-07 13:00:00, None, None,1
0.0, -19.5, 29.0, 0.1, 15.0, 103.5, -25.6, None, None, 58.0,2017-01-07 14:00:00, None, None,1
0.0, -19.7, 30.0, 0.1, 15.0, 103.5, -25.9, None, None, 58.0,2017-01-07 15:00:00, None, None,1
0.0, -20.0, 36.0, 0.09, 20.0, 103.5, -26.3, None, None, 58.0,2017-01-07 16:00:00, None, None,1
0.0, -20.5, None, 0.1, 16.0, 103.6, -26.6, None, None, 58.0,2017-01-07 17:00:00, None, None,1
0.0, -20.7, None, 0.11, 16.0, 103.7, -26.8, None, None, 58.0,2017-01-07 18:00:00, None, None,1
0.0, -20.4, None, 0.1, 11.0, 103.7, -27.0, None, None, 55.0,2017-01-07 19:00:00, None, None,1
0.0, -19.8, None, 0.03, 7.0, 103.7, -26.9, None, None, 53.0,2017-01-07 20:00:00, None, None,1
0.0, -19.5, None, -0.05, 12.0, 103.6, -26.7, None, None, 52.0,2017-01-07 21:00:00, None, None,1
0.0, -19.1, None, -0.03, 10.0, 103.7, -26.2, None, None, 53.0,2017-01-07 22:00:00, None, None,1
337.5, -19.3, None, -0.04, 9.0, 103.6, -26.0, None, None, 55.0,2017-01-07 23:00:00, None, 0.0,1
