pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, -12.5, None, None, None, 843.0, None, None,2019-01-01 00:00:00, None,1
None, None, None, None, None, -12.4, None, None, None, 843.0, None, None,2019-01-01 01:00:00, None,1
None, None, None, None, None, -12.3, None, None, None, 843.0, None, None,2019-01-01 02:00:00, None,1
None, None, None, None, None, -12.4, None, None, None, 840.0, None, None,2019-01-01 03:00:00, None,1
None, None, None, None, None, -12.4, None, None, None, 842.0, None, None,2019-01-01 04:00:00, None,1
None, None, None, None, None, -12.4, 204.0, None, None, 843.0, None, None,2019-01-01 05:00:00, None,1
None, None, None, None, None, -12.6, None, None, None, 842.0, None, None,2019-01-01 06:00:00, None,1
None, None, None, None, None, -12.3, None, None, None, 842.0, None, None,2019-01-01 07:00:00, None,1
None, None, None, None, None, -12.4, None, None, None, 842.0, None, None,2019-01-01 08:00:00, None,1
None, None, None, None, None, -11.9, 204.0, None, None, 841.0, None, None,2019-01-01 09:00:00, None,1
None, None, None, None, None, -11.9, 204.0, None, None, 842.0, None, None,2019-01-01 10:00:00, None,1
None, None, None, None, None, -11.6, 204.0, None, None, 842.0, None, None,2019-01-01 11:00:00, None,1
None, None, None, None, None, -11.6, None, None, None, 843.0, None, None,2019-01-01 12:00:00, None,1
None, None, None, None, None, -11.5, None, None, None, 843.0, None, None,2019-01-01 13:00:00, None,1
None, None, None, None, None, -11.3, 204.0, None, None, 843.0, None, None,2019-01-01 14:00:00, None,1
None, None, None, None, None, -11.2, None, None, None, 840.0, None, None,2019-01-01 15:00:00, None,1
None, None, None, None, None, -11.1, 204.0, None, None, 843.0, None, None,2019-01-01 16:00:00, None,1
None, None, None, None, None, -10.1, 203.0, None, None, 842.0, None, None,2019-01-01 17:00:00, None,1
None, None, None, None, None, -9.8, 203.0, None, None, 844.0, None, None,2019-01-01 18:00:00, None,1
None, None, None, None, None, -9.5, 203.0, None, None, 843.0, None, None,2019-01-01 19:00:00, None,1
None, None, None, None, None, -9.3, 203.0, None, None, 843.0, None, None,2019-01-01 20:00:00, None,1
None, None, None, None, None, -8.7, 202.0, None, None, 843.0, None, None,2019-01-01 21:00:00, None,1
None, None, None, None, None, -8.6, 202.0, None, None, 844.0, None, None,2019-01-01 22:00:00, None,1
None, None, None, None, None, -8.3, 202.0, None, None, 844.0, None, None,2019-01-01 23:00:00, None,1
None, None, None, None, None, -9.1, 202.0, None, None, 844.0, None, None,2019-01-02 00:00:00, None,1
None, None, None, None, None, -9.3, 202.0, None, None, 844.0, None, None,2019-01-02 01:00:00, None,1
None, None, None, None, None, -8.8, 202.0, None, None, 843.0, None, None,2019-01-02 02:00:00, None,1
None, None, None, None, None, -8.5, 202.0, None, None, 842.0, None, None,2019-01-02 03:00:00, None,1
None, None, None, None, None, -7.8, None, None, None, 843.0, None, None,2019-01-02 04:00:00, None,1
None, None, None, None, None, -7.4, None, None, None, 844.0, None, None,2019-01-02 05:00:00, None,1
None, None, None, None, None, -7.7, None, None, None, 844.0, None, None,2019-01-02 06:00:00, None,1
