RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
93.3, None, None, None, 3.733, 41.72, None, None,-14.0, 875.0, None, None, None, None, None, 84.3, None, None,-13.25, None, None, None, None, 22.87, None, None, None, None, None, None,2016-01-02 07:00:00, None,1
93.1, None, None, None, 2.969, 40.62, None, None,-14.0, 874.0, None, None, None, None, None, 84.2, None, None,-13.04, None, None, None, None, 23.47, None, None, None, None, None, None,2016-01-02 08:00:00, None,1
92.9, None, None, None, 3.267, 43.28, None, None,-14.0, 874.0, None, None, None, None, None, 84.1, None, None,-13.62, None, None, None, None, 20.36, None, None, None, None, None, None,2016-01-02 09:00:00, None,1
93.2, None, None, None, 3.243, 39.09, None, None,-13.0, 875.0, None, None, None, None, None, 84.7, None, None,-12.12, None, None, None, None, 24.56, None, None, None, None, None, None,2016-01-02 10:00:00, None,1
95.5, None, None, None, 4.494, 43.81, None, None,-11.0, 874.0, None, None, None, None, None, 84.6, None, None,-10.48, None, None, None, None, 24.83, None, None, None, None, None, None,2016-01-02 11:00:00, None,1
92.5, None, None, None, 6.488, 39.97, None, None,-9.0, 873.0, None, None, None, None, None, 84.1, None, None,-8.64, None, None, None, None, 24.76, None, None, None, None, None, None,2016-01-02 12:00:00, None,1
91.8, None, None, None, 5.312, 37.4, None, None,-10.0, 873.0, None, None, None, None, None, 84.3, None, None,-8.83, None, None, None, None, 27.62, None, None, None, None, None, None,2016-01-02 13:00:00, None,1
89.5, None, None, None, 6.638, 43.48, None, None,-8.0, 872.0, None, None, None, None, None, 84.4, None, None,-7.192, None, None, None, None, 26.35, None, None, None, None, None, None,2016-01-02 14:00:00, None,1
88.6, None, None, None, 8.41, 45.36, None, None,-9.0, 872.0, None, None, None, None, None, 84.3, None, None,-7.389, None, None, None, None, 21.68, None, None, None, None, None, None,2016-01-02 15:00:00, None,1
88.5, None, None, None, 9.29, 43.93, None, None,-9.0, 872.0, None, None, None, None, None, 84.4, None, None,-7.393, None, None, None, None, 19.79, None, None, None, None, None, None,2016-01-02 16:00:00, None,1
92.1, None, None, None, 8.87, 41.87, None, None,-9.0, 871.0, None, None, None, None, None, 84.2, None, None,-8.34, None, None, None, None, 20.61, None, None, None, None, None, None,2016-01-02 17:00:00, None,1
91.9, None, None, None, 10.87, 35.9, None, None,-9.0, 871.0, None, None, None, None, None, 84.1, None, None,-8.35, None, None, None, None, 20.08, None, None, None, None, None, None,2016-01-02 18:00:00, None,1
90.0, None, None, None, 10.03, 33.59, None, None,-10.0, 871.0, None, None, None, None, None, 83.8, None, None,-9.17, None, None, None, None, 20.44, None, None, None, None, None, None,2016-01-02 19:00:00, None,1
93.7, None, None, None, 4.458, 55.04, None, None,-13.0, 872.0, None, None, None, None, None, 83.7, None, None,-12.1, None, None, None, None, 28.47, None, None, None, None, None, None,2016-01-02 20:00:00, None,1
94.2, None, None, None, 1.66, 57.91, None, None,-14.0, 872.0, None, None, None, None, None, 83.5, None, None,-12.96, None, None, None, None, 28.27, None, None, None, None, None, None,2016-01-02 21:00:00, None,1
95.1, None, None, None, 1.591, 48.55, None, None,-14.0, 872.0, None, None, None, None, None, 83.7, None, None,-13.11, None, None, None, None, 28.73, None, None, None, None, None, None,2016-01-02 22:00:00, None,1
94.9, None, None, None, 2.779, 50.77, None, None,-13.0, 871.0, None, None, None, None, None, 84.0, None, None,-12.66, None, None, None, None, 36.47, None, None, None, None, None, None,2016-01-02 23:00:00, None,1
94.0, None, None, None, 1.19, 45.54, None, None,-14.0, 871.0, None, None, None, None, None, 83.5, None, None,-13.25, None, None, None, None, 29.62, None, None, None, None, None, None,2016-01-03 00:00:00, None,1
92.8, None, None, None, 2.539, 60.78, None, None,-15.0, 871.0, None, None, None, None, None, 83.5, None, None,-13.71, None, None, None, None, 21.46, None, None, None, None, None, None,2016-01-03 01:00:00, None,1
93.4, None, None, None, 2.16, 61.59, None, None,-14.0, 870.0, None, None, None, None, None, 83.7, None, None,-13.45, None, None, None, None, 27.96, None, None, None, None, None, None,2016-01-03 02:00:00, None,1
93.3, None, None, None, 0.786, 41.62, None, None,-15.0, 870.0, None, None, None, None, None, 83.3, None, None,-14.08, None, None, None, None, 27.62, None, None, None, None, None, None,2016-01-03 03:00:00, None,1
94.3, None, None, None, 1.192, 43.72, None, None,-15.0, 870.0, None, None, None, None, None, 83.3, None, None,-14.4, None, None, None, None, 29.72, None, None, None, None, None, None,2016-01-03 04:00:00, None,1
92.3, None, None, None, 2.712, 54.49, None, None,-16.0, 870.0, None, None, None, None, None, 83.5, None, None,-15.57, None, None, None, None, 23.75, None, None, None, None, None, None,2016-01-03 05:00:00, None,1
92.7, None, None, None, 5.202, 60.12, None, None,-17.0, 869.0, None, None, None, None, None, 83.7, None, None,-15.71, None, None, None, None, 16.11, None, None, None, None, None, None,2016-01-03 06:00:00, None,1
91.9, None, None, None, 5.468, 59.93, None, None,-17.0, 869.0, None, None, None, None, None, 83.6, None, None,-15.91, None, None, None, None, 15.01, None, None, None, None, None, None,2016-01-03 07:00:00, None,1
92.2, None, None, None, 1.671, 45.29, None, None,-17.0, 869.0, None, None, None, None, None, 83.6, None, None,-16.09, None, None, None, None, 21.97, None, None, None, None, None, None,2016-01-03 08:00:00, None,1
90.9, None, None, None, 2.429, 46.21, None, None,-17.0, 869.0, None, None, None, None, None, 83.7, None, None,-16.24, None, None, None, None, 18.02, None, None, None, None, None, None,2016-01-03 09:00:00, None,1
89.3, None, None, None, 4.524, 40.02, None, None,-16.0, 869.0, None, None, None, None, None, 83.5, None, None,-15.15, None, None, None, None, 22.68, None, None, None, None, None, None,2016-01-03 10:00:00, None,1
91.4, None, None, None, 3.72, 38.43, None, None,-15.0, 868.0, None, None, None, None, None, 83.6, None, None,-13.86, None, None, None, None, 21.6, None, None, None, None, None, None,2016-01-03 11:00:00, None,1
92.3, None, None, None, 0.625, 22.08, None, None,-15.0, 867.0, None, None, None, None, None, 83.6, None, None,-14.26, None, None, None, None, 22.28, None, None, None, None, None, None,2016-01-03 12:00:00, None,1
94.5, None, None, None, 0.443, 35.97, None, None,-13.0, 866.0, None, None, None, None, None, 83.8, None, None,-12.83, None, None, None, None, 21.39, None, None, None, None, None, None,2016-01-03 13:00:00, None,1
92.1, None, None, None, 2.915, 48.07, None, None,-13.0, 866.0, None, None, None, None, None, 83.7, None, None,-11.94, None, None, None, None, 31.02, None, None, None, None, None, None,2016-01-03 14:00:00, None,1
93.7, None, None, None, 4.639, 45.32, None, None,-12.0, 865.0, None, None, None, None, None, 83.8, None, None,-11.76, None, None, None, None, 21.62, None, None, None, None, None, None,2016-01-03 15:00:00, None,1
92.0, None, None, None, 2.549, 38.47, None, None,-14.0, 865.0, None, None, None, None, None, 83.6, None, None,-12.8, None, None, None, None, 21.52, None, None, None, None, None, None,2016-01-03 16:00:00, None,1
94.3, None, None, None, 3.105, 42.86, None, None,-14.0, 865.0, None, None, None, None, None, 83.9, None, None,-13.29, None, None, None, None, 17.44, None, None, None, None, None, None,2016-01-03 17:00:00, None,1
93.5, None, None, None, 4.754, 39.73, None, None,-13.0, 865.0, None, None, None, None, None, 84.2, None, None,-12.78, None, None, None, None, 20.81, None, None, None, None, None, None,2016-01-03 18:00:00, None,1
92.9, None, None, None, 3.199, 18.98, None, None,-14.0, 865.0, None, None, None, None, None, 83.7, None, None,-13.55, None, None, None, None, 27.86, None, None, None, None, None, None,2016-01-03 19:00:00, None,1
94.0, None, None, None, 1.437, 30.43, None, None,-14.0, 864.0, None, None, None, None, None, 83.8, None, None,-13.3, None, None, None, None, 18.79, None, None, None, None, None, None,2016-01-03 20:00:00, None,1
93.3, None, None, None, 3.865, 37.25, None, None,-13.0, 864.0, None, None, None, None, None, 83.8, None, None,-12.19, None, None, None, None, 28.15, None, None, None, None, None, None,2016-01-03 21:00:00, None,1
93.5, None, None, None, 5.989, 40.26, None, None,-11.0, 864.0, None, None, None, None, None, 84.2, None, None,-10.51, None, None, None, None, 21.21, None, None, None, None, None, None,2016-01-03 22:00:00, None,1
94.3, None, None, None, 6.935, 43.32, None, None,-13.0, 864.0, None, None, None, None, None, 84.0, None, None,-11.9, None, None, None, None, 20.32, None, None, None, None, None, None,2016-01-03 23:00:00, None,1
91.2, None, None, None, 8.65, 35.63, None, None,-12.0, 863.0, None, None, None, None, None, 83.7, None, None,-11.22, None, None, None, None, 18.21, None, None, None, None, None, None,2016-01-04 00:00:00, None,1
91.5, None, None, None, 8.44, 39.22, None, None,-12.0, 863.0, None, None, None, None, None, 84.0, None, None,-11.3, None, None, None, None, 17.08, None, None, None, None, None, None,2016-01-04 01:00:00, None,1
89.6, None, None, None, 7.183, 35.3, None, None,-13.0, 863.0, None, None, None, None, None, 83.8, None, None,-11.73, None, None, None, None, 20.48, None, None, None, None, None, None,2016-01-04 02:00:00, None,1
91.0, None, None, None, 9.94, 37.98, None, None,-11.0, 863.0, None, None, None, None, None, 84.1, None, None,-9.92, None, None, None, None, 16.17, None, None, None, None, None, None,2016-01-04 03:00:00, None,1
95.1, None, None, None, 8.6, 48.07, None, None,-11.0, 862.0, None, None, None, None, None, 84.1, None, None,-10.11, None, None, None, None, 20.15, None, None, None, None, None, None,2016-01-04 04:00:00, None,1
94.6, None, None, None, 7.925, 47.31, None, None,-11.0, 862.0, None, None, None, None, None, 84.0, None, None,-10.41, None, None, None, None, 15.86, None, None, None, None, None, None,2016-01-04 05:00:00, None,1
95.1, None, None, None, 7.431, 46.88, None, None,-12.0, 862.0, None, None, None, None, None, 84.1, None, None,-11.04, None, None, None, None, 16.51, None, None, None, None, None, None,2016-01-04 06:00:00, None,1
95.1, None, None, None, 7.18, 57.8, None, None,-11.0, 862.0, None, None, None, None, None, 83.6, None, None,-10.37, None, None, None, None, 16.27, None, None, None, None, None, None,2016-01-04 07:00:00, None,1
92.6, None, None, None, 8.15, 47.72, None, None,-11.0, 861.0, None, None, None, None, None, 82.9, None, None,-9.94, None, None, None, None, 16.39, None, None, None, None, None, None,2016-01-04 08:00:00, None,1
95.3, None, None, None, 8.2, 42.3, None, None,-10.0, 861.0, None, None, None, None, None, 83.0, None, None,-9.02, None, None, None, None, 16.26, None, None, None, None, None, None,2016-01-04 09:00:00, None,1
94.0, None, None, None, 8.16, 48.01, None, None,-9.0, 861.0, None, None, None, None, None, 84.3, None, None,-8.16, None, None, None, None, 16.02, None, None, None, None, None, None,2016-01-04 10:00:00, None,1
93.4, None, None, None, 9.22, 44.38, None, None,-8.0, 861.0, None, None, None, None, None, 83.9, None, None,-7.373, None, None, None, None, 16.47, None, None, None, None, None, None,2016-01-04 11:00:00, None,1
91.7, None, None, None, 9.44, 44.7, None, None,-7.0, 860.0, None, None, None, None, None, 83.6, None, None,-6.237, None, None, None, None, 16.63, None, None, None, None, None, None,2016-01-04 12:00:00, None,1
90.5, None, None, None, 9.85, 48.65, None, None,-7.0, 860.0, None, None, None, None, None, 83.4, None, None,-5.543, None, None, None, None, 15.98, None, None, None, None, None, None,2016-01-04 13:00:00, None,1
91.8, None, None, None, 10.14, 48.55, None, None,-7.0, 859.0, None, None, None, None, None, 85.5, None, None,-5.657, None, None, None, None, 14.75, None, None, None, None, None, None,2016-01-04 14:00:00, None,1
93.0, None, None, None, 8.73, 48.27, None, None,-7.0, 859.0, None, None, None, None, None, 85.7, None, None,-5.865, None, None, None, None, 15.52, None, None, None, None, None, None,2016-01-04 15:00:00, None,1
94.1, None, None, None, 9.57, 42.31, None, None,-7.0, 859.0, None, None, None, None, None, 84.5, None, None,-6.076, None, None, None, None, 15.41, None, None, None, None, None, None,2016-01-04 16:00:00, None,1
94.7, None, None, None, 9.49, 41.86, None, None,-7.0, 859.0, None, None, None, None, None, 84.4, None, None,-6.391, None, None, None, None, 16.52, None, None, None, None, None, None,2016-01-04 17:00:00, None,1
95.8, None, None, None, 8.81, 44.25, None, None,-8.0, 858.0, None, None, None, None, None, 84.2, None, None,-7.187, None, None, None, None, 14.42, None, None, None, None, None, None,2016-01-04 18:00:00, None,1
96.4, None, None, None, 7.619, 42.07, None, None,-8.0, 858.0, None, None, None, None, None, 85.4, None, None,-7.735, None, None, None, None, 17.27, None, None, None, None, None, None,2016-01-04 19:00:00, None,1
95.3, None, None, None, 9.48, 46.95, None, None,-8.0, 858.0, None, None, None, None, None, 85.1, None, None,-7.624, None, None, None, None, 14.35, None, None, None, None, None, None,2016-01-04 20:00:00, None,1
95.1, None, None, None, 9.57, 42.21, None, None,-9.0, 858.0, None, None, None, None, None, 85.4, None, None,-8.46, None, None, None, None, 15.62, None, None, None, None, None, None,2016-01-04 21:00:00, None,1
95.1, None, None, None, 7.945, 35.63, None, None,-10.0, 857.0, None, None, None, None, None, 85.4, None, None,-9.28, None, None, None, None, 15.97, None, None, None, None, None, None,2016-01-04 22:00:00, None,1
95.5, None, None, None, 8.66, 42.45, None, None,-10.0, 857.0, None, None, None, None, None, 85.7, None, None,-9.88, None, None, None, None, 17.63, None, None, None, None, None, None,2016-01-04 23:00:00, None,1
94.7, None, None, None, 9.3, 35.26, None, None,-10.0, 857.0, None, None, None, None, None, 85.6, None, None,-9.34, None, None, None, None, 19.35, None, None, None, None, None, None,2016-01-05 00:00:00, None,1
