pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None,-7.0, 120.0, None, None,733.0, 364.0, None,2016-01-01 00:00:00, None,1
None, None, None, None, None,-8.0, 120.0, None, None,733.0, 364.0, None,2016-01-01 01:00:00, None,1
None, None, None, None, None,-8.5, 119.0, None, None,733.0, 364.0, None,2016-01-01 02:00:00, None,1
None, None, None, None, None,-8.5, 119.0, None, None,733.0, 365.0, None,2016-01-01 03:00:00, None,1
None, None, None, None, None,-8.7, 119.0, None, None,733.0, 365.0, None,2016-01-01 04:00:00, None,1
None, None, None, None, None,-8.5, 120.0, None, None,733.0, 365.0, None,2016-01-01 05:00:00, None,1
None, None, None, None, None,-8.3, 118.0, None, None,733.0, 365.0, None,2016-01-01 06:00:00, None,1
None, None, None, None, None,-8.1, 119.0, None, None,733.0, 365.0, None,2016-01-01 07:00:00, None,1
None, None, None, None, None,-8.3, 120.0, None, None,733.0, 365.0, None,2016-01-01 08:00:00, None,1
None, None, None, None, None,-8.2, 120.0, None, None,733.0, 365.0, None,2016-01-01 09:00:00, None,1
None, None, None, None, None,-8.1, 119.0, None, None,733.0, 365.0, None,2016-01-01 10:00:00, None,1
None, None, None, None, None,-8.1, 119.0, None, None,733.0, 365.0, None,2016-01-01 11:00:00, None,1
None, None, None, None, None,-7.8, 120.0, None, None,733.0, 365.0, None,2016-01-01 12:00:00, None,1
None, None, None, None, None,-7.8, 119.0, None, None,733.0, 365.0, None,2016-01-01 13:00:00, None,1
None, None, None, None, None,-7.8, 120.0, None, None,733.0, 365.0, None,2016-01-01 14:00:00, None,1
None, None, None, None, None,-7.8, 119.0, None, None,733.0, 365.0, None,2016-01-01 15:00:00, None,1
None, None, None, None, None,-8.1, 120.0, None, None,733.0, 365.0, None,2016-01-01 16:00:00, None,1
None, None, None, None, None,-7.5, 119.0, None, None,733.0, 365.0, None,2016-01-01 17:00:00, None,1
None, None, None, None, None,-6.9, 119.0, None, None,732.0, 365.0, None,2016-01-01 18:00:00, None,1
None, None, None, None, None,-5.4, 118.0, None, None,732.0, 365.0, None,2016-01-01 19:00:00, None,1
None, None, None, None, None,-4.1, 117.0, None, None,732.0, 366.0, None,2016-01-01 20:00:00, None,1
None, None, None, None, None,-2.0, 118.0, None, None,732.0, 366.0, None,2016-01-01 21:00:00, None,1
None, None, None, None, None,-2.6, 116.0, None, None,728.0, 366.0, None,2016-01-01 22:00:00, None,1
None, None, None, None, None,-3.5, 118.0, None, None,733.0, 366.0, None,2016-01-01 23:00:00, None,1
None, None, None, None, None,-5.1, 118.0, None, None,733.0, 366.0, None,2016-01-02 00:00:00, None,1
None, None, None, None, None,-5.8, 119.0, None, None,732.0, 366.0, None,2016-01-02 01:00:00, None,1
None, None, None, None, None,-5.5, 119.0, None, None,732.0, 366.0, None,2016-01-02 02:00:00, None,1
None, None, None, None, None,-5.9, 119.0, None, None,732.0, 366.0, None,2016-01-02 03:00:00, None,1
None, None, None, None, None,-5.7, 119.0, None, None,732.0, 366.0, None,2016-01-02 04:00:00, None,1
None, None, None, None, None,-5.5, 119.0, None, None,732.0, 366.0, None,2016-01-02 05:00:00, None,1
None, None, None, None, None,-5.7, 119.0, None, None,732.0, 366.0, None,2016-01-02 06:00:00, None,1
None, None, None, None, None,-6.0, 118.0, None, None,733.0, 366.0, None,2016-01-02 07:00:00, None,1
