wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
295.0, 67.0, 3.6, 0.0, -6.8, 3.0, -1.5, -2.4, 289.0, 0.0, 0.0, 71.0,2020-03-18 00:00:00, 35.0,12
289.0, 66.0, 6.6, 0.0, -7.2, 8.2, -1.7, -2.2, 282.0, 0.0, 0.0, 66.0,2020-03-18 01:00:00, 35.0,12
308.0, 71.0, 3.0, 0.0, -6.9, 6.8, -2.4, -2.2, 295.0, 0.0, 0.0, 66.0,2020-03-18 02:00:00, 35.0,12
295.0, 66.0, 8.2, 0.0, -7.7, 5.8, -2.2, -3.1, 289.0, 0.0, 0.0, 70.0,2020-03-18 03:00:00, 35.0,12
45.0, 66.0, 6.8, 0.0, -7.7, 2.3, -2.2, -3.9, 308.0, 0.0, 0.0, 76.0,2020-03-18 04:00:00, 35.0,12
311.0, 70.0, 5.8, 0.0, -7.8, 7.1, -3.1, -3.4, 295.0, 0.0, 0.0, 68.0,2020-03-18 05:00:00, 35.0,12
282.0, 76.0, 2.3, 0.0, -7.5, 5.8, -3.9, -3.3, 45.0, 0.0, 0.0, 67.0,2020-03-18 06:00:00, 35.0,12
242.0, 68.0, 7.1, 0.0, -8.5, 4.0, -3.4, 0.1, 311.0, 0.0, 0.0, 58.0,2020-03-18 07:00:00, 35.0,12
216.0, 67.0, 5.8, 0.0, -8.5, 4.6, -3.3, 5.3, 282.0, 0.0, 0.0, 39.0,2020-03-18 08:00:00, 35.0,12
292.0, 58.0, 4.0, 0.0, -7.2, 6.2, 0.1, 6.4, 242.0, 0.0, 0.0, 33.0,2020-03-18 09:00:00, 35.0,12
294.0, 39.0, 4.6, 0.0, -7.5, 8.3, 5.3, 7.3, 216.0, 0.0, 0.0, 30.0,2020-03-18 10:00:00, 34.0,12
278.0, 33.0, 6.2, 0.0, -8.7, 7.2, 6.4, 9.3, 292.0, 0.0, 0.0, 27.0,2020-03-18 11:00:00, 34.0,12
317.0, 30.0, 8.3, 0.0, -9.1, 8.4, 7.3, 9.4, 294.0, 0.0, 0.0, 27.0,2020-03-18 12:00:00, 34.0,12
298.0, 27.0, 7.2, 0.0, -8.7, 8.2, 9.3, 10.0, 278.0, 0.0, 0.0, 24.0,2020-03-18 13:00:00, 34.0,12
295.0, 27.0, 8.4, 0.0, -8.7, 7.3, 9.4, 10.6, 317.0, 0.0, 0.0, 23.0,2020-03-18 14:00:00, 34.0,12
271.0, 24.0, 8.2, 0.0, -9.6, 4.9, 10.0, 11.1, 298.0, 0.0, 0.0, 21.0,2020-03-18 15:00:00, 33.0,12
294.0, 23.0, 7.3, 0.0, -9.7, 7.0, 10.6, 8.5, 295.0, 0.0, 0.0, 24.0,2020-03-18 16:00:00, 33.0,12
320.0, 21.0, 4.9, 0.0, -10.4, 5.6, 11.1, 4.8, 271.0, 0.0, 0.0, 44.0,2020-03-18 17:00:00, 32.0,12
292.0, 24.0, 7.0, 0.0, -10.9, 3.5, 8.5, 1.4, 294.0, 0.0, 0.0, 56.0,2020-03-18 18:00:00, 33.0,12
296.0, 44.0, 5.6, 0.0, -6.4, 6.4, 4.8, 0.5, 320.0, 0.0, 0.0, 57.0,2020-03-18 19:00:00, 33.0,12
281.0, 56.0, 3.5, 0.0, -6.4, 5.1, 1.4, -0.8, 292.0, 0.0, 0.0, 61.0,2020-03-18 20:00:00, 33.0,12
264.0, 57.0, 6.4, 0.0, -7.0, 5.8, 0.5, -1.0, 296.0, 0.0, 0.0, 60.0,2020-03-18 21:00:00, 33.0,12
313.0, 61.0, 5.1, 0.0, -7.4, 2.4, -0.8, -2.4, 281.0, 0.0, 0.0, 66.0,2020-03-18 22:00:00, 33.0,12
291.0, 60.0, 5.8, 0.0, -7.8, 2.5, -1.0, -2.9, 264.0, 0.0, 0.0, 68.0,2020-03-18 23:00:00, 33.0,12
304.0, 66.0, 2.4, 0.0, -7.9, 3.7, -2.4, -3.0, 313.0, 0.0, 0.0, 68.0,2020-03-19 00:00:00, 33.0,12
223.0, 68.0, 2.5, 0.0, -8.0, 3.1, -2.9, -3.5, 291.0, 0.0, 0.0, 69.0,2020-03-19 01:00:00, 33.0,12
286.0, 68.0, 3.7, 0.0, -8.1, 2.7, -3.0, -4.0, 304.0, 0.0, 0.0, 72.0,2020-03-19 02:00:00, 33.0,12
259.0, 69.0, 3.1, 0.0, -8.4, 3.9, -3.5, -4.3, 223.0, 0.0, 0.0, 71.0,2020-03-19 03:00:00, 33.0,12
279.0, 72.0, 2.7, 0.0, -8.3, 5.4, -4.0, -3.9, 286.0, 0.0, 0.0, 67.0,2020-03-19 04:00:00, 33.0,12
337.0, 71.0, 3.9, 0.0, -8.8, 0.0, -4.3, -5.4, 259.0, 0.0, 0.0, 75.0,2020-03-19 05:00:00, 33.0,12
263.0, 67.0, 5.4, 0.0, -9.1, 2.2, -3.9, -4.3, 279.0, 0.0, 0.0, 72.0,2020-03-19 06:00:00, 33.0,12
212.0, 75.0, 0.0, 0.0, -9.1, 0.0, -5.4, -0.9, 337.0, 0.0, 0.0, 59.0,2020-03-19 07:00:00, 33.0,12
215.0, 72.0, 2.2, 0.0, -8.6, 4.4, -4.3, 2.7, 263.0, 0.0, 0.0, 43.0,2020-03-19 08:00:00, 33.0,12
168.0, 59.0, 0.0, 0.0, -7.9, 6.4, -0.9, 4.4, 212.0, 0.0, 0.0, 39.0,2020-03-19 09:00:00, 33.0,12
175.0, 43.0, 4.4, 0.0, -8.6, 5.4, 2.7, 7.5, 215.0, 0.0, 0.0, 33.0,2020-03-19 10:00:00, 32.0,12
209.0, 39.0, 6.4, 0.0, -8.3, 5.3, 4.4, 9.4, 168.0, 0.0, 0.0, 28.0,2020-03-19 11:00:00, 33.0,12
236.0, 33.0, 5.4, 0.0, -7.7, 4.5, 7.5, 9.2, 175.0, 0.0, 0.0, 32.0,2020-03-19 12:00:00, 33.0,12
215.0, 28.0, 5.3, 0.0, -8.2, 5.4, 9.4, 11.2, 209.0, 0.0, 0.0, 26.0,2020-03-19 13:00:00, 32.0,12
272.0, 32.0, 4.5, 0.0, -6.6, 5.7, 9.2, 11.3, 236.0, 0.0, 0.0, 26.0,2020-03-19 14:00:00, 32.0,12
258.0, 26.0, 5.4, 0.0, -7.6, 2.6, 11.2, 11.8, 215.0, 0.0, 0.0, 25.0,2020-03-19 15:00:00, 32.0,12
211.0, 26.0, 5.7, 0.0, -7.5, 2.0, 11.3, 9.1, 272.0, 0.0, 0.0, 31.0,2020-03-19 16:00:00, 32.0,12
12.0, 25.0, 2.6, 0.0, -7.6, 0.0, 11.8, 4.8, 258.0, 0.0, 0.0, 51.0,2020-03-19 17:00:00, 31.0,12
290.0, 31.0, 2.0, 0.0, -7.1, 0.0, 9.1, 2.0, 211.0, 0.0, 0.0, 62.0,2020-03-19 18:00:00, 31.0,12
297.0, 51.0, 0.0, 0.0, -4.5, 5.2, 4.8, 0.8, 12.0, 0.0, 0.0, 61.0,2020-03-19 19:00:00, 31.0,12
292.0, 62.0, 0.0, 0.0, -4.5, 2.8, 2.0, -0.1, 290.0, 0.0, 0.0, 65.0,2020-03-19 20:00:00, 32.0,12
293.0, 61.0, 5.2, 0.0, -5.9, 3.5, 0.8, -0.7, 297.0, 0.0, 0.0, 67.0,2020-03-19 21:00:00, 32.0,12
253.0, 65.0, 2.8, 0.0, -5.9, 4.4, -0.1, -1.3, 292.0, 0.0, 0.0, 68.0,2020-03-19 22:00:00, 32.0,12
327.0, 67.0, 3.5, 0.0, -6.1, 1.9, -0.7, -2.3, 293.0, 0.0, 0.0, 72.0,2020-03-19 23:00:00, 32.0,12
234.0, 68.0, 4.4, 0.0, -6.4, 1.8, -1.3, -2.2, 253.0, 0.0, 0.0, 73.0,2020-03-20 00:00:00, 32.0,12
301.0, 72.0, 1.9, 0.0, -6.7, 2.9, -2.3, -3.3, 327.0, 0.0, 0.0, 77.0,2020-03-20 01:00:00, 32.0,12
271.0, 73.0, 1.8, 0.0, -6.4, 5.9, -2.2, -2.4, 234.0, 0.0, 0.0, 69.0,2020-03-20 02:00:00, 32.0,12
303.0, 77.0, 2.9, 0.0, -6.8, 4.0, -3.3, -3.0, 301.0, 0.0, 0.0, 71.0,2020-03-20 03:00:00, 32.0,12
291.0, 69.0, 5.9, 0.0, -7.3, 0.0, -2.4, -3.8, 271.0, 0.0, 0.0, 76.0,2020-03-20 04:00:00, 32.0,12
263.0, 71.0, 4.0, 0.0, -7.5, 4.0, -3.0, -3.7, 303.0, 0.0, 0.0, 74.0,2020-03-20 05:00:00, 32.0,12
249.0, 76.0, 0.0, 0.0, -7.4, 2.4, -3.8, -4.1, 291.0, 0.0, 0.0, 77.0,2020-03-20 06:00:00, 32.0,12
238.0, 74.0, 4.0, 0.0, -7.7, 4.4, -3.7, -0.3, 263.0, 0.0, 0.0, 61.0,2020-03-20 07:00:00, 32.0,12
213.0, 77.0, 2.4, 0.0, -7.5, 4.6, -4.1, 4.2, 249.0, 0.0, 0.0, 45.0,2020-03-20 08:00:00, 32.0,12
185.0, 61.0, 4.4, 0.0, -6.9, 5.8, -0.3, 6.8, 238.0, 0.0, 0.0, 39.0,2020-03-20 09:00:00, 32.0,12
272.0, 45.0, 4.6, 0.0, -6.7, 6.6, 4.2, 8.5, 213.0, 0.0, 0.0, 32.0,2020-03-20 10:00:00, 31.0,12
262.0, 39.0, 5.8, 0.0, -6.2, 6.2, 6.8, 10.8, 185.0, 0.0, 0.0, 26.0,2020-03-20 11:00:00, 31.0,12
284.0, 32.0, 6.6, 0.0, -7.3, 7.5, 8.5, 11.7, 272.0, 0.0, 0.0, 24.0,2020-03-20 12:00:00, 31.0,12
277.0, 26.0, 6.2, 0.0, -7.9, 6.0, 10.8, 12.9, 262.0, 0.0, 0.0, 24.0,2020-03-20 13:00:00, 31.0,12
308.0, 24.0, 7.5, 0.0, -8.2, 6.0, 11.7, 13.3, 284.0, 0.0, 0.0, 20.0,2020-03-20 14:00:00, 31.0,12
300.0, 24.0, 6.0, 0.0, -7.2, 6.5, 12.9, 13.3, 277.0, 0.0, 0.0, 21.0,2020-03-20 15:00:00, 30.0,12
157.0, 20.0, 6.0, 0.0, -9.2, 3.6, 13.3, 10.8, 308.0, 0.0, 0.0, 28.0,2020-03-20 16:00:00, 30.0,12
320.0, 21.0, 6.5, 0.0, -8.6, 0.0, 13.3, 5.9, 300.0, 0.0, 0.0, 45.0,2020-03-20 17:00:00, 30.0,12
309.0, 28.0, 3.6, 0.0, -7.0, 0.0, 10.8, 2.9, 157.0, 0.0, 0.0, 57.0,2020-03-20 18:00:00, 30.0,12
22.0, 45.0, 0.0, 0.0, -5.1, 0.0, 5.9, 1.3, 320.0, 0.0, 0.0, 67.0,2020-03-20 19:00:00, 30.0,12
309.0, 57.0, 0.0, 0.0, -4.8, 1.8, 2.9, 0.3, 309.0, 0.0, 0.0, 69.0,2020-03-20 20:00:00, 30.0,12
293.0, 67.0, 0.0, 0.0, -4.1, 3.7, 1.3, 0.3, 22.0, 0.0, 0.0, 65.0,2020-03-20 21:00:00, 30.0,12
284.0, 69.0, 1.8, 0.0, -4.7, 7.2, 0.3, 0.3, 309.0, 0.0, 0.0, 62.0,2020-03-20 22:00:00, 30.0,12
275.0, 65.0, 3.7, 0.0, -5.5, 1.8, 0.3, -0.4, 293.0, 0.0, 0.0, 67.0,2020-03-20 23:00:00, 30.0,12
302.0, 62.0, 7.2, 0.0, -6.1, 2.0, 0.3, -1.5, 284.0, 0.0, 0.0, 71.0,2020-03-21 00:00:00, 30.0,12
292.0, 67.0, 1.8, 0.0, -5.8, 0.0, -0.4, -2.3, 275.0, 0.0, 0.0, 74.0,2020-03-21 01:00:00, 30.0,12
300.0, 71.0, 2.0, 0.0, -6.1, 6.8, -1.5, -1.7, 302.0, 0.0, 0.0, 70.0,2020-03-21 02:00:00, 30.0,12
291.0, 74.0, 0.0, 0.0, -6.3, 5.8, -2.3, -1.7, 292.0, 0.0, 0.0, 71.0,2020-03-21 03:00:00, 30.0,12
313.0, 70.0, 6.8, 0.0, -6.4, 5.8, -1.7, -2.0, 300.0, 0.0, 0.0, 73.0,2020-03-21 04:00:00, 30.0,12
276.0, 71.0, 5.8, 0.0, -6.3, 4.4, -1.7, -2.3, 291.0, 0.0, 0.0, 76.0,2020-03-21 05:00:00, 30.0,12
259.0, 73.0, 5.8, 0.0, -6.2, 3.7, -2.0, -1.9, 313.0, 0.0, 0.0, 75.0,2020-03-21 06:00:00, 30.0,12
250.0, 76.0, 4.4, 0.0, -6.0, 2.9, -2.3, 2.4, 276.0, 0.0, 0.0, 59.0,2020-03-21 07:00:00, 30.0,12
237.0, 75.0, 3.7, 0.0, -5.7, 4.7, -1.9, 6.0, 259.0, 0.0, 0.0, 45.0,2020-03-21 08:00:00, 30.0,12
282.0, 59.0, 2.9, 0.0, -4.8, 6.3, 2.4, 9.4, 250.0, 0.0, 0.0, 33.0,2020-03-21 09:00:00, 30.0,12
271.0, 45.0, 4.7, 0.0, -5.0, 6.5, 6.0, 11.0, 237.0, 0.0, 0.0, 28.0,2020-03-21 10:00:00, 30.0,12
229.0, 33.0, 6.3, 0.0, -6.1, 8.9, 9.4, 12.4, 282.0, 0.0, 0.0, 28.0,2020-03-21 11:00:00, 30.0,12
