wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
206.0, 38.0, 13.6, 0.0, -3.3, 11.9, 10.4, 9.4, 219.0, 0.0, 1.8, 44.0,2022-10-29 00:00:00,44
216.0, 41.0, 15.8, 0.0, -2.7, 8.4, 9.9, 9.3, 205.0, 0.0, 1.8, 40.0,2022-10-29 01:00:00,44
180.0, 44.0, 11.9, 0.0, -2.2, 14.7, 9.4, 9.8, 206.0, 0.0, 1.4, 56.0,2022-10-29 02:00:00,44
224.0, 40.0, 8.4, 0.0, -3.6, 15.3, 9.3, 10.5, 216.0, 0.0, 1.2, 39.0,2022-10-29 03:00:00,44
197.0, 56.0, 14.7, 0.0, 1.4, 17.4, 9.8, 9.2, 180.0, 0.0, 0.4, 66.0,2022-10-29 04:00:00,44
163.0, 39.0, 15.3, 0.0, -2.9, 14.7, 10.5, 8.8, 224.0, 0.0, 0.2, 64.0,2022-10-29 05:00:00,44
195.0, 66.0, 17.4, 0.0, 3.2, 12.1, 9.2, 9.2, 197.0, 0.0, 0.2, 55.0,2022-10-29 06:00:00,44
185.0, 64.0, 14.7, 0.0, 2.4, 16.2, 8.8, 9.6, 163.0, 0.0, 0.0, 56.0,2022-10-29 07:00:00,44
180.0, 55.0, 12.1, 0.0, 0.6, 18.0, 9.2, 11.7, 195.0, 0.0, 0.0, 50.0,2022-10-29 08:00:00,44
182.0, 56.0, 16.2, 0.0, 1.3, 13.0, 9.6, 10.8, 185.0, 0.0, 0.0, 51.0,2022-10-29 09:00:00,44
178.0, None, None, 0.0, None, 21.9, None, 13.8, None, None, None, 41.0,2022-10-29 10:00:00,44
183.0, 51.0, None, 0.0, 1.1, 20.2, 10.8, 12.8, 182.0, 0.0, 0.0, 44.0,2022-10-29 11:00:00,44
176.0, 41.0, 21.9, 0.0, 0.8, 20.0, 13.8, 12.5, 178.0, 0.0, 0.0, 41.0,2022-10-29 12:00:00,44
182.0, None, None, 0.0, None, 20.2, None, 12.7, None, None, None, 40.0,2022-10-29 13:00:00,44
188.0, None, None, 0.0, None, 15.4, None, 12.5, None, None, None, 48.0,2022-10-29 14:00:00,44
178.0, None, None, 0.0, None, 11.7, None, 11.8, None, None, None, 50.0,2022-10-29 15:00:00,44
206.0, None, None, 0.0, None, 9.3, None, 11.6, None, None, None, 40.0,2022-10-29 16:00:00,44
185.0, 50.0, 11.7, 0.0, 1.7, 11.8, 11.8, 11.9, 178.0, 0.0, None, 40.0,2022-10-29 17:00:00,44
172.0, None, None, 0.0, None, 13.6, None, 11.2, None, None, None, 48.0,2022-10-29 18:00:00,44
172.0, 40.0, 11.8, 0.0, -1.3, 12.3, 11.9, 11.3, 185.0, 0.0, 0.0, 48.0,2022-10-29 19:00:00,44
172.0, 48.0, 13.6, 0.0, 0.6, 16.4, 11.2, 11.0, 172.0, 0.0, 0.0, 49.0,2022-10-29 20:00:00,44
205.0, 48.0, 12.3, 0.0, 0.7, 17.0, 11.3, 11.2, 172.0, 0.0, 0.0, 40.0,2022-10-29 21:00:00,44
198.0, 49.0, 16.4, 0.0, 0.7, 13.0, 11.0, 11.0, 172.0, 0.0, 0.0, 39.0,2022-10-29 22:00:00,44
None, 40.0, None, None, -1.9, None, 11.2, None, 205.0, 0.0, 0.0, None,2022-10-29 23:00:00,44
202.0, 39.0, None, 0.0, -2.4, 13.0, 11.0, 10.2, 198.0, 0.0, 0.0, 48.0,2022-10-30 00:00:00,44
185.0, 44.0, 13.1, 0.0, -1.1, 15.7, 10.7, 10.8, 179.0, 0.0, 0.0, 48.0,2022-10-30 01:00:00,44
180.0, 48.0, None, 0.0, -0.3, 15.3, 10.2, 11.0, 202.0, 0.0, 0.0, 46.0,2022-10-30 02:00:00,44
181.0, 48.0, 15.7, 0.0, 0.2, 16.7, 10.8, 11.0, 185.0, 0.0, 0.0, 50.0,2022-10-30 03:00:00,44
183.0, 46.0, 15.3, 0.0, -0.2, 21.5, 11.0, 10.9, 180.0, 0.0, 0.0, 49.0,2022-10-30 04:00:00,44
179.0, 50.0, 16.7, 0.0, 1.0, 22.4, 11.0, 10.4, 181.0, 0.0, 0.0, 52.0,2022-10-30 05:00:00,44
209.0, 49.0, 21.5, 0.0, 0.6, 16.3, 10.9, 10.8, 183.0, 0.0, 0.0, 47.0,2022-10-30 06:00:00,44
206.0, 52.0, 22.4, 0.0, 1.0, 17.7, 10.4, 11.0, 179.0, 0.0, 0.0, 48.0,2022-10-30 07:00:00,44
200.0, 47.0, 16.3, 0.0, -0.1, 19.3, 10.8, 11.8, 209.0, 0.0, 0.0, 48.0,2022-10-30 08:00:00,44
