RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,3.34,141.3, None, None, None, None, None, None, None, None, None, None, None, -2.261, None, None, None, None,10.41, None, None, None, None,2018-01-02 08:00:00, None,1
None, None, None, None,4.284,141.9, None, None, None, None, None, None, None, None, None, None, None, -2.52, None, None, None, None,8.56, None, None, None, None,2018-01-02 09:00:00, None,1
None, None, None, None,4.591,150.2, None, None, None, None, None, None, None, None, None, None, None, -1.467, None, None, None, None,9.44, None, None, None, None,2018-01-02 10:00:00, None,1
None, None, None, None,5.426,146.7, None, None, None, None, None, None, None, None, None, None, None, -1.945, None, None, None, None,3.919, None, None, None, None,2018-01-02 11:00:00, None,1
None, None, None, None,4.392,149.1, None, None, None, None, None, None, None, None, None, None, None, -1.266, None, None, None, None,0.0, None, None, None, None,2018-01-02 12:00:00, None,1
None, None, None, None,3.401,149.7, None, None, None, None, None, None, None, None, None, None, None, -0.016, None, None, None, None,1.076, None, None, None, None,2018-01-02 13:00:00, None,1
None, None, None, None,0.872,160.4, None, None, None, None, None, None, None, None, None, None, None, 0.06, None, None, None, None,9.47, None, None, None, None,2018-01-02 14:00:00, None,1
None, None, None, None,0.07,164.3, None, None, None, None, None, None, None, None, None, None, None, -0.026, None, None, None, None,6.88, None, None, None, None,2018-01-02 15:00:00, None,1
None, None, None, None,0.068,144.0, None, None, None, None, None, None, None, None, None, None, None, -0.227, None, None, None, None,14.44, None, None, None, None,2018-01-02 16:00:00, None,1
None, None, None, None,0.07,162.2, None, None, None, None, None, None, None, None, None, None, None, -0.522, None, None, None, None,9.22, None, None, None, None,2018-01-02 17:00:00, None,1
