RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
92.0, None, None, None, 0.478, 8.34, None, None, -14.0, 910.0, None, None, None, None, None, 90.2, None, None, -13.39, None, None, None, None, 0.0, None, None, None, None, None, None,2018-01-02 08:00:00, None,1
92.5, None, None, None, 1.577, 24.2, None, None, -12.0, 910.0, None, None, None, None, None, 90.2, None, None, -11.18, None, None, None, None, 6.338, None, None, None, None, None, None,2018-01-02 10:00:00, None,1
93.2, None, None, None, 1.935, 23.55, None, None, -11.0, 910.0, None, None, None, None, None, 90.3, None, None, -10.33, None, None, None, None, 7.828, None, None, None, None, None, None,2018-01-02 11:00:00, None,1
92.1, None, None, None, 1.645, 22.58, None, None, -11.0, 909.0, None, None, None, None, None, 90.2, None, None, -10.03, None, None, None, None, 7.78, None, None, None, None, None, None,2018-01-02 12:00:00, None,1
91.5, None, None, None, 1.7, 24.88, None, None, -11.0, 909.0, None, None, None, None, None, 90.0, None, None, -9.84, None, None, None, None, 5.025, None, None, None, None, None, None,2018-01-02 13:00:00, None,1
90.9, None, None, None, 1.801, 26.47, None, None, -11.0, 909.0, None, None, None, None, None, 89.3, None, None, -9.74, None, None, None, None, 5.505, None, None, None, None, None, None,2018-01-02 14:00:00, None,1
91.4, None, None, None, 1.871, 27.74, None, None, -11.0, 908.0, None, None, None, None, None, 89.2, None, None, -10.23, None, None, None, None, 6.889, None, None, None, None, None, None,2018-01-02 15:00:00, None,1
92.6, None, None, None, 2.104, 26.95, None, None, -12.0, 908.0, None, None, None, None, None, 89.0, None, None, -10.91, None, None, None, None, 5.744, None, None, None, None, None, None,2018-01-02 16:00:00, None,1
93.0, None, None, None, 1.894, 26.01, None, None, -12.0, 907.0, None, None, None, None, None, 88.8, None, None, -11.18, None, None, None, None, 5.311, None, None, None, None, None, None,2018-01-02 17:00:00, None,1
93.0, None, None, None, 2.02, 27.08, None, None, -12.0, 907.0, None, None, None, None, None, 88.4, None, None, -11.48, None, None, None, None, 4.454, None, None, None, None, None, None,2018-01-02 18:00:00, None,1
93.6, None, None, None, 1.918, 27.16, None, None, -12.0, 907.0, None, None, None, None, None, 88.0, None, None, -11.18, None, None, None, None, 5.174, None, None, None, None, None, None,2018-01-02 19:00:00, None,1
93.7, None, None, None, 2.133, 28.41, None, None, -12.0, 906.0, None, None, None, None, None, 87.4, None, None, -10.89, None, None, None, None, 7.128, None, None, None, None, None, None,2018-01-02 20:00:00, None,1
94.0, None, None, None, 1.703, 25.59, None, None, -11.0, 906.0, None, None, None, None, None, 87.3, None, None, -10.52, None, None, None, None, 5.334, None, None, None, None, None, None,2018-01-02 21:00:00, None,1
94.1, None, None, None, 1.733, 26.94, None, None, -11.0, 905.0, None, None, None, None, None, 86.9, None, None, -10.26, None, None, None, None, 5.112, None, None, None, None, None, None,2018-01-02 22:00:00, None,1
94.4, None, None, None, 1.493, 24.92, None, None, -11.0, 905.0, None, None, None, None, None, 86.7, None, None, -10.02, None, None, None, None, 4.425, None, None, None, None, None, None,2018-01-02 23:00:00, None,1
