wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
30.0, 95.0, 1.9, 0.0, -6.5, 5.0, -5.8, -5.5, 99.0, 0.0, 7.6, 96.0,2020-02-12 00:00:00,7
30.0, 96.0, 5.0, 0.0, -6.0, 3.3, -5.5, -6.6, 30.0, 0.0, 7.6, 92.0,2020-02-12 01:00:00,7
20.0, 92.0, 3.3, 0.0, -7.7, 2.6, -6.6, -8.5, 30.0, 0.0, 7.6, 90.0,2020-02-12 02:00:00,7
0.0, 90.0, 2.6, 0.0, -9.8, 2.5, -8.5, -9.6, 20.0, 0.0, 7.6, 90.0,2020-02-12 03:00:00,7
330.0, 90.0, 2.5, 0.0, -10.9, 1.7, -9.6, -10.7, 0.0, 0.0, 7.6, 88.0,2020-02-12 04:00:00,7
271.0, 88.0, 1.7, 0.0, -12.3, 1.6, -10.7, -11.2, 330.0, 0.0, 7.6, 90.0,2020-02-12 05:00:00,7
101.0, 90.0, 1.6, 0.0, -12.5, 0.0, -11.2, -12.0, 271.0, 0.0, 7.6, 88.0,2020-02-12 06:00:00,7
4.0, 88.0, 0.0, 0.0, -13.6, 1.8, -12.0, -12.2, 101.0, 0.0, 7.6, 86.0,2020-02-12 07:00:00,7
267.0, 86.0, 1.8, 0.0, -14.1, 2.1, -12.2, -7.6, 4.0, 0.0, 7.6, 89.0,2020-02-12 08:00:00,7
184.0, 89.0, 2.1, 0.0, -9.1, 1.9, -7.6, 0.3, 267.0, 0.0, 7.6, 78.0,2020-02-12 09:00:00,7
91.0, 78.0, 1.9, 2.4, -3.1, 4.1, 0.3, 3.3, 184.0, 0.0, 7.6, 61.0,2020-02-12 10:00:00,7
7.0, 61.0, 4.1, 4.6, -3.5, 6.1, 3.3, 4.3, 91.0, 2.4, 9.4, 45.0,2020-02-12 11:00:00,7
336.0, 45.0, 6.1, 2.8, -6.6, 5.9, 4.3, 5.0, 7.0, 4.6, 11.4, 43.0,2020-02-12 12:00:00,7
302.0, 43.0, 5.9, 0.8, -6.5, 6.7, 5.0, 5.5, 336.0, 2.8, 12.4, 43.0,2020-02-12 13:00:00,7
15.0, 43.0, 6.7, 0.0, -6.1, 7.3, 5.5, 5.0, 302.0, 0.8, 12.0, 43.0,2020-02-12 14:00:00,7
331.0, 43.0, 7.3, 0.0, -6.5, 4.2, 5.0, 4.3, 15.0, 0.0, 11.2, 46.0,2020-02-12 15:00:00,7
33.0, 46.0, 4.2, 0.0, -6.3, 2.3, 4.3, -1.4, 331.0, 0.0, 10.6, 76.0,2020-02-12 16:00:00,7
285.0, 76.0, 2.3, 0.0, -5.1, 2.6, -1.4, -3.7, 33.0, 0.0, 10.6, 91.0,2020-02-12 17:00:00,7
255.0, 91.0, 2.6, 0.0, -5.0, 1.8, -3.7, -4.6, 285.0, 0.0, 10.6, 93.0,2020-02-12 18:00:00,7
168.0, 93.0, 1.8, 0.0, -5.6, 2.6, -4.6, -5.2, 255.0, 0.0, 10.6, 92.0,2020-02-12 19:00:00,7
189.0, 92.0, 2.6, 0.0, -6.3, 1.7, -5.2, -6.6, 168.0, 0.0, 10.6, 95.0,2020-02-12 20:00:00,7
35.0, 95.0, 1.7, 0.0, -7.3, 1.6, -6.6, -7.5, 189.0, 0.0, 10.6, 93.0,2020-02-12 21:00:00,7
110.0, 93.0, 1.6, 0.0, -8.4, 2.9, -7.5, -7.1, 35.0, 0.0, 10.6, 95.0,2020-02-12 22:00:00,7
119.0, 95.0, 2.9, 0.0, -7.8, 3.8, -7.1, -7.1, 110.0, 0.0, 10.6, 92.0,2020-02-12 23:00:00,7
151.0, 92.0, 3.8, 0.0, -8.2, 3.7, -7.1, -7.2, 119.0, 0.0, 10.6, 92.0,2020-02-13 00:00:00,7
277.0, 92.0, 3.7, 0.0, -8.3, 3.8, -7.2, -5.7, 151.0, 0.0, 10.6, 90.0,2020-02-13 01:00:00,7
264.0, 90.0, 3.8, 0.0, -7.1, 4.4, -5.7, -6.4, 277.0, 0.0, 10.6, 91.0,2020-02-13 02:00:00,7
149.0, 91.0, 4.4, 0.0, -7.6, 4.7, -6.4, -5.7, 264.0, 0.0, 10.6, 90.0,2020-02-13 03:00:00,7
