AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-11.4, None, 201.1,2022-12-17 10:15:00, None, None,51
-11.7, None, 201.1,2022-12-17 10:30:00, None, None,51
-11.7, None, 201.1,2022-12-17 10:45:00, None, None,51
-11.6, None, 201.1,2022-12-17 11:00:00, None, None,51
-11.5, None, 201.1,2022-12-17 11:15:00, None, None,51
-11.5, None, 201.1,2022-12-17 11:30:00, None, None,51
-11.9, None, 201.1,2022-12-17 11:45:00, None, None,51
-12.2, None, 202.1,2022-12-17 12:00:00, None, None,51
-12.3, None, 202.1,2022-12-17 12:15:00, None, None,51
-12.0, None, 202.1,2022-12-17 12:30:00, None, None,51
-12.2, None, 202.1,2022-12-17 12:45:00, None, None,51
-12.5, None, 202.1,2022-12-17 13:00:00, None, None,51
-12.3, None, 202.1,2022-12-17 13:15:00, None, None,51
-12.5, None, 202.1,2022-12-17 13:30:00, None, None,51
-12.3, None, 202.1,2022-12-17 13:45:00, None, None,51
-12.7, None, 202.1,2022-12-17 14:00:00, None, None,51
-13.0, None, 202.1,2022-12-17 14:15:00, None, None,51
-13.4, None, 202.1,2022-12-17 14:30:00, None, None,51
-13.6, None, 202.1,2022-12-17 14:45:00, None, None,51
-13.8, None, 202.1,2022-12-17 15:00:00, None, None,51
-14.0, None, 202.1,2022-12-17 15:15:00, None, None,51
-14.2, None, 202.1,2022-12-17 15:30:00, None, None,51
-14.5, None, 202.1,2022-12-17 15:45:00, None, None,51
-14.6, None, 202.1,2022-12-17 16:00:00, None, None,51
-14.9, None, 202.1,2022-12-17 16:15:00, None, None,51
-15.2, None, 202.1,2022-12-17 16:30:00, None, None,51
-15.4, None, 202.1,2022-12-17 16:45:00, None, None,51
-15.6, None, 202.1,2022-12-17 17:00:00, None, None,51
-15.7, None, 202.1,2022-12-17 17:15:00, None, None,51
-16.1, None, 202.1,2022-12-17 17:30:00, None, None,51
-16.2, None, 202.1,2022-12-17 17:45:00, None, None,51
-16.3, None, 202.1,2022-12-17 18:00:00, None, None,51
-16.5, None, 202.1,2022-12-17 18:15:00, None, None,51
-16.7, None, 202.1,2022-12-17 18:30:00, None, None,51
-17.1, None, 202.1,2022-12-17 18:45:00, None, None,51
-17.8, None, 202.1,2022-12-17 19:00:00, None, None,51
-17.9, None, 202.1,2022-12-17 19:15:00, None, None,51
-17.9, None, 202.1,2022-12-17 19:30:00, None, None,51
-17.9, None, 202.1,2022-12-17 19:45:00, None, None,51
-18.2, None, 202.1,2022-12-17 20:00:00, None, None,51
-18.4, None, 202.1,2022-12-17 20:15:00, None, None,51
-18.7, None, 202.1,2022-12-17 20:30:00, None, None,51
-18.9, None, 202.1,2022-12-17 20:45:00, None, None,51
-19.0, None, 202.1,2022-12-17 21:00:00, None, None,51
-19.2, None, 202.1,2022-12-17 21:15:00, None, None,51
-19.9, None, 202.1,2022-12-17 21:30:00, None, None,51
-20.1, None, 202.1,2022-12-17 21:45:00, None, None,51
-20.2, None, 202.1,2022-12-17 22:00:00, None, None,51
-20.2, None, 202.1,2022-12-17 22:15:00, None, None,51
-20.3, None, 202.1,2022-12-17 22:30:00, None, None,51
-20.4, None, 202.1,2022-12-17 22:45:00, None, None,51
-20.6, None, 202.1,2022-12-17 23:00:00, None, None,51
-20.8, None, 202.1,2022-12-17 23:15:00, None, None,51
-20.8, None, 202.1,2022-12-17 23:30:00, None, None,51
-21.1, None, 202.1,2022-12-17 23:45:00, None, None,51
-21.2, 4.6, 202.1,2022-12-18 00:00:00, -29.0, -21.2,51
-21.3, None, 202.1,2022-12-18 00:15:00, None, None,51
-21.4, None, 202.1,2022-12-18 00:30:00, None, None,51
-21.4, None, 202.1,2022-12-18 00:45:00, None, None,51
-21.7, None, 202.1,2022-12-18 01:00:00, None, None,51
-22.1, None, 202.1,2022-12-18 01:15:00, None, None,51
-22.3, None, None,2022-12-18 01:30:00, None, None,51
-22.5, None, None,2022-12-18 01:45:00, None, None,51
None, None, 202.1,2022-12-18 01:52:00, None, None,51
-22.8, None, None,2022-12-18 02:00:00, None, None,51
-23.0, None, None,2022-12-18 02:15:00, None, None,51
-23.2, None, 202.1,2022-12-18 02:30:00, None, None,51
-23.2, None, 202.1,2022-12-18 02:45:00, None, None,51
-23.1, None, 202.1,2022-12-18 03:00:00, None, None,51
-23.1, None, 202.1,2022-12-18 03:15:00, None, None,51
-23.1, None, 202.1,2022-12-18 03:30:00, None, None,51
-23.3, None, 202.1,2022-12-18 03:45:00, None, None,51
-23.5, None, 202.1,2022-12-18 04:00:00, None, None,51
-23.5, None, 202.1,2022-12-18 04:15:00, None, None,51
-23.5, None, 202.1,2022-12-18 04:30:00, None, None,51
-23.6, None, 202.1,2022-12-18 04:45:00, None, None,51
-23.6, None, 202.1,2022-12-18 05:00:00, None, None,51
-23.8, None, 202.1,2022-12-18 05:15:00, None, None,51
-23.9, None, 202.1,2022-12-18 05:30:00, None, None,51
-23.9, None, 202.1,2022-12-18 05:45:00, None, None,51
-24.1, None, 202.1,2022-12-18 06:00:00, None, None,51
-24.3, None, 202.1,2022-12-18 06:15:00, None, None,51
-24.4, None, 202.1,2022-12-18 06:30:00, None, None,51
-24.4, None, 202.1,2022-12-18 06:45:00, None, None,51
-24.4, None, 202.1,2022-12-18 07:00:00, None, None,51
-24.5, None, 202.1,2022-12-18 07:15:00, None, None,51
-24.5, None, 202.1,2022-12-18 07:30:00, None, None,51
-24.6, None, 202.1,2022-12-18 07:45:00, None, None,51
-24.8, None, 202.1,2022-12-18 08:00:00, None, None,51
-25.1, None, 202.1,2022-12-18 08:15:00, None, None,51
-25.2, None, 202.1,2022-12-18 08:30:00, None, None,51
-25.1, None, 202.1,2022-12-18 08:45:00, None, None,51
-25.0, None, 202.1,2022-12-18 09:00:00, None, None,51
-24.9, None, 202.1,2022-12-18 09:15:00, None, None,51
-24.6, None, 202.1,2022-12-18 09:30:00, None, None,51
-24.8, None, 202.1,2022-12-18 09:45:00, None, None,51
-24.7, None, 202.1,2022-12-18 10:00:00, None, None,51
-24.6, None, 202.1,2022-12-18 10:15:00, None, None,51
-24.6, None, 202.1,2022-12-18 10:30:00, None, None,51
-24.7, None, 202.1,2022-12-18 10:45:00, None, None,51
-24.7, None, 202.1,2022-12-18 11:00:00, None, None,51
-24.5, None, 202.1,2022-12-18 11:15:00, None, None,51
-24.5, None, 202.1,2022-12-18 11:30:00, None, None,51
-24.5, None, 202.1,2022-12-18 11:45:00, None, None,51
-24.6, None, 202.1,2022-12-18 12:00:00, None, None,51
-24.7, None, 202.1,2022-12-18 12:15:00, None, None,51
-24.8, None, 202.1,2022-12-18 12:30:00, None, None,51
-24.9, None, 202.1,2022-12-18 12:45:00, None, None,51
-24.7, None, 202.1,2022-12-18 13:00:00, None, None,51
-24.5, None, 202.1,2022-12-18 13:15:00, None, None,51
-24.8, None, 202.1,2022-12-18 13:30:00, None, None,51
-25.0, None, 202.1,2022-12-18 13:45:00, None, None,51
-25.1, None, 202.1,2022-12-18 14:00:00, None, None,51
-25.0, None, 202.1,2022-12-18 14:15:00, None, None,51
-24.9, None, 202.1,2022-12-18 14:30:00, None, None,51
-25.2, None, 202.1,2022-12-18 14:45:00, None, None,51
-25.5, None, 202.1,2022-12-18 15:00:00, None, None,51
-25.6, None, 202.1,2022-12-18 15:15:00, None, None,51
-25.8, None, 202.1,2022-12-18 15:30:00, None, None,51
-25.9, None, 202.1,2022-12-18 15:45:00, None, None,51
-25.9, None, 202.1,2022-12-18 16:00:00, None, None,51
-25.9, None, 202.1,2022-12-18 16:15:00, None, None,51
-25.9, None, 202.1,2022-12-18 16:30:00, None, None,51
-25.9, None, 202.1,2022-12-18 16:45:00, None, None,51
-26.0, None, 202.1,2022-12-18 17:00:00, None, None,51
-26.0, None, 202.1,2022-12-18 17:15:00, None, None,51
-26.0, None, 202.1,2022-12-18 17:30:00, None, None,51
-26.1, None, 202.1,2022-12-18 17:45:00, None, None,51
-26.3, None, 202.1,2022-12-18 18:00:00, None, None,51
-26.3, None, 202.1,2022-12-18 18:15:00, None, None,51
-26.5, None, 202.1,2022-12-18 18:30:00, None, None,51
-26.6, None, 202.1,2022-12-18 18:45:00, None, None,51
-26.7, None, 202.1,2022-12-18 19:00:00, None, None,51
-26.7, None, 202.1,2022-12-18 19:15:00, None, None,51
-26.8, None, 202.1,2022-12-18 19:30:00, None, None,51
-26.9, None, 202.1,2022-12-18 19:45:00, None, None,51
-27.2, None, 202.1,2022-12-18 20:00:00, None, None,51
-27.5, None, 202.1,2022-12-18 20:15:00, None, None,51
-27.5, None, 202.1,2022-12-18 20:30:00, None, None,51
-27.6, None, 202.1,2022-12-18 20:45:00, None, None,51
-27.6, None, 202.1,2022-12-18 21:00:00, None, None,51
-27.7, None, 202.1,2022-12-18 21:15:00, None, None,51
-27.8, None, 202.1,2022-12-18 21:30:00, None, None,51
-28.0, None, 202.1,2022-12-18 21:45:00, None, None,51
-28.3, None, 202.1,2022-12-18 22:00:00, None, None,51
-28.2, None, 202.1,2022-12-18 22:15:00, None, None,51
-28.3, None, 202.1,2022-12-18 22:30:00, None, None,51
-28.3, None, 202.1,2022-12-18 22:45:00, None, None,51
-28.3, None, 202.1,2022-12-18 23:00:00, None, None,51
-28.5, None, 202.1,2022-12-18 23:15:00, None, None,51
-28.7, None, 202.1,2022-12-18 23:30:00, None, None,51
-29.0, None, 202.1,2022-12-18 23:45:00, None, None,51
-29.1, 1.0, 202.1,2022-12-19 00:00:00, -30.9, -28.3,51
-29.0, None, 202.1,2022-12-19 00:15:00, None, None,51
-29.1, None, 202.1,2022-12-19 00:30:00, None, None,51
-29.3, None, 202.1,2022-12-19 00:45:00, None, None,51
-29.5, None, 202.1,2022-12-19 01:00:00, None, None,51
-29.6, None, 202.1,2022-12-19 01:15:00, None, None,51
-29.6, None, 202.1,2022-12-19 01:30:00, None, None,51
-29.6, None, 202.1,2022-12-19 01:45:00, None, None,51
-29.6, None, 202.1,2022-12-19 02:00:00, None, None,51
-29.7, None, 202.1,2022-12-19 02:15:00, None, None,51
-29.6, None, 202.1,2022-12-19 02:30:00, None, None,51
-29.5, None, 202.1,2022-12-19 02:45:00, None, None,51
-29.6, None, 202.1,2022-12-19 03:00:00, None, None,51
-29.7, None, 202.1,2022-12-19 03:15:00, None, None,51
-29.8, None, 202.1,2022-12-19 03:30:00, None, None,51
-29.8, None, 202.1,2022-12-19 03:45:00, None, None,51
-29.7, None, 202.1,2022-12-19 04:00:00, None, None,51
-29.7, None, 202.1,2022-12-19 04:15:00, None, None,51
-29.8, None, 202.1,2022-12-19 04:30:00, None, None,51
-30.0, None, 202.1,2022-12-19 04:45:00, None, None,51
-30.1, None, 202.1,2022-12-19 05:00:00, None, None,51
-30.3, None, 202.1,2022-12-19 05:15:00, None, None,51
-30.5, None, 202.1,2022-12-19 05:30:00, None, None,51
-30.6, None, 202.1,2022-12-19 05:45:00, None, None,51
-30.7, None, 202.1,2022-12-19 06:00:00, None, None,51
-30.7, None, 202.1,2022-12-19 06:15:00, None, None,51
-30.8, None, 202.1,2022-12-19 06:30:00, None, None,51
-30.9, None, 202.1,2022-12-19 06:45:00, None, None,51
-30.9, None, 202.1,2022-12-19 07:00:00, None, None,51
-30.9, None, 202.1,2022-12-19 07:15:00, None, None,51
-30.9, None, 202.1,2022-12-19 07:30:00, None, None,51
-30.8, None, 202.1,2022-12-19 07:45:00, None, None,51
-30.7, None, 202.1,2022-12-19 08:00:00, None, None,51
-30.5, None, 202.1,2022-12-19 08:15:00, None, None,51
-30.4, None, 202.1,2022-12-19 08:30:00, None, None,51
-30.2, None, 202.1,2022-12-19 08:45:00, None, None,51
-30.1, None, 202.1,2022-12-19 09:00:00, None, None,51
-30.1, None, 202.1,2022-12-19 09:15:00, None, None,51
-30.0, None, 202.1,2022-12-19 09:30:00, None, None,51
-29.8, None, 202.1,2022-12-19 09:45:00, None, None,51
-29.7, None, 202.1,2022-12-19 10:00:00, None, None,51
-29.5, None, 202.1,2022-12-19 10:15:00, None, None,51
-29.3, None, 202.1,2022-12-19 10:30:00, None, None,51
-29.1, None, 202.1,2022-12-19 10:45:00, None, None,51
-29.0, None, 202.1,2022-12-19 11:00:00, None, None,51
-29.0, None, 202.1,2022-12-19 11:15:00, None, None,51
-28.9, None, 202.1,2022-12-19 11:30:00, None, None,51
-28.9, None, 202.1,2022-12-19 11:45:00, None, None,51
-28.8, None, 202.1,2022-12-19 12:00:00, None, None,51
-28.7, None, 202.1,2022-12-19 12:15:00, None, None,51
-28.7, None, 202.1,2022-12-19 12:30:00, None, None,51
-28.6, None, 202.1,2022-12-19 12:45:00, None, None,51
-28.3, None, 202.1,2022-12-19 13:00:00, None, None,51
-28.3, None, 202.1,2022-12-19 13:15:00, None, None,51
-28.5, None, 202.1,2022-12-19 13:30:00, None, None,51
-28.4, None, 202.1,2022-12-19 13:45:00, None, None,51
-28.5, None, 202.1,2022-12-19 14:00:00, None, None,51
-28.5, None, 202.1,2022-12-19 14:15:00, None, None,51
-28.7, None, 202.1,2022-12-19 14:30:00, None, None,51
-28.7, None, 202.1,2022-12-19 14:45:00, None, None,51
-29.1, None, 202.1,2022-12-19 15:00:00, None, None,51
-29.2, None, 202.1,2022-12-19 15:15:00, None, None,51
-29.4, None, 202.1,2022-12-19 15:30:00, None, None,51
-29.7, None, 202.1,2022-12-19 15:45:00, None, None,51
-29.8, None, 202.1,2022-12-19 16:00:00, None, None,51
-30.0, None, 202.1,2022-12-19 16:15:00, None, None,51
-30.1, None, 202.1,2022-12-19 16:30:00, None, None,51
-30.2, None, 202.1,2022-12-19 16:45:00, None, None,51
-30.3, None, 202.1,2022-12-19 17:00:00, None, None,51
-30.3, None, 202.1,2022-12-19 17:15:00, None, None,51
-30.2, None, 202.1,2022-12-19 17:30:00, None, None,51
-30.2, None, 202.1,2022-12-19 17:45:00, None, None,51
-30.3, None, 202.1,2022-12-19 18:00:00, None, None,51
-30.2, None, 202.1,2022-12-19 18:15:00, None, None,51
-30.3, None, 202.1,2022-12-19 18:30:00, None, None,51
-30.2, None, 202.1,2022-12-19 18:45:00, None, None,51
-30.2, None, 202.1,2022-12-19 19:00:00, None, None,51
-30.1, None, 202.1,2022-12-19 19:15:00, None, None,51
-30.1, None, 202.1,2022-12-19 19:30:00, None, None,51
-30.2, None, 202.1,2022-12-19 19:45:00, None, None,51
-30.2, None, 202.1,2022-12-19 20:00:00, None, None,51
-30.1, None, 202.1,2022-12-19 20:15:00, None, None,51
-30.0, None, 202.1,2022-12-19 20:30:00, None, None,51
-29.8, None, 202.1,2022-12-19 20:45:00, None, None,51
-29.7, None, 202.1,2022-12-19 21:00:00, None, None,51
-29.9, None, 202.1,2022-12-19 21:15:00, None, None,51
-29.9, None, 202.1,2022-12-19 21:30:00, None, None,51
-30.0, None, 202.1,2022-12-19 21:45:00, None, None,51
-29.8, None, 202.1,2022-12-19 22:00:00, None, None,51
-29.9, None, 202.1,2022-12-19 22:15:00, None, None,51
-29.9, None, 202.1,2022-12-19 22:30:00, None, None,51
-30.0, None, 202.1,2022-12-19 22:45:00, None, None,51
-29.9, None, 202.1,2022-12-19 23:00:00, None, None,51
-29.8, None, 202.1,2022-12-19 23:15:00, None, None,51
-29.7, None, 202.1,2022-12-19 23:30:00, None, None,51
-29.6, None, 202.1,2022-12-19 23:45:00, None, None,51
-29.5, 1.8, 202.1,2022-12-20 00:00:00, -29.5, -21.1,51
-29.4, None, 202.1,2022-12-20 00:15:00, None, None,51
-29.3, None, 202.1,2022-12-20 00:30:00, None, None,51
-28.8, None, 202.1,2022-12-20 00:45:00, None, None,51
-28.6, None, 202.1,2022-12-20 01:00:00, None, None,51
-28.6, None, 202.1,2022-12-20 01:15:00, None, None,51
-28.4, None, 202.1,2022-12-20 01:30:00, None, None,51
-28.4, None, 202.1,2022-12-20 01:45:00, None, None,51
-28.3, None, 202.1,2022-12-20 02:00:00, None, None,51
-27.9, None, 202.1,2022-12-20 02:15:00, None, None,51
-27.7, None, 202.1,2022-12-20 02:30:00, None, None,51
-27.1, None, 202.1,2022-12-20 02:45:00, None, None,51
-26.6, None, 202.1,2022-12-20 03:00:00, None, None,51
-26.4, None, 202.1,2022-12-20 03:15:00, None, None,51
-26.1, None, 202.1,2022-12-20 03:30:00, None, None,51
-25.5, None, 202.1,2022-12-20 03:45:00, None, None,51
-25.4, None, 202.1,2022-12-20 04:00:00, None, None,51
-25.4, None, 202.1,2022-12-20 04:15:00, None, None,51
-25.3, None, 202.1,2022-12-20 04:30:00, None, None,51
-25.3, None, 202.1,2022-12-20 04:45:00, None, None,51
-25.3, None, 202.1,2022-12-20 05:00:00, None, None,51
-25.2, None, 202.1,2022-12-20 05:15:00, None, None,51
-25.1, None, 202.1,2022-12-20 05:30:00, None, None,51
-25.1, None, 202.1,2022-12-20 05:45:00, None, None,51
-25.0, None, 202.1,2022-12-20 06:00:00, None, None,51
-24.9, None, 202.1,2022-12-20 06:15:00, None, None,51
-24.8, None, 202.1,2022-12-20 06:30:00, None, None,51
-24.5, None, 202.1,2022-12-20 06:45:00, None, None,51
-24.3, None, 202.1,2022-12-20 07:00:00, None, None,51
-24.1, None, 202.1,2022-12-20 07:15:00, None, None,51
-23.9, None, 202.1,2022-12-20 07:30:00, None, None,51
-23.8, None, 202.1,2022-12-20 07:45:00, None, None,51
-23.5, None, 202.1,2022-12-20 08:00:00, None, None,51
-23.5, None, 202.1,2022-12-20 08:15:00, None, None,51
-23.4, None, 202.1,2022-12-20 08:30:00, None, None,51
-23.1, None, 202.1,2022-12-20 08:45:00, None, None,51
-23.2, None, 202.1,2022-12-20 09:00:00, None, None,51
-23.1, None, 202.1,2022-12-20 09:15:00, None, None,51
-22.5, None, 202.1,2022-12-20 09:30:00, None, None,51
-22.8, None, 202.1,2022-12-20 09:45:00, None, None,51
-22.1, None, 202.1,2022-12-20 10:00:00, None, None,51
-21.6, None, 202.1,2022-12-20 10:15:00, None, None,51
-21.8, None, 202.1,2022-12-20 10:30:00, None, None,51
-21.1, None, 202.1,2022-12-20 10:45:00, None, None,51
-21.6, None, 202.1,2022-12-20 11:00:00, None, None,51
-21.3, None, 202.1,2022-12-20 11:15:00, None, None,51
-21.5, None, 202.1,2022-12-20 11:30:00, None, None,51
-21.4, None, 202.1,2022-12-20 11:45:00, None, None,51
-21.4, None, 202.1,2022-12-20 12:00:00, None, None,51
-21.9, None, 202.1,2022-12-20 12:15:00, None, None,51
-22.0, None, 202.1,2022-12-20 12:30:00, None, None,51
-22.3, None, 202.1,2022-12-20 12:45:00, None, None,51
-22.7, None, 202.1,2022-12-20 13:00:00, None, None,51
-23.1, None, 202.1,2022-12-20 13:15:00, None, None,51
-23.6, None, 202.1,2022-12-20 13:30:00, None, None,51
-23.0, None, 202.1,2022-12-20 13:45:00, None, None,51
-23.0, None, 202.1,2022-12-20 14:00:00, None, None,51
-23.6, None, 202.1,2022-12-20 14:15:00, None, None,51
-23.6, None, 202.1,2022-12-20 14:30:00, None, None,51
-23.7, None, 202.1,2022-12-20 14:45:00, None, None,51
-23.7, None, 202.1,2022-12-20 15:00:00, None, None,51
-23.8, None, 202.1,2022-12-20 15:15:00, None, None,51
-23.8, None, 202.1,2022-12-20 15:30:00, None, None,51
-24.4, None, 202.1,2022-12-20 15:45:00, None, None,51
-24.7, None, 202.1,2022-12-20 16:00:00, None, None,51
-24.5, None, 202.1,2022-12-20 16:15:00, None, None,51
-24.8, None, 202.1,2022-12-20 16:30:00, None, None,51
-25.3, None, 202.1,2022-12-20 16:45:00, None, None,51
-25.7, None, 202.1,2022-12-20 17:00:00, None, None,51
-25.7, None, 202.1,2022-12-20 17:15:00, None, None,51
-25.7, None, 202.1,2022-12-20 17:30:00, None, None,51
-26.0, None, 202.1,2022-12-20 17:45:00, None, None,51
-26.1, None, 202.1,2022-12-20 18:00:00, None, None,51
-26.2, None, 202.1,2022-12-20 18:15:00, None, None,51
-26.5, None, 202.1,2022-12-20 18:30:00, None, None,51
-26.6, None, 202.1,2022-12-20 18:45:00, None, None,51
-26.7, None, 202.1,2022-12-20 19:00:00, None, None,51
-26.8, None, 202.1,2022-12-20 19:15:00, None, None,51
-26.9, None, 202.1,2022-12-20 19:30:00, None, None,51
-26.9, None, 202.1,2022-12-20 19:45:00, None, None,51
-27.1, None, 202.1,2022-12-20 20:00:00, None, None,51
-27.2, None, 202.1,2022-12-20 20:15:00, None, None,51
-27.4, None, 202.1,2022-12-20 20:30:00, None, None,51
-27.4, None, 202.1,2022-12-20 20:45:00, None, None,51
-27.6, None, 202.1,2022-12-20 21:00:00, None, None,51
-27.6, None, 202.1,2022-12-20 21:15:00, None, None,51
-27.6, None, 202.1,2022-12-20 21:30:00, None, None,51
-27.5, None, 202.1,2022-12-20 21:45:00, None, None,51
-27.6, None, 202.1,2022-12-20 22:00:00, None, None,51
-27.8, None, 202.1,2022-12-20 22:15:00, None, None,51
-28.2, None, 202.1,2022-12-20 22:30:00, None, None,51
-28.4, None, 202.1,2022-12-20 22:45:00, None, None,51
-28.2, None, 202.1,2022-12-20 23:00:00, None, None,51
-28.2, None, 202.1,2022-12-20 23:15:00, None, None,51
-28.4, None, 202.1,2022-12-20 23:30:00, None, None,51
-28.5, None, 202.1,2022-12-20 23:45:00, None, None,51
-28.7, 0.5, 202.1,2022-12-21 00:00:00, -32.7, -26.6,51
-29.0, None, 202.1,2022-12-21 00:15:00, None, None,51
-29.0, None, None,2022-12-21 00:30:00, None, None,51
-29.1, None, None,2022-12-21 00:45:00, None, None,51
None, None, 202.1,2022-12-21 00:52:00, None, None,51
-29.1, None, None,2022-12-21 01:00:00, None, None,51
-29.2, None, None,2022-12-21 01:15:00, None, None,51
-29.2, None, 202.1,2022-12-21 01:30:00, None, None,51
-29.5, None, 202.1,2022-12-21 01:45:00, None, None,51
-29.4, None, 202.1,2022-12-21 02:00:00, None, None,51
-29.9, None, 202.1,2022-12-21 02:15:00, None, None,51
-30.5, None, 202.1,2022-12-21 02:30:00, None, None,51
-30.7, None, 202.1,2022-12-21 02:45:00, None, None,51
-30.7, None, 202.1,2022-12-21 03:00:00, None, None,51
-31.1, None, 202.1,2022-12-21 03:15:00, None, None,51
-31.3, None, 202.1,2022-12-21 03:30:00, None, None,51
-31.0, None, 202.1,2022-12-21 03:45:00, None, None,51
-30.8, None, 202.1,2022-12-21 04:00:00, None, None,51
-30.8, None, 202.1,2022-12-21 04:15:00, None, None,51
-30.6, None, 202.1,2022-12-21 04:30:00, None, None,51
-30.7, None, 202.1,2022-12-21 04:45:00, None, None,51
-30.9, None, 202.1,2022-12-21 05:00:00, None, None,51
-31.3, None, 202.1,2022-12-21 05:15:00, None, None,51
-31.6, None, 202.1,2022-12-21 05:30:00, None, None,51
-31.6, None, 202.1,2022-12-21 05:45:00, None, None,51
-31.6, None, 202.1,2022-12-21 06:00:00, None, None,51
-31.8, None, 202.1,2022-12-21 06:15:00, None, None,51
-32.0, None, 202.1,2022-12-21 06:30:00, None, None,51
-32.0, None, 202.1,2022-12-21 06:45:00, None, None,51
-31.8, None, 202.1,2022-12-21 07:00:00, None, None,51
-31.8, None, 202.1,2022-12-21 07:15:00, None, None,51
-32.0, None, 202.1,2022-12-21 07:30:00, None, None,51
-32.1, None, 202.1,2022-12-21 07:45:00, None, None,51
-31.6, None, 202.1,2022-12-21 08:00:00, None, None,51
-31.6, None, 202.1,2022-12-21 08:15:00, None, None,51
-31.6, None, 202.1,2022-12-21 08:30:00, None, None,51
-31.5, None, 202.1,2022-12-21 08:45:00, None, None,51
-31.2, None, 202.1,2022-12-21 09:00:00, None, None,51
-30.2, None, 202.1,2022-12-21 09:15:00, None, None,51
-28.7, None, 202.1,2022-12-21 09:30:00, None, None,51
-28.4, None, 202.1,2022-12-21 09:45:00, None, None,51
-27.7, None, 202.1,2022-12-21 10:00:00, None, None,51
-27.9, None, 202.1,2022-12-21 10:15:00, None, None,51
-26.6, None, 202.1,2022-12-21 10:30:00, None, None,51
-27.9, None, 202.1,2022-12-21 10:45:00, None, None,51
-28.4, None, 202.1,2022-12-21 11:00:00, None, None,51
-28.6, None, 202.1,2022-12-21 11:15:00, None, None,51
-29.1, None, 202.1,2022-12-21 11:30:00, None, None,51
-29.2, None, 202.1,2022-12-21 11:45:00, None, None,51
-29.5, None, 202.1,2022-12-21 12:00:00, None, None,51
-29.7, None, 202.1,2022-12-21 12:15:00, None, None,51
-29.9, None, 202.1,2022-12-21 12:30:00, None, None,51
-29.1, None, 202.1,2022-12-21 12:45:00, None, None,51
-28.9, None, 202.1,2022-12-21 13:00:00, None, None,51
-28.7, None, 202.1,2022-12-21 13:15:00, None, None,51
-28.9, None, 202.1,2022-12-21 13:30:00, None, None,51
-28.8, None, 202.1,2022-12-21 13:45:00, None, None,51
-28.7, None, 202.1,2022-12-21 14:00:00, None, None,51
-28.8, None, 202.1,2022-12-21 14:15:00, None, None,51
-29.0, None, 202.1,2022-12-21 14:30:00, None, None,51
-29.2, None, 202.1,2022-12-21 14:45:00, None, None,51
-29.3, None, 202.1,2022-12-21 15:00:00, None, None,51
